country,project-name,unit-name,capacity-(mw),status,reactor-type,model,owner,operator,lat,lng,location-accuracy,state/province,region,url,areas-subnat-sat-display
United States,Davis Besse nuclear power plant,1,925.0,operating,pressurized water reactor,B&W RLP (DRYAMB),Cleveland Electric Illuminating CO [100%],First Energy Nuclear Operating CO,41.5967,-83.0861,exact,Ohio,Americas,https://www.gem.wiki/Davis_Besse_nuclear_power_plant,"Ohio, United States"
United States,Davis Besse nuclear power plant,2,906.0,cancelled,unknown,unknown,Toledo Edison CO [100%],,41.5967,-83.0861,exact,Ohio,Americas,https://www.gem.wiki/Davis_Besse_nuclear_power_plant,"Ohio, United States"
United States,Davis Besse nuclear power plant,3,906.0,cancelled,unknown,unknown,Toledo Edison CO [100%],,41.5967,-83.0861,exact,Ohio,Americas,https://www.gem.wiki/Davis_Besse_nuclear_power_plant,"Ohio, United States"
China,Daya Bay nuclear power plant,1,984.0,operating,pressurized water reactor,M310,Guandong Nuclear Power Joint Venture Company LTD [100%],Daya Bay Nuclear Power Operations And Management CO LTD,22.59801,114.5434,exact,Guangdong,Asia,https://www.gem.wiki/Daya_Bay_nuclear_power_plant,"Guangdong, China"
China,Daya Bay nuclear power plant,2,984.0,operating,pressurized water reactor,M310,Guandong Nuclear Power Joint Venture Company LTD [100%],Daya Bay Nuclear Power Operations And Management CO LTD,22.59801,114.5434,exact,Guangdong,Asia,https://www.gem.wiki/Daya_Bay_nuclear_power_plant,"Guangdong, China"
United States,Diablo Canyon nuclear power plant,1,1197.0,operating,pressurized water reactor,WH 4LP (DRYAMB),Pacific Gas and Electric Co [100%],Pacific Gas and Electric,35.2115,-120.8555,exact,California,Americas,https://www.gem.wiki/Diablo_Canyon_nuclear_power_plant,"California, United States"
United States,Diablo Canyon nuclear power plant,2,1197.0,operating,pressurized water reactor,WH 4LP (DRYAMB),Pacific Gas and Electric Co [100%],Pacific Gas and Electric,35.2115,-120.8555,exact,California,Americas,https://www.gem.wiki/Diablo_Canyon_nuclear_power_plant,"California, United States"
Russia,Dimitrovgrad nuclear power plant,1,100.0,cancelled,liquid-metal-cooled fast reactor,SVBR-100,Rosatom; Irkutsenergo [100%],AKME-Engineering,54.1866,49.4793,approximate,Ulyanovsk Oblast,Europe,https://www.gem.wiki/Dimitrovgrad_nuclear_power_plant,"Ulyanovsk Oblast, Russia"
Netherlands,Dodewaard nuclear power plant,--,60.0,retired,boiling water reactor,GE design,BV Gemeenschappelijke Kernenergiecentrale Nederland (BV GKN) [100%],BV Gemeenschappelijke Kernenergiecentrale Nederland (BV GKN),51.8998,5.6868,exact,Gelderland,Europe,https://www.gem.wiki/Dodewaard_nuclear_power_plant,"Gelderland, Netherlands"
Belgium,Doel nuclear power plant,1,454.0,operating,pressurized water reactor,WH 2LP,Indivision Doel [100%],Engie Electrabel; EDF Belgium; EDF Luminus,51.3254,4.2597,exact,East Flanders,Europe,https://www.gem.wiki/Doel_nuclear_power_plant,"East Flanders, Belgium"
Belgium,Doel nuclear power plant,2,454.0,operating,pressurized water reactor,WH 2LP,Indivision Doel [100%],Engie Electrabel; EDF Belgium; EDF Luminus,51.3254,4.2597,exact,East Flanders,Europe,https://www.gem.wiki/Doel_nuclear_power_plant,"East Flanders, Belgium"
Belgium,Doel nuclear power plant,3,1056.0,retired,pressurized water reactor,WH 3LP,Societes Reunies D'Energie Du Bassin De L'Escaut SA [100%],Engie Electrabel; EDF Belgium; EDF Luminus,51.3254,4.2597,exact,East Flanders,Europe,https://www.gem.wiki/Doel_nuclear_power_plant,"East Flanders, Belgium"
Belgium,Doel nuclear power plant,4,1090.0,operating,pressurized water reactor,WH 3LP,Societes Reunies D'Energie Du Bassin De L'Escaut SA [100%],Engie Electrabel; EDF Belgium; EDF Luminus,51.3254,4.2597,exact,East Flanders,Europe,https://www.gem.wiki/Doel_nuclear_power_plant,"East Flanders, Belgium"
Romania,Doicești nuclear power plant,1,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
Romania,Doicești nuclear power plant,2,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
Romania,Doicești nuclear power plant,3,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
Romania,Doicești nuclear power plant,4,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
Romania,Doicești nuclear power plant,5,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
Romania,Doicești nuclear power plant,6,77.0,pre-construction,small modular reactor,NuScale,,Societatea Nationala Nuclearelectrica SA,44.9967,25.3672,approximate,Wallachia,Europe,https://www.gem.wiki/Doicești_nuclear_power_plant,"Wallachia, Romania"
United States,Donald C Cook nuclear power plant,1,1131.0,operating,pressurized water reactor,WH 4LP (ICECDN),American Electric Power Co Inc [100%],American Electric Power Company INC,41.9756,-86.5652,exact,Michigan,Americas,https://www.gem.wiki/Donald_C_Cook_nuclear_power_plant,"Michigan, United States"
United States,Donald C Cook nuclear power plant,2,1231.0,operating,pressurized water reactor,WH 4LP (ICECDN),American Electric Power Co Inc [100%],American Electric Power Company INC,41.9756,-86.5652,exact,Michigan,Americas,https://www.gem.wiki/Donald_C_Cook_nuclear_power_plant,"Michigan, United States"
China,Donggang nuclear power plant,1,1150.0,cancelled,pressurized water reactor,unknown,China Huadian Group CO LTD [100%],,39.7895,123.5988,approximate,Liaoning,Asia,https://www.gem.wiki/Donggang_nuclear_power_plant,"Liaoning, China"
China,Donggang nuclear power plant,2,1150.0,cancelled,pressurized water reactor,unknown,China Huadian Group CO LTD [100%],,39.7895,123.5988,approximate,Liaoning,Asia,https://www.gem.wiki/Donggang_nuclear_power_plant,"Liaoning, China"
China,Donggang nuclear power plant,3,1150.0,cancelled,pressurized water reactor,unknown,China Huadian Group CO LTD [100%],,39.7895,123.5988,approximate,Liaoning,Asia,https://www.gem.wiki/Donggang_nuclear_power_plant,"Liaoning, China"
China,Donggang nuclear power plant,4,1150.0,cancelled,pressurized water reactor,unknown,China Huadian Group CO LTD [100%],,39.7895,123.5988,approximate,Liaoning,Asia,https://www.gem.wiki/Donggang_nuclear_power_plant,"Liaoning, China"
Canada,Douglas Point (AECL) nuclear power plant,--,218.0,retired,pressurized heavy water reactor,CANDU 200,Atomic Energy Of Canada LTD [100%],Ontario Hydro,44.3265,-81.6006,exact,Ontario,Americas,https://www.gem.wiki/Douglas_Point_(AECL)_nuclear_power_plant,"Ontario, Canada"
United States,Douglas Point (PEPCO) nuclear power plant,1,1146.0,cancelled,boiling water reactor,unknown,Potomac Electric Power CO (PEPCO) [100%],,38.45001,-77.25001,exact,Maryland,Americas,https://www.gem.wiki/Douglas_Point_(PEPCO)_nuclear_power_plant,"Maryland, United States"
United States,Douglas Point (PEPCO) nuclear power plant,2,1146.0,cancelled,boiling water reactor,unknown,Potomac Electric Power CO (PEPCO) [100%],,38.45001,-77.25001,exact,Maryland,Americas,https://www.gem.wiki/Douglas_Point_(PEPCO)_nuclear_power_plant,"Maryland, United States"
United Kingdom,Dounreay nuclear power plant,DFR,15.0,retired,fast breeder reactor,unknown,United Kingdom Atomic Energy Authority [100%],United Kingdom Atomic Energy Authority,58.5805,-3.7374,exact,Scotland,Europe,https://www.gem.wiki/Dounreay_nuclear_power_plant,"Scotland, United Kingdom"
United Kingdom,Dounreay nuclear power plant,PFR,250.0,retired,fast breeder reactor,unknown,United Kingdom Atomic Energy Authority [100%],United Kingdom Atomic Energy Authority,58.5805,-3.7374,exact,Scotland,Europe,https://www.gem.wiki/Dounreay_nuclear_power_plant,"Scotland, United Kingdom"
United States,Dresden nuclear power plant,1,207.0,retired,boiling water reactor,unknown,,Exelon Generation CO LLC,41.3901,-88.2701,exact,Illinois,Americas,https://www.gem.wiki/Dresden_nuclear_power_plant,"Illinois, United States"
United States,Dresden nuclear power plant,2,950.0,operating,boiling water reactor,BWR-3 (Mark 1),Exelon [100%],Exelon Generation CO LLC,41.3901,-88.2701,exact,Illinois,Americas,https://www.gem.wiki/Dresden_nuclear_power_plant,"Illinois, United States"
United States,Dresden nuclear power plant,3,935.0,operating,boiling water reactor,BWR-3 (Mark 1),Exelon [100%],Exelon Generation CO LLC,41.3901,-88.2701,exact,Illinois,Americas,https://www.gem.wiki/Dresden_nuclear_power_plant,"Illinois, United States"
United States,Duane Arnold nuclear power plant,1,624.0,retired,boiling water reactor,BWR-4 (Mark 1),Nextera Energy Resources LLC [100%],Nextera Energy Resources,42.1011,-91.7781,exact,Iowa,Americas,https://www.gem.wiki/Duane_Arnold_nuclear_power_plant,"Iowa, United States"
Czech Republic,Dukovany nuclear power plant,1,500.0,operating,pressurized water reactor,VVER V-213,CEZ AS [100%],CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
Czech Republic,Dukovany nuclear power plant,2,500.0,operating,pressurized water reactor,VVER V-213,CEZ AS,CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
Czech Republic,Dukovany nuclear power plant,3,500.0,operating,pressurized water reactor,VVER V-213,CEZ AS [100%],CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
Czech Republic,Dukovany nuclear power plant,4,500.0,operating,pressurized water reactor,VVER V-213,CEZ AS [100%],CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
Czech Republic,Dukovany nuclear power plant,5,1200.0,pre-construction,pressurized water reactor,AP-1000,CEZ AS [100%],CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
Czech Republic,Dukovany nuclear power plant,6,1200.0,announced,unknown,unknown,CEZ AS [100%],CEZ,49.0852,16.1479,exact,Southeast,Europe,https://www.gem.wiki/Dukovany_nuclear_power_plant,"Southeast, Czech Republic"
United Kingdom,Dungeness nuclear power plant,A1,230.0,retired,gas-cooled reactor,MAGNOX,Nuclear Decommissioning Authority [100%],Magnox LTD,50.9139,0.96201,exact,England,Europe,https://www.gem.wiki/Dungeness_nuclear_power_plant,"England, United Kingdom"
United Kingdom,Dungeness nuclear power plant,A2,230.0,retired,gas-cooled reactor,MAGNOX,Nuclear Decommissioning Authority [100%],Magnox LTD,50.9139,0.96201,exact,England,Europe,https://www.gem.wiki/Dungeness_nuclear_power_plant,"England, United Kingdom"
United Kingdom,Dungeness nuclear power plant,B1,615.0,retired,gas-cooled reactor,AGR,EDF Energy Ltd [100%],EDF Energy,50.9138,0.9597,exact,England,Europe,https://www.gem.wiki/Dungeness_nuclear_power_plant,"England, United Kingdom"
United Kingdom,Dungeness nuclear power plant,B2,615.0,retired,gas-cooled reactor,AGR,EDF Energy Ltd [100%],EDF Energy,50.9138,0.9597,exact,England,Europe,https://www.gem.wiki/Dungeness_nuclear_power_plant,"England, United Kingdom"
South Africa,Duynefontein nuclear power plant,1,1650.0,cancelled,unknown,unknown,Eskom [100%],,-33.6866,18.4402,exact,Western Cape,Africa,https://www.gem.wiki/Duynefontein_nuclear_power_plant,"Western Cape, South Africa"
South Africa,Duynefontein nuclear power plant,2,1650.0,cancelled,unknown,unknown,Eskom [100%],,-33.6866,18.4402,exact,Western Cape,Africa,https://www.gem.wiki/Duynefontein_nuclear_power_plant,"Western Cape, South Africa"
United States,Edwin I Hatch nuclear power plant,1,911.0,operating,boiling water reactor,BWR-4 (Mark 1),Georgia Power Co [100%],Southern Nuclear Operating Company INC,31.9342,-82.3447,exact,Georgia,Americas,https://www.gem.wiki/Edwin_I_Hatch_nuclear_power_plant,"Georgia, United States"
United States,Edwin I Hatch nuclear power plant,2,921.0,operating,boiling water reactor,BWR-4 (Mark 1),Georgia Power Co [100%],Southern Nuclear Operating Company INC,31.9342,-82.3447,exact,Georgia,Americas,https://www.gem.wiki/Edwin_I_Hatch_nuclear_power_plant,"Georgia, United States"
Egypt,El Dabaa nuclear power plant,1,1200.0,construction,pressurized water reactor,VVER-1200,Nuclear Power Plants Authority [100%],Nuclear Power Plants Authority,31.0442,28.4978,exact,Matruh,Africa,https://www.gem.wiki/El_Dabaa_nuclear_power_plant,"Matruh, Egypt"
Egypt,El Dabaa nuclear power plant,2,1200.0,construction,pressurized water reactor,VVER-1200,Nuclear Power Plants Authority [100%],Nuclear Power Plants Authority,31.0442,28.4978,exact,Matruh,Africa,https://www.gem.wiki/El_Dabaa_nuclear_power_plant,"Matruh, Egypt"
Egypt,El Dabaa nuclear power plant,3,1200.0,construction,pressurized water reactor,VVER-1200,Nuclear Power Plants Authority [100%],Nuclear Power Plants Authority,31.0442,28.4978,exact,Matruh,Africa,https://www.gem.wiki/El_Dabaa_nuclear_power_plant,"Matruh, Egypt"
Egypt,El Dabaa nuclear power plant,4,1200.0,construction,pressurized water reactor,VVER-1200/V-529,Nuclear Power Plants Authority [100%],,31.0442,28.4978,exact,Matruh,Africa,https://www.gem.wiki/El_Dabaa_nuclear_power_plant,"Matruh, Egypt"
United States,Elk River nuclear power plant,--,24.0,retired,boiling water reactor,unknown,US Department of Energy [100%],Rural Cooperative Power Association,45.2963,-93.5555,approximate,Minnesota,Americas,https://www.gem.wiki/Elk_River_nuclear_power_plant,"Minnesota, United States"
Argentina,Embalse nuclear power plant,--,656.0,operating,pressurized heavy water reactor,CANDU 6,Nucleoelectrica Argentina SA [100%],Nucleoelectrica Argentina SA,-32.2316,-64.4422,exact,Córdoba,Americas,https://www.gem.wiki/Embalse_nuclear_power_plant,"Córdoba, Argentina"
Germany,Emsland nuclear power plant,--,1406.0,retired,pressurized water reactor,Konvoi,RWE Power AG [100%],Kernkraftwerke Lippe-Ems GMBH,52.4716,7.3204,exact,Lower Saxony,Europe,https://www.gem.wiki/Emsland_nuclear_power_plant,"Lower Saxony, Germany"
Italy,Enrico Fermi nuclear power plant,--,270.0,retired,pressurized water reactor,WH 4LP,Societa Gestione Impanti Nucleari SPA [100%],Societa Gestione Impanti Nucleari SPA,45.1833,8.2773,exact,Piedmont,Europe,https://www.gem.wiki/Enrico_Fermi_nuclear_power_plant,"Piedmont, Italy"
United States,Erie nuclear power plant,1,1267.0,cancelled,unknown,unknown,Ohio Edison CO [100%],,41.35001,-82.4833,exact,Ohio,Americas,https://www.gem.wiki/Erie_nuclear_power_plant,"Ohio, United States"
United States,Erie nuclear power plant,2,1267.0,cancelled,unknown,unknown,Ohio Edison CO [100%],,41.35001,-82.4833,exact,Ohio,Americas,https://www.gem.wiki/Erie_nuclear_power_plant,"Ohio, United States"
United States,Experimental Boiling Water Reactor nuclear power plant,1,5.0,retired,unknown,unknown,US Department of Energy [100%],Argonne National Laboratory-West,41.71944,-87.9891,exact,Illinois,Americas,https://www.gem.wiki/Experimental_Boiling_Water_Reactor_nuclear_power_plant,"Illinois, United States"
United States,Experimental Breeder Reactor nuclear power plant,1,0.2,retired,unknown,unknown,US Department of Energy [100%],Argonne National Laboratory-West,43.51151,-113.0087,exact,Idaho,Americas,https://www.gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant,"Idaho, United States"
United States,Experimental Breeder Reactor nuclear power plant,2,19.0,retired,unknown,unknown,US Department of Energy [100%],Argonne National Laboratory-West,43.59509,-113.0087,exact,Idaho,Americas,https://www.gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant,"Idaho, United States"
China,Fangchenggang nuclear power plant,1-1,1086.0,operating,pressurized water reactor,CPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangchenggang nuclear power plant,1-2,1086.0,operating,pressurized water reactor,CPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangchenggang nuclear power plant,2-3,1180.0,operating,pressurized water reactor,HPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangchenggang nuclear power plant,2-4,1180.0,operating,pressurized water reactor,HPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangchenggang nuclear power plant,3-5,1150.0,pre-construction,pressurized water reactor,HPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangchenggang nuclear power plant,3-6,1150.0,pre-construction,pressurized water reactor,HPR-1000,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [100%],Guangxi Fangchenggang Nuclear Power CO LTD,21.669663,108.557081,exact,Guangxi,Asia,https://www.gem.wiki/Fangchenggang_nuclear_power_plant,"Guangxi, China"
China,Fangjiashan nuclear power plant,1,1089.0,operating,pressurized water reactor,CPR-1000,China National Nuclear Power CO LTD [100%],Qinshan Nuclear Power CO,30.441069,120.942102,exact,Zhejiang,Asia,https://www.gem.wiki/Fangjiashan_nuclear_power_plant,"Zhejiang, China"
China,Fangjiashan nuclear power plant,2,1089.0,operating,pressurized water reactor,CPR-1000,China National Nuclear Power CO LTD [100%],Qinshan Nuclear Power CO,30.441069,120.942102,exact,Zhejiang,Asia,https://www.gem.wiki/Fangjiashan_nuclear_power_plant,"Zhejiang, China"
United States,Fermi nuclear power plant,1,65.0,retired,fast breeder reactor,Liquid Metal FBR,Power Reactor Development Company (PRDC) (Consortium Of 34 Public Utilities) [100%],Detroit Edison CO,41.96031,-83.2577,exact,Michigan,Americas,https://www.gem.wiki/Fermi_nuclear_power_plant,"Michigan, United States"
United States,Fermi nuclear power plant,2,1198.0,operating,boiling water reactor,BWR-4 (Mark 1),DTE Electric Co [100%],Detroit Edison CO,41.96278,-83.2575,exact,Michigan,Americas,https://www.gem.wiki/Fermi_nuclear_power_plant,"Michigan, United States"
United States,Fermi nuclear power plant,3,1600.0,cancelled,boiling water reactor,ESBWR,DTE Electric Co [100%],Detroit Edison CO,41.96082,-83.2648,exact,Michigan,Americas,https://www.gem.wiki/Fermi_nuclear_power_plant,"Michigan, United States"
United States,Fermi nuclear power plant,3A,1171.0,cancelled,unknown,unknown,DTE Electric Co [100%],,41.96082,-83.2648,exact,Michigan,Americas,https://www.gem.wiki/Fermi_nuclear_power_plant,"Michigan, United States"
France,Fessenheim nuclear power plant,1,920.0,retired,pressurized water reactor,CP0,Electricité de France SA [100%],Electricité de France,47.9032,7.5609,exact,Grand Est,Europe,https://www.gem.wiki/Fessenheim_nuclear_power_plant,"Grand Est, France"
France,Fessenheim nuclear power plant,2,920.0,retired,pressurized water reactor,CP0,Electricité de France SA [100%],Electricité de France,47.9032,7.5609,exact,Grand Est,Europe,https://www.gem.wiki/Fessenheim_nuclear_power_plant,"Grand Est, France"
France,Flamanville nuclear power plant,1,1382.0,operating,pressurized water reactor,P4 REP 1300,Electricité de France SA [100%],Electricité de France,49.5366,-1.8823,exact,Normandy,Europe,https://www.gem.wiki/Flamanville_nuclear_power_plant,"Normandy, France"
France,Flamanville nuclear power plant,2,1382.0,operating,pressurized water reactor,P4 REP 1300,Electricité de France SA [100%],Electricité de France,49.5366,-1.8823,exact,Normandy,Europe,https://www.gem.wiki/Flamanville_nuclear_power_plant,"Normandy, France"
France,Flamanville nuclear power plant,3,1650.0,construction,pressurized water reactor,EPR,Electricité de France SA [100%],Electricité de France,49.5366,-1.8823,exact,Normandy,Europe,https://www.gem.wiki/Flamanville_nuclear_power_plant,"Normandy, France"
United States,Forked River nuclear power plant,1,1070.0,cancelled,unknown,unknown,Jersey Central Power & Light CO (JCP&L) [100%],,39.8169,-74.2166,exact,New Jersey,Americas,https://www.gem.wiki/Forked_River_nuclear_power_plant,"New Jersey, United States"
Sweden,Forsmark nuclear power plant,1,1078.0,operating,boiling water reactor,"AA-III, BWR-2500",Forsmark Kraftgrupp AB [100%],Forsmark Kraftgrupp AB,60.4028,18.1744,exact,,Europe,https://www.gem.wiki/Forsmark_nuclear_power_plant,Sweden
Sweden,Forsmark nuclear power plant,2,1160.0,operating,boiling water reactor,"AA-III, BWR-2500",Forsmark Kraftgrupp AB [100%],Forsmark Kraftgrupp AB,60.4028,18.1744,exact,,Europe,https://www.gem.wiki/Forsmark_nuclear_power_plant,Sweden
Sweden,Forsmark nuclear power plant,3,1208.0,operating,boiling water reactor,"AA-IV, BWR-3000",Forsmark Kraftgrupp AB [100%],Forsmark Kraftgrupp AB,60.4028,18.1744,exact,,Europe,https://www.gem.wiki/Forsmark_nuclear_power_plant,Sweden
United States,Fort Calhoun nuclear power plant,1,512.0,retired,pressurized water reactor,CE 2LP,Omaha Public Power District [100%],Exelon Generation CO LLC,41.5182,-96.0775,exact,Nebraska,Americas,https://www.gem.wiki/Fort_Calhoun_nuclear_power_plant,"Nebraska, United States"
United States,Fort Calhoun nuclear power plant,2,1136.0,cancelled,pressurized water reactor,unknown,Omaha Public Power District [100%],,41.5182,-96.0775,exact,Nebraska,Americas,https://www.gem.wiki/Fort_Calhoun_nuclear_power_plant,"Nebraska, United States"
United States,Fort St. Vrain nuclear power plant,--,342.0,retired,high temperature gas reactor,unknown,,Public Service Company of Colorado (PSCo),40.2453,-104.8742,exact,Colorado,Americas,https://www.gem.wiki/Fort_St._Vrain_nuclear_power_plant,"Colorado, United States"
Japan,Fugen nuclear power plant,--,165.0,retired,heavy water light water reactor,ATR,Japan Atomic Energy Agency [100%],Japan Atomic Energy Agency,35.7544,136.0191,exact,,Asia,https://www.gem.wiki/Fugen_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,1,460.0,retired,boiling water reactor,BWR-3,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,2,784.0,retired,boiling water reactor,BWR-4,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,3,784.0,retired,boiling water reactor,BWR-4,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,4,784.0,retired,boiling water reactor,BWR-4,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,5,784.0,retired,boiling water reactor,BWR-4,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,6,1100.0,retired,boiling water reactor,BWR-5,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,7,1380.0,cancelled,advanced boiling water reactor,unknown,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daiichi nuclear power plant,8,1380.0,cancelled,advanced boiling water reactor,unknown,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.4231,141.0331,exact,,Asia,https://www.gem.wiki/Fukushima_Daiichi_nuclear_power_plant,Japan
Japan,Fukushima Daini nuclear power plant,1,1100.0,retired,boiling water reactor,BWR-5,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.3164,141.0265,exact,,Asia,https://www.gem.wiki/Fukushima_Daini_nuclear_power_plant,Japan
Japan,Fukushima Daini nuclear power plant,2,1100.0,retired,boiling water reactor,BWR-5,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.3164,141.0265,exact,,Asia,https://www.gem.wiki/Fukushima_Daini_nuclear_power_plant,Japan
Japan,Fukushima Daini nuclear power plant,3,1100.0,retired,boiling water reactor,BWR-5,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.3164,141.0265,exact,,Asia,https://www.gem.wiki/Fukushima_Daini_nuclear_power_plant,Japan
Japan,Fukushima Daini nuclear power plant,4,1100.0,retired,boiling water reactor,BWR-5,Tokyo Electric Power CO [100%],Tokyo Electric Power CO,37.3164,141.0265,exact,,Asia,https://www.gem.wiki/Fukushima_Daini_nuclear_power_plant,Japan
China,Fuling nuclear power plant,1,1250.0,cancelled,unknown,AP-1000,State Power Investment Group CO LTD [100%],,29.85131,107.5308,approximate,Chongqing,Asia,https://www.gem.wiki/Fuling_nuclear_power_plant,"Chongqing, China"
China,Fuling nuclear power plant,2,1250.0,cancelled,unknown,AP-1000,State Power Investment Group CO LTD [100%],,29.85131,107.5308,approximate,Chongqing,Asia,https://www.gem.wiki/Fuling_nuclear_power_plant,"Chongqing, China"
China,Fuling nuclear power plant,3,1250.0,cancelled,unknown,AP-1000,State Power Investment Group CO LTD [100%],,29.85131,107.5308,approximate,Chongqing,Asia,https://www.gem.wiki/Fuling_nuclear_power_plant,"Chongqing, China"
China,Fuling nuclear power plant,4,1250.0,cancelled,unknown,AP-1000,State Power Investment Group CO LTD [100%],,29.85131,107.5308,approximate,Chongqing,Asia,https://www.gem.wiki/Fuling_nuclear_power_plant,"Chongqing, China"
United States,Fulton nuclear power plant,1,1160.0,cancelled,high temperature gas reactor,unknown,Philadelphia Electric CO [100%],,39.7675,-76.2334,exact,Pennsylvania,Americas,https://www.gem.wiki/Fulton_nuclear_power_plant,"Pennsylvania, United States"
United States,Fulton nuclear power plant,2,1160.0,cancelled,high temperature gas reactor,unknown,Philadelphia Electric CO [100%],,39.7675,-76.2334,exact,Pennsylvania,Americas,https://www.gem.wiki/Fulton_nuclear_power_plant,"Pennsylvania, United States"
China,Fuqing nuclear power plant,1,1089.0,operating,pressurized water reactor,CNP-1000,China National Nuclear Power CO LTD [100%],Fujian Fuqing Nuclear Power CO LTD,25.4403,119.4426,exact,Fujian,Asia,https://www.gem.wiki/Fuqing_nuclear_power_plant,"Fujian, China"
