country,project-name,unit-name,capacity-(mw),status,reactor-type,model,owner,operator,lat,lng,location-accuracy,state/province,region,url,areas-subnat-sat-display
China,10MW High Temperature Gas-cooled Reactor Test Module (HTR-10) nuclear power plant,--,10.0,operating,high temperature gas reactor,HTR-10,Institute of Nuclear and New Energy Technology [100%],Institute of Nuclear and New Energy Technology,40.003227,116.335496,approximate,Beijing,Asia,https://www.gem.wiki/10MW_High_Temperature_Gas-cooled_Reactor_Test_Module_(HTR-10)_nuclear_power_plant,"Beijing, China"
Sweden,Agesta nuclear power plant,--,12.0,retired,pressurized heavy water reactor,unknown,Vattenfall AB [100%],Svafo AB,59.2062,18.0814,exact,,Europe,https://www.gem.wiki/Agesta_nuclear_power_plant,Sweden
Russia,Akademik Lomonosov nuclear power plant,1,35.0,operating,pressurized water reactor,KLT-40S 'Floating',Rosatom [100%],Rosenergoatom,69.7086,170.3011,exact,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Akademik_Lomonosov_nuclear_power_plant,"Chukotka Autonomous Okrug, Russia"
Russia,Akademik Lomonosov nuclear power plant,2,35.0,operating,pressurized water reactor,KLT-40S 'Floating',Rosatom [100%],Rosenergoatom,69.7086,170.3011,exact,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Akademik_Lomonosov_nuclear_power_plant,"Chukotka Autonomous Okrug, Russia"
Türkiye,Akkuyu nuclear power plant,1,1200.0,construction,pressurized water reactor,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC) [100%],Akkuyu Nuclear JSC,36.1447,33.5402,exact,Mersin Province,Asia,https://www.gem.wiki/Akkuyu_nuclear_power_plant,"Mersin Province, Türkiye"
Türkiye,Akkuyu nuclear power plant,2,1200.0,construction,pressurized water reactor,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC) [100%],Akkuyu Nuclear JSC,36.1447,33.5402,exact,Mersin Province,Asia,https://www.gem.wiki/Akkuyu_nuclear_power_plant,"Mersin Province, Türkiye"
Türkiye,Akkuyu nuclear power plant,3,1200.0,construction,pressurized water reactor,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC) [100%],Akkuyu Nuclear JSC,36.1447,33.5402,exact,Mersin Province,Asia,https://www.gem.wiki/Akkuyu_nuclear_power_plant,"Mersin Province, Türkiye"
Türkiye,Akkuyu nuclear power plant,4,1200.0,construction,pressurized water reactor,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC) [100%],Akkuyu Nuclear JSC,36.1447,33.5402,exact,Mersin Province,Asia,https://www.gem.wiki/Akkuyu_nuclear_power_plant,"Mersin Province, Türkiye"
Kazakhstan,Aktau nuclear power plant,--,90.0,retired,fast breeder reactor,BN-350,Ministry Of Energy (the Republic Of Kazakhstan) [100%],Mangistau Atomic Energy Complex; Kazatomprom,43.6092,51.28201,exact,Mangystau Region,Asia,https://www.gem.wiki/Aktau_nuclear_power_plant,"Mangystau Region, Kazakhstan"
United States,Alan R. Barton nuclear power plant,1,1159.0,cancelled,boiling water reactor,unknown,Alabama Power [100%],Alabama Power,32.75001,-86.40001,exact,Alabama,Americas,https://www.gem.wiki/Alan_R._Barton_nuclear_power_plant,"Alabama, United States"
United States,Alan R. Barton nuclear power plant,2,1159.0,cancelled,boiling water reactor,unknown,Alabama Power [100%],Alabama Power,32.75001,-86.40001,exact,Alabama,Americas,https://www.gem.wiki/Alan_R._Barton_nuclear_power_plant,"Alabama, United States"
United States,Alan R. Barton nuclear power plant,3,1159.0,cancelled,boiling water reactor,unknown,Alabama Power [100%],Alabama Power,32.75001,-86.40001,exact,Alabama,Americas,https://www.gem.wiki/Alan_R._Barton_nuclear_power_plant,"Alabama, United States"
United States,Alan R. Barton nuclear power plant,4,1159.0,cancelled,boiling water reactor,unknown,Alabama Power [100%],Alabama Power,32.75001,-86.40001,exact,Alabama,Americas,https://www.gem.wiki/Alan_R._Barton_nuclear_power_plant,"Alabama, United States"
Canada,Alberta nuclear power plant,1,315.0,announced,small modular reactor,BWRX-300,Capital Power Corp; Ontario Power Generation Inc,,53.534,-113.489,approximate,,Americas,https://www.gem.wiki/Alberta_nuclear_power_plant,Canada
Canada,Alberta nuclear power plant,2,315.0,announced,small modular reactor,BWRX-300,Capital Power Corp; Ontario Power Generation Inc,,53.534,-113.489,approximate,,Americas,https://www.gem.wiki/Alberta_nuclear_power_plant,Canada
United States,Allens Creek nuclear power plant,1,1150.0,cancelled,boiling water reactor,unknown,Houston Lighting & Power CO [100%],,29.675,-96.1022,exact,Texas,Americas,https://www.gem.wiki/Allens_Creek_nuclear_power_plant,"Texas, United States"
United States,Allens Creek nuclear power plant,2,1150.0,cancelled,boiling water reactor,unknown,Houston Lighting & Power CO [100%],,29.675,-96.1022,exact,Texas,Americas,https://www.gem.wiki/Allens_Creek_nuclear_power_plant,"Texas, United States"
Spain,Almaraz nuclear power plant,1,1049.0,operating,pressurized water reactor,WH 3LP,Iberdrola; Endesa; Gas Natural [100%],Centrales Nucleares Almaraz-Trillo,39.807,-5.6986,exact,Extremadura,Europe,https://www.gem.wiki/Almaraz_nuclear_power_plant,"Extremadura, Spain"
Spain,Almaraz nuclear power plant,2,1044.0,operating,pressurized water reactor,WH 3LP,Iberdrola; Endesa; Gas Natural [100%],Centrales Nucleares Almaraz-Trillo,39.807,-5.6986,exact,Extremadura,Europe,https://www.gem.wiki/Almaraz_nuclear_power_plant,"Extremadura, Spain"
United States,Alvin W Vogtle nuclear power plant,1,1229.0,operating,pressurized water reactor,WH 4LP (DRYAMB),Georgia Power Co [100%],Southern Nuclear Operating Company INC,33.13001,-81.7729,exact,Georgia,Americas,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant,"Georgia, United States"
United States,Alvin W Vogtle nuclear power plant,2,1229.0,operating,pressurized water reactor,WH 4LP (DRYAMB),Georgia Power Co [100%],Southern Nuclear Operating Company INC,33.13001,-81.7729,exact,Georgia,Americas,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant,"Georgia, United States"
United States,Alvin W Vogtle nuclear power plant,3,1250.0,operating,pressurized water reactor,AP-1000,Georgia Power Co [100%],Southern Nuclear Operating Company INC,33.1429,-81.7681,exact,Georgia,Americas,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant,"Georgia, United States"
United States,Alvin W Vogtle nuclear power plant,4,1250.0,operating,pressurized water reactor,AP-1000,Georgia Power Co [100%],Southern Nuclear Operating Company INC,33.1429,-81.7681,exact,Georgia,Americas,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant,"Georgia, United States"
Brazil,Angra nuclear power plant,1,640.0,operating,pressurized water reactor,WH 2LP,Eletrobras Eletronuclear SA [100%],Eletrobras Eletronuclear SA,-23.0069,-44.4585,exact,Rio de Janeiro,Americas,https://www.gem.wiki/Angra_nuclear_power_plant,"Rio de Janeiro, Brazil"
Brazil,Angra nuclear power plant,2,1350.0,operating,pressurized water reactor,PRE KONVOI,Eletrobras Eletronuclear SA [100%],Eletrobras Eletronuclear SA,-23.0077,-44.4598,exact,Rio de Janeiro,Americas,https://www.gem.wiki/Angra_nuclear_power_plant,"Rio de Janeiro, Brazil"
Brazil,Angra nuclear power plant,3,1405.0,construction,pressurized water reactor,PRE KONVOI,Eletrobras Eletronuclear SA [100%],Eletrobras Eletronuclear SA,-23.0091,-44.47201,exact,Rio de Janeiro,Americas,https://www.gem.wiki/Angra_nuclear_power_plant,"Rio de Janeiro, Brazil"
China,Anhui Wuhu nuclear power plant,1-1,1250.0,cancelled,pressurized water reactor,AP-1000,China General Nuclear Power Group Co Ltd [100%],Anhui Wuhu Nuclear Power CO LTD,31.1123,118.0171,approximate,Anhui,Asia,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant,"Anhui, China"
China,Anhui Wuhu nuclear power plant,1-2,1250.0,cancelled,pressurized water reactor,AP-1000,China General Nuclear Power Group Co Ltd [100%],Anhui Wuhu Nuclear Power CO LTD,31.1123,118.0171,approximate,Anhui,Asia,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant,"Anhui, China"
China,Anhui Wuhu nuclear power plant,2-3,1250.0,cancelled,pressurized water reactor,AP-1000,China General Nuclear Power Group Co Ltd [100%],Anhui Wuhu Nuclear Power CO LTD,31.1123,118.0171,approximate,Anhui,Asia,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant,"Anhui, China"
China,Anhui Wuhu nuclear power plant,2-4,1250.0,cancelled,pressurized water reactor,AP-1000,China General Nuclear Power Group Co Ltd [100%],Anhui Wuhu Nuclear Power CO LTD,31.1123,118.0171,approximate,Anhui,Asia,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant,"Anhui, China"
United States,Arkansas Nuclear One nuclear power plant,1,903.0,operating,pressurized water reactor,B&W LLP (DRYAMB),Entergy Arkansas INC [100%],Entergy Nuclear Operations INC,35.311,-93.2351,exact,Arkansas,Americas,https://www.gem.wiki/Arkansas_Nuclear_One_nuclear_power_plant,"Arkansas, United States"
United States,Arkansas Nuclear One nuclear power plant,2,1065.0,operating,pressurized water reactor,CE 2LP (DRYAMB),Entergy Arkansas INC [100%],Entergy Nuclear Operations INC,35.311,-93.2351,exact,Arkansas,Americas,https://www.gem.wiki/Arkansas_Nuclear_One_nuclear_power_plant,"Arkansas, United States"
Armenia,Armenian nuclear power plant,1,408.0,retired,pressurized water reactor,VVER V-270,Ministry Of Territorial Administration And Infrastructure [100%],Closed Joint Stock Company Armenian NPP,40.1817,44.1423,exact,Armavir Province,Asia,https://www.gem.wiki/Armenian_nuclear_power_plant,"Armavir Province, Armenia"
Armenia,Armenian nuclear power plant,2,448.0,operating,pressurized water reactor,VVER V-270,Ministry Of Territorial Administration And Infrastructure [100%],Closed Joint Stock Company Armenian NPP,40.1817,44.1423,exact,Armavir Province,Asia,https://www.gem.wiki/Armenian_nuclear_power_plant,"Armavir Province, Armenia"
Armenia,Armenian nuclear power plant,3,1200.0,announced,unknown,unknown,,,40.1817,44.1423,exact,Armavir Province,Asia,https://www.gem.wiki/Armenian_nuclear_power_plant,"Armavir Province, Armenia"
Spain,Ascó nuclear power plant,1,1033.0,operating,pressurized water reactor,WH 3LP,Endesa SA [100%],Asociación Nuclear Ascó-Vandellós AIE,41.1993,0.5694,exact,Catalonia,Europe,https://www.gem.wiki/Ascó_nuclear_power_plant,"Catalonia, Spain"
Spain,Ascó nuclear power plant,2,1027.0,operating,pressurized water reactor,WH 3LP,Endesa; Iberdrola [100%],Asociación Nuclear Ascó-Vandellós AIE,41.1993,0.5694,exact,Catalonia,Europe,https://www.gem.wiki/Ascó_nuclear_power_plant,"Catalonia, Spain"
Japan,Ashihama nuclear power plant,1,1300.0,cancelled,unknown,unknown,Chubu Electric Power CO INC [100%],,34.2203,136.4263,exact,,Asia,https://www.gem.wiki/Ashihama_nuclear_power_plant,Japan
Japan,Ashihama nuclear power plant,2,1300.0,cancelled,unknown,unknown,Chubu Electric Power CO INC [100%],,34.2203,136.4263,exact,,Asia,https://www.gem.wiki/Ashihama_nuclear_power_plant,Japan
Belarus,Astravets nuclear power plant,1,1194.0,operating,pressurized water reactor,VVER V-491,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant"" [100%]","Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",54.7598,26.0937,exact,Hrodna Region,Europe,https://www.gem.wiki/Astravets_nuclear_power_plant,"Hrodna Region, Belarus"
Belarus,Astravets nuclear power plant,2,1194.0,operating,pressurized water reactor,VVER V-491,"Republican Unitary Enterprise ""Belarusian Nuclear Power Plant"" [100%]","Republican Unitary Enterprise ""Belarusian Nuclear Power Plant""",54.7598,26.0937,exact,Hrodna Region,Europe,https://www.gem.wiki/Astravets_nuclear_power_plant,"Hrodna Region, Belarus"
United States,Atlantic nuclear power plant,1,1150.0,cancelled,pressurized water reactor,unknown,Public Service Electric and Gas CO (PSE&G) [100%],,39.4905,-74.2483,exact,New Jersey,Americas,https://www.gem.wiki/Atlantic_nuclear_power_plant,"New Jersey, United States"
United States,Atlantic nuclear power plant,2,1150.0,cancelled,pressurized water reactor,unknown,Public Service Electric and Gas CO (PSE&G) [100%],,39.4905,-74.2483,exact,New Jersey,Americas,https://www.gem.wiki/Atlantic_nuclear_power_plant,"New Jersey, United States"
United States,Atlantic nuclear power plant,3,1150.0,cancelled,pressurized water reactor,unknown,Public Service Electric and Gas CO (PSE&G) [100%],,39.4905,-74.2483,exact,New Jersey,Americas,https://www.gem.wiki/Atlantic_nuclear_power_plant,"New Jersey, United States"
United States,Atlantic nuclear power plant,4,1150.0,cancelled,pressurized water reactor,unknown,Public Service Electric and Gas CO (PSE&G) [100%],,39.4905,-74.2483,exact,New Jersey,Americas,https://www.gem.wiki/Atlantic_nuclear_power_plant,"New Jersey, United States"
Russia,Atomic Power Station 1 Obninsk nuclear power plant,--,6.0,retired,light water graphite reactor,AM-1,Ministry Of Medium Machine Building Of The USSR (Minsredmash) [100%],Ministry Of Medium Machine Building Of The USSR (Minsredmash),55.08901,36.5912,exact,Kaluga Oblast,Europe,https://www.gem.wiki/Atomic_Power_Station_1_Obninsk_nuclear_power_plant,"Kaluga Oblast, Russia"
Argentina,Atucha nuclear power plant,1,362.0,operating,pressurized heavy water reactor,PHWR KWU,Nucleoelectrica Argentina SA [100%],Nucleoelectrica Argentina SA,-33.96701,-59.2095,exact,Buenos Aires,Americas,https://www.gem.wiki/Atucha_nuclear_power_plant,"Buenos Aires, Argentina"
Argentina,Atucha nuclear power plant,2,745.0,operating,pressurized heavy water reactor,PHWR KWU,Nucleoelectrica Argentina SA [100%],Nucleoelectrica Argentina SA,-33.9672,-59.2073,exact,Buenos Aires,Americas,https://www.gem.wiki/Atucha_nuclear_power_plant,"Buenos Aires, Argentina"
Argentina,Atucha nuclear power plant,3,1150.0,pre-construction,pressurized water reactor,Hualong One,China National Nuclear CORP [100%],Nucleoelectrica Argentina SA,-33.9672,-59.2075,exact,Buenos Aires,Americas,https://www.gem.wiki/Atucha_nuclear_power_plant,"Buenos Aires, Argentina"
Germany,AVR Reactor nuclear power plant,--,15.0,retired,high temperature gas reactor,Pebble bed reactor prototype,Arbeitsgemeinschaft Versuchsreaktor GMBH [100%],Arbeitsgemeinschaft Versuchsreaktor GMBH,50.9026,6.4208,exact,North Rhine-Westphalia,Europe,https://www.gem.wiki/AVR_Reactor_nuclear_power_plant,"North Rhine-Westphalia, Germany"
United States,Bailly nuclear power plant,1,644.0,cancelled,boiling water reactor,unknown,Northern Indiana Public Service CO LLC (NIPSCO) [100%],Northern Indiana Public Service CO LLC (NIPSCO),41.6451,-87.1164,exact,Indiana,Americas,https://www.gem.wiki/Bailly_nuclear_power_plant,"Indiana, United States"
China,Bailong nuclear power plant,1,1250.0,pre-construction,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
China,Bailong nuclear power plant,2,1250.0,pre-construction,pressurized water reactor,CAP1000,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
China,Bailong nuclear power plant,3,1400.0,announced,pressurized water reactor,CAP1400,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
China,Bailong nuclear power plant,4,1400.0,announced,pressurized water reactor,CAP1400,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
China,Bailong nuclear power plant,5,1400.0,announced,pressurized water reactor,CAP1400,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
China,Bailong nuclear power plant,6,1400.0,announced,pressurized water reactor,unknown,State Nuclear Power Technology CO LTD [100%],CPI Guangxi Nuclear Power CO LTD,21.506512,108.224169,exact,Guangxi,Asia,https://www.gem.wiki/Bailong_nuclear_power_plant,"Guangxi, China"
Russia,Balakovo nuclear power plant,1,1000.0,operating,pressurized water reactor,VVER V-320,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,Saratov Oblast,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,"Saratov Oblast, Russia"
Russia,Balakovo nuclear power plant,2,1000.0,operating,pressurized water reactor,VVER V-320,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,Saratov Oblast,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,"Saratov Oblast, Russia"
Russia,Balakovo nuclear power plant,3,1000.0,operating,pressurized water reactor,VVER V-320,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,Saratov Oblast,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,"Saratov Oblast, Russia"
Russia,Balakovo nuclear power plant,4,1000.0,operating,pressurized water reactor,VVER V-320,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,Saratov Oblast,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,"Saratov Oblast, Russia"
Russia,Balakovo nuclear power plant,5,950.0,cancelled,pressurized water reactor,VVER V-1000,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,Russia
Russia,Balakovo nuclear power plant,6,950.0,cancelled,pressurized water reactor,VVER V-1000,Rosatom [100%],Rosenergoatom,52.0928,47.9539,exact,,Europe,https://www.gem.wiki/Balakovo_nuclear_power_plant,Russia
Russia,Baltiyskaya nuclear power plant,1,1194.0,cancelled,pressurized water reactor,VVER-1200/V-491,Rosatom [100%],Rosenergoatom,54.9374,22.1636,exact,Kaliningrad,Europe,https://www.gem.wiki/Baltiyskaya_nuclear_power_plant,"Kaliningrad, Russia"
Russia,Baltiyskaya nuclear power plant,2,1170.0,cancelled,pressurized water reactor,VVER-1200/V-491,Rosatom [100%],Rosenergoatom,54.9374,22.1636,exact,Kaliningrad,Europe,https://www.gem.wiki/Baltiyskaya_nuclear_power_plant,"Kaliningrad, Russia"
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,1,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,2,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,3,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,4,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,5,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,6,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung Islands (ThorCon) nuclear power plant,7,500.0,announced,unknown,Thorium Molten Salt Reactor (TMSR),PT ThorCon Power Indonesia,,-2.12001,106.1815,approximate,,Asia,https://www.gem.wiki/Bangka_Belitung_Islands_(ThorCon)_nuclear_power_plant,Indonesia
Indonesia,Bangka Belitung nuclear power plant,1,1000.0,cancelled,unknown,unknown,PT PLN (Persero) [100%],PT PLN (Persero),-2.12001,106.1815,approximate,Bangka-Belitung,Asia,https://www.gem.wiki/Bangka_Belitung_nuclear_power_plant,"Bangka-Belitung, Indonesia"
Indonesia,Bangka Belitung nuclear power plant,2,1000.0,cancelled,unknown,unknown,PT PLN (Persero) [100%],PT PLN (Persero),-2.12001,106.1815,approximate,Bangka-Belitung,Asia,https://www.gem.wiki/Bangka_Belitung_nuclear_power_plant,"Bangka-Belitung, Indonesia"
United Arab Emirates,Barakah nuclear power plant,1,1417.0,operating,pressurized water reactor,APR-1400,Emirates Nuclear Energy CORP [100%],Nawah Energy CO,23.9695,52.2361,exact,Abu Dhabi Emirate,Asia,https://www.gem.wiki/Barakah_nuclear_power_plant,"Abu Dhabi Emirate, United Arab Emirates"
United Arab Emirates,Barakah nuclear power plant,2,1417.0,operating,pressurized water reactor,APR-1400,Emirates Nuclear Energy CORP [100%],Nawah Energy CO,23.9695,52.2361,exact,Abu Dhabi Emirate,Asia,https://www.gem.wiki/Barakah_nuclear_power_plant,"Abu Dhabi Emirate, United Arab Emirates"
United Arab Emirates,Barakah nuclear power plant,3,1417.0,operating,pressurized water reactor,APR-1400,Emirates Nuclear Energy CORP [100%],Nawah Energy CO,23.9695,52.2361,exact,Abu Dhabi Emirate,Asia,https://www.gem.wiki/Barakah_nuclear_power_plant,"Abu Dhabi Emirate, United Arab Emirates"
United Arab Emirates,Barakah nuclear power plant,4,1417.0,operating,pressurized water reactor,APR-1400,Emirates Nuclear Energy CORP [100%],Nawah Energy CO,23.9695,52.2361,exact,Abu Dhabi Emirate,Asia,https://www.gem.wiki/Barakah_nuclear_power_plant,"Abu Dhabi Emirate, United Arab Emirates"
Sweden,Barseback nuclear power plant,1,615.0,retired,boiling water reactor,AA-II,Sydkraft Nuclear Power AB [100%],Barsebäck Kraft AB,55.7435,12.9201,exact,,Europe,https://www.gem.wiki/Barseback_nuclear_power_plant,Sweden
Sweden,Barseback nuclear power plant,2,615.0,retired,boiling water reactor,AA-II,Sydkraft Nuclear Power AB [100%],Barsebäck Kraft AB,55.7435,12.9201,exact,,Europe,https://www.gem.wiki/Barseback_nuclear_power_plant,Sweden
Russia,Bashkir nuclear power plant,1,1255.0,cancelled,pressurized water reactor,VVER V-510,Rosatom [100%],Rosenergoatom,55.8852,53.9889,exact,Bashkortostan,Europe,https://www.gem.wiki/Bashkir_nuclear_power_plant,"Bashkortostan, Russia"
Russia,Bashkir nuclear power plant,2,1255.0,cancelled,pressurized water reactor,VVER V-510,Rosatom [100%],Rosenergoatom,55.8852,53.9889,exact,Bashkortostan,Europe,https://www.gem.wiki/Bashkir_nuclear_power_plant,"Bashkortostan, Russia"
Russia,Bashkir nuclear power plant,3,950.0,cancelled,pressurized water reactor,unknown,Rosatom [100%],Rosenergoatom,55.8852,53.9889,exact,Bashkortostan,Europe,https://www.gem.wiki/Bashkir_nuclear_power_plant,"Bashkortostan, Russia"
Russia,Bashkir nuclear power plant,4,950.0,cancelled,pressurized water reactor,unknown,Rosatom [100%],Rosenergoatom,55.8852,53.9889,exact,Bashkortostan,Europe,https://www.gem.wiki/Bashkir_nuclear_power_plant,"Bashkortostan, Russia"
Philippines,Bataan nuclear power plant,1,621.0,mothballed,pressurized water reactor,unknown,National Power CORP (Napocor) [100%],,14.6294,120.3138,exact,Bataan,Asia,https://www.gem.wiki/Bataan_nuclear_power_plant,"Bataan, Philippines"
United States,Beaver Valley nuclear power plant,1,959.0,operating,pressurized water reactor,WH 3LP (DRYSUB),PPL Susquehanna LLC [100%],First Energy Nuclear Operating CO,40.6219,-80.4336,exact,Pennsylvania,Americas,https://www.gem.wiki/Beaver_Valley_nuclear_power_plant,"Pennsylvania, United States"
United States,Beaver Valley nuclear power plant,2,958.0,operating,pressurized water reactor,WH 3LP (DRYSUB),Ohio Edison CO [100%],First Energy Nuclear Operating CO,40.6219,-80.4336,exact,Pennsylvania,Americas,https://www.gem.wiki/Beaver_Valley_nuclear_power_plant,"Pennsylvania, United States"
Bulgaria,Belene nuclear power plant,1,1000.0,cancelled,unknown,unknown,,,43.6294,25.1867,exact,,Europe,https://www.gem.wiki/Belene_nuclear_power_plant,Bulgaria
Bulgaria,Belene nuclear power plant,2,1000.0,cancelled,unknown,unknown,,,43.6294,25.1867,exact,,Europe,https://www.gem.wiki/Belene_nuclear_power_plant,Bulgaria
Bulgaria,Belene Original nuclear power plant,1,1000.0,cancelled,pressurized water reactor,VVER V-320,,,43.6294,25.1867,exact,,Europe,https://www.gem.wiki/Belene_Original_nuclear_power_plant,Bulgaria
Bulgaria,Belene Original nuclear power plant,2,1000.0,cancelled,pressurized water reactor,VVER V-320,,,43.6294,25.1867,exact,,Europe,https://www.gem.wiki/Belene_Original_nuclear_power_plant,Bulgaria
United States,Bell Bend nuclear power plant,--,1600.0,cancelled,pressurized water reactor,EPR,PPL Corp [100%],,41.0833,-76.15001,exact,Pennsylvania,Americas,https://www.gem.wiki/Bell_Bend_nuclear_power_plant,"Pennsylvania, United States"
United States,Bellefonte nuclear power plant,1,1256.0,cancelled,pressurized water reactor,B&W-205,Tennessee Valley Authority [100%],Tennessee Valley Authority,34.7092,-85.9277,exact,Alabama,Americas,https://www.gem.wiki/Bellefonte_nuclear_power_plant,"Alabama, United States"
United States,Bellefonte nuclear power plant,2,1256.0,cancelled,pressurized water reactor,B&W-205,Tennessee Valley Authority [100%],Tennessee Valley Authority,34.7092,-85.9277,exact,Alabama,Americas,https://www.gem.wiki/Bellefonte_nuclear_power_plant,"Alabama, United States"
United States,Bellefonte nuclear power plant,3,1117.0,cancelled,pressurized water reactor,AP-1000,Tennessee Valley Authority [100%],Tennessee Valley Authority,34.7092,-85.9277,exact,Alabama,Americas,https://www.gem.wiki/Bellefonte_nuclear_power_plant,"Alabama, United States"
United States,Bellefonte nuclear power plant,4,1117.0,cancelled,pressurized water reactor,AP-1000,Tennessee Valley Authority [100%],Tennessee Valley Authority,34.7092,-85.9277,exact,Alabama,Americas,https://www.gem.wiki/Bellefonte_nuclear_power_plant,"Alabama, United States"
France,Belleville nuclear power plant,1,1363.0,operating,pressurized water reactor,P4 REP 1300,Electricité de France SA [100%],Electricité de France,47.5103,2.87501,exact,Bourgogne-Franche-Comté,Europe,https://www.gem.wiki/Belleville_nuclear_power_plant,"Bourgogne-Franche-Comté, France"
France,Belleville nuclear power plant,2,1363.0,operating,pressurized water reactor,P4 REP 1300,Electricité de France SA [100%],Electricité de France,47.5103,2.87501,exact,Bourgogne-Franche-Comté,Europe,https://www.gem.wiki/Belleville_nuclear_power_plant,"Bourgogne-Franche-Comté, France"
United States,Bell nuclear power plant,--,838.0,cancelled,unknown,unknown,New York State Electric and Gas (NYSEG) [100%],,42.4667,-76.50001,exact,New York,Americas,https://www.gem.wiki/Bell_nuclear_power_plant,"New York, United States"
Russia,Beloyarsk nuclear power plant,1,108.0,retired,light water graphite reactor,AMB-100,Ministry Of Medium Machine Building Of The USSR (Minsredmash) [100%],Rosenergoatom,56.8417,61.3225,exact,Sverdlovsk Oblast,Europe,https://www.gem.wiki/Beloyarsk_nuclear_power_plant,"Sverdlovsk Oblast, Russia"
