,Unnamed: 0,GEM Mine ID,name,url,status,capacity_prod,capacity_output,owners,est_emissions,lng,lat,tracker,goget_id,status_year,subnational,Climate TRACE Field Estimate Year,Climate TRACE Field Emissions Factor,areas,Fuel description,Reserves Classification (Converted),Quantity (Converted),Units (Converted),Upstream methane intensity (kg/boe),Reserves Data Year,Quantity (boe),reserves_emissions,GEM Methane Plume ID,Satellite Data Provider,Instrument,date,Provider ID,Satellite Data Provider Ref,plume_emissions,Emissions Uncertainity (kg/hr),Type of Infrastructure,Infrastructure Notes,infra_name,GEM Infrastructure Wiki,Government Well ID (Nearby),California VISTA and other Government ID Assets (Nearby),lat,infra_filter,status_legend,scaling_col
2820,8762,,"California Methane Observation 2020-09-01, 23",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_23,,,,,,-119.66854,35.354496,Plumes,,,California,,,United States,,,,,,,,,CH4T627,CarbonMapper,AVIRIS-NG,9/1/20 20:33,ang20200901t203339-E,https://data.carbonmapper.org/,262.404188,39.4537451,oil and gas facility,,,,,FAB001671,35.354496,Y,unknown-plus,262.404188
2821,8763,,"California Methane Observation 2020-09-01, 27",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_27,,,,,,-119.5969,35.249161,Plumes,,,California,,,United States,,,,,,,,,CH4T628,CarbonMapper,AVIRIS-NG,9/1/20 20:33,ang20200901t203339-F,https://data.carbonmapper.org/,132.489901,68.9183121,,Plume on highway with no other visible infrastructure in immediate surroudnings. Some O&G infrastructure (wells and facilities) >100m away,,,,FLD000285,35.249161,Y,unknown-plus,132.489901
2822,8764,,"California Methane Observation 2020-09-01, 28",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_28,,,,,,-119.6606,35.359842,Plumes,,,California,,,United States,,,,,,,,,CH4T629,CarbonMapper,AVIRIS-NG,9/1/20 20:33,ang20200901t203339-G,https://data.carbonmapper.org/,162.812913,60.896316,,"Within 200m of multiple pumpjacks (at least four visible imagery) alongside numerous well data points (including, but not limited to: 0403064654, 0403064714, 0402923818, 402980401, 0402980401) and multiple piplines between wellpads",,,,FLD000112,35.359842,Y,unknown-plus,162.812913
2823,8765,,"California Methane Observation 2020-09-01, 29",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_29,,,,,,-119.6849,35.367979,Plumes,,,California,,,United States,,,,,,,,,CH4T630,CarbonMapper,AVIRIS-NG,9/1/20 20:44,ang20200901t204428-A,https://data.carbonmapper.org/,128.322742,91.3539751,pipeline,"Plume origin among many other observations all within 20m of pipelines/gathering lines, and within 20m of a well datapoint (0402946997) with no wellhead or pumpjack in imagery",,,,FLD000112,35.367979,Y,unknown-plus,128.322742
2824,8766,,"California Methane Observation 2020-09-01, 30",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_30,,,,,,-119.67831,35.323752,Plumes,,,California,,,United States,,,,,,,,,CH4T631,CarbonMapper,AVIRIS-NG,9/1/20 20:44,ang20200901t204428-B,https://data.carbonmapper.org/,108.973996,17.3926985,,Plume on edge of wellpad within 5m of pipeline; other observations on same wellpad are atop a gas wellhead (0402952699) which has government data ~10m away (which is ~20m from the plume),,,,FLD000277,35.323752,Y,unknown-plus,108.973996
2825,8767,,"California Methane Observation 2020-09-01, 31",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_31,,,,,,-119.65555,35.294004,Plumes,,,California,,,United States,,,,,,,,,CH4T632,CarbonMapper,AVIRIS-NG,9/1/20 20:44,ang20200901t204428-C,https://data.carbonmapper.org/,217.703656,49.9748316,,"no visible infrastructure, plume origin on edge of wellpad next to road",,,,FLD000023,35.294004,Y,unknown-plus,217.703656
2826,8768,,"California Methane Observation 2020-09-01, 32",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_32,,,,,,-119.73217,35.622029,Plumes,,,California,,,United States,,,,,,,,,CH4T633,CarbonMapper,AVIRIS-NG,9/1/20 20:57,ang20200901t205707-A,https://data.carbonmapper.org/,125.696001,17.934571,wellpad,"on wellpad with multiple wells, but no clear attribution",,,,FLD000265,35.622029,Y,unknown-plus,125.696001
2827,8769,,"California Methane Observation 2020-09-01, 33",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_33,,,,,,-119.732,35.622189,Plumes,,,California,,,United States,,,,,,,,,CH4T634,CarbonMapper,AVIRIS-NG,9/1/20 21:02,ang20200901t210259-A,https://data.carbonmapper.org/,158.807989,60.2876297,,on road between wellpads with multiple wells; adjacent to flare stack,,,,FLD000265,35.622189,Y,unknown-plus,158.807989
2828,8770,,"California Methane Observation 2020-09-01, 34",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_34,,,,,,-118.88235,35.484064,Plumes,,,California,,,United States,,,,,,,,,CH4T635,CarbonMapper,AVIRIS-NG,9/1/20 21:21,ang20200901t212157-A,https://data.carbonmapper.org/,429.021561,190.35418,,"Plume is 16m from pumpjack well (0403035391), but other wells (1 waterflood well and 1 gas disposal well) are on the same wellpad. There is also an adjacent pipeline which could be the source",,,,FLD000380,35.484064,Y,unknown-plus,429.021561
2829,8771,,"California Methane Observation 2020-09-01, 35",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_35,,,,,,-119.03651,35.5094,Plumes,,,California,,,United States,,,,,,,,,CH4T636,CarbonMapper,AVIRIS-NG,9/1/20 21:34,ang20200901t213415-A,https://data.carbonmapper.org/,396.615431,78.1721396,,"Over storage tank, 50-100m from a wellpad",,,,FLD000207,35.5094,Y,unknown-plus,396.615431
2830,8772,,"California Methane Observation 2020-09-01, 36",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_36,,,,,,-119.03864,35.515569,Plumes,,,California,,,United States,,,,,,,,,CH4T637,CarbonMapper,AVIRIS-NG,9/1/20 21:34,ang20200901t213415-B,https://data.carbonmapper.org/,537.01748,139.031829,,On storage/compressor station adjacent (~100m) to power plant PWP000208,,,,FLD000207,35.515569,Y,unknown-plus,537.01748
2831,8773,,"California Methane Observation 2020-09-01, 37",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_37,,,,,,-119.08506,35.524135,Plumes,,,California,,,United States,,,,,,,,,CH4T638,CarbonMapper,AVIRIS-NG,9/1/20 21:41,ang20200901t214104-A,https://data.carbonmapper.org/,255.140163,83.0007039,,Adjacent to flare stack connected to Oil and Gas Facility (FAB001495) 10-20m away,,,,FLD000344,35.524135,Y,unknown-plus,255.140163
2832,8774,,"California Methane Observation 2020-09-01, 38",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_38,,,,,,-119.01484,35.4648374,Plumes,,,California,,,United States,,,,,,,,,CH4T639,CarbonMapper,AVIRIS-NG,9/1/20 21:41,ang20200901t214104-B,https://data.carbonmapper.org/,103.812033,25.882998,pipeline,Plume over gathering lines between multiple wellpads,,,,FLD000208,35.4648374,Y,unknown-plus,103.812033
2833,8775,,"California Methane Observation 2020-09-01, 39",https://www.gem.wiki/California_Methane_Observation_2020-09-01%2C_39,,,,,,-119.05802,35.473428,Plumes,,,California,,,United States,,,,,,,,,CH4T640,CarbonMapper,AVIRIS-NG,9/1/20 21:55,ang20200901t215525-A,https://data.carbonmapper.org/,60.3402309,26.0565183,oil and gas facility,source is atop storage tanks within O&G facility,,,,FAB003082,35.473428,Y,unknown-plus,60.3402309
2834,8776,,"California Methane Observation 2020-09-06, 1",https://www.gem.wiki/California_Methane_Observation_2020-09-06%2C_1,,,,,,-118.38984,34.246915,Plumes,,,California,,,United States,,,,,,,,,CH4T641,CarbonMapper,AVIRIS-NG,9/6/20 19:39,ang20200906t193950-A,https://data.carbonmapper.org/,154,76,natural gas station,Plume origin shares parcel with natural gas station (COM000488) and is ~400m from PWP000439,,,,COM000488,34.246915,Y,unknown-plus,154
2835,8777,,"California Methane Observation 2020-09-06, 2",https://www.gem.wiki/California_Methane_Observation_2020-09-06%2C_2,,,,,,-118.3899,34.2468301,Plumes,,,California,,,United States,,,,,,,,,CH4T642,CarbonMapper,AVIRIS-NG,9/6/20 21:32,ang20200906t213220-A,https://data.carbonmapper.org/,66,29,natural gas station,Plume origin shares parcel with natural gas station (COM000488) and is ~400m from PWP000439,,,,COM000488,34.2468301,Y,unknown-plus,66
2836,8778,,"California Methane Observation 2020-09-19, 1",https://www.gem.wiki/California_Methane_Observation_2020-09-19%2C_1,,,,,,-118.38983,34.246899,Plumes,,,California,,,United States,,,,,,,,,CH4T643,CarbonMapper,AVIRIS-NG,9/19/20 18:07,ang20200919t180703-A,https://data.carbonmapper.org/,144,39,natural gas station,Plume origin shares parcel with natural gas station (COM000488) and is ~400m from PWP000439,,,,COM000488,34.246899,Y,unknown-plus,144
2837,8779,,"California Methane Observation 2020-09-19, 2",https://www.gem.wiki/California_Methane_Observation_2020-09-19%2C_2,,,,,,-118.38992,34.2468452,Plumes,,,California,,,United States,,,,,,,,,CH4T644,CarbonMapper,AVIRIS-NG,9/19/20 18:11,ang20200919t181112-A,https://data.carbonmapper.org/,97,35,natural gas station,Plume origin shares parcel with natural gas station (COM000488) and is ~400m from PWP000439,,,,COM000488,34.2468452,Y,unknown-plus,97
2838,8780,,"California Methane Observation 2020-09-24, 1",https://www.gem.wiki/California_Methane_Observation_2020-09-24%2C_1,,,,,,-119.42199,36.392113,Plumes,,,California,,,United States,,,,,,,,,CH4T645,CarbonMapper,AVIRIS-NG,9/24/20 20:07,ang20200924t200728-2,https://data.carbonmapper.org/,232.507039,59.5,livestock or dairy,plumes appears over cattle feedlot; no VISTA data,,,,,36.392113,N,unknown-plus,232.507039
2839,8781,,"California Methane Observation 2020-09-24, 2",https://www.gem.wiki/California_Methane_Observation_2020-09-24%2C_2,,,,,,-119.40106,36.3928194,Plumes,,,California,,,United States,,,,,,,,,CH4T646,CarbonMapper,AVIRIS-NG,9/24/20 20:07,ang20200924t200728-3,https://data.carbonmapper.org/,300.057575,121,livestock or dairy,plumes appears over cattle feedlot; no VISTA data,,,,,36.3928194,N,unknown-plus,300.057575
2840,8782,,"California Methane Observation 2022-02-28, 1",https://www.gem.wiki/California_Methane_Observation_2022-02-28%2C_1,,,,,,-118.515558,34.325815,Plumes,,,California,,,United States,,,,,,,,,CH4T647,CarbonMapper,AVIRIS-NG,2/28/22 21:53,ang20220228t215349-A,https://data.carbonmapper.org/,2896.277127,928.9487516,landfill,,,,,LNF000615,34.325815,Y,unknown-plus,2896.277127
2841,8783,,"California Methane Observation 2022-03-02, 1",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_1,,,,,,-117.461732,33.797174,Plumes,,,California,,,United States,,,,,,,,,CH4T648,CarbonMapper,AVIRIS-NG,3/2/22 18:22,ang20220302t182228-A,https://data.carbonmapper.org/,1033.416432,517,,source could be underground (as there is no visible infrastructure in the immediate surroundings; The plume origin is also ~200-400 m from a landfill (LNF000219). Note - RGB image from plane flight has some perceptible differences from google earth satellite imagery at the time of attribution,,,,,33.797174,N,unknown-plus,1033.416432
2842,8784,,"California Methane Observation 2022-03-02, 2",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_2,,,,,,-117.697324,33.715718,Plumes,,,California,,,United States,,,,,,,,,CH4T649,CarbonMapper,AVIRIS-NG,3/2/22 18:29,ang20220302t182946-A,https://data.carbonmapper.org/,253.3476399,121,landfill,,,,,LNF000251,33.715718,Y,unknown-plus,253.3476399
2843,8785,,"California Methane Observation 2022-03-02, 3",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_3,,,,,,-117.703204,33.720865,Plumes,,,California,,,United States,,,,,,,,,CH4T650,CarbonMapper,AVIRIS-NG,3/2/22 18:29,ang20220302t182946-B,https://data.carbonmapper.org/,350.661087,190,landfill,,,,,LNF000251,33.720865,Y,unknown-plus,350.661087
2844,8786,,"California Methane Observation 2022-03-02, 4",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_4,,,,,,-118.516111,34.328494,Plumes,,,California,,,United States,,,,,,,,,CH4T651,CarbonMapper,AVIRIS-NG,3/2/22 18:47,ang20220302t184722-A,https://data.carbonmapper.org/,695.7833833,366,landfill,,,,,LNF000615,34.328494,Y,unknown-plus,695.7833833
2845,8787,,"California Methane Observation 2022-03-02, 5",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_5,,,,,,-118.99706,34.403933,Plumes,,,California,,,United States,,,,,,,,,CH4T652,CarbonMapper,AVIRIS-NG,3/2/22 18:54,ang20220302t185439-A,https://data.carbonmapper.org/,514.6156278,299,landfill,,,,,LNF000638,34.403933,Y,unknown-plus,514.6156278
2846,8788,,"California Methane Observation 2022-03-02, 6",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_6,,,,,,-117.703238,33.720324,Plumes,,,California,,,United States,,,,,,,,,CH4T653,CarbonMapper,AVIRIS-NG,3/2/22 19:53,ang20220302t195344-A,https://data.carbonmapper.org/,477.9515358,185.6085434,landfill,,,,,LNF000251,33.720324,Y,unknown-plus,477.9515358
2847,8789,,"California Methane Observation 2022-03-02, 7",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_7,,,,,,-117.462914,33.796276,Plumes,,,California,,,United States,,,,,,,,,CH4T654,CarbonMapper,AVIRIS-NG,3/2/22 20:00,ang20220302t200003-A,https://data.carbonmapper.org/,648.8269327,252.3979344,no visible infrastructure,no clearly visible infrastructure; source could be underground or from adjacent landfill (LNF000219) which is >100m away,,,,,33.796276,N,unknown-plus,648.8269327
2848,8790,,"California Methane Observation 2022-03-02, 8",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_8,,,,,,-118.517751,34.3302,Plumes,,,California,,,United States,,,,,,,,,CH4T655,CarbonMapper,AVIRIS-NG,3/2/22 20:18,ang20220302t201838-A,https://data.carbonmapper.org/,597.4165249,168.1023999,landfill,,,,,LNF000615,34.3302,Y,unknown-plus,597.4165249
2849,8791,,"California Methane Observation 2022-03-02, 9",https://www.gem.wiki/California_Methane_Observation_2022-03-02%2C_9,,,,,,-118.994027,34.405117,Plumes,,,California,,,United States,,,,,,,,,CH4T656,CarbonMapper,AVIRIS-NG,3/2/22 20:59,ang20220302t205915-A,https://data.carbonmapper.org/,1123.290598,591.7484539,landfill,,,,,LNF000638,34.405117,Y,unknown-plus,1123.290598
2850,8792,,"California Methane Observation 2022-03-08, 1",https://www.gem.wiki/California_Methane_Observation_2022-03-08%2C_1,,,,,,-118.518051,34.327481,Plumes,,,California,,,United States,,,,,,,,,CH4T657,CarbonMapper,AVIRIS-NG,3/8/22 22:16,ang20220308t221613-A,https://data.carbonmapper.org/,1384.986561,534.9127848,landfill,,,,,LNF000615,34.327481,Y,unknown-plus,1384.986561
2851,8793,,"California Methane Observation 2022-03-11, 1",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_1,,,,,,-117.70036,33.715342,Plumes,,,California,,,United States,,,,,,,,,CH4T658,CarbonMapper,AVIRIS-NG,3/11/22 18:53,ang20220311t185338-A,https://data.carbonmapper.org/,719.107532,307.0592637,landfill,,,,,LNF000251,33.715342,Y,unknown-plus,719.107532
2852,8794,,"California Methane Observation 2022-03-11, 2",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_2,,,,,,-118.517633,34.325482,Plumes,,,California,,,United States,,,,,,,,,CH4T659,CarbonMapper,AVIRIS-NG,3/11/22 19:13,ang20220311t191344-A,https://data.carbonmapper.org/,1858.819974,471.0486532,landfill,,,,,LNF000615,34.325482,Y,unknown-plus,1858.819974
2853,8795,,"California Methane Observation 2022-03-11, 3",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_3,,,,,,-118.997204,34.403755,Plumes,,,California,,,United States,,,,,,,,,CH4T660,CarbonMapper,AVIRIS-NG,3/11/22 19:21,ang20220311t192131-A,https://data.carbonmapper.org/,550.4067913,144.1836654,landfill,,,,,LNF000638,34.403755,Y,unknown-plus,550.4067913
2854,8796,,"California Methane Observation 2022-03-11, 4",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_4,,,,,,-118.516348,34.325744,Plumes,,,California,,,United States,,,,,,,,,CH4T661,CarbonMapper,AVIRIS-NG,3/11/22 20:06,ang20220311t200606-A,https://data.carbonmapper.org/,1289.844935,529.3241909,landfill,,,,,LNF000615,34.325744,Y,unknown-plus,1289.844935
2855,8797,,"California Methane Observation 2022-03-11, 5",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_5,,,,,,-117.704825,33.720566,Plumes,,,California,,,United States,,,,,,,,,CH4T662,CarbonMapper,AVIRIS-NG,3/11/22 20:25,ang20220311t202515-A,https://data.carbonmapper.org/,856.9973957,322.5256253,landfill,,,,,LNF000251,33.720566,Y,unknown-plus,856.9973957
2856,8798,,"California Methane Observation 2022-03-11, 6",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_6,,,,,,-118.516384,34.327324,Plumes,,,California,,,United States,,,,,,,,,CH4T663,CarbonMapper,AVIRIS-NG,3/11/22 20:52,ang20220311t205203-A,https://data.carbonmapper.org/,1583.393618,326.2915072,landfill,,,,,LNF000615,34.327324,Y,unknown-plus,1583.393618
2857,8799,,"California Methane Observation 2022-03-11, 7",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_7,,,,,,-118.997204,34.403755,Plumes,,,California,,,United States,,,,,,,,,CH4T664,CarbonMapper,AVIRIS-NG,3/11/22 20:59,ang20220311t205920-A,https://data.carbonmapper.org/,1121.316856,304.00997,landfill,,,,,LNF000638,34.403755,Y,unknown-plus,1121.316856
2858,8800,,"California Methane Observation 2022-03-11, 8",https://www.gem.wiki/California_Methane_Observation_2022-03-11%2C_8,,,,,,-118.515921,34.325722,Plumes,,,California,,,United States,,,,,,,,,CH4T665,CarbonMapper,AVIRIS-NG,3/11/22 21:43,ang20220311t214308-A,https://data.carbonmapper.org/,3311.003424,905.2263507,landfill,,,,,LNF000615,34.325722,Y,unknown-plus,3311.003424
2859,8801,,"California Methane Observation 2022-03-18, 1",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_1,,,,,,-117.463668,33.796733,Plumes,,,California,,,United States,,,,,,,,,CH4T666,CarbonMapper,AVIRIS-NG,3/18/22 18:30,ang20220318t183050-A,https://data.carbonmapper.org/,818.3775319,312.0919301,landfill,Plume origin is ~50-100m outside of VISTA polygon for landfill (LNF000219),,,,,33.796733,N,unknown-plus,818.3775319
2860,8802,,"California Methane Observation 2022-03-18, 2",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_2,,,,,,-117.698662,33.716065,Plumes,,,California,,,United States,,,,,,,,,CH4T667,CarbonMapper,AVIRIS-NG,3/18/22 18:37,ang20220318t183727-A,https://data.carbonmapper.org/,310.623388,89.12287285,landfill,,,,,LNF000251,33.716065,Y,unknown-plus,310.623388
2861,8803,,"California Methane Observation 2022-03-18, 3",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_3,,,,,,-117.704105,33.720787,Plumes,,,California,,,United States,,,,,,,,,CH4T668,CarbonMapper,AVIRIS-NG,3/18/22 18:37,ang20220318t183727-B,https://data.carbonmapper.org/,305.5610774,101.1648079,landfill,,,,,LNF000251,33.720787,Y,unknown-plus,305.5610774
2862,8804,,"California Methane Observation 2022-03-18, 4",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_4,,,,,,-118.516277,34.327091,Plumes,,,California,,,United States,,,,,,,,,CH4T669,CarbonMapper,AVIRIS-NG,3/18/22 18:57,ang20220318t185710-A,https://data.carbonmapper.org/,357.6225303,144.5128031,landfill,,,,,LNF000615,34.327091,Y,unknown-plus,357.6225303
2863,8805,,"California Methane Observation 2022-03-18, 5",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_5,,,,,,-118.507522,34.317442,Plumes,,,California,,,United States,,,,,,,,,CH4T670,CarbonMapper,AVIRIS-NG,3/18/22 18:57,ang20220318t185710-B,https://data.carbonmapper.org/,274.4939829,152.6183955,oil and gas facility,,,,,FAB001329,34.317442,Y,unknown-plus,274.4939829
2864,8806,,"California Methane Observation 2022-03-18, 6",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_6,,,,,,-118.992791,34.405178,Plumes,,,California,,,United States,,,,,,,,,CH4T671,CarbonMapper,AVIRIS-NG,3/18/22 19:05,ang20220318t190518-A,https://data.carbonmapper.org/,712.9730007,211.5284329,landfill,,,,,LNF000638,34.405178,Y,unknown-plus,712.9730007
2865,8807,,"California Methane Observation 2022-03-18, 7",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_7,,,,,,-118.992691,34.404972,Plumes,,,California,,,United States,,,,,,,,,CH4T672,CarbonMapper,AVIRIS-NG,3/18/22 19:58,ang20220318t195813-A,https://data.carbonmapper.org/,510.5063092,143.4348958,landfill,,,,,LNF000638,34.404972,Y,unknown-plus,510.5063092
2866,8808,,"California Methane Observation 2022-03-18, 8",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_8,,,,,,-118.516216,34.32717,Plumes,,,California,,,United States,,,,,,,,,CH4T673,CarbonMapper,AVIRIS-NG,3/18/22 20:06,ang20220318t200606-A,https://data.carbonmapper.org/,163.18397,67.78671524,landfill,,,,,LNF000615,34.32717,Y,unknown-plus,163.18397
2867,8809,,"California Methane Observation 2022-03-18, 9",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_9,,,,,,-118.52137,34.328386,Plumes,,,California,,,United States,,,,,,,,,CH4T674,CarbonMapper,AVIRIS-NG,3/18/22 20:06,ang20220318t200606-B,https://data.carbonmapper.org/,560.1357718,300.2468616,landfill,,,,,LNF000615,34.328386,Y,unknown-plus,560.1357718
2868,8810,,"California Methane Observation 2022-03-18, 10",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_10,,,,,,-118.507595,34.317588,Plumes,,,California,,,United States,,,,,,,,,CH4T675,CarbonMapper,AVIRIS-NG,3/18/22 20:06,ang20220318t200606-C,https://data.carbonmapper.org/,161.3087564,63.38732199,oil and gas facility,,,,,FAB001329,34.317588,Y,unknown-plus,161.3087564
2869,8811,,"California Methane Observation 2022-03-18, 11",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_11,,,,,,-117.461947,33.796437,Plumes,,,California,,,United States,,,,,,,,,CH4T676,CarbonMapper,AVIRIS-NG,3/18/22 20:24,ang20220318t202431-A,https://data.carbonmapper.org/,723.0928468,287.9241682,landfill,,,,,,33.796437,N,unknown-plus,723.0928468
2870,8812,,"California Methane Observation 2022-03-18, 12",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_12,,,,,,-117.698999,33.715349,Plumes,,,California,,,United States,,,,,,,,,CH4T677,CarbonMapper,AVIRIS-NG,3/18/22 20:31,ang20220318t203132-A,https://data.carbonmapper.org/,399.5726976,103.5720807,landfill,,,,,LNF000251,33.715349,Y,unknown-plus,399.5726976
2871,8813,,"California Methane Observation 2022-03-18, 13",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_13,,,,,,-118.507638,34.317657,Plumes,,,California,,,United States,,,,,,,,,CH4T678,CarbonMapper,AVIRIS-NG,3/18/22 20:50,ang20220318t205055-B,https://data.carbonmapper.org/,444.6605748,158.5526227,oil and gas facility,,,,,FAB001329,34.317657,Y,unknown-plus,444.6605748
2872,8814,,"California Methane Observation 2022-03-18, 14",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_14,,,,,,-118.516188,34.327268,Plumes,,,California,,,United States,,,,,,,,,CH4T679,CarbonMapper,AVIRIS-NG,3/18/22 20:50,ang20220318t205055-C,https://data.carbonmapper.org/,140.7880797,81.86985618,landfill,,,,,LNF000615,34.327268,Y,unknown-plus,140.7880797
2873,8815,,"California Methane Observation 2022-03-18, 15",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_15,,,,,,-118.992184,34.405234,Plumes,,,California,,,United States,,,,,,,,,CH4T680,CarbonMapper,AVIRIS-NG,3/18/22 20:59,ang20220318t205907-A,https://data.carbonmapper.org/,363.9662018,186.7977195,landfill,,,,,LNF000638,34.405234,Y,unknown-plus,363.9662018
2874,8816,,"California Methane Observation 2022-03-18, 16",https://www.gem.wiki/California_Methane_Observation_2022-03-18%2C_16,,,,,,-118.992124,34.406525,Plumes,,,California,,,United States,,,,,,,,,CH4T681,CarbonMapper,AVIRIS-NG,3/18/22 21:31,ang20220318t213136-A,https://data.carbonmapper.org/,872.0923865,336.9976587,landfill,,,,,COM000219,34.406525,Y,unknown-plus,872.0923865
2875,8817,,"California Methane Observation 2022-04-01, 1",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_1,,,,,,-117.15979,34.902403,Plumes,,,California,,,United States,,,,,,,,,CH4T682,CarbonMapper,AVIRIS-NG,4/1/22 18:32,ang20220401t183217-A,https://data.carbonmapper.org/,110.0527016,88.79284459,natural gas station,,,,,FAB003082,34.902403,Y,unknown-plus,110.0527016
2876,8818,,"California Methane Observation 2022-04-01, 2",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_2,,,,,,-117.166576,32.850611,Plumes,,,California,,,United States,,,,,,,,,CH4T683,CarbonMapper,AVIRIS-NG,4/1/22 20:58,ang20220401t205816-A,https://data.carbonmapper.org/,282.5217913,94.53976267,landfill,,,,,LNF000691,32.850611,Y,unknown-plus,282.5217913
2877,8819,,"California Methane Observation 2022-04-01, 3",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_3,,,,,,-117.165235,32.85239,Plumes,,,California,,,United States,,,,,,,,,CH4T684,CarbonMapper,AVIRIS-NG,4/1/22 20:58,ang20220401t205816-B,https://data.carbonmapper.org/,301.0742069,118.1857533,landfill,,,,,LNF000691,32.85239,Y,unknown-plus,301.0742069
2878,8820,,"California Methane Observation 2022-04-01, 4",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_4,,,,,,-117.462502,33.79765,Plumes,,,California,,,United States,,,,,,,,,CH4T685,CarbonMapper,AVIRIS-NG,4/1/22 21:22,ang20220401t212206-A,https://data.carbonmapper.org/,408.3424587,222.102079,landfill,,,,,,33.79765,N,unknown-plus,408.3424587
2879,8821,,"California Methane Observation 2022-04-01, 5",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_5,,,,,,-117.704218,33.720606,Plumes,,,California,,,United States,,,,,,,,,CH4T686,CarbonMapper,AVIRIS-NG,4/1/22 21:29,ang20220401t212926-A,https://data.carbonmapper.org/,437.3110295,150.9351222,landfill,,,,,LNF000251,33.720606,Y,unknown-plus,437.3110295
2880,8822,,"California Methane Observation 2022-04-01, 6",https://www.gem.wiki/California_Methane_Observation_2022-04-01%2C_6,,,,,,-118.516803,34.327882,Plumes,,,California,,,United States,,,,,,,,,CH4T687,CarbonMapper,AVIRIS-NG,4/1/22 21:47,ang20220401t214726-A,https://data.carbonmapper.org/,1444.963478,452.2496693,landfill,,,,,LNF000615,34.327882,Y,unknown-plus,1444.963478
2881,8823,,"California Methane Observation 2022-04-06, 1",https://www.gem.wiki/California_Methane_Observation_2022-04-06%2C_1,,,,,,-121.942427,37.458775,Plumes,,,California,,,United States,,,,,,,,,CH4T688,CarbonMapper,AVIRIS-NG,4/6/22 18:18,ang20220406t181817-A,https://data.carbonmapper.org/,6470.644088,3206.744195,landfill,,,,,LNF000615,37.458775,Y,unknown-plus,6470.644088
2882,8824,,"California Methane Observation 2022-04-06, 2",https://www.gem.wiki/California_Methane_Observation_2022-04-06%2C_2,,,,,,-121.937379,37.995263,Plumes,,,California,,,United States,,,,,,,,,CH4T689,CarbonMapper,AVIRIS-NG,4/6/22 18:42,ang20220406t184200-A,https://data.carbonmapper.org/,789.5585591,291.7717738,landfill,,,,,LNF000332,37.995263,Y,unknown-plus,789.5585591
