,Unnamed: 0,GEM Mine ID,name,url,status,capacity_prod,capacity_output,owners,est_emissions,lng,lat,tracker,goget_id,status_year,subnational,Climate TRACE Field Estimate Year,Climate TRACE Field Emissions Factor,areas,Fuel description,Reserves Classification (Converted),Quantity (Converted),Units (Converted),Upstream methane intensity (kg/boe),Reserves Data Year,Quantity (boe),reserves_emissions,GEM Methane Plume ID,Satellite Data Provider,Instrument,date,Provider ID,Satellite Data Provider Ref,plume_emissions,Emissions Uncertainity (kg/hr),Type of Infrastructure,Infrastructure Notes,infra_name,GEM Infrastructure Wiki,Government Well ID (Nearby),California VISTA and other Government ID Assets (Nearby),lat,infra_filter,status_legend,scaling_col
7336,6001,,Moccasin Creek - Marathon,"https://www.gem.wiki/Moccasin_Creek_-_Marathon_Oil_and_Gas_Asset_(North_Dakota,_United_States)",operating,,,Marathon Oil Company,524941.3,47.557,-102.5041,Oil and Gas Extraction Areas,OG0015647,2022,Bakken-US,2021,0.000734,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7337,5132,,Eagleville (Eagle Ford-2) - Marathon,"https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Marathon Oil Company,,28.8651,-97.9621,Oil and Gas Extraction Areas,OG0015648,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7338,6793,,Sugarkane (Eagle Ford) - Marathon,"https://www.gem.wiki/Sugarkane_(Eagle_Ford)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Marathon Oil Company,,28.7677,-97.9903,Oil and Gas Extraction Areas,OG0015649,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7339,5100,,Eagleville (Eagle Ford-1) - Marathon,"https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Marathon Oil Company,,28.856,-98.0398,Oil and Gas Extraction Areas,OG0015650,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7340,6785,,Sugarkane (Austin Chalk) - Marathon,"https://www.gem.wiki/Sugarkane_(Austin_Chalk)_-_Marathon_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Marathon Oil Company,81845.54,28.8022,-97.9732,Oil and Gas Extraction Areas,OG0015651,2019,Austin Chalk,2021,0.000995,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7341,5171,,Eddy County - Marathon,"https://www.gem.wiki/Eddy_County_-_Marathon_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Marathon Oil Company,2131287,32.1012,-103.7689,Oil and Gas Extraction Areas,OG0015652,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7342,5758,,Lea County - Marathon,"https://www.gem.wiki/Lea_County_-_Marathon_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Marathon Oil Company,2131287,32.5122,-103.2798,Oil and Gas Extraction Areas,OG0015653,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7343,5707,,Lacassine Refuge - Marquis,"https://www.gem.wiki/Lacassine_Refuge_-_Marquis_Oil_and_Gas_Asset_(Louisiana,_United_States)",operating,,,Marquis Resources,,30.0184,-92.9094,Oil and Gas Extraction Areas,OG0015654,2020,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7344,4568,,Bayou Ferblanc - Marquis,"https://www.gem.wiki/Bayou_Ferblanc_-_Marquis_Gas_Asset_(Louisiana,_United_States)",operating,,,Marquis Resources,,29.3344,-90.2254,Oil and Gas Extraction Areas,OG0015655,2020,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7345,7132,,"Woodlawn, North - Marquis","https://www.gem.wiki/Woodlawn,_North_-_Marquis_Oil_and_Gas_Asset_(Louisiana,_United_States)",operating,,,Marquis Resources,,30.3385,-92.972,Oil and Gas Extraction Areas,OG0015656,2020,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7346,4807,,Campbell Creek (9300) - Mascot,"https://www.gem.wiki/Campbell_Creek_(9300)_-_Mascot_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mascot Oil Company,,29.4862,-96.9517,Oil and Gas Extraction Areas,OG0015657,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7347,6250,,Phantom (Wolfcamp) - Matador,"https://www.gem.wiki/Phantom_(Wolfcamp)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matador Production Company,4618652,31.7569,-103.5704,Oil and Gas Extraction Areas,OG0015658,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7348,5101,,Eagleville (Eagle Ford-1) - Matador,"https://www.gem.wiki/Eagleville_(Eagle_Ford-1)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matador Production Company,,28.5628,-99.0309,Oil and Gas Extraction Areas,OG0015659,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7349,6903,,Two Georges (Bone Spring) - Matador,"https://www.gem.wiki/Two_Georges_(Bone_Spring)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matador Production Company,4618652,31.7297,-103.6049,Oil and Gas Extraction Areas,OG0015660,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7350,5133,,Eagleville (Eagle Ford-2) - Matador,"https://www.gem.wiki/Eagleville_(Eagle_Ford-2)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matador Production Company,,28.9046,-97.9723,Oil and Gas Extraction Areas,OG0015661,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7351,5847,,Lorenzo (Austin Chalk) - Matador,"https://www.gem.wiki/Lorenzo_(Austin_Chalk)_-_Matador_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matador Production Company,81845.54,28.6384,-99.3406,Oil and Gas Extraction Areas,OG0015662,2019,Austin Chalk,2021,0.000995,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7352,5172,,Eddy County - Matador,"https://www.gem.wiki/Eddy_County_-_Matador_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Matador Production Company,2131287,32.4285,-104.0676,Oil and Gas Extraction Areas,OG0015663,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7353,5759,,Lea County - Matador,"https://www.gem.wiki/Lea_County_-_Matador_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Matador Production Company,2131287,32.5515,-103.5679,Oil and Gas Extraction Areas,OG0015664,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7354,6492,,Sansinena - Matrix,"https://www.gem.wiki/Sansinena_-_Matrix_Oil_and_Gas_Asset_(California,_United_States)",operating,,,Matrix Oil Corporation,,33.9603,-117.9483,Oil and Gas Extraction Areas,OG0015665,2020,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7355,5370,,Giddings (Austin Chalk-3) - Matrix Petroleum,"https://www.gem.wiki/Giddings_(Austin_Chalk-3)_-_Matrix_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Matrix Petroleum,81845.54,30.1603,-96.8017,Oil and Gas Extraction Areas,OG0015666,2019,Austin Chalk,2021,0.000995,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7356,6401,,Rosewood (Cotton Valley) - Mcbee,"https://www.gem.wiki/Rosewood_(Cotton_Valley)_-_Mcbee_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mcbee Operating Company,,32.7654,-95.0313,Oil and Gas Extraction Areas,OG0015668,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7357,6940,,Veterans (Upper Leonard) - McClure,"https://www.gem.wiki/Veterans_(Upper_Leonard)_-_McClure_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mcclure Oil Company,4618652,31.7933,-101.5108,Oil and Gas Extraction Areas,OG0015669,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7358,6074,,"Newark, East (Barnett Shale) - Mccutchin Petroleum","https://www.gem.wiki/Newark,_East_(Barnett_Shale)_-_Mccutchin_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mccutchin Petroleum Corporation,,33.2889,-97.7165,Oil and Gas Extraction Areas,OG0015670,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7359,5882,,"Madisonville, W. (Woodbine A) - MD America Energy","https://www.gem.wiki/Madisonville,_W._(Woodbine_A)_-_MD_America_Energy_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,MD America Energy,,30.871,-96.144,Oil and Gas Extraction Areas,OG0015671,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7360,6251,,Phantom (Wolfcamp) - MDC Texas Operator,"https://www.gem.wiki/Phantom_(Wolfcamp)_-_MDC_Texas_Operator_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,MDC Texas Operator,4618652,31.3579,-103.6443,Oil and Gas Extraction Areas,OG0015672,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7361,5232,,Emperor (Wichita Albany) - Meco IV,"https://www.gem.wiki/Emperor_(Wichita_Albany)_-_Meco_IV_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Meco IV,4618652,31.7762,-103.0553,Oil and Gas Extraction Areas,OG0015673,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7362,6252,,Phantom (Wolfcamp) - Meco IV,"https://www.gem.wiki/Phantom_(Wolfcamp)_-_Meco_IV_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Meco IV,4618652,31.6847,-103.185,Oil and Gas Extraction Areas,OG0015674,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7363,4551,,Balt (Tannehill) - Medders,"https://www.gem.wiki/Balt_(Tannehill)_-_Medders_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Medders Oil Company,,33.5511,-100.4777,Oil and Gas Extraction Areas,OG0015675,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7364,6924,,University 31 West (U. Devonian) - Mercury,"https://www.gem.wiki/University_31_West_(U._Devonian)_-_Mercury_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mercury Operating,4618652,31.4852,-102.4935,Oil and Gas Extraction Areas,OG0015676,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7365,5728,,"Lake Verret, East - Meridian","https://www.gem.wiki/Lake_Verret,_East_-_Meridian_Oil_and_Gas_Asset_(Louisiana,_United_States)",operating,,,Meridian Resources,,29.9104,-91.1259,Oil and Gas Extraction Areas,OG0015677,2022,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7366,5619,,Javelina (Vicksburg Cons.) - Merit,"https://www.gem.wiki/Javelina_(Vicksburg_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.4703,-98.4124,Oil and Gas Extraction Areas,OG0015678,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7367,6539,,Sinor Nest (Lower Wilcox) - Merit,"https://www.gem.wiki/Sinor_Nest_(Lower_Wilcox)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,28.5095,-98.2417,Oil and Gas Extraction Areas,OG0015679,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7368,5551,,Hinde (Vicksburg Consolidated) - Merit,"https://www.gem.wiki/Hinde_(Vicksburg_Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.4897,-98.5235,Oil and Gas Extraction Areas,OG0015680,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7369,5849,,Los Mogotes (Wilcox Cons.) - Merit,"https://www.gem.wiki/Los_Mogotes_(Wilcox_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,27.0797,-99.2094,Oil and Gas Extraction Areas,OG0015681,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7370,5699,,La Copita (Vicksburg Cons.) - Merit,"https://www.gem.wiki/La_Copita_(Vicksburg_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.5773,-98.5083,Oil and Gas Extraction Areas,OG0015682,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7371,6367,,"Rincon, N. (Vicksburg Cons.) - Merit","https://www.gem.wiki/Rincon,_N._(Vicksburg_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.5803,-98.5403,Oil and Gas Extraction Areas,OG0015683,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7372,6397,,Roleta (Wilcox Consolidated) - Merit,"https://www.gem.wiki/Roleta_(Wilcox_Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.8158,-99.1768,Oil and Gas Extraction Areas,OG0015684,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7373,4477,,Alvarado (Vicksburg) - Merit,"https://www.gem.wiki/Alvarado_(Vicksburg)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.7185,-98.3884,Oil and Gas Extraction Areas,OG0015685,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7374,4688,,"Bob West (L-18, 20, 21, 22) - Merit","https://www.gem.wiki/Bob_West_(L-18,_20,_21,_22)_-_Merit_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.5804,-99.1374,Oil and Gas Extraction Areas,OG0015686,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7375,6952,,Walnut Bend (Consolidated) - Merit,"https://www.gem.wiki/Walnut_Bend_(Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,33.7679,-97.0402,Oil and Gas Extraction Areas,OG0015687,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7376,5844,,Lopez Ranch (Consolidated) - Merit,"https://www.gem.wiki/Lopez_Ranch_(Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.9026,-98.1883,Oil and Gas Extraction Areas,OG0015688,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7377,5661,,Kelsey (VXKBG Consol.) - Merit,"https://www.gem.wiki/Kelsey_(VXKBG_Consol.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.7857,-98.3271,Oil and Gas Extraction Areas,OG0015689,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7378,5593,,Hundido (Lobo) - Merit,"https://www.gem.wiki/Hundido_(Lobo)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,27.1616,-99.2703,Oil and Gas Extraction Areas,OG0015690,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7379,6075,,"Newark, East (Barnett Shale) - Merit","https://www.gem.wiki/Newark,_East_(Barnett_Shale)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,33.2054,-97.805,Oil and Gas Extraction Areas,OG0015691,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7380,4689,,"Bob West (L-24, 25, 26) - Merit","https://www.gem.wiki/Bob_West_(L-24,_25,_26)_-_Merit_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.5808,-99.1351,Oil and Gas Extraction Areas,OG0015692,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7381,7126,,Woodlawn (Cotton Valley) - Merit,"https://www.gem.wiki/Woodlawn_(Cotton_Valley)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,32.6286,-94.3656,Oil and Gas Extraction Areas,OG0015693,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7382,5574,,Home Run (Vicksburg Cons.) - Merit,"https://www.gem.wiki/Home_Run_(Vicksburg_Cons.)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,27.1415,-98.0601,Oil and Gas Extraction Areas,OG0015694,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7383,4694,,"Boonsville (Bend Congl., Gas) - Merit","https://www.gem.wiki/Boonsville_(Bend_Congl.,_Gas)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,33.1579,-97.8285,Oil and Gas Extraction Areas,OG0015695,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7384,6022,,Monte Christo (VX-Eckart-EE Cns) - Merit,"https://www.gem.wiki/Monte_Christo_(VX-Eckart-EE_Cns)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.4451,-98.3094,Oil and Gas Extraction Areas,OG0015696,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7385,5939,,Mcallen-Pharr (Consolidated) - Merit,"https://www.gem.wiki/Mcallen-Pharr_(Consolidated)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.185,-98.1937,Oil and Gas Extraction Areas,OG0015697,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7386,5937,,"Mcallen Ranch (Vksbg L-V, N Cons - Merit","https://www.gem.wiki/Mcallen_Ranch_(Vksbg_L-V,_N_Cons_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.6641,-98.2605,Oil and Gas Extraction Areas,OG0015698,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7387,5938,,"Mcallen Ranch (Vksbg P-V, S Cons) - Merit","https://www.gem.wiki/Mcallen_Ranch_(Vksbg_P-V,_S_Cons)_-_Merit_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Merit Energy Company,,26.6074,-98.2939,Oil and Gas Extraction Areas,OG0015699,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7388,5343,,Garcias Ridge (Queen City) - Metano,"https://www.gem.wiki/Garcias_Ridge_(Queen_City)_-_Metano_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Metano Energy,,26.3083,-98.7148,Oil and Gas Extraction Areas,OG0015711,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7389,5173,,Eddy County - Mewbourne,"https://www.gem.wiki/Eddy_County_-_Mewbourne_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Mewbourne Oil Co.,2131287,32.4533,-104.0619,Oil and Gas Extraction Areas,OG0015712,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7390,5760,,Lea County - Mewbourne,"https://www.gem.wiki/Lea_County_-_Mewbourne_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Mewbourne Oil Co.,2131287,32.4599,-103.5812,Oil and Gas Extraction Areas,OG0015713,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7391,6253,,Phantom (Wolfcamp) - Mewbourne,"https://www.gem.wiki/Phantom_(Wolfcamp)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,4618652,31.8465,-103.572,Oil and Gas Extraction Areas,OG0015714,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7392,6165,,Pan Petro (Cleveland) - Mewbourne,"https://www.gem.wiki/Pan_Petro_(Cleveland)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,36.131,-100.7831,Oil and Gas Extraction Areas,OG0015715,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7393,6476,,Sandbar (Bone Spring) - Mewbourne,"https://www.gem.wiki/Sandbar_(Bone_Spring)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,4618652,31.9396,-103.8934,Oil and Gas Extraction Areas,OG0015716,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7394,5964,,"Mendota, Nw. (Granite Wash) - Mewbourne","https://www.gem.wiki/Mendota,_Nw._(Granite_Wash)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,35.8639,-100.5315,Oil and Gas Extraction Areas,OG0015717,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7395,5796,,Lipscomb (Cleveland) - Mewbourne,"https://www.gem.wiki/Lipscomb_(Cleveland)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,36.2686,-100.1499,Oil and Gas Extraction Areas,OG0015718,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7396,5806,,"Lipscomb, SE (Cleveland) - Mewbourne","https://www.gem.wiki/Lipscomb,_SE_(Cleveland)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,36.0984,-100.3098,Oil and Gas Extraction Areas,OG0015719,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7397,6660,,Spraberry (Trend Area) District 8 - Mewbourne,"https://www.gem.wiki/Spraberry_(Trend_Area)_District_8_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,4618652,31.8629,-101.5733,Oil and Gas Extraction Areas,OG0015720,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7398,6904,,Two Georges (Bone Spring) - Mewbourne,"https://www.gem.wiki/Two_Georges_(Bone_Spring)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,4618652,31.7557,-103.2945,Oil and Gas Extraction Areas,OG0015721,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7399,5532,,Hemphill (Granite Wash.) - Mewbourne,"https://www.gem.wiki/Hemphill_(Granite_Wash.)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,35.8388,-100.3396,Oil and Gas Extraction Areas,OG0015722,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7400,4469,,Allen-Parker (Marmaton) - Mewbourne,"https://www.gem.wiki/Allen-Parker_(Marmaton)_-_Mewbourne_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mewbourne Oil Company,,36.2451,-100.7839,Oil and Gas Extraction Areas,OG0015723,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7401,4923,,Clyde-Reynolds (Wolfcamp Cons.) - Mineral Technologies,"https://www.gem.wiki/Clyde-Reynolds_(Wolfcamp_Cons.)_-_Mineral_Technologies_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mineral Technologies,4618652,31.8676,-101.3195,Oil and Gas Extraction Areas,OG0015725,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7402,6719,,Squaw Creek - Missouri River,"https://www.gem.wiki/Squaw_Creek_-_Missouri_River_Oil_and_Gas_Asset_(North_Dakota,_United_States)",shut in,,,Missouri River Resources,524941.3,47.7476,-102.7145,Oil and Gas Extraction Areas,OG0015726,2022,Bakken-US,2021,0.000734,United States,,,,,,,,,,,,,,,,,,,,,,,,,mothballed-plus,936.0249636999176
7403,5418,,Gomez (Ellenburger) - Mongoose,"https://www.gem.wiki/Gomez_(Ellenburger)_-_Mongoose_Gas_Asset_(Texas,_United_States)",operating,,,Mongoose Energy,4618652,30.9816,-102.9825,Oil and Gas Extraction Areas,OG0015728,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7404,5560,,Hoefs T-K (Wolfcamp) - Mongoose,"https://www.gem.wiki/Hoefs_T-K_(Wolfcamp)_-_Mongoose_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Mongoose Energy,4618652,30.947,-102.9475,Oil and Gas Extraction Areas,OG0015729,2019,Permian TX,2021,0.002246,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7405,5351,,"Garden City, S. (Wolfcamp) - Moriah","https://www.gem.wiki/Garden_City,_S._(Wolfcamp)_-_Moriah_Oil_and_Gas_Asset_(Texas,_United_States)",operating,,,Moriah Operating,,32.1875,-100.8512,Oil and Gas Extraction Areas,OG0015730,2019,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7406,6447,,San Juan County - Morningstar,"https://www.gem.wiki/San_Juan_County_-_Morningstar_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Morningstar Operating,85645.82,36.6577,-107.637,Oil and Gas Extraction Areas,OG0015731,2022,San Juan,2021,0.001262,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7407,6372,,Rio Arriba County - Morningstar,"https://www.gem.wiki/Rio_Arriba_County_-_Morningstar_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Morningstar Operating,85645.82,36.6341,-106.9972,Oil and Gas Extraction Areas,OG0015732,2022,San Juan,2021,0.001262,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
7408,5174,,Eddy County - Murchison,"https://www.gem.wiki/Eddy_County_-_Murchison_Oil_and_Gas_Asset_(New_Mexico,_United_States)",operating,,,Murchison Oil And Gas,2131287,32.6034,-104.2614,Oil and Gas Extraction Areas,OG0015733,2022,Permian NM,2021,0.002685,United States,,,,,,,,,,,,,,,,,,,,,,,,,operating,936.0249636999176
