country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
United States,Mammoth G3 geothermal power plant,T103,,5.0,operating,1990,,,Ormat Technology Inc [100%],37.6455,-118.9096,exact,,California,Americas,G100000700514,L100000700279,https://www.gem.wiki/Mammoth_G3_geothermal_power_plant,binary cycle
United Kingdom,Manhay geothermal power plant,--,,5.0,pre-construction,2026,,,Geothermal Engineering Limited,50.1254,-5.23637,approximate,,,Europe,G100001048462,L100001043003,https://www.gem.wiki/Manhay_geothermal_power_plant,unknown type
Chile,Mariposa geothermal power plant,1,Central geotérmica Mariposa,50.0,construction,,,Energy Development CORP (EDC),Innergex [30%]; Energy Development CORP (EDC) [70%],-35.5404,-71.4849,approximate,,Maule,Americas,G100000700163,L100000700096,https://www.gem.wiki/Mariposa_geothermal_power_plant,unknown type
Chile,Mariposa geothermal power plant,2,Central geotérmica Mariposa,50.0,construction,,,Energy Development CORP (EDC),Innergex [30%]; Energy Development CORP (EDC) [70%],-35.5404,-71.4849,approximate,,Maule,Americas,G100000700164,L100000700096,https://www.gem.wiki/Mariposa_geothermal_power_plant,unknown type
Türkiye,Maspo Ala-2 geothermal power plant,--,Maspo Enerji Ala Jeotermal Santrali,30.0,operating,2019,,,Maspo Energy AS [100%],38.4222,28.3892,exact,,,Asia,G100000700165,L100000700097,https://www.gem.wiki/Maspo_Ala-2_geothermal_power_plant,binary cycle
Indonesia,Mataloko geothermal power plant,1,,2.0,operating,,,PT PLN (Persero),,-8.8332,121.0611,exact,,East Nusa Tenggara,Asia,G100000700358,L100000700206,https://www.gem.wiki/Mataloko_geothermal_power_plant,unknown type
Indonesia,Mataloko geothermal power plant,2,,10.0,pre-construction,,,,,-8.8332,121.0611,exact,,East Nusa Tenggara,Asia,G100001048284,L100000700206,https://www.gem.wiki/Mataloko_geothermal_power_plant,unknown type
Indonesia,Mataloko geothermal power plant,3,,10.0,pre-construction,,,,,-8.8332,121.0611,exact,,East Nusa Tenggara,Asia,G100001048285,L100000700206,https://www.gem.wiki/Mataloko_geothermal_power_plant,unknown type
Japan,Matsukawa geothermal power plant,--,東北自然エネルギー(株) 松川地熱館（松川地熱発電所）,23.7,operating,1966,,,,39.87209,140.92063,exact,,,Asia,G100001048344,L100001042958,https://www.gem.wiki/Matsukawa_geothermal_power_plant,dry steam
Japan,Matsuo Hachimantai geothermal power plant,--,,7.4,operating,2019,,,,39.9479,140.93176,approximate,,,Asia,G100001048342,L100001042956,https://www.gem.wiki/Matsuo_Hachimantai_geothermal_power_plant,flash steam - single
United States,McCabe geothermal plant,5/6/2023 0:00,,110.0,operating,1971,,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700166,L100000700098,https://www.gem.wiki/McCabe_geothermal_plant,dry steam
United States,McGinness Hills 3 geothermal plant,1,,48.0,operating,2018,,,Ormat Technology Inc [100%],39.5933,-116.9126,exact,,Nevada,Americas,G100000700167,L100000700099,https://www.gem.wiki/McGinness_Hills_3_geothermal_plant,binary cycle
United States,McGinness Hills geothermal plant,1,,45.0,operating,2012,,Ormat Technology,Ormat Technology Inc [100%],39.5963,-116.8942,exact,,Nevada,Americas,G100000700168,L100000700100,https://www.gem.wiki/McGinness_Hills_geothermal_plant,binary cycle
United States,McGinness Hills geothermal plant,2,,45.0,operating,2012,,Ormat Technology,Ormat Technology Inc [100%],39.5963,-116.8942,exact,,Nevada,Americas,G100000700169,L100000700100,https://www.gem.wiki/McGinness_Hills_geothermal_plant,binary cycle
Canada,Meager Creek geothermal power plant,3-Jan,,200.0,pre-construction,2025,,Meager Creek Development,Meager Creek Development Corp [100%],50.5754,-123.4646,approximate,,British Columbia,Americas,G100000700170,L100000700101,https://www.gem.wiki/Meager_Creek_geothermal_power_plant,unknown type
Türkiye,Mehmet geothermal power plant,--,,24.8,operating,2017,,,,37.88565697,27.63366374,approximate,,,Asia,G100001050631,L100001045039,https://www.gem.wiki/Mehmet_geothermal_power_plant,binary cycle
Türkiye,Melih geothermal plant,--,,33.0,operating,2018,,,Ormat Technology Inc [100%],37.911,27.6404,exact,,,Asia,G100000700171,L100000700102,https://www.gem.wiki/Melih_geothermal_plant,binary cycle
Kenya,Menengai 1 geothermal power plant,1,,35.0,operating,2023,,Orpower Twenty Two,Geothermal Development Company (GDC) [100%],-0.2137,36.0591,exact,,Nakuru,Africa,G100000700174,L100000700103,https://www.gem.wiki/Menengai_1_geothermal_power_plant,binary cycle
Kenya,Menengai 1 geothermal power plant,2,,35.0,construction,2025,,Quantum East Africa Power,Geothermal Development Company (GDC) [100%],-0.2137,36.0591,exact,,Nakuru,Africa,G100000700173,L100000700103,https://www.gem.wiki/Menengai_1_geothermal_power_plant,binary cycle
Kenya,Menengai 1 geothermal power plant,3,,35.0,construction,2025,,Sosian Energy,Geothermal Development Company (GDC) [100%],-0.2137,36.0591,exact,,Nakuru,Africa,G100000700172,L100000700103,https://www.gem.wiki/Menengai_1_geothermal_power_plant,binary cycle
Kenya,Menengai 2 geothermal power plant,--,,60.0,pre-construction,2025,,Geothermal Development Company (GDC),Geothermal Development Company (GDC) [100%],-0.196,36.063,exact,,Nakuru,Africa,G100000700175,L100000700104,https://www.gem.wiki/Menengai_2_geothermal_power_plant,flash steam - unknown
Kenya,Menengai 3 geothermal power plant,Future units,,300.0,announced,,,Geothermal Development Company (GDC),Geothermal Development Company (GDC) [100%],-0.196,36.063,approximate,,Nakuru,Africa,G100000700176,L100000700105,https://www.gem.wiki/Menengai_3_geothermal_power_plant,unknown type
Iran,Meshginshahr geothermal power plant,--,نیروگاه زمین‌گرمایی مشگین‌شهر,5.0,operating,2022,,,Thermal Power Plants Holding Company,38.2565202,47.7411265,exact,,,Asia,G100001031118,L100001025947,https://www.gem.wiki/Meshginshahr_geothermal_power_plant,unknown type
Japan,Minami-Aso Yunotani geothermal power plant,--,,2.0,operating,2023,,Minami-Aso Yunotani Geothermal Power,Renova Inc,32.85366865,131.0488838,exact,,,Asia,G100001048374,L100001042968,https://www.gem.wiki/Minami-Aso_Yunotani_geothermal_power_plant,binary cycle
Japan,Minami-Kayabe geothermal power plant,--,南茅部地熱発電所,6.5,operating,2024,,,Orix Corp,41.9490755,140.8943061,exact,,,Asia,G100001031136,L100001025957,https://www.gem.wiki/Minami-Kayabe_geothermal_power_plant,binary cycle
Philippines,Mindanao geothermal power plant,1,,52.0,operating,1997,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],7.0127,125.2198,exact,Kidapawan,North Cotabato,Asia,G100000700177,L100000700106,https://www.gem.wiki/Mindanao_geothermal_power_plant,flash steam - single
Philippines,Mindanao geothermal power plant,2,,54.0,operating,1999,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],7.0127,125.2198,exact,Kidapawan,North Cotabato,Asia,G100000700178,L100000700106,https://www.gem.wiki/Mindanao_geothermal_power_plant,flash steam - single
Philippines,Mindanao geothermal power plant,3,,50.0,cancelled,,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],7.0127,125.2198,exact,Kidapawan,North Cotabato,Asia,G100000700179,L100000700106,https://www.gem.wiki/Mindanao_geothermal_power_plant,flash steam - single
Philippines,Mindanao geothermal power plant,Expansion,,4.0,operating,2022,,,,7.0127,125.2198,exact,Kidapawan,North Cotabato,Asia,G100000700415,L100000700106,https://www.gem.wiki/Mindanao_geothermal_power_plant,binary cycle
Costa Rica,Miravalles geothermal power plant,1,Planta geotérmica Miravalles,55.0,operating,1994,,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE) [100%],10.7002,-85.1944,exact,,,Americas,G100000700180,L100000700107,https://www.gem.wiki/Miravalles_geothermal_power_plant,flash steam - single
Costa Rica,Miravalles geothermal power plant,2,Planta geotérmica Miravalles,55.0,operating,1998,,Costa Rican Electricity Institute (ICE),Costa Rican Electricity Institute (ICE) [100%],10.7002,-85.1944,exact,,,Americas,G100000700181,L100000700107,https://www.gem.wiki/Miravalles_geothermal_power_plant,flash steam - single
Costa Rica,Miravalles geothermal power plant,3,Planta geotérmica Miravalles,29.0,operating,2000,,,,10.7181,-85.1814,exact,,,Americas,G100000700329,L100000700107,https://www.gem.wiki/Miravalles_geothermal_power_plant,flash steam - single
Costa Rica,Miravalles geothermal power plant,5,Planta geotérmica Miravalles,19.0,operating,2004,,,,10.7181,-85.1814,approximate,,Guanacaste Province,Americas,G100000700330,L100000700107,https://www.gem.wiki/Miravalles_geothermal_power_plant,binary cycle
Türkiye,Mis 1 geothermal power plant,--,,12.3,operating,2018,,Soyak Enerji,Soyak Enerji,38.42549426,28.47461172,approximate,,,Asia,G100001050555,L100001044978,https://www.gem.wiki/Mis_1_geothermal_power_plant,binary cycle
Türkiye,Mis 3 geothermal plant,--,,48.0,operating,2019,,Soyak,,38.3872,28.4099,exact,,,Asia,G100000700182,L100000700108,https://www.gem.wiki/Mis_3_geothermal_plant,binary cycle
New Zealand,Mōkai geothermal power plant,1,,55.0,operating,2000,,Mercury NZ,Mercury NZ Ltd [25%]; Tuaropaki Power Co [75%],-38.5312,175.9268,exact,,Waikato,Oceania,G100000700183,L100000700109,https://www.gem.wiki/Mōkai_geothermal_power_plant,binary cycle
New Zealand,Mōkai geothermal power plant,1A,,17.0,operating,2007,,Mercury NZ,Mercury NZ Ltd [25%]; Tuaropaki Power Co [75%],-38.5312,175.9268,exact,,Waikato,Oceania,G100001048517,L100000700109,https://www.gem.wiki/Mōkai_geothermal_power_plant,binary cycle
New Zealand,Mōkai geothermal power plant,2,,39.0,operating,2005,,Mercury NZ,Mercury NZ Ltd [25%]; Tuaropaki Power Co [75%],-38.5312,175.9268,exact,,Waikato,Oceania,G100001048516,L100000700109,https://www.gem.wiki/Mōkai_geothermal_power_plant,flash steam - single
Nicaragua,Momotombo geothermal power plant,1,Central geotérmica Momotombo,35.0,operating,1983,,DisNorte-DisSur,DisNorte-DisSur [100%],12.394,-86.5418,exact,,Leon,Americas,G100000700185,L100000700110,https://www.gem.wiki/Momotombo_geothermal_power_plant,flash steam - single
Nicaragua,Momotombo geothermal power plant,2,Central geotérmica Momotombo,35.0,operating,1989,,DisNorte-DisSur,DisNorte-DisSur [100%],12.394,-86.5418,exact,,Leon,Americas,G100000700184,L100000700110,https://www.gem.wiki/Momotombo_geothermal_power_plant,flash steam - single
Nicaragua,Momotombo geothermal power plant,Binary,Central geotérmica Momotombo,6.2,operating,,,,DisNorte-DisSur,12.394,-86.5418,exact,,Leon,Americas,G100001048521,L100000700110,https://www.gem.wiki/Momotombo_geothermal_power_plant,binary cycle
Italy,Monteverdi 2 geothermal power plant,--,Centrale geotermica di Monteverdi,17.0,operating,1997,,,,43.1969504,10.7652574,exact,,,Europe,G100001048306,L100001042932,https://www.gem.wiki/Monteverdi_geothermal_power_plant,dry steam
Montserrat,Montserrat geothermal power plant,--,,2.0,pre-construction,,,,,16.72253,62.2184,approximate,,,Americas,G100000700405,L100000700224,https://www.gem.wiki/Montserrat_geothermal_power_plant,unknown type
Japan,Mori Binary geothermal power plant,--,,2.0,operating,2023,,Mori Binary Power,Mori Binary Power LLC,42.12321,140.45187,exact,,,Asia,G100001048381,L100001042972,https://www.gem.wiki/Mori_Binary_geothermal_power_plant,binary cycle
Japan,Mori geothermal power plant,--,北海道電力㈱ 森地熱発電所,25.0,operating,1982,,Hokkaido Electric Power,Hokkaido Electric Power Co Inc [100%],42.1331,140.4553,exact,,,Asia,G100000700380,L100000700217,https://www.gem.wiki/Mori_geothermal_power_plant,flash steam - double
United States,Morton Bay geothermal power plant,--,,140.0,pre-construction,,,,Morton Bay Geothermal LLC,33.2023958,-115.5839036,exact,,,Americas,G100001005405,L100001004606,https://www.gem.wiki/Morton_Bay_geothermal_power_plant,flash steam - unknown
Philippines,Mount Labo geothermal power plant,--,,105.0,pre-construction,2027,,,Philippine Geothermal Production Company Inc,14.0137,122.7871,approximate,,Camarines Sur,Asia,G100000700186,L100000700111,https://www.gem.wiki/Mount_Labo_geothermal_power_plant,unknown type
Philippines,Mount Natib geothermal power plant,--,,40.0,pre-construction,,,,Clean Rock Renewable Energy Resources Corp [100%],14.7625,120.4902,approximate,,Bataan,Asia,G100000700416,L100000700229,https://www.gem.wiki/Mount_Natib_geothermal_power_plant,unknown type
Philippines,Mount Parker geothermal power plant,--,,60.0,pre-construction,,,,Eoll and Gas Co Inc [100%],6.2512,124.5886,approximate,,South Cotabato,Asia,G100000700417,L100000700230,https://www.gem.wiki/Mount_Parker_geothermal_power_plant,unknown type
Indonesia,Mount Sibayak geothermal power plant,--,,40.0,cancelled,,,PT Okha Hutomo Satrya,PT Okha Hutomo Satrya [100%],3.1853,98.5048,approximate,,North Sumatra,Asia,G100000700187,L100000700112,https://www.gem.wiki/Mount_Sibayak_geothermal_power_plant,unknown type
Philippines,Mt. Malinao geothermal power plant,--,,50.0,announced,,,,Philippine Geothermal Production Company Inc,13.3385021,123.4009232,approximate,,,Asia,G100001005330,L100001004544,https://www.gem.wiki/Mt._Malinao_geothermal_power_plant,unknown type
Indonesia,Muarah Laboh geothermal plant,1,,85.0,operating,2019,,PT Supreme Energy,ENGIE SA [18%]; Sumitomo Corp [18%]; PT Supreme Energy [30%]; INPEX Corp [33%],-1.6268,101.1296,exact,,West Sumatra,Asia,G100000700188,L100000700113,https://www.gem.wiki/Muarah_Laboh_geothermal_plant,flash steam - double
Indonesia,Muarah Laboh geothermal plant,2,,75.0,construction,,,PT Supreme Energy,ENGIE SA [18%]; INPEX Corp [33%]; PT Supreme Energy [30%]; Sumitomo Corp [18%],-1.6268,101.1296,exact,,West Sumatra,Asia,G100000700189,L100000700113,https://www.gem.wiki/Muarah_Laboh_geothermal_plant,unknown type
Russia,Mutnovskaya GeoPP geothermal power plant,--,,50.0,operating,2001,,RusHydro,RusHydro PJSC [100%],52.5353,158.2011,exact,,Kamchatka Krai,Europe,G100000700190,L100000700114,https://www.gem.wiki/Mutnovskaya_GeoPP_geothermal_power_plant,flash steam - single
Indonesia,Nage geothermal power plant,--,,40.0,announced,,,,PT Daya Anugerah Sejati Utama,-8.8860908,121.0078195,approximate,,,Asia,G100001030316,L100001025607,https://www.gem.wiki/Nage_geothermal_power_plant,unknown type
Japan,Nakao geothermal power plant,--,中尾地熱発電所,2.0,operating,2022,,,Chubu Electric Power Co Inc,36.2539929,137.5761396,exact,,,Asia,G100001048366,L100001042961,https://www.gem.wiki/Nakao_geothermal_power_plant,flash steam - single
Philippines,Nasulo geothermal power plant,--,,40.0,operating,2014,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],9.2805,123.1531,exact,,Negros Oriental,Asia,G100000700191,L100000700115,https://www.gem.wiki/Nasulo_geothermal_power_plant,unknown type
United States,NCPA geothermal plant,1,,55.0,operating,1983,,Northern California Power Agency,,38.752,-122.7195,exact,,California,Americas,G100000700194,L100000700118,https://www.gem.wiki/NCPA_geothermal_plant,dry steam
United States,NCPA geothermal plant,2,,55.0,operating,1983,,Northern California Power Agency,,38.7492,-122.7117,exact,,California,Americas,G100000700195,L100000700118,https://www.gem.wiki/NCPA_geothermal_plant,dry steam
United States,NCPA geothermal plant,3,,55.0,mothballed,1985,,Northern California Power Agency,,38.752,-122.7195,exact,,California,Americas,G100000700515,L100000700118,https://www.gem.wiki/NCPA_geothermal_plant,dry steam
United States,NCPA geothermal plant,4,,55.0,operating,1986,,Northern California Power Agency,,38.7492,-122.7117,exact,,California,Americas,G100000700516,L100000700118,https://www.gem.wiki/NCPA_geothermal_plant,dry steam
United States,Neal Hot Springs geothermal power plant,1,,11.0,operating,2012,,,US Geothermal Inc [100%],44.0231,-117.4681,exact,,Oregon,Americas,G100000700517,L100000700280,https://www.gem.wiki/Neal_Hot_Springs_geothermal_power_plant,binary cycle
United States,Neal Hot Springs geothermal power plant,2,,11.0,operating,2012,,,US Geothermal Inc [100%],44.0231,-117.4681,exact,,Oregon,Americas,G100000700518,L100000700280,https://www.gem.wiki/Neal_Hot_Springs_geothermal_power_plant,binary cycle
United States,Neal Hot Springs geothermal power plant,3,,11.0,operating,2012,,,US Geothermal Inc [100%],44.0231,-117.4681,exact,,Oregon,Americas,G100000700519,L100000700280,https://www.gem.wiki/Neal_Hot_Springs_geothermal_power_plant,binary cycle
Türkiye,Nemrut geothermal power plant,--,,25.0,shelved,,,,Zorlu Enerji [100%],37.7651,38.2696,approximate,,Adıyaman,Asia,G100000700449,L100000700247,https://www.gem.wiki/Nemrut_geothermal_power_plant,unknown type
Colombia,Nereidas Valley geothermal power plant,--,Central geotérmica Valle de Nereidas,30.0,pre-construction,2030,,,Ecopetrol SA [33%]; Baker Hughers [33%]; Central Hidroeléctrica de Caldas (CHEC) [33%],5.0438,-75.5246,approximate,,Caldas Department,Americas,G100000700328,L100000700195,https://www.gem.wiki/Nereidas_Valley_geothermal_power_plant,unknown type
Iceland,Nesjavellir geothermal power station,1,"Cogen verksmiðja á Nesjavöllum, Nesjavallavirkjun",30.0,operating,1998,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.1081,-21.2567,exact,,,Europe,G100000700196,L100000700119,https://www.gem.wiki/Nesjavellir_geothermal_power_station,flash steam - single
Iceland,Nesjavellir geothermal power station,2,"Cogen verksmiðja á Nesjavöllum, Nesjavallavirkjun",30.0,operating,1998,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.1081,-21.2567,exact,,,Europe,G100000700197,L100000700119,https://www.gem.wiki/Nesjavellir_geothermal_power_station,flash steam - single
Iceland,Nesjavellir geothermal power station,3,"Cogen verksmiðja á Nesjavöllum, Nesjavallavirkjun",30.0,operating,,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.1081,-21.2567,exact,,,Europe,G100000700198,L100000700119,https://www.gem.wiki/Nesjavellir_geothermal_power_station,flash steam - single
Iceland,Nesjavellir geothermal power station,4,"Cogen verksmiðja á Nesjavöllum, Nesjavallavirkjun",30.0,operating,2005,,Orkuveita Reykjavikur,Orkuveita Reykjavikur [100%],64.1081,-21.2567,exact,,,Europe,G100000700199,L100000700119,https://www.gem.wiki/Nesjavellir_geothermal_power_station,flash steam - single
United States,Nevada EGS (Eavor) geothermal power plant,--,,20.0,announced,2028,,NV Energy,,39.7012,-118.9434,approximate,,Nevada,Americas,G100000700520,L100000700281,https://www.gem.wiki/Nevada_EGS_(Eavor)_geothermal_power_plant,enhanced geothermal systems (EGS)
Saint Kitts and Nevis,Nevis geothermal power plant,1,,10.0,pre-construction,,,,Nevis Island Administration (NIA) [50%]; Nevis Electric Company Limited (NEVLEC) [50%],17.1421,-62.6062,exact,Charlestown,,Americas,G100000700425,L100000700237,https://www.gem.wiki/Nevis_geothermal_power_plant,binary cycle
Saint Kitts and Nevis,Nevis geothermal power plant,Expansion,,30.0,announced,,,,Nevis Island Administration (NIA) [50%]; Nevis Electric Company Limited (NEVLEC) [50%],17.1421,-62.6062,exact,Charlestown,,Americas,G100000700426,L100000700237,https://www.gem.wiki/Nevis_geothermal_power_plant,unknown type
United States,New York Canyon geothermal plant,--,,70.0,cancelled,,,,TGP Dixie Development Co [100%],40.1847,-118.4738,approximate,Lovelock,Nevada,Americas,G100000700200,L100000700120,https://www.gem.wiki/New_York_Canyon_geothermal_plant,unknown type
United States,Newcastle geothermal power plant,--,,20.0,pre-construction,2027,,,,37.65067987,-113.5625633,exact,Newcastle,Utah,Americas,G100001051511,L100001045725,https://www.gem.wiki/Newcastle_geothermal_power_plant,binary cycle
Türkiye,Nezihe Beren geothermal power plant,1,Maren Nezihe Beren Jeotermal Santrali,20.0,operating,2020,,,Maren Maraş Electric Elektrik Uretim AŞ,37.8387534,27.8391758,approximate,,,Asia,G100001050574,L100001026020,https://www.gem.wiki/Nezihe_Beren_2_geothermal_power_plant,binary cycle
Türkiye,Nezihe Beren geothermal power plant,2,Maren Nezihe Beren Jeotermal Santrali,13.0,pre-construction,2025,,,Maren Maraş Electric Elektrik Uretim AŞ,37.8387534,27.8391758,approximate,,,Asia,G100001031229,L100001026020,https://www.gem.wiki/Nezihe_Beren_2_geothermal_power_plant,binary cycle
New Zealand,Nga Awa Purua geothermal power plant,--,,140.0,operating,2010,,Mercury NZ,Mighty River Power [75%]; Tauhara North 2 Trust [25%],-38.6143,176.1825,exact,,Waikato,Oceania,G100000700201,L100000700121,https://www.gem.wiki/Nga_Awa_Purua_geothermal_power_plant,flash steam - triple
New Zealand,Ngatamariki geothermal power plant,1,,20.5,operating,2013,,Mighty River Power,Mighty River Power [100%],-38.5731,176.1953,exact,,Waikato,Oceania,G100000700202,L100000700122,https://www.gem.wiki/Ngatamariki_geothermal_power_plant,binary cycle
New Zealand,Ngatamariki geothermal power plant,2,,20.5,operating,2013,,Mighty River Power,Mighty River Power [100%],-38.5731,176.1953,exact,,Waikato,Oceania,G100001005321,L100000700122,https://www.gem.wiki/Ngatamariki_geothermal_power_plant,binary cycle
New Zealand,Ngatamariki geothermal power plant,3,,20.5,operating,2013,,Mighty River Power,Mighty River Power [100%],-38.5731,176.1953,exact,,Waikato,Oceania,G100001005322,L100000700122,https://www.gem.wiki/Ngatamariki_geothermal_power_plant,binary cycle
New Zealand,Ngatamariki geothermal power plant,4,,20.5,operating,2013,,Mighty River Power,Mighty River Power [100%],-38.5731,176.1953,exact,,Waikato,Oceania,G100001005323,L100000700122,https://www.gem.wiki/Ngatamariki_geothermal_power_plant,binary cycle
New Zealand,Ngatamariki geothermal power plant,5,,50.0,construction,2025,,,,-38.5731,176.1953,exact,,Waikato,Oceania,G100001005324,L100000700122,https://www.gem.wiki/Ngatamariki_geothermal_power_plant,binary cycle
New Zealand,Ngāwhā geothermal power station,1,,10.0,operating,,,Top Energy,Top Energy Ltd,-35.4176,173.8522,exact,Kaikohe-Hokianga Community,Northland,Oceania,G100001030949,L100000700123,https://www.gem.wiki/Ngāwhā_geothermal_power_station,binary cycle
New Zealand,Ngāwhā geothermal power station,OEC3,,15.0,operating,,,Top Energy,Top Energy Ltd,-35.4176,173.8522,exact,Kaikohe-Hokianga Community,Northland,Oceania,G100001030950,L100000700123,https://www.gem.wiki/Ngāwhā_geothermal_power_station,binary cycle
New Zealand,Ngāwhā geothermal power station,OEC4,,32.0,operating,2021,,Top Energy,Top Energy Ltd [100%],-35.4176,173.8522,exact,Kaikohe-Hokianga Community,Northland,Oceania,G100000700203,L100000700123,https://www.gem.wiki/Ngāwhā_geothermal_power_station,unknown type
New Zealand,Ngāwhā geothermal power station,OEC5,,32.0,pre-construction,,,,,-35.4176,173.8522,exact,Kaikohe-Hokianga Community,Northland,Oceania,G100001030948,L100000700123,https://www.gem.wiki/Ngāwhā_geothermal_power_station,unknown type
Indonesia,Ngebel geothermal power plant,1,,55.0,pre-construction,,,,PT Bakrie Power [34%]; Oakridge International [65%],-7.7761,111.6374,exact,,East Java,Asia,G100000700359,L100000700207,https://www.gem.wiki/Ngebel_geothermal_power_plant,unknown type
Indonesia,Ngebel geothermal power plant,2,,55.0,pre-construction,,,,PT Bakrie Power [34%]; Oakridge International [65%],-7.7761,111.6374,exact,,East Java,Asia,G100000700360,L100000700207,https://www.gem.wiki/Ngebel_geothermal_power_plant,unknown type
Indonesia,Ngebel geothermal power plant,3,,55.0,pre-construction,,,,PT Bakrie Power [34%]; Oakridge International [65%],-7.7761,111.6374,exact,,East Java,Asia,G100000700361,L100000700207,https://www.gem.wiki/Ngebel_geothermal_power_plant,unknown type
Tanzania,Ngozi geothermal power plant,1,,30.0,construction,2025,,,Tanzania Geothermal Development Company (TGDC) [100%],-9.2556,33.6434,approximate,,Mbeya Region,Africa,G100000700429,L100000700240,https://www.gem.wiki/Ngozi_geothermal_power_plant,unknown type
Tanzania,Ngozi geothermal power plant,2,,40.0,announced,2027,,,Tanzania Geothermal Development Company (TGDC) [100%],-9.2556,33.6434,approximate,,Mbeya Region,Africa,G100000700430,L100000700240,https://www.gem.wiki/Ngozi_geothermal_power_plant,unknown type
United States,North Brawley geothermal power plant,--,,17.0,operating,2010,,Ormat Technology,Ormat Technology Inc,33.01444299,-115.5407452,exact,,,Americas,G100001050768,L100001045161,https://www.gem.wiki/North_Brawley_geothermal_power_plant,unknown type
Philippines,Northern Negros geothermal power plant,--,,50.0,retired,,2013,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],10.484,123.1017,exact,Bago,Negros Occidental,Asia,G100000700205,L100000700125,https://www.gem.wiki/Northern_Negros_geothermal_power_plant,flash steam - single
United States,Northern Nevada (Ormat) geothermal power plant,--,,120.0,announced,2028,,,Ormat Technology Inc [100%],39.7012,-118.9434,approximate,,Nevada,Americas,G100000700521,L100000700282,https://www.gem.wiki/Northern_Nevada_(Ormat)_geothermal_power_plant,unknown type
United States,North Geysers geothermal power plant,--,,25.0,construction,2026,,Calpine,,38.77439961,-122.7297634,approximate,,,Americas,G100001050766,L100001045159,https://www.gem.wiki/North_Geysers_geothermal_power_plant,unknown type
United States,North Valley geothermal plant,--,,25.0,operating,2023,,,Ormat Technology Inc [100%],40.3729,-119.4625,exact,,Nevada,Americas,G100000700204,L100000700124,https://www.gem.wiki/North_Valley_geothermal_plant,binary cycle
Italy,Nuova Castelnuovo geothermal power plant,--,Stabilimento Nuova Castelnuovo,15.0,operating,,,,,43.21669,10.90589,approximate,,,Europe,G100001048324,L100001042943,https://www.gem.wiki/Nuova_Castelnuovo_geothermal_power_plant,dry steam
Italy,Nuova Gabbro geothermal power plant,--,Centrale Geotermica Nuova Gabbro,19.0,operating,2002,,Enel,Enel SpA,43.26118,10.88528,exact,,,Europe,G100001048336,L100001042953,https://www.gem.wiki/Nuova_Gabbro_geothermal_power_plant,unknown type
Italy,Nuova Lago geothermal power plant,--,Impianto geotermico di Nouva Lago,11.0,operating,2002,,,,43.15609084,10.81468,exact,,,Europe,G100001048309,L100001042935,https://www.gem.wiki/Nuova_Lago_geothermal_power_plant,dry steam
Italy,Nuova Molinetto geothermal power plant,--,Centrale Geotermica Nuova Molinetto,18.0,operating,2002,,,Enel Green Power SpA,43.21143,10.85902,exact,,,Europe,G100001048323,L100001042942,https://www.gem.wiki/Nuova_Molinetto_geothermal_power_plant,dry steam
Italy,Nuova Monterotondo geothermal power plant,--,Centrale Geotermica Nuova Monterotondo,10.0,operating,2002,,,,43.152,10.84956,approximate,,,Europe,G100001048313,L100001042937,https://www.gem.wiki/Nuova_Monterotondo_geothermal_power_plant,dry steam
Italy,Nuova Radicondoli geothermal power plant,--,Centrale geotermica Nuova Radicondoli,40.0,operating,2002,,Enel Green Power,Enel Green Power [100%],43.1935,11.0446,exact,,Tuscany,Europe,G100000700206,L100000700126,https://www.gem.wiki/Nuova_Radicondoli_geothermal_power_plant,dry steam
Italy,Nuova San Martino geothermal power plant,--,Centrale geotermica Nuova San Martino,40.0,operating,2005,,Enel Green Power,Enel Green Power [100%],43.1452,10.8325,exact,,Tuscany,Europe,G100000700207,L100000700127,https://www.gem.wiki/Nuova_San_Martino_geothermal_power_plant,dry steam
Italy,Nuova Sasso geothermal power plant,--,Centrale Geotermica Nuova Sasso,20.0,operating,1996,,,,43.17483,10.85463,approximate,,,Europe,G100001048319,L100001042938,https://www.gem.wiki/Nuova_Sasso_geothermal_power_plant,dry steam
Italy,Nuova Serrazzano geothermal power plant,--,Centrale geotermica Nuova Serrazzano,60.0,operating,2002,,Enel Green Power,Enel Green Power [100%],43.204,10.8003,exact,,Tuscany,Europe,G100000700208,L100000700128,https://www.gem.wiki/Nuova_Serrazzano_geothermal_power_plant,dry steam
