country,url,plant,unit,chinese_name,owner,parent,capacity,status,year,subnational,lat,lng,region
United States,https://www.gem.wiki/Dolet_Hills_power_station,Dolet Hills power station,Unit 1,,Northeast Texas Elec Coop [5%]; other unknown/mixed entity types [3%]; Southwestern Electric Power [40%]; Cleco Power [50%],Cleco Corporate Holdings LLC [50.0%]; American Electric Power Co Inc [40.2%]; Northeast Texas Elec Coop [5.9%]; other unknown/mixed entity types [3.9%],720.8,retired,1986,Louisiana,32.031061,-93.568842,Americas
United States,https://www.gem.wiki/Dry_Fork_Station,Dry Fork Station,Unit 1,,Basin Electric Power Cooperative [100%],Basin Electric Power Cooperative [100.0%],484,operating,2011,Wyoming,44.387442,-105.461327,Americas
United States,https://www.gem.wiki/Dubuque_Generating_Station,Dubuque Generating Station,Unit 4,,Interstate Power and Light [100%],Alliant Energy Corp [100.0%],37.5,retired,1959,Iowa,42.503041,-90.658436,Americas
United States,https://www.gem.wiki/Duck_Creek_Station,Duck Creek Station,Unit 1,,Illinois Power Resources Generating [100%],Vistra Corp [100.0%],96,retired,1950,Illinois,40.466436,-89.983417,Americas
United States,https://www.gem.wiki/Dunkirk_Steam_Station,Dunkirk Steam Station,Unit 1,,NRG Energy [100%],NRG Energy [100.0%],96,retired,1950,New York,42.491697,-79.347156,Americas
United States,https://www.gem.wiki/Dunkirk_Steam_Station,Dunkirk Steam Station,Unit 2,,NRG Energy [100%],NRG Energy [100.0%],217.6,retired,1959,New York,42.491697,-79.347156,Americas
United States,https://www.gem.wiki/Dunkirk_Steam_Station,Dunkirk Steam Station,Unit 3,,NRG Energy [100%],NRG Energy [100.0%],217.6,retired,1960,New York,42.491697,-79.347156,Americas
United States,https://www.gem.wiki/Dunkirk_Steam_Station,Dunkirk Steam Station,Unit 4,,NRG Energy [100%],NRG Energy [100.0%],96,retired,1950,New York,42.491697,-79.347156,Americas
United States,https://www.gem.wiki/E.W._Brown_Generating_Station,E.W. Brown Generating Station,Unit 1,,Kentucky Utilities [100%],PPL Corp [100.0%],113.6,retired,1957,Kentucky,37.788331,-84.713531,Americas
United States,https://www.gem.wiki/E.W._Brown_Generating_Station,E.W. Brown Generating Station,Unit 2,,Kentucky Utilities [100%],PPL Corp [100.0%],179.5,retired,1963,Kentucky,37.788331,-84.713531,Americas
United States,https://www.gem.wiki/E.W._Brown_Generating_Station,E.W. Brown Generating Station,Unit 3,,Kentucky Utilities [100%],PPL Corp [100.0%],464,operating,1971,Kentucky,37.788331,-84.713531,Americas
United States,https://www.gem.wiki/Eagle_Valley_Station,Eagle Valley Station,Unit 3,,Indianapolis Power & Light [100%],AES Corp [100.0%],50,retired,1951,Indiana,39.485231,-86.417931,Americas
United States,https://www.gem.wiki/Eagle_Valley_Station,Eagle Valley Station,Unit 4,,Indianapolis Power & Light [100%],AES Corp [100.0%],69,retired,1953,Indiana,39.485231,-86.417931,Americas
United States,https://www.gem.wiki/Eagle_Valley_Station,Eagle Valley Station,Unit 5,,Indianapolis Power & Light [100%],AES Corp [100.0%],69,retired,1953,Indiana,39.485231,-86.417931,Americas
United States,https://www.gem.wiki/Eagle_Valley_Station,Eagle Valley Station,Unit 6,,Indianapolis Power & Light [100%],AES Corp [100.0%],113.6,retired,1956,Indiana,39.485231,-86.417931,Americas
United States,https://www.gem.wiki/Earl_F._Wisdom_Generating_Station,Earl F. Wisdom Generating Station,--,,Corn Belt Power Cooperative [100%],Touchstone Energy Cooperative Inc,33,retired,1960,Iowa,43.1605,-95.257556,Americas
United States,https://www.gem.wiki/East_Bend_Generating_Station,East Bend Generating Station,Unit 2,,Duke Energy Kentucky [100%],Duke Energy Corp [100.0%],669.3,operating,1981,Kentucky,38.904169,-84.851336,Americas
United States,https://www.gem.wiki/Eastlake_Power_Plant,Eastlake Power Plant,Unit 1,,FirstEnergy Generation [100%],FirstEnergy Corp,123,retired,1953,Ohio,41.670731,-81.443708,Americas
United States,https://www.gem.wiki/Eastlake_Power_Plant,Eastlake Power Plant,Unit 2,,FirstEnergy Generation [100%],FirstEnergy Corp,123,retired,1953,Ohio,41.670731,-81.443708,Americas
United States,https://www.gem.wiki/Eastlake_Power_Plant,Eastlake Power Plant,Unit 3,,FirstEnergy Generation [100%],FirstEnergy Corp,123,retired,1954,Ohio,41.670731,-81.443708,Americas
United States,https://www.gem.wiki/Eastlake_Power_Plant,Eastlake Power Plant,Unit 4,,FirstEnergy Generation [100%],FirstEnergy Corp,208,retired,1956,Ohio,41.670731,-81.443708,Americas
United States,https://www.gem.wiki/Eastlake_Power_Plant,Eastlake Power Plant,Unit 5,,FirstEnergy Generation [100%],FirstEnergy Corp,680,retired,1972,Ohio,41.670731,-81.443708,Americas
United States,https://www.gem.wiki/Ebensburg_Generating_Plant,Ebensburg Generating Plant,Unit 1,,other unknown/mixed entity types [0%]; Ebensburg Generation [99%],other unknown/mixed entity types [0.5%]; Babcock & Wilcox,57.6,operating,1990,Pennsylvania,40.473869,-78.702621,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 1,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],44,retired,1954,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 2,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],44,retired,1958,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 3,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],47,retired,1960,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 4,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],80,retired,1964,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 5,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],80,retired,1968,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eckert_Station,Eckert Station,Unit 6,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],80,retired,1970,Michigan,42.7189,-84.557769,Americas
United States,https://www.gem.wiki/Eddystone_Generating_Station,Eddystone Generating Station,Unit 1,,Exelon Power [100%],Constellation Energy Corp [100.0%],353.6,retired,1960,Pennsylvania,39.858814,-75.323781,Americas
United States,https://www.gem.wiki/Eddystone_Generating_Station,Eddystone Generating Station,Unit 2,,Exelon Power [100%],Constellation Energy Corp [100.0%],353.6,retired,1960,Pennsylvania,39.858814,-75.323781,Americas
United States,https://www.gem.wiki/Edge_Moor_Power_Plant,Edge Moor Power Plant,Unit 3,,Calpine Mid-Atlantic Generation [100%],CPN Management LP [100.0%],75,retired,1954,Delaware,39.738611,-75.504167,Americas
United States,https://www.gem.wiki/Edge_Moor_Power_Plant,Edge Moor Power Plant,Unit 4,,Calpine Mid-Atlantic Generation [100%],CPN Management LP [100.0%],177,retired,1966,Delaware,39.738611,-75.504167,Americas
United States,https://www.gem.wiki/Edge_Moor_Power_Plant,Edge Moor Power Plant,Unit 5,,Calpine Mid-Atlantic Generation [100%],CPN Management LP [100.0%],446,retired,1973,Delaware,39.738611,-75.504167,Americas
United States,https://www.gem.wiki/Edgecombe_Genco,Edgecombe Genco,Unit 1,,Ares EIF Management [100%],Ares Holdings,57.4,retired,1990,North Carolina,36.037533,-77.754056,Americas
United States,https://www.gem.wiki/Edgecombe_Genco,Edgecombe Genco,Unit 2,,Ares EIF Management [100%],Ares Holdings,57.4,retired,1990,North Carolina,36.037533,-77.754056,Americas
United States,https://www.gem.wiki/Edgewater_Generating_Station,Edgewater Generating Station,Unit 3,,Wisconsin Power and Light [100%],Alliant Energy Corp [100.0%],69,retired,1951,Wisconsin,43.716161,-87.705894,Americas
United States,https://www.gem.wiki/Edgewater_Generating_Station,Edgewater Generating Station,Unit 4,,Wisconsin Public Service [31%]; Wisconsin Power and Light [68%],Alliant Energy Corp [68.2%]; WEC Energy Group Inc [31.8%],351,retired,1969,Wisconsin,43.716161,-87.705894,Americas
United States,https://www.gem.wiki/Edgewater_Generating_Station,Edgewater Generating Station,Unit 5,,Wisconsin Power and Light [100%],Alliant Energy Corp [100.0%],413.7,operating,1985,Wisconsin,43.716161,-87.705894,Americas
United States,https://www.gem.wiki/Edwards_Generation_Plant,Edwards Generation Plant,Unit 1,,Illinois Power Resources Generating [100%],Vistra Corp [100.0%],136,retired,1960,Illinois,40.59605,-89.661953,Americas
United States,https://www.gem.wiki/Edwards_Generation_Plant,Edwards Generation Plant,Unit 2,,Illinois Power Resources Generating [100%],Vistra Corp [100.0%],280.5,retired,1968,Illinois,40.59605,-89.661953,Americas
United States,https://www.gem.wiki/Edwards_Generation_Plant,Edwards Generation Plant,Unit 3,,Illinois Power Resources Generating [100%],Vistra Corp [100.0%],363.8,retired,1972,Illinois,40.59605,-89.661953,Americas
United States,https://www.gem.wiki/Edwardsport_generating_station_(retired),Edwardsport generating station (retired),Unit 7,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],40.2,retired,1949,Indiana,38.797777,-87.251625,Americas
United States,https://www.gem.wiki/Edwardsport_generating_station_(retired),Edwardsport generating station (retired),Unit 8,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],69,retired,1951,Indiana,38.797777,-87.251625,Americas
United States,https://www.gem.wiki/Edwardsport_power_station,Edwardsport power station,Unit 1,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],236.5,operating,2013,Indiana,38.797506,-87.250488,Americas
United States,https://www.gem.wiki/Edwardsport_power_station,Edwardsport power station,Unit 2,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],236.5,operating,2013,Indiana,38.797506,-87.250488,Americas
United States,https://www.gem.wiki/Edwardsport_power_station,Edwardsport power station,Unit 3,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],331.5,operating,2013,Indiana,38.797506,-87.250488,Americas
United States,https://www.gem.wiki/Elizabethtown_Power_Plant,Elizabethtown Power Plant,--,,North Carolina Power Holdings [100%],North Carolina Power Holdings [100.0%],34.7,retired,1985,North Carolina,34.647174,-78.641388,Americas
United States,https://www.gem.wiki/Elm_Road_power_station,Elm Road power station,Unit 1,,WPPI Energy [8%]; Madison Gas & Electric [8%]; We Power [83%],We Power [83.3%]; MGE Energy Inc [8.3%]; WPPI Energy [8.3%],701.3,operating,2010,Wisconsin,42.8467861,-87.8294148,Americas
United States,https://www.gem.wiki/Elm_Road_power_station,Elm Road power station,Unit 2,,WPPI Energy [8%]; Madison Gas & Electric [8%]; We Power [83%],We Power [83.3%]; MGE Energy Inc [8.3%]; WPPI Energy [8.3%],701.3,operating,2011,Wisconsin,42.8467861,-87.8294148,Americas
United States,https://www.gem.wiki/Elmer_Smith_Station,Elmer Smith Station,Unit 1,,Owensboro Municipal Utilities [100%],Owensboro Municipal Utilities [100.0%],163,retired,1964,Kentucky,37.794683,-87.060717,Americas
United States,https://www.gem.wiki/Elmer_Smith_Station,Elmer Smith Station,Unit 2,,Owensboro Municipal Utilities [100%],Owensboro Municipal Utilities [100.0%],282,retired,1974,Kentucky,37.794683,-87.060717,Americas
United States,https://www.gem.wiki/Elrama_Power_Plant,Elrama Power Plant,Unit 1,,NRG Power Midwest [100%],NRG Power Generation Assets LLC [99.0%],100,retired,1952,Pennsylvania,40.253103,-79.917492,Americas
United States,https://www.gem.wiki/Elrama_Power_Plant,Elrama Power Plant,Unit 2,,NRG Power Midwest [100%],NRG Power Generation Assets LLC [99.0%],100,retired,1953,Pennsylvania,40.253103,-79.917492,Americas
United States,https://www.gem.wiki/Elrama_Power_Plant,Elrama Power Plant,Unit 3,,NRG Power Midwest [100%],NRG Power Generation Assets LLC [99.0%],125,retired,1954,Pennsylvania,40.253103,-79.917492,Americas
United States,https://www.gem.wiki/Elrama_Power_Plant,Elrama Power Plant,Unit 4,,NRG Power Midwest [100%],NRG Power Generation Assets LLC [99.0%],185,retired,1960,Pennsylvania,40.253103,-79.917492,Americas
United States,https://www.gem.wiki/Endicott_Generating_Station,Endicott Generating Station,--,,Michigan South Central Power [100%],Michigan South Central Power [100.0%],55,retired,1982,Michigan,42.0336,-84.7583,Americas
United States,https://www.gem.wiki/England_Generating_Station,England Generating Station,Unit 1,,Rockland Capital [100%],Rockland Capital [100.0%],136,retired,1962,New Jersey,39.290556,-74.633556,Americas
United States,https://www.gem.wiki/England_Generating_Station,England Generating Station,Unit 2,,Rockland Capital [100%],Rockland Capital [100.0%],163.2,retired,1964,New Jersey,39.290556,-74.633556,Americas
United States,https://www.gem.wiki/Erickson_Station,Erickson Station,Unit 1,,Lansing Board of Water and Light [100%],Lansing Board of Water and Light [100.0%],155,retired,1973,Michigan,42.692247,-84.656769,Americas
United States,https://www.gem.wiki/Escalante_Generating_Station,Escalante Generating Station,Unit 1,,Tri-State Generation and Transmission Association [100%],Tri-State Generation and Transmission Association [100.0%],257,retired,1984,New Mexico,35.415986,-108.082608,Americas
United States,https://www.gem.wiki/Estill_County_Energy_Partners,Estill County Energy Partners,--,,East Kentucky Power Cooperative [100%],East Kentucky Power Cooperative [100.0%],110,cancelled,,Kentucky,37.697874,-83.924354,Americas
United States,https://www.gem.wiki/F._B._Culley_power_station,F. B. Culley power station,Unit 1,,Southern Indiana Gas and Electric [100%],CenterPoint Energy Inc [100.0%],46,retired,1955,Indiana,37.908961,-87.324717,Americas
United States,https://www.gem.wiki/F._B._Culley_power_station,F. B. Culley power station,Unit 2,,Southern Indiana Gas and Electric [100%],CenterPoint Energy Inc [100.0%],103.7,operating,1966,Indiana,37.908961,-87.324717,Americas
United States,https://www.gem.wiki/F._B._Culley_power_station,F. B. Culley power station,Unit 3,,Southern Indiana Gas and Electric [100%],CenterPoint Energy Inc [100.0%],265.2,operating,1973,Indiana,37.908961,-87.324717,Americas
United States,https://www.gem.wiki/Fair_Station,Fair Station,Unit 2,,Central Iowa Power [100%],Central Iowa Power [100.0%],37.5,retired,1967,Iowa,41.457406,-90.822663,Americas
United States,https://www.gem.wiki/Fayette_Power_Project,Fayette Power Project,Unit 1,,Lower Colorado River Authority [50%]; Austin Energy [50%],Austin Energy [50.0%]; Lower Colorado River Authority [50.0%],615,operating,1979,Texas,29.916456,-96.750842,Americas
United States,https://www.gem.wiki/Fayette_Power_Project,Fayette Power Project,Unit 2,,Lower Colorado River Authority [50%]; Austin Energy [50%],Austin Energy [50.0%]; Lower Colorado River Authority [50.0%],615,operating,1980,Texas,29.916456,-96.750842,Americas
United States,https://www.gem.wiki/Fayette_Power_Project,Fayette Power Project,Unit 3,,Lower Colorado River Authority [100%],Lower Colorado River Authority [100.0%],460,operating,1988,Texas,29.916456,-96.750842,Americas
United States,https://www.gem.wiki/Fernandina_Beach_Mill_power_station,Fernandina Beach Mill power station,Unit 5,,"WestRock, Fernandina Beach [100%]","WestRock, Fernandina Beach [100.0%]",37.4,retired,1988,Florida,30.681589,-81.45622,Americas
United States,https://www.gem.wiki/Fernandina_Beach_Mill_power_station,Fernandina Beach Mill power station,Unit 6,,"WestRock, Fernandina Beach [100%]","WestRock, Fernandina Beach [100.0%]",59.5,retired,1982,Florida,30.681589,-81.45622,Americas
United States,https://www.gem.wiki/Fisk_Generating_Station,Fisk Generating Station,Unit 19,,Midwest Generations EME [100%],NRG Energy Inc [100.0%],374.1,retired,1968,Illinois,41.850794,-87.653383,Americas
United States,https://www.gem.wiki/Flint_Creek_Power_Plant,Flint Creek Power Plant,Unit 1,,Southwestern Electric Power [50%]; Arkansas Electric Cooperative [50%],American Electric Power Co Inc [50.0%]; Arkansas Electric Cooperative [50.0%],558,operating,1978,Arkansas,36.256083,-94.523908,Americas
United States,https://www.gem.wiki/Fort_James_Muskogee_Mill_Power_Plant,Fort James Muskogee Mill Power Plant,Unit 2,,Georgia-Pacific [100%],Koch Industries Inc [100.0%],45.5,retired,1979,Oklahoma,35.732572,-95.293778,Americas
United States,https://www.gem.wiki/Fort_James_Muskogee_Mill_Power_Plant,Fort James Muskogee Mill Power Plant,Unit 3,,Georgia-Pacific [100%],Koch Industries Inc [100.0%],45.5,retired,1982,Oklahoma,35.732572,-95.293778,Americas
United States,https://www.gem.wiki/Fort_Martin_power_station,Fort Martin power station,Unit 1,,Monongahela Power [100%],FirstEnergy Corp [100.0%],576,operating,1967,West Virginia,39.710364,-79.927164,Americas
United States,https://www.gem.wiki/Fort_Martin_power_station,Fort Martin power station,Unit 2,,Monongahela Power [100%],FirstEnergy Corp [100.0%],576,operating,1968,West Virginia,39.710364,-79.927164,Americas
United States,https://www.gem.wiki/Four_Corners_Steam_Plant,Four Corners Steam Plant,Unit 1,,Arizona Public Service [100%],Pinnacle West Capital Corp [100.0%],190.1,retired,1963,New Mexico,36.689369,-108.480339,Americas
United States,https://www.gem.wiki/Four_Corners_Steam_Plant,Four Corners Steam Plant,Unit 2,,Arizona Public Service [100%],Pinnacle West Capital Corp [100.0%],190.1,retired,1963,New Mexico,36.689369,-108.480339,Americas
United States,https://www.gem.wiki/Four_Corners_Steam_Plant,Four Corners Steam Plant,Unit 3,,Arizona Public Service [100%],Pinnacle West Capital Corp [100.0%],253.4,retired,1964,New Mexico,36.689369,-108.480339,Americas
United States,https://www.gem.wiki/Four_Corners_Steam_Plant,Four Corners Steam Plant,Unit 4,,Public Service Company of New Mexico [13%]; Salt River Project [10%]; 4C Acquisition [7%]; Tucson Electric Power [7%]; Arizona Public Service [63%],Pinnacle West Capital Corp [70.0%]; PNM Resources Inc [13.0%]; Salt River Project [10.0%]; Fortis Inc [7.0%],818.1,operating,1969,New Mexico,36.689369,-108.480339,Americas
United States,https://www.gem.wiki/Four_Corners_Steam_Plant,Four Corners Steam Plant,Unit 5,,Public Service Company of New Mexico [13%]; Salt River Project [10%]; Tucson Electric Power [7%]; El Paso Electric [7%]; Arizona Public Service [63%],Pinnacle West Capital Corp [63.0%]; PNM Resources Inc [13.0%]; Salt River Project [10.0%]; Fortis Inc [7.0%]; Sun Jupiter Holdings LLC [7.0%],818.1,operating,1970,New Mexico,36.689369,-108.480339,Americas
United States,https://www.gem.wiki/Frackville_Power_Plant,Frackville Power Plant,Unit 1,,Wheelabrator Environmental Systems [100%],Wheelabrator Technologies Holdings Inc [100.0%],48,retired,1988,Pennsylvania,40.790306,-76.198511,Americas
United States,https://www.gem.wiki/Frank_Ratts_Generating_Station,Frank Ratts Generating Station,Unit 1,,Hoosier Energy Rural Electric Cooperative [100%],Hoosier Energy Rural Electric Cooperative [100.0%],117,retired,1970,Indiana,38.519111,-87.2655,Americas
United States,https://www.gem.wiki/Frank_Ratts_Generating_Station,Frank Ratts Generating Station,Unit 2,,Hoosier Energy Rural Electric Cooperative [100%],Hoosier Energy Rural Electric Cooperative [100.0%],117,retired,1970,Indiana,38.519111,-87.2655,Americas
United States,https://www.gem.wiki/Freeport_Plant,Freeport Plant,--,,Hunton Energy [100%],Hunton Energy [100.0%],400,cancelled,,Texas,28.943464,-95.368158,Americas
United States,https://www.gem.wiki/FutureGen_power_station,FutureGen power station,--,,FutureGen Industrial Alliance [100%],Department of Energy (United States),200,cancelled,,Illinois,39.465556,-88.343346,Americas
United States,https://www.gem.wiki/G.G._Allen_Steam_Plant,G.G. Allen Steam Plant,Unit 1,,Duke Energy Carolinas [100%],Duke Energy Corp [100.0%],165,operating,1957,North Carolina,35.190278,-81.008333,Americas
United States,https://www.gem.wiki/G.G._Allen_Steam_Plant,G.G. Allen Steam Plant,Unit 2,,Duke Energy Carolinas [100%],Duke Energy Corp [100.0%],165,retired,1957,North Carolina,35.190278,-81.008333,Americas
United States,https://www.gem.wiki/G.G._Allen_Steam_Plant,G.G. Allen Steam Plant,Unit 3,,Duke Energy Carolinas [100%],Duke Energy Corp [100.0%],275,retired,1959,North Carolina,35.190278,-81.008333,Americas
United States,https://www.gem.wiki/G.G._Allen_Steam_Plant,G.G. Allen Steam Plant,Unit 4,,Duke Energy Carolinas [100%],Duke Energy Corp [100.0%],275,retired,1960,North Carolina,35.190278,-81.008333,Americas
United States,https://www.gem.wiki/G.G._Allen_Steam_Plant,G.G. Allen Steam Plant,Unit 5,,Duke Energy Carolinas [100%],Duke Energy Corp [100.0%],275,operating,1961,North Carolina,35.190278,-81.008333,Americas
United States,https://www.gem.wiki/Gadsden_Steam_Plant,Gadsden Steam Plant,Unit 1,,Alabama Power [100%],Southern Co [100.0%],69,retired,1949,Alabama,34.009396,-85.967952,Americas
United States,https://www.gem.wiki/Gadsden_Steam_Plant,Gadsden Steam Plant,Unit 2,,Alabama Power [100%],Southern Co [100.0%],69,retired,1949,Alabama,34.009396,-85.967952,Americas
United States,https://www.gem.wiki/Gallagher_Generating_Station,Gallagher Generating Station,Unit 1,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],150,retired,1959,Indiana,38.263689,-85.838086,Americas
United States,https://www.gem.wiki/Gallagher_Generating_Station,Gallagher Generating Station,Unit 2,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],150,retired,1958,Indiana,38.263689,-85.838086,Americas
United States,https://www.gem.wiki/Gallagher_Generating_Station,Gallagher Generating Station,Unit 3,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],150,retired,1960,Indiana,38.263689,-85.838086,Americas
United States,https://www.gem.wiki/Gallagher_Generating_Station,Gallagher Generating Station,Unit 4,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],150,retired,1961,Indiana,38.263689,-85.838086,Americas
United States,https://www.gem.wiki/Gallatin_Fossil_Plant,Gallatin Fossil Plant,Unit 1,,Tennessee Valley Authority [100%],Tennessee Valley Authority [100.0%],300,operating,1956,Tennessee,36.315372,-86.400783,Americas
United States,https://www.gem.wiki/Gallatin_Fossil_Plant,Gallatin Fossil Plant,Unit 2,,Tennessee Valley Authority [100%],Tennessee Valley Authority [100.0%],300,operating,1957,Tennessee,36.315372,-86.400783,Americas
United States,https://www.gem.wiki/Gallatin_Fossil_Plant,Gallatin Fossil Plant,Unit 3,,Tennessee Valley Authority [100%],Tennessee Valley Authority [100.0%],327.6,operating,1959,Tennessee,36.315372,-86.400783,Americas
United States,https://www.gem.wiki/Gallatin_Fossil_Plant,Gallatin Fossil Plant,Unit 4,,Tennessee Valley Authority [100%],Tennessee Valley Authority [100.0%],327.6,operating,1959,Tennessee,36.315372,-86.400783,Americas
United States,https://www.gem.wiki/Gaston_Steam_Plant,Gaston Steam Plant,Unit 1,,Georgia Power [50%]; Alabama Power [50%],Southern Co [100.0%],272,retired,1960,Alabama,33.243164,-86.458936,Americas
United States,https://www.gem.wiki/Gaston_Steam_Plant,Gaston Steam Plant,Unit 2,,Georgia Power [50%]; Alabama Power [50%],Southern Co [100.0%],272,retired,1960,Alabama,33.243164,-86.458936,Americas
United States,https://www.gem.wiki/Gaston_Steam_Plant,Gaston Steam Plant,Unit 3,,Georgia Power [50%]; Alabama Power [50%],Southern Co [100.0%],272,retired,1961,Alabama,33.243164,-86.458936,Americas
United States,https://www.gem.wiki/Gaston_Steam_Plant,Gaston Steam Plant,Unit 4,,Georgia Power [50%]; Alabama Power [50%],Southern Co [100.0%],244.8,retired,1962,Alabama,33.243164,-86.458936,Americas
United States,https://www.gem.wiki/Gaston_Steam_Plant,Gaston Steam Plant,Unit 5,,Alabama Power [100%],Southern Co [100.0%],952,operating,1974,Alabama,33.243164,-86.458936,Americas
United States,https://www.gem.wiki/Gavin_Power_Plant,Gavin Power Plant,Unit 1,,Lightstone Generation [100%],ArcLight Capital Holdings LLC [50.0%]; Blackstone Inc [50.0%],1300,operating,1974,Ohio,38.935369,-82.115378,Americas
United States,https://www.gem.wiki/Gavin_Power_Plant,Gavin Power Plant,Unit 2,,Lightstone Generation [100%],ArcLight Capital Holdings LLC [50.0%]; Blackstone Inc [50.0%],1300,operating,1975,Ohio,38.935369,-82.115378,Americas
United States,https://www.gem.wiki/Genoa_Station,Genoa Station,--,,Dairyland Power [100%],Touchstone Energy Cooperative Inc [100.0%],345.6,retired,1969,Wisconsin,43.559042,-91.2327,Americas
United States,https://www.gem.wiki/George_Neal_Station_North,George Neal Station North,Unit 1,,MidAmerican Energy [100%],Berkshire Hathaway Inc [100.0%],147,retired,1964,Iowa,42.325833,-96.381361,Americas
United States,https://www.gem.wiki/George_Neal_Station_North,George Neal Station North,Unit 2,,MidAmerican Energy [100%],Berkshire Hathaway Inc [100.0%],349.2,retired,1972,Iowa,42.325833,-96.381361,Americas
United States,https://www.gem.wiki/George_Neal_Station_North,George Neal Station North,Unit 3,,Interstate Power and Light [28%]; MidAmerican Energy [72%],Berkshire Hathaway Inc [72.0%]; Alliant Energy Corp [28.0%],584.1,operating,1975,Iowa,42.325833,-96.381361,Americas
United States,https://www.gem.wiki/George_Neal_Station_South,George Neal Station South,Unit 4,,MidAmerican Energy [40%]; Interstate Power and Light [25%]; NorthWestern Energy - (SD) [8%]; Corn Belt Power Cooperative [8%]; other unknown/mixed entity types [16%],Berkshire Hathaway Inc [40.6%]; Alliant Energy Corp [25.7%]; other unknown/mixed entity types [16.4%]; NORTHWESTERN Corp [8.7%]; Touchstone Energy Cooperative Inc,695.9,operating,1979,Iowa,42.299653,-96.362597,Americas
United States,https://www.gem.wiki/Gerald_Gentleman_Station,Gerald Gentleman Station,Unit 1,,Nebraska Public Power District [100%],Nebraska Public Power District [100.0%],681.3,operating,1979,Nebraska,41.080981,-101.14075,Americas
United States,https://www.gem.wiki/Gerald_Gentleman_Station,Gerald Gentleman Station,Unit 2,,Nebraska Public Power District [100%],Nebraska Public Power District [100.0%],681.3,operating,1982,Nebraska,41.080981,-101.14075,Americas
United States,https://www.gem.wiki/Ghent_Generating_Station,Ghent Generating Station,Unit 1,,Kentucky Utilities [100%],PPL Corp [100.0%],556.9,operating,1974,Kentucky,38.748617,-85.0374,Americas
United States,https://www.gem.wiki/Ghent_Generating_Station,Ghent Generating Station,Unit 2,,Kentucky Utilities [100%],PPL Corp [100.0%],556.3,operating,1977,Kentucky,38.748617,-85.0374,Americas
United States,https://www.gem.wiki/Ghent_Generating_Station,Ghent Generating Station,Unit 3,,Kentucky Utilities [100%],PPL Corp [100.0%],556.5,operating,1981,Kentucky,38.748617,-85.0374,Americas
United States,https://www.gem.wiki/Ghent_Generating_Station,Ghent Generating Station,Unit 4,,Kentucky Utilities [100%],PPL Corp [100.0%],556.2,operating,1984,Kentucky,38.748617,-85.0374,Americas
United States,https://www.gem.wiki/Gibbons_Creek_Steam_Station,Gibbons Creek Steam Station,Unit 1,,Texas Municipal Power Agency [100%],Texas Municipal Power Agency [100.0%],453.5,retired,1983,Texas,30.61885,-96.081833,Americas
United States,https://www.gem.wiki/Gibson_Generating_Station,Gibson Generating Station,Unit 1,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],667.9,operating,1975,Indiana,38.371381,-87.768189,Americas
United States,https://www.gem.wiki/Gibson_Generating_Station,Gibson Generating Station,Unit 2,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],667.9,operating,1976,Indiana,38.371381,-87.768189,Americas
United States,https://www.gem.wiki/Gibson_Generating_Station,Gibson Generating Station,Unit 3,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],667.9,operating,1978,Indiana,38.371381,-87.768189,Americas
United States,https://www.gem.wiki/Gibson_Generating_Station,Gibson Generating Station,Unit 4,,Duke Energy Indiana [100%],Duke Energy Corp [100.0%],667.9,operating,1979,Indiana,38.371381,-87.768189,Americas
United States,https://www.gem.wiki/Gibson_Generating_Station,Gibson Generating Station,Unit 5,,Wabash Valley Power Association [25%]; Indiana Municipal Power Agency [24%]; Duke Energy Indiana [50%],Duke Energy Corp [50.0%]; Wabash Valley Power Association [25.0%]; Indiana Municipal Power Agency [25.0%],667.9,operating,1982,Indiana,38.371381,-87.768189,Americas
