country/area,project-name,fuel,unit-name,project-name-in-local-language-/-script,capacity-(mw),status,start-year,retired-year,hydrogen-capable,operator(s),owner(s),lat,lng,location-accuracy,city,state/province,region,gem-phase-id,url
China,Zhejiang Taizhou Huangyan power station,bioenergy: refuse (municipal and industrial wastes),1,浙江台州黄岩垃圾焚烧发电项目,35.0,operating,2021,,,Taizhou Huangyan Kangheng Renewable Energy CO LTD,,28.685888,121.259441,exact,Beicheng Residential District,Zhejiang,Asia,G100000201853,https://www.gem.wiki/Zhejiang_Taizhou_Huangyan_power_station
China,Zhejiang Yueqing power station,bioenergy: refuse (municipal and industrial wastes),2,浙江乐清垃圾焚烧发电项目,40.0,construction,2024,,,Yueqing Urban Construction Investment Group,Yueqing State-owned Investment Co Ltd [100%],28.3883,121.1624,approximate,Dajin,Zhejiang,Asia,G100000202316,https://www.gem.wiki/Zhejiang_Yueqing_power_station
China,Zhejiang Yuhang Jiufeng power station,bioenergy: refuse (municipal and industrial wastes),1,杭州九峰垃圾焚烧发电项目,35.0,operating,2017,,,Everbright Environmental Energy (Hangzhou) CoO,Hangzhou Environment Group Co Ltd [20%]; Everbright Environmental Energy (Zhejiang) Holdings Co Ltd [70%]; Hangzhou Yuhang Urban Construction Group Co Ltd [10%],30.422,120.2896,approximate,,Zhejiang,Asia,G100000200192,https://www.gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station
China,Zhejiang Yuhang Jiufeng power station,bioenergy: refuse (municipal and industrial wastes),2,杭州九峰垃圾焚烧发电项目,35.0,operating,2017,,,Everbright Environmental Energy (Hangzhou) CoO,Hangzhou Environment Group Co Ltd [20%]; Everbright Environmental Energy (Zhejiang) Holdings Co Ltd [70%]; Hangzhou Yuhang Urban Construction Group Co Ltd [10%],30.2372,119.8661,exact,,Zhejiang,Asia,G100000200193,https://www.gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station
China,Zibo Hongda power station,bioenergy: agricultural waste (solids),"Unit 3, timepoint 2",淄博宏达热电,50.0,pre-construction,,,,,Zibo Hongda Thermoelectricity Co Ltd [100%],36.783333,118.05,exact,Fenghuang Town,Shandong,Asia,G100001018667,https://www.gem.wiki/Zibo_Hongda_power_station
Germany,ZMS Schwandorf power station,bioenergy: refuse (municipal and industrial wastes),1,,54.0,operating,1994,,,Zweckverband Müllverwertung Schwandorf,,49.3111,12.0858,exact,,Bavaria,Europe,G100000200234,https://www.gem.wiki/ZMS_Schwandorf_power_station
South Korea,Aegon Energy power station,bioenergy: wood & other biomass (solids),--,,8.1,operating,2015,,,,Aegon Energy,37.4521,126.6676,approximate,,,Asia,G100001021919,https://www.gem.wiki/Aegon_Energy_power_station
United Arab Emirates,Al Qusais Landfill power station,bioenergy: refuse (landfill gas),--,,12.0,announced,,,,,Dubai Electricity and Water Authority PJSC,25.27442,55.43852,exact,,,Asia,G100001021369,https://www.gem.wiki/Al_Qusais_Landfill_power_station
India,Ambasamudram power station,bioenergy: agricultural waste (solids),1,,25.0,operating,2010,,,Empee Sugars & Chemicals,Empee Sugars & Chemicals Ltd,8.77162,77.47218,exact,,,Asia,G100001021450,https://www.gem.wiki/Ambasamudram_power_station
India,Ambasamudram power station,bioenergy: agricultural waste (solids),2,,25.0,operating,2010,,,Empee Sugars & Chemicals,Empee Sugars & Chemicals Ltd,8.77162,77.47218,exact,,,Asia,G100001021453,https://www.gem.wiki/Ambasamudram_power_station
China,Anhui Anqing (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),1,安庆市城市生活垃圾焚烧发电项目,18.0,operating,2020,,,Anqing Wanneng Zhongke Environmental Protection Power CO LTD,,30.52596,116.885523,exact,Shankou,Anhui,Asia,G100001021481,https://www.gem.wiki/Anhui_Anqing_(Wanneng)_power_station
China,Anhui Anqing (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),1-Feb,安庆市城市生活垃圾焚烧发电项目,12.0,operating,2011,,,Anqing Wanneng Zhongke Environmental Protection Power CO LTD,,30.52596,116.885523,exact,Shankou,Anhui,Asia,G100001021482,https://www.gem.wiki/Anhui_Anqing_(Wanneng)_power_station
China,Anhui Anqing (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),2-Feb,安庆市城市生活垃圾焚烧发电项目,12.0,operating,2011,,,Anqing Wanneng Zhongke Environmental Protection Power CO LTD,,30.52596,116.885523,exact,Shankou,Anhui,Asia,G100001021483,https://www.gem.wiki/Anhui_Anqing_(Wanneng)_power_station
China,Anhui Chizhou power station,bioenergy: refuse (municipal and industrial wastes),1,池州市生活垃圾焚烧发电项目,7.5,operating,2019,,,Chizhou Wanneng Environmental Protection Power CO LTD,,30.591447,117.4492,exact,Juanqiao,Anhui,Asia,G100001022226,https://www.gem.wiki/Anhui_Chizhou_power_station
China,Anhui Chizhou power station,bioenergy: refuse (municipal and industrial wastes),2,池州市生活垃圾焚烧发电项目,12.0,operating,2024,,,Chizhou Wanneng Environmental Protection Power CO LTD,,30.591447,117.4492,exact,Juanqiao,Anhui,Asia,G100001022227,https://www.gem.wiki/Anhui_Chizhou_power_station
China,Anhui Dangshan (Everbright) power station,bioenergy: refuse (municipal and industrial wastes),1,砀山县生活垃圾焚烧发电项目,6.0,operating,2016,,,Everbright Environmental Protection Energy (Dangshan) CO LTD,,34.414361,116.416052,exact,,Anhui,Asia,G100001022100,https://www.gem.wiki/Anhui_Dangshan_(Everbright)_power_station
China,Anhui Dingyuan (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),1,定远县生活垃圾焚烧发电项目,10.0,operating,2017,,,Dingyuan Wanneng Environmental Protection Power CO LTD,,32.631974,117.742805,exact,Fangang,Anhui,Asia,G100001021011,https://www.gem.wiki/Anhui_Dingyuan_(Wanneng)_power_station
China,Anhui Feixi power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,合肥市肥西县生活垃圾焚烧发电项目,25.0,operating,2020,,,China Energy Conservation (Feixi) Environmental Protection Energy CO LTD,,31.691558,117.086816,exact,Huagang,Anhui,Asia,G100001021168,https://www.gem.wiki/Anhui_Feixi_power_station
China,Anhui Feixi power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,合肥市肥西县生活垃圾焚烧发电项目,25.0,operating,2020,,,China Energy Conservation (Feixi) Environmental Protection Energy CO LTD,,31.691558,117.086816,exact,Huagang,Anhui,Asia,G100001021169,https://www.gem.wiki/Anhui_Feixi_power_station
China,Anhui Funan (Green Oriental) power station,bioenergy: refuse (municipal and industrial wastes),1,阜南县生活垃圾焚烧发电项目,10.0,operating,2017,,,Funan Green Oriental Environmental Protection Energy CO LTD,,32.589711,115.651015,exact,Miaoji,Anhui,Asia,G100001020760,https://www.gem.wiki/Anhui_Funan_(Green_Oriental)_power_station
China,Anhui Guangde power station,bioenergy: refuse (municipal and industrial wastes),1,广德县生活垃圾焚烧发电项目,7.5,operating,2021,,,Guangde Wanneng Environmental Protection Power CO LTD,,30.894179,119.354047,exact,Taozhou,Anhui,Asia,G100001021164,https://www.gem.wiki/Anhui_Guangde_power_station
China,Anhui He power station,bioenergy: refuse (municipal and industrial wastes),1,马鞍山市和县静脉产业园生活垃圾焚烧发电项目,15.0,operating,2022,,,Maanshan Haichuang Environmental Technology CO LTD,Anhui Haichuang Green Energy Environmental Protection Group Co Ltd,31.772664,118.215548,exact,Xibu,Anhui,Asia,G100001020759,https://www.gem.wiki/Anhui_He_power_station
China,Anhui Huaibei (Wangneng) power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,淮北旺能生活垃圾焚烧发电项目,15.0,operating,2019,,,Huaibei Wangneng Environmental Protection Energy CO LTD,,33.815953,116.862739,exact,,Anhui,Asia,G100001021275,https://www.gem.wiki/Anhui_Huaibei_(Wangneng)_power_station
China,Anhui Huaibei (Wangneng) power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,淮北旺能生活垃圾焚烧发电项目,15.0,operating,2019,,,Huaibei Wangneng Environmental Protection Energy CO LTD,,33.815953,116.862739,exact,,Anhui,Asia,G100001021276,https://www.gem.wiki/Anhui_Huaibei_(Wangneng)_power_station
China,Anhui Huoshan (Haichuang) power station,bioenergy: refuse (municipal and industrial wastes),1,霍山县生活垃圾焚烧发电项目,8.0,operating,2020,,,Huoshan Haichuang Environmental Protection Technology CO LTD,,31.444771,116.376669,exact,,Anhui,Asia,G100001021933,https://www.gem.wiki/Anhui_Huoshan_(Haichuang)_power_station
China,Anhui Jieshou City power station,bioenergy: refuse (municipal and industrial wastes),1,界首市生活垃圾焚烧发电项目,12.0,operating,2019,,,Jieshou Weiming Environmental Protection Energy CO LTD,,33.298659,115.357714,exact,Xicheng Residential District,Anhui,Asia,G100001021202,https://www.gem.wiki/Anhui_Jieshou_City_power_station
China,Anhui Langxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2,安徽郎溪生物质发电项目,9.0,operating,2018,,,Langxi Li'Ang Bio Power Generation,Li'Ang Ecology Energy Co Ltd [100%],31.0045,119.109,exact,,Anhui,Asia,G100001018796,https://www.gem.wiki/Anhui_Langxi_power_station
China,Anhui Linquan (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),1,临泉生活垃圾焚烧发电项目,12.0,operating,2018,,,Linquan Wanneng Environmental Protection Power CO LTD,,33.067948,115.314437,exact,Niuzhuang,Anhui,Asia,G100001021067,https://www.gem.wiki/Anhui_Linquan_(Wanneng)_power_station
China,Anhui Linquan (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),2,临泉生活垃圾焚烧发电项目,15.0,operating,2022,,,Linquan Wanneng Environmental Protection Power CO LTD,,33.067948,115.314437,exact,Niuzhuang,Anhui,Asia,G100001021068,https://www.gem.wiki/Anhui_Linquan_(Wanneng)_power_station
China,Anhui Lixin (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),1,利辛县生活垃圾焚烧发电厂,10.0,operating,2020,,,Lixin Wanneng Environmental Protection Power CO LTD,,33.258516,116.06282,exact,Sunji,Anhui,Asia,G100001020649,https://www.gem.wiki/Anhui_Lixin_(Wanneng)_power_station
China,Anhui Lixin (Wanneng) power station,bioenergy: refuse (municipal and industrial wastes),2,利辛县生活垃圾焚烧发电厂,10.0,operating,2023,,,Lixin Wanneng Environmental Protection Power CO LTD,,33.258516,116.06282,exact,Sunji,Anhui,Asia,G100001020653,https://www.gem.wiki/Anhui_Lixin_(Wanneng)_power_station
China,Anhui Lu'an (Sanfeng) power station,bioenergy: refuse (municipal and industrial wastes),1,六安市生活垃圾焚烧发电项目,12.0,operating,2014,,,Lu'an Sanfeng Environmental Protection Power Generation CO LTD,,31.695992,116.512385,exact,Chengnan,Anhui,Asia,G100001021084,https://www.gem.wiki/Anhui_Lu'an_(Sanfeng)_power_station
China,Anhui Lu'an (Sanfeng) power station,bioenergy: refuse (municipal and industrial wastes),2,六安市生活垃圾焚烧发电项目,15.0,operating,2020,,,Lu'an Sanfeng Environmental Protection Power Generation CO LTD,,31.695992,116.512385,exact,Chengnan,Anhui,Asia,G100001021085,https://www.gem.wiki/Anhui_Lu'an_(Sanfeng)_power_station
China,Anhui Mengcheng (Huanmeng) power station,bioenergy: refuse (municipal and industrial wastes),1,蒙城县生活垃圾焚烧发电项目,15.0,operating,2019,,,Mengcheng Huanmeng Renewable Energy CO LTD,,33.248761,116.503391,exact,Zhuangzhou Residential District,Anhui,Asia,G100001022067,https://www.gem.wiki/Anhui_Mengcheng_(Huanmeng)_power_station
China,Anhui Ningguo City (Haichuang) power station,bioenergy: refuse (municipal and industrial wastes),1,宁国市生活垃圾焚烧发电项目,8.0,operating,2021,,,Ningguo Haichuang Environmental Engineering CO LTD,,30.68995,118.885676,exact,Gangkou,Anhui,Asia,G100001021558,https://www.gem.wiki/Anhui_Ningguo_City_(Haichuang)_power_station
China,Anhui Si (Shenneng) power station,bioenergy: refuse (municipal and industrial wastes),1,宿州市泗县生活垃圾焚烧发电厂,12.0,operating,2019,,,SuZhou Sixian Shenneng Environmental Protection CO LTD,,33.568715,117.904489,exact,Pingshan,Anhui,Asia,G100001021424,https://www.gem.wiki/Anhui_Si_(Shenneng)_power_station
China,Anhui Suzhou (Haichuang) power station,bioenergy: refuse (municipal and industrial wastes),1,宿州市埇桥区生活垃圾焚烧发电项目,12.0,operating,2022,,,Suzhou Haichuang Environmental Energy CO LTD,,33.765672,117.189582,exact,Taogou,Anhui,Asia,G100001022039,https://www.gem.wiki/Anhui_Suzhou_(Haichuang)_power_station
China,Anhui Taihe power station,bioenergy: refuse (municipal and industrial wastes),1,安徽阜阳太和县垃圾焚烧发电厂,12.0,operating,2017,,,Taihe Tianying Environmental Protection Energy CO LTD,,33.315554,115.591023,exact,Shuangfu,Anhui,Asia,G100001021808,https://www.gem.wiki/Anhui_Taihe_power_station
China,Anhui Taihe power station,bioenergy: refuse (municipal and industrial wastes),2,安徽阜阳太和县垃圾焚烧发电厂,6.0,operating,2020,,,Taihe Tianying Environmental Protection Energy CO LTD,,33.315554,115.591023,exact,Shuangfu,Anhui,Asia,G100001021809,https://www.gem.wiki/Anhui_Taihe_power_station
China,Anhui Wuhu (Zhongdian) power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,芜湖城南垃圾焚烧发电项目,12.0,operating,2017,,,Wuhu Zhongdian Environmental Protection Power Generation CO LTD,,31.218725,118.151067,exact,Gao'an Residential District,Anhui,Asia,G100001021884,https://www.gem.wiki/Anhui_Wuhu_(Zhongdian)_power_station
China,Anhui Wuhu (Zhongdian) power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,芜湖城南垃圾焚烧发电项目,12.0,operating,2017,,,Wuhu Zhongdian Environmental Protection Power Generation CO LTD,,31.218725,118.151067,exact,Gao'an Residential District,Anhui,Asia,G100001021885,https://www.gem.wiki/Anhui_Wuhu_(Zhongdian)_power_station
China,Anhui Xiao County power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,光大萧县城乡一体化发电项目,9.0,operating,2017,,,Everbright Urban Rural Renewable Energy (Xiaoxian),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],34.1056,116.8863,exact,Dingli,Anhui,Asia,G100001021665,https://www.gem.wiki/Anhui_Xiao_County_power_station
China,Anhui Xiao County power station,bioenergy: refuse (municipal and industrial wastes),2,光大萧县城乡一体化发电项目,9.0,operating,2020,,,Everbright Urban Rural Renewable Energy (Xiaoxian),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],34.1056,116.8863,exact,Dingli,Anhui,Asia,G100001021666,https://www.gem.wiki/Anhui_Xiao_County_power_station
Bahrain,Askar Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),--,,25.0,announced,2027,,,,,26.05531,50.60238,approximate,,,Asia,G100001021325,https://www.gem.wiki/Askar_Waste-to-Energy_power_station
India,Bandhwari Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),--,,25.0,construction,2024,,,Ecogreen Energy,Ecogreen Energy Ltd,28.40383391,77.17277072,approximate,,,Asia,G100001021473,https://www.gem.wiki/Bandhwari_Waste-to-Energy_power_station
China,Beijing Chaoyang District power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",1-Jan,"北京高安屯垃圾焚烧发电厂, 北京市朝阳生活垃圾综合处理厂焚烧中心",15.0,operating,2009,,,Beijing Gaoantun Waste Incineration,Beijing Chaoyang Environment Group CO LTD,39.946931,116.614655,exact,Jinzhan,Beijing,Asia,G100001022205,https://www.gem.wiki/Beijing_Chaoyang_District_power_station
China,Beijing Chaoyang District power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",2-Jan,"北京高安屯垃圾焚烧发电厂, 北京市朝阳生活垃圾综合处理厂焚烧中心",15.0,operating,2009,,,Beijing Gaoantun Waste Incineration,Beijing Chaoyang Environment Group CO LTD,39.946931,116.614655,exact,Jinzhan,Beijing,Asia,G100001022206,https://www.gem.wiki/Beijing_Chaoyang_District_power_station
China,Beijing Chaoyang District power station,bioenergy: refuse (municipal and industrial wastes),1-Feb,"北京高安屯垃圾焚烧发电厂, 北京市朝阳生活垃圾综合处理厂焚烧中心",18.0,operating,2016,,,Beijing Gaoantun Waste Incineration,Beijing Chaoyang Environment Group CO LTD,39.946931,116.614655,exact,Jinzhan,Beijing,Asia,G100001022209,https://www.gem.wiki/Beijing_Chaoyang_District_power_station
China,Beijing Chaoyang District power station,bioenergy: refuse (municipal and industrial wastes),2-Feb,"北京高安屯垃圾焚烧发电厂, 北京市朝阳生活垃圾综合处理厂焚烧中心",18.0,operating,2016,,,Beijing Gaoantun Waste Incineration,Beijing Chaoyang Environment Group CO LTD,39.946931,116.614655,exact,Jinzhan,Beijing,Asia,G100001022211,https://www.gem.wiki/Beijing_Chaoyang_District_power_station
China,Beijing Tongzhou power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,北京通州垃圾焚烧发电项目,25.0,operating,2018,,,Beijing Green Power Environmental Protection,Dynagreen Environmental Protection Group Co Ltd [100%],39.6621,116.757,approximate,Yongledian,Beijing,Asia,G100001018801,https://www.gem.wiki/Beijing_Tongzhou_power_station
China,Beijing Tongzhou power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,北京通州垃圾焚烧发电项目,25.0,operating,2018,,,Beijing Green Power Environmental Protection,Dynagreen Environmental Protection Group Co Ltd [100%],39.6621,116.757,approximate,Yongledian,Beijing,Asia,G100001018802,https://www.gem.wiki/Beijing_Tongzhou_power_station
United States,Bogalusa Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), fossil liquids: unknown",NO8,,25.0,operating,1981,,,,International Paper Co,30.7811,-89.8575,exact,,Louisiana,Americas,G100000201579,https://www.gem.wiki/Bogalusa_Mill_power_station
Bangladesh,Brahmanbaria Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),--,,11.0,pre-construction,,,,,Saudia-German Power Plant Ltd; Siddiqui Fabrics-Inteq Energy,23.99060326,91.10407931,approximate,,,Asia,G100001020764,https://www.gem.wiki/Brahmanbaria_Waste-to-Energy_power_station
China,Chongqing Beibei power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,重庆同兴垃圾焚烧发电厂,12.0,operating,2005,,,Chongqing Tongxing Waste Disposal CO LTD,,29.671572,106.430752,exact,Tongjiaxi,Chongqing,Asia,G100001020980,https://www.gem.wiki/Chongqing_Beibei_power_station
China,Chongqing Beibei power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,重庆同兴垃圾焚烧发电厂,12.0,operating,2005,,,Chongqing Tongxing Waste Disposal CO LTD,,29.671572,106.430752,exact,Tongjiaxi,Chongqing,Asia,G100001020982,https://www.gem.wiki/Chongqing_Beibei_power_station
China,Chongqing Bishan District power station,bioenergy: refuse (municipal and industrial wastes),1-Jan,重庆璧山区垃圾焚烧发电项目,15.0,pre-construction,,,,Chongqing Sanfeng Zhengxing Environmental Protection Energy CO LTD,,29.4881,106.0993,approximate,Zhengxing,Chongqing,Asia,G100000202347,https://www.gem.wiki/Chongqing_Bishan_District_power_station
China,Chongqing Bishan District power station,bioenergy: refuse (municipal and industrial wastes),2-Jan,重庆璧山区垃圾焚烧发电项目,15.0,pre-construction,,,,Chongqing Sanfeng Zhengxing Environmental Protection Energy CO LTD,,29.4881,106.0993,approximate,Zhengxing,Chongqing,Asia,G100001018803,https://www.gem.wiki/Chongqing_Bishan_District_power_station
China,Chongqing Hechuan District power station,bioenergy: refuse (municipal and industrial wastes),1,合川生活垃圾焚烧发电项目,25.0,operating,2021,,,Chongqing Hechuan Sanfeng New Energy Power Generation CO LTD,,30.051566,106.506534,exact,Shitan,Chongqing,Asia,G100001022099,https://www.gem.wiki/Chongqing_Hechuan_District_power_station
China,Chongqing Kaizhou District power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",1,重庆开州区垃圾焚烧发电厂,12.0,operating,2018,,,Chongqing Green Energy New Energy CO LTD,,31.119404,108.469089,exact,Qukou,Chongqing,Asia,G100001021626,https://www.gem.wiki/Chongqing_Kaizhou_District_power_station
China,Chongqing Liangping power station,bioenergy: refuse (municipal and industrial wastes),1,重庆市梁平区生活垃圾焚烧发电及厨余垃圾处理项目,9.0,operating,2023,,,Chongqing Haichuang Energy Technology CO LTD,,30.806997,107.535632,approximate,Fuping,Chongqing,Asia,G100001020939,https://www.gem.wiki/Chongqing_Liangping_power_station
China,Chongqing Rongchang power station,bioenergy: refuse (municipal and industrial wastes),1,重庆市荣昌区生活垃圾焚烧发电项目,15.0,operating,2022,,,Chongqing Rongchang Sanfeng New Energy Power Generation CO LTD,,29.350557,105.508075,exact,Guangshun Residential District,Chongqing,Asia,G100001021062,https://www.gem.wiki/Chongqing_Rongchang_power_station
China,Chongqing Shizhu (Haichuang) power station,bioenergy: refuse (municipal and industrial wastes),1,重庆市石柱县生活垃圾焚烧发电项目,6.0,operating,2020,,,Shizhu Haichuang Environmental Protection Technology CO LTD,,30.169939,108.112522,exact,Wanchao,Chongqing,Asia,G100001021900,https://www.gem.wiki/Chongqing_Shizhu_(Haichuang)_power_station
China,Chongqing Wanzhou District power station,bioenergy: refuse (municipal and industrial wastes),1,万州区生活垃圾焚烧发电项目,15.0,operating,2015,,,Chongqing Wanzhou District Sanfeng Environmental Protection Power Generation CO LTD,,30.651005,108.371784,exact,,Chongqing,Asia,G100001022084,https://www.gem.wiki/Chongqing_Wanzhou_District_power_station
China,Chongqing Yunyang (CECEP) power station,bioenergy: refuse (municipal and industrial wastes),1,重庆云阳县生活垃圾焚烧发电项目,20.0,construction,2025,,,CECEP (Yunyang County) Environmental Protection Technology CO LTD,,31.005447,108.586524,approximate,Renhe Residential District,Chongqing,Asia,G100001020520,https://www.gem.wiki/Chongqing_Yunyang_(CECEP)_power_station
Honduras,Chumbagua Biomass power station,bioenergy: agricultural waste (solids),--,Planta Biomasa Chumbagua,20.0,operating,2013,,,,,15.2368967,-88.4898787,exact,,,Americas,G100001020376,https://www.gem.wiki/Chumbagua_Biomass_power_station
United States,Crossett Paper Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), fossil gas: natural gas",1,,25.0,retired,1962,2019,,Georgia-Pacific LLC Crossett Paper Operations,Georgia-Pacific LLC [100%],33.1422,-91.9746,exact,,Arkansas,Americas,G100000201602,https://www.gem.wiki/Crossett_Paper_Mill_power_station
South Korea,Daegu Woodchip Renewable Energy power station,bioenergy: wood & other biomass (solids),--,,3.0,operating,2011,,,,Korea District Heating Corp,35.827,128.5293,approximate,,,Asia,G100001021926,https://www.gem.wiki/Daegu_Woodchip_Renewable_Energy_power_station
South Korea,Daejae Energy power station,bioenergy: wood & other biomass (solids),--,,1.4,operating,2014,,,,Daejae Energy,37.9161,127.0781,approximate,,,Asia,G100001021929,https://www.gem.wiki/Daejae_Energy_power_station
South Korea,Dongu Energy power station,bioenergy: wood & other biomass (solids),--,,1.1,operating,2017,,,,Dongu Energy,37.0158,126.9942,approximate,,,Asia,G100001021931,https://www.gem.wiki/Dongu_Energy_power_station
South Korea,Enprotech power station,bioenergy: wood & other biomass (solids),--,,5.0,operating,2019,,,,Enprotech,35.9221,,approximate,,,Asia,G100001021921,https://www.gem.wiki/Enprotech_power_station
China,Fujian Fuding power station,bioenergy: refuse (municipal and industrial wastes),1,福鼎市生活垃圾焚烧发电厂,12.0,operating,2019,,,Fuding Environmental New Energy CO LTD,,27.276675,120.171909,exact,Diantou,Fujian,Asia,G100001021269,https://www.gem.wiki/Fujian_Fuding_power_station
China,Fujian Fuqing City power station,bioenergy: refuse (municipal and industrial wastes),1,福清市生活垃圾焚烧发电厂,12.0,operating,2012,,,Hanlan (Fuqing) Solid Waste Treatment CO LTD,,25.678812,119.367107,exact,Longjiang Residential District,Fujian,Asia,G100001021651,https://www.gem.wiki/Fujian_Fuqing_City_power_station
China,Fujian Fuqing City power station,bioenergy: refuse (municipal and industrial wastes),2,福清市生活垃圾焚烧发电厂,6.0,operating,2017,,,Hanlan (Fuqing) Solid Waste Treatment CO LTD,,25.678812,119.367107,exact,Longjiang Residential District,Fujian,Asia,G100001021653,https://www.gem.wiki/Fujian_Fuqing_City_power_station
China,Fujian Fuqing City power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",3,福清市生活垃圾焚烧发电厂,20.0,construction,,,,Hanlan (Fuqing) Solid Waste Treatment CO LTD,,25.678812,119.367107,exact,Longjiang Residential District,Fujian,Asia,G100001021654,https://www.gem.wiki/Fujian_Fuqing_City_power_station
China,Fujian Hua'an power station,bioenergy: refuse (municipal and industrial wastes),1,"漳州北部(华安)垃圾焚烧发电厂, 华安县漳州北部片区垃圾焚烧发电项目",25.0,operating,2021,,,Hanlan (Zhangzhou) Solid Waste Treatment CO LTD,,24.662306,117.606577,exact,Fengshan,Fujian,Asia,G100001021336,https://www.gem.wiki/Fujian_Hua'an_power_station
China,Fujian Hui'an power station,bioenergy: refuse (municipal and industrial wastes),1,惠安垃圾焚烧发电厂,15.0,operating,2011,,,Hanlan (Hui'an) Solid Waste Treatment CO LTD,,24.946801,118.849058,exact,Shanxia,Fujian,Asia,G100001021791,https://www.gem.wiki/Fujian_Hui'an_power_station
China,Fujian Hui'an power station,bioenergy: refuse (municipal and industrial wastes),2,惠安垃圾焚烧发电厂,9.0,operating,2015,,,Hanlan (Hui'an) Solid Waste Treatment CO LTD,,24.946801,118.849058,exact,Shanxia,Fujian,Asia,G100001021792,https://www.gem.wiki/Fujian_Hui'an_power_station
China,Fujian Minqing power station,bioenergy: refuse (municipal and industrial wastes),1,闽清县生活垃圾焚烧发电厂,6.0,operating,2022,,,Minqing Weiming Environmental Protection Energy CO LTD,,26.198882,118.818163,exact,Baizhang,Fujian,Asia,G100001022041,https://www.gem.wiki/Fujian_Minqing_power_station
China,Fujian Nanping power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",1,南平垃圾焚烧发电厂,9.0,operating,2018,,,Nanping Yanhong Environmental Protection Power CO LTD,,26.532514,118.282742,exact,Luxia,Fujian,Asia,G100001021074,https://www.gem.wiki/Fujian_Nanping_power_station
China,Fujian Shanghang power station,bioenergy: refuse (municipal and industrial wastes),1,上杭县生活垃圾焚烧发电厂,12.0,operating,2023,,,Shanghang Hongxin Energy Technology CO LTD,,25.041794,116.449379,exact,Lincheng,Fujian,Asia,G100001022098,https://www.gem.wiki/Fujian_Shanghang_power_station
China,Fujian Wuping power station,bioenergy: refuse (municipal and industrial wastes),1,福建省龙岩市武平县生活垃圾焚烧发电PPP项目,7.5,operating,2023,,,Changde Zhonglian Environmental Protection Power CO LTD,,25.055712,116.136315,exact,Chengxiang,Fujian,Asia,G100001020534,https://www.gem.wiki/Fujian_Wuping_power_station
China,Fujian Xiamen power station,bioenergy: refuse (municipal and industrial wastes),1,厦门东部（翔安）垃圾焚烧发电厂,12.0,operating,2012,,,Xiamen Environmental Energy Investment and Development CO LTD,,24.724117,118.276747,exact,Xinxu,Fujian,Asia,G100001021962,https://www.gem.wiki/Fujian_Xiamen_power_station
China,Fujian Xiamen power station,bioenergy: refuse (municipal and industrial wastes),1-Feb,厦门东部（翔安）垃圾焚烧发电厂,18.0,operating,2020,,,Xiamen Environmental Energy Investment and Development CO LTD,,24.724117,118.276747,exact,Xinxu,Fujian,Asia,G100001021963,https://www.gem.wiki/Fujian_Xiamen_power_station
China,Fujian Xiamen power station,bioenergy: refuse (municipal and industrial wastes),2-Feb,厦门东部（翔安）垃圾焚烧发电厂,18.0,operating,2020,,,Xiamen Environmental Energy Investment and Development CO LTD,,24.724117,118.276747,exact,Xinxu,Fujian,Asia,G100001021964,https://www.gem.wiki/Fujian_Xiamen_power_station
