country/area,project-name,fuel,unit-name,project-name-in-local-language-/-script,capacity-(mw),status,start-year,retired-year,hydrogen-capable,operator(s),owner(s),lat,lng,location-accuracy,city,state/province,region,gem-phase-id,url
United Kingdom,3Rs Walsall power station,bioenergy: refuse (municipal and industrial wastes),1,,44.0,pre-construction,2027,,,BH Energy Gap,BH Energy Gap LLP [100%],52.6086,-2.0103,exact,,England,Europe,G100000201467,https://www.gem.wiki/3Rs_Walsall_power_station
Finland,Äänekoski Bioproduct Mill power station,"bioenergy: wood & other biomass (solids), bioenergy: wood & other biomass (syngas)",1,,260.0,operating,2017,,,,Metsä Fibre Oy [100%],62.5908,25.7522,exact,,,Europe,G100000200235,https://www.gem.wiki/Äänekoski_Bioproduct_Mill_power_station
Egypt,Abu Rawash power station,bioenergy: refuse (municipal and industrial wastes),1,,30.0,pre-construction,2026,,,,Renergy Group Partners LLC,30.042122,31.095022,approximate,Abou Rawash,Giza Governorate,Africa,G100001019958,https://www.gem.wiki/Abu_Rawash_power_station
Sweden,Åbyverket power station,"bioenergy: wood & other biomass (solids), fossil liquids: waste/other oil",G3,,100.0,operating,1974,,,E.ON Värme Sverige,E.ON Värme Sverige AB [100%],59.2649,15.1772,exact,Örebro,,Europe,G100000201440,https://www.gem.wiki/Åbyverket_power_station
Italy,Acerra power station,bioenergy: biodiesel,1,,68.0,operating,2008,,,Fri-El Green Power,Fri-El Green Power SpA [100%],40.9744,14.3766,exact,,Campania,Europe,G100000200236,https://www.gem.wiki/Acerra_power_station
Italy,Acerra Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),1,,36.0,operating,2009,,,A2A,A2A SpA [100%],40.9791,14.3828,exact,,Campania,Europe,G100000200237,https://www.gem.wiki/Acerra_Waste-to-Energy_power_station
Italy,Acerra Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),2,,36.0,operating,2009,,,A2A,A2A SpA [100%],40.9791,14.3828,exact,,Campania,Europe,G100000200238,https://www.gem.wiki/Acerra_Waste-to-Energy_power_station
Italy,Acerra Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),3,,36.0,operating,2009,,,A2A,A2A SpA [100%],40.9791,14.3828,exact,,Campania,Europe,G100000200239,https://www.gem.wiki/Acerra_Waste-to-Energy_power_station
Netherlands,AEC Moerdijk power station,bioenergy: refuse (municipal and industrial wastes),1,,125.0,operating,1997,,,Attero Noord,,51.683,4.5805,exact,,North Brabant,Europe,G100000201408,https://www.gem.wiki/AEC_Moerdijk_power_station
Netherlands,Afval Energie Bedrijf Amsterdam power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",AEC,,39.0,operating,1993,,,AEB Exploitatie,AEB Exploitatie BV [100%],52.4011,4.7935,exact,Amsterdam,North Holland,Europe,G100000200240,https://www.gem.wiki/Afval_Energie_Bedrijf_Amsterdam_power_station
Netherlands,Afval Energie Bedrijf Amsterdam power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",HRC,,72.0,operating,2007,,,AEB Exploitatie,AEB Exploitatie BV [100%],52.4011,4.7935,exact,Amsterdam,North Holland,Europe,G100000200241,https://www.gem.wiki/Afval_Energie_Bedrijf_Amsterdam_power_station
Peru,Agroaurora power station,bioenergy: agricultural waste (solids),1,Planta de biomasa Agroaurora,38.0,operating,2012,,,Agroaurora,Agroaurora SAC [100%],-4.9279,-80.8491,exact,Paita,Piura,Americas,G100000200616,https://www.gem.wiki/Agroaurora_power_station
Indonesia,Agro Muko power station,bioenergy: agricultural waste (biogas),1,,1058.0,operating,2017,,,,,-2.7165,101.3702,approximate,,Bengkulu,Asia,G100000200735,https://www.gem.wiki/Agro_Muko_power_station
Brazil,Agropéu power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Agropéu,52.0,operating,2016,,,Agropéu - Agro Industrial de Pompéu,Agropéu - Agro Industrial de Pompéu SA [100%],-19.2517,-44.985,exact,Pompéu,Minas Gerais,Americas,G100000200479,https://www.gem.wiki/Agropéu_power_station
Japan,Aichi Gamagori power station,bioenergy: wood & other biomass (solids),1,"愛知蒲郡バイオマス発電所は, 石巻ひばり野バイオマス発電所",50.0,operating,2023,,,,The Aichi Gamagori Biomass Power Generation LLC [100%],34.8052,137.208,exact,Gamagori,,Asia,G100000200067,https://www.gem.wiki/Aichi_Gamagori_power_station
Japan,Aichi Tahara power station,bioenergy: wood & other biomass (solids),1,愛知田原バイオマス発電所,75.0,construction,2024,,,Aichi Tahara Biomass Power Generation,other [75%]; Osaka Gas Co Ltd [25%],34.7004,137.249,approximate,Tahara,,Asia,G100000200741,https://www.gem.wiki/Aichi_Tahara_power_station
Japan,Aioi power station,bioenergy: wood & other biomass (solids),2,関西電力㈱ 相生発電所,200.0,operating,1982,,,Aioi Bio Energy,Kansai Electric Power Co [100%],34.774809,134.457246,exact,Aioi,,Asia,G100000200742,https://www.gem.wiki/Aioi_power_station
Russia,Aksenovo power station,bioenergy: refuse (municipal and industrial wastes),1,Аксёново,70.0,construction,2024,,,,Alternative Generating Company 1 LLC,55.6763584,38.2417049,approximate,Aksenovo,Moscow,Europe,G100001020050,https://www.gem.wiki/Aksenovo_power_station
United States,Alabama Pine Pulp power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids)",GEN2,,69.0,operating,1991,,,Alabama River Cellulose,Alabama River Cellulose LLC [100%],31.5825,-87.4889,exact,,Alabama,Americas,G100000200373,https://www.gem.wiki/Alabama_Pine_Pulp_power_station
United States,Alabama River Pulp power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids)",GEN1,,48.0,operating,1978,,,Alabama River Cellulose,Alabama River Cellulose LLC [100%],31.5825,-87.4889,exact,,Alabama,Americas,G100000200374,https://www.gem.wiki/Alabama_River_Pulp_power_station
India,Aland Sugar power station,"bioenergy: agricultural waste (solids), coal: unknown",1,,34.0,operating,2012,,,,NSL Sugars Ltd [100%],17.4622,76.5651,exact,,Karnataka,Asia,G100000200727,https://www.gem.wiki/Aland_Sugar_power_station
United States,Albany Green power station,"bioenergy: wood & other biomass (solids), fossil gas: natural gas",1,,55.0,operating,2017,,,ReEnergy Biomass Operations,ReGenerate Energy Holdings LLC [100%],31.5559,-84.1103,exact,Albany,Georgia,Americas,G100000409502,https://www.gem.wiki/Albany_Green_power_station
Philippines,Alcala power station,bioenergy: wood & other biomass (solids),1,,30.0,cancelled,,,,,Green Power Cagayan Philippines Inc [100%],17.9405,121.6818,approximate,Alcala,,Asia,G100000200036,https://www.gem.wiki/Alcala_power_station
Brazil,Alcídia power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Alcídia,38.0,operating,2010,,,Atvos Bioenergia Alcidia,Atvos Bioenergia Alcidia SA [100%],-22.3497,-52.524,exact,Teodoro Sampaio,São Paulo,Americas,G100000200480,https://www.gem.wiki/Alcídia_power_station
Netherlands,Alco Energy Rotterdam power station,bioenergy: agricultural waste (unknown),1,,60.0,operating,2010,,,Alco Energy Rotterdam,Alcogroup SA [100%],51.9248,4.1815,exact,,South Holland,Europe,G100000201409,https://www.gem.wiki/Alco_Energy_Rotterdam_power_station
Brazil,Alcon power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Alcon,33.0,operating,2001,,,Companhia de Álcool Conceição da Barra,Companhia de Álcool Conceição da Barra SA [100%],-18.4574,-39.9454,exact,Conceição da Barra,Espírito Santo,Americas,G100000200481,https://www.gem.wiki/Alcon_power_station
United Arab Emirates,Al Dhafra Waste Incinerator power station,bioenergy: refuse (municipal and industrial wastes),1,,80.0,pre-construction,,,,,other [100%],24.0293,54.3973,exact,Abu Dhabi,Abu Dhabi,Asia,G100000200358,https://www.gem.wiki/Al_Dhafra_Waste_Incinerator_power_station
United Kingdom,Allington Quarry power station,bioenergy: refuse (municipal and industrial wastes),1,,43.0,operating,2008,,,Kent Enviropower,FCC Environment [100%],51.2931,0.4924,exact,Tonbridge and Malling,England,Europe,G100000201468,https://www.gem.wiki/Allington_Quarry_power_station
Canada,AlPac Boyle power station,bioenergy: paper mill wastes,1,,41.0,operating,1993,,,APF Athabasca,Alberta Pacific Forest Industries Inc [100%],54.921,-112.8622,exact,,Alberta,Americas,G100000201515,https://www.gem.wiki/AlPac_Boyle_power_station
Canada,AlPac Boyle power station,bioenergy: paper mill wastes,2,,41.0,operating,1993,,,APF Athabasca,Alberta Pacific Forest Industries Inc [100%],54.921,-112.8622,exact,,Alberta,Americas,G100000201516,https://www.gem.wiki/AlPac_Boyle_power_station
Brazil,Alta Mogiana power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Alta Mogiana,71.0,operating,1994,,,Usina Alta Mogiana,Usina Alta Mogiana SA [100%],-20.4818,-47.8662,exact,São Joaquim da Barra,São Paulo,Americas,G100000200482,https://www.gem.wiki/Alta_Mogiana_power_station
United States,Altavista Power Station,"bioenergy: wood & other biomass (solids), fossil gas: natural gas","1, timepoint 2",,71.0,operating,1992,,,Virginia Electric & Power,Virginia Electric and Power Co [100%],37.118481,-79.273027,exact,Altavista,Virginia,Americas,G1000002472,https://www.gem.wiki/Altavista_Power_Station
Denmark,Amager Bakke power station,bioenergy: refuse (municipal and industrial wastes),1,,63.0,operating,2019,,,,Amager Resourcecenter [100%],55.6842,12.6193,exact,Copenhagen,Capital Region of Denmark,Europe,G100000200242,https://www.gem.wiki/Amager_Bakke_power_station
Denmark,Amager power station,bioenergy: wood & other biomass (solids),"1, timepoint 2",,68.0,operating,1971,,,,HOFOR A/S [100%],55.686777,12.627702,exact,København (Copenhagen),Hovedstaden,Europe,G1000002504,https://www.gem.wiki/Amager_power_station
Denmark,Amager power station,bioenergy: wood & other biomass (solids),4,,150.0,operating,2020,,,,HOFOR A/S [100%],55.686777,12.627702,exact,København (Copenhagen),Hovedstaden,Europe,G100000200243,https://www.gem.wiki/Amager_power_station
Brazil,Amandina III power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Amandina III,40.0,pre-construction,,,,Ivinhema Energia,Ivinhema Energia Ltda [100%],-22.3956,-53.8904,exact,,Mato Grosso do Sul,Americas,G100000201485,https://www.gem.wiki/Amandina_III_power_station
Brazil,Amandina II power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Amandina II,40.0,operating,2018,,,Brazil Adecoagro Participações,Brazil Adecoagro Participações SA [100%],-22.3251,-53.8212,exact,Ivinhema,Mato Grosso do Sul,Americas,G100000200483,https://www.gem.wiki/Amandina_II_power_station
Brazil,Amandina power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Amandina,40.0,operating,2014,,,Adecoagro Vale do Ivinhema,Adecoagro Vale do Ivinhema SA [100%],-22.4381,-53.5781,exact,Ivinhema,Mato Grosso do Sul,Americas,G100000200484,https://www.gem.wiki/Amandina_power_station
Brazil,Amandina power station,bioenergy: agricultural waste (solids),2,Usina sucroenergética Amandina,40.0,operating,2014,,,Adecoagro Vale do Ivinhema,Adecoagro Vale do Ivinhema SA [100%],-22.4381,-53.5781,exact,Ivinhema,Mato Grosso do Sul,Americas,G100000200485,https://www.gem.wiki/Amandina_power_station
Netherlands,Amer power station,"bioenergy: wood & other biomass (solids), coal: bituminous","9, timepoint 2",,600.0,operating,2023,,,,RWE AG [100%],51.709806,4.843661,exact,Geertruidenberg,Noord-Brabant,Europe,G1000002522,https://www.gem.wiki/Amer_power_station
Bangladesh,Aminbazar Waste-To-Energy power station,bioenergy: refuse (municipal and industrial wastes),--,,42.0,pre-construction,2025,,,,China Machinery Engineering Corp,23.79525802,90.29846102,exact,,,Asia,G100001020761,https://www.gem.wiki/Aminbazar_Waste-To-Energy_power_station
Japan,Anan (Oji Green Energy) power station,bioenergy: wood & other biomass (solids),1,阿南バイオマス発電所,75.0,mothballed,2022,,,,Oji Green Energy Tokushima Co Ltd [100%],33.9377,134.6966,exact,Anan,,Asia,G100000200098,https://www.gem.wiki/Anan_(Oji_Green_Energy)_power_station
Chile,Andina-Hornitos power station,bioenergy: unknown,"1 (Andina), timepoint 2",Termoeléctrica Andina-Hornitos,177.0,announced,2025,,,Engie Energía Chile,ENGIE Energía Chile SA [100%],-23.087707,-70.407472,exact,Mejillones,Antofagasta Region,Americas,G1000002468,https://www.gem.wiki/Andina-Hornitos_power_station
Chile,Andina-Hornitos power station,bioenergy: unknown,"2 (Hornitos), timepoint 2",Termoeléctrica Andina-Hornitos,178.0,announced,2025,,,Engie Energía Chile,ENGIE Energía Chile SA [100%],-23.087707,-70.407472,exact,Mejillones,Antofagasta Region,Americas,G1000002469,https://www.gem.wiki/Andina-Hornitos_power_station
United States,Androscoggin Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), bioenergy: wastewater and sewage sludge (solids or biogas)",GEN3,,30.0,operating,1974,,,Pixelle Androscoggin,Pixelle Androscoggin LLC [100%],44.5063,-70.2395,exact,,Maine,Americas,G100000200375,https://www.gem.wiki/Androscoggin_Mill_power_station
Brazil,Angélica power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Angélica,70.0,operating,2009,,,Adecoagro Vale do Ivinhema,Adecoagro Vale do Ivinhema SA [100%],-22.0409,-53.8419,exact,Angélica,Mato Grosso do Sul,Americas,G100000200486,https://www.gem.wiki/Angélica_power_station
China,Anhui Anqing (Huatai) power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids)",1,安徽安庆（华泰）碱回收发电项目,40.0,operating,2012,,,Anhui Huatai Forest Pulp & Paper,Shandong Huatai Paper Co Ltd [85%]; Anhui Anqing Development Investment (Group) Co Ltd [15%],30.5526,117.2059,approximate,,Anhui,Asia,G100000202152,https://www.gem.wiki/Anhui_Anqing_(Huatai)_power_station
China,Anhui Bozhou power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽毫州生物质发电项目,30.0,operating,2018,,,Bozhou Guozhen Bio Power Generation,Anhui Guozhen Ecological Technology Co Ltd [100%],33.7704,115.7386,exact,,Anhui,Asia,G100000202056,https://www.gem.wiki/Anhui_Bozhou_power_station
China,Anhui Changfeng power station,bioenergy: agricultural waste (solids),1,安徽长丰农林生物质发电项目,30.0,operating,2021,,,Hefei Wanneng Biomass Power Plant,Anhui Wanneng Environmental Technology Co Ltd [100%],32.3995,117.2453,exact,Zuodian,Anhui,Asia,G100000201824,https://www.gem.wiki/Anhui_Changfeng_power_station
China,Anhui Chaohu power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽巢湖生物质发电项目,30.0,operating,2018,,,Chaohu Xinyuan New Energy,Hangzhou Jinxu Holdings Co Ltd [70%]; Yujun Ma [15%]; Jinguang Zhang [15%],31.7995,117.7628,exact,,Anhui,Asia,G100000202064,https://www.gem.wiki/Anhui_Chaohu_power_station
China,Anhui Dangshan power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽砀山生物质发电项目,30.0,operating,2011,,,Everbright New Energy (Dangshan),Everbright Green Bioenergy (Anhui) Holdings Co Ltd [100%],34.4144,116.4146,approximate,,Anhui,Asia,G100000202155,https://www.gem.wiki/Anhui_Dangshan_power_station
China,Anhui Dingyuan (Jinxuan) power station,bioenergy: agricultural waste (solids),1,安徽定远（金轩）生物质发电项目,30.0,operating,2019,,,Dingyuan County Jinxuan New Energy,Anhui Jinxuan Technology Co Ltd [100%],32.5828,117.2782,exact,,Anhui,Asia,G100000202032,https://www.gem.wiki/Anhui_Dingyuan_(Jinxuan)_power_station
China,Anhui Dingyuan power station,bioenergy: agricultural waste (solids),1,安徽定远县农林生物质发电项目,30.0,operating,2016,,,Everbright Bioenergy (Dingyuan),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],32.3084,117.6105,exact,Zhangqiao,Anhui,Asia,G100000200191,https://www.gem.wiki/Anhui_Dingyuan_power_station
China,Anhui Feidong power station,bioenergy: refuse (municipal and industrial wastes),1,合肥市龙泉山生活垃圾焚烧发电项目,40.0,operating,2021,,,Hefei Longquanshan Environmental Protection Energy,Anhui Waneng Environmental Protection Power Generation Co Ltd [100%],31.7957,117.5671,exact,Qiaotouji,Anhui,Asia,G100000200185,https://www.gem.wiki/Anhui_Feidong_power_station
China,Anhui Feidong power station,bioenergy: refuse (municipal and industrial wastes),2,合肥市龙泉山生活垃圾焚烧发电项目,40.0,operating,2021,,,Hefei Longquanshan Environmental Protection Energy,Anhui Waneng Environmental Protection Power Generation Co Ltd [100%],31.7957,117.5671,exact,Qiaotouji,Anhui,Asia,G100000200184,https://www.gem.wiki/Anhui_Feidong_power_station
China,Anhui Fengtai power station,bioenergy: agricultural waste (solids),1,安徽凤台县农林生物质发电项目,30.0,operating,2020,,,Fengtai China Power Biomass Power Generation,Hong Kong China Power New Energy Holdings Ltd [100%],32.8997,116.4206,exact,Yangcun,Anhui,Asia,G100000201914,https://www.gem.wiki/Anhui_Fengtai_power_station
China,Anhui Fengyang power station,bioenergy: agricultural waste (solids),1,安徽凤阳生物质热电联产项目,30.0,operating,2017,,,Everbright Urban Rural Renewable Energy (Fengyang),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],32.9194,117.6822,exact,Hongshan,Anhui,Asia,G100000200132,https://www.gem.wiki/Anhui_Fengyang_power_station
China,Anhui Funan power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽阜南生物质发电项目,30.0,operating,2016,,,Funan Qiyao New Energy,CSIC (Shanghai) New Energy Co Ltd [10%]; Ningbo Energy Group Co Ltd [90%],32.6468,115.6476,exact,,Anhui,Asia,G100000202110,https://www.gem.wiki/Anhui_Funan_power_station
China,Anhui Fuyang (Guozhen) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽阜阳（国祯）生物质发电项目,30.0,operating,2017,,,Guozhen Meijie (Anhui) Biomass Thermal Power,Anhui Guozhen Ecological Technology Co Ltd [95%]; Xianna Management Consulting Co Ltd [5%],32.8684,115.8609,approximate,,Anhui,Asia,G100000202087,https://www.gem.wiki/Anhui_Fuyang_(Guozhen)_power_station
China,Anhui Guoyang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽涡阳生物质发电项目,30.0,operating,2019,,,Everbright Green Bioenergy (Guoyang),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],33.445,116.1465,exact,,Anhui,Asia,G100000202014,https://www.gem.wiki/Anhui_Guoyang_power_station
China,Anhui Guzhen power station,bioenergy: agricultural waste (solids),1,国能固镇生物发电厂,30.0,operating,2010,,,Guoneng Guzhen Biological Power Generation,National Bio Energy Group Ltd [100%],33.2331,117.3372,approximate,,Anhui,Asia,G100000200177,https://www.gem.wiki/Anhui_Guzhen_power_station
China,Anhui Hanshan power station,bioenergy: agricultural waste (solids),1,安徽含山生物质发电项目,30.0,operating,2014,,,Everbright Bioenergy (Hanshan),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],31.5124,118.0854,exact,,Anhui,Asia,G100000202129,https://www.gem.wiki/Anhui_Hanshan_power_station
China,Anhui Huaiyuan power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,光大生物能源（怀远）有限公司怀远县农林生物质发电项目,30.0,operating,2016,,,Everbright Bioenergy (Huaiyuan),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],32.9874,117.1134,exact,,Anhui,Asia,G100000200189,https://www.gem.wiki/Anhui_Huaiyuan_power_station
China,Anhui Huoqiu power station,bioenergy: agricultural waste (solids),1,安徽霍邱生物质发电项目,30.0,operating,2013,,,Huoqiu Kaidi Green Energy Development,Kaidi Ecological and Environmental Technology Co Ltd [100%],32.3901,116.2721,exact,,Anhui,Asia,G100000202140,https://www.gem.wiki/Anhui_Huoqiu_power_station
China,Anhui Huoshan power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽霍山生物质发电项目,30.0,operating,2013,,,Huoshan Kaidi Green Energy Development,Anhui Nenghui Green Energy Co Ltd [100%],31.4277,116.3726,exact,,Anhui,Asia,G100000202143,https://www.gem.wiki/Anhui_Huoshan_power_station
China,Anhui Jinzhai power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽金寨生物质能发电厂,30.0,operating,2013,,,Jinzhai Kaidi Sunshine Bioenergy Development,Kaidi Sunshine Bioenergy Investment Co Ltd [100%],31.7549,115.9382,approximate,,Anhui,Asia,G100000200120,https://www.gem.wiki/Anhui_Jinzhai_power_station
China,Anhui Langxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽郎溪生物质发电项目,30.0,operating,2016,,,Langxi Li'Ang Bio Power Generation,Li'Ang Ecology Energy Co Ltd [100%],31.0045,119.109,exact,,Anhui,Asia,G100000202100,https://www.gem.wiki/Anhui_Langxi_power_station
China,Anhui Langxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",3,安徽郎溪生物质发电项目,30.0,pre-construction,,,,Langxi Li'Ang Bio Power Generation,Li'Ang Ecology Energy Co Ltd [100%],31.0045,119.109,approximate,,Anhui,Asia,G100000202346,https://www.gem.wiki/Anhui_Langxi_power_station
China,Anhui Langxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1-Apr,安徽郎溪生物质发电项目,30.0,announced,,,,Langxi Li'Ang Bio Power Generation,Li'Ang Ecology Energy Co Ltd [100%],31.0045,119.109,approximate,,Anhui,Asia,G100000202186,https://www.gem.wiki/Anhui_Langxi_power_station
China,Anhui Langxi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2-Apr,安徽郎溪生物质发电项目,30.0,announced,,,,Langxi Li'Ang Bio Power Generation,Li'Ang Ecology Energy Co Ltd [100%],31.0045,119.109,approximate,,Anhui,Asia,G100000202187,https://www.gem.wiki/Anhui_Langxi_power_station
China,Anhui Lingbi (Guozhen) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽灵璧（国祯）生物质发电项目,30.0,operating,2021,,,Lingbi Guozhen Biomass Thermal Power,Nanjing Keyuan Smart Energy Investment Co Ltd [70%]; Anhui Guozhen Ecological Technology Co Ltd [30%],33.6094,117.5601,approximate,,Anhui,Asia,G100000201862,https://www.gem.wiki/Anhui_Lingbi_(Guozhen)_power_station
China,Anhui Lingbi power station,bioenergy: agricultural waste (solids),1,光大灵璧生物质能发电项目,30.0,operating,2017,,,Everbright Bioenergy (Lingbi),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],33.7702,117.4556,approximate,Yinji,Anhui,Asia,G100000200133,https://www.gem.wiki/Anhui_Lingbi_power_station
China,Anhui Linquan power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",2,安徽临泉生物质热电联产工程,35.0,operating,2021,,,Guoneng Linquan Bio Power Generation,National Bio Energy Group Ltd [100%],33.0183,115.3415,exact,Niuzhuang,Anhui,Asia,G100000201844,https://www.gem.wiki/Anhui_Linquan_power_station
China,Anhui Lixin power station,bioenergy: agricultural waste (solids),1,安徽利辛生物质发电项目,30.0,operating,2022,,,Lixin Wanneng Bio Power Generation,Anhui Wanneng Environmental Technology Co Ltd [100%],33.2428,116.0563,exact,Xunji,Anhui,Asia,G100000201785,https://www.gem.wiki/Anhui_Lixin_power_station
China,Anhui Lu'An Shucheng power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽六安舒城生物质发电项目,30.0,operating,2015,,,China Energy Conservation (Shucheng) Biomass Power Generation,China Energy Conservation (Shandong) Investment Development Co Ltd [70%]; Shucheng Yingqi New Energy Co Ltd [30%],31.3832,116.9812,exact,,Anhui,Asia,G100000202118,https://www.gem.wiki/Anhui_Lu'An_Shucheng_power_station
China,Anhui Lujiang power station,bioenergy: agricultural waste (solids),1,庐江凯迪生物质能发电厂,30.0,operating,2013,,,Lujiang Kaidi Green Energy Development,Kaidi Ecological and Environmental Technology Co Ltd [100%],31.2499,117.2283,exact,,Anhui,Asia,G100000200115,https://www.gem.wiki/Anhui_Lujiang_power_station
China,Anhui Maanshan power station,bioenergy: paper mill wastes,1,安徽马鞍山生物质发电项目,30.0,operating,2022,,,Shanying International Holdings,Shanying International Holdings Co Ltd [100%],31.7369,118.4895,approximate,,Anhui,Asia,G100000201803,https://www.gem.wiki/Anhui_Maanshan_power_station
China,Anhui Mengcheng power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽蒙城生物质发电项目,30.0,operating,2015,,,Guoneng Mengcheng Bio Power Generation,National Bio Energy Group Ltd [100%],33.2717,116.508,exact,,Anhui,Asia,G100000202117,https://www.gem.wiki/Anhui_Mengcheng_power_station
China,Anhui Mingguang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽明光生物质发电项目,30.0,operating,2019,,,Anhui Guozhen Mingguang Bio Power Generation,Anhui Guozhen Ecological Technology Co Ltd [100%],32.8582,118.0843,exact,,Anhui,Asia,G100000202018,https://www.gem.wiki/Anhui_Mingguang_power_station
China,Anhui Nanling power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,芜湖南陵凯迪生物质能发电厂,30.0,operating,2012,,,Nanling Kaidi Green Energy Development,Kaidi Ecological and Environmental Technology Co Ltd [100%],30.9186,118.2692,exact,,Anhui,Asia,G100000200122,https://www.gem.wiki/Anhui_Nanling_power_station
China,Anhui Nanqiao power station,bioenergy: agricultural waste (solids),1,南谯生物质发电项目,30.0,operating,2017,,,Everbright Bioenergy (Chuzhou),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],32.4524,118.292,exact,,Anhui,Asia,G100000200134,https://www.gem.wiki/Anhui_Nanqiao_power_station
China,Anhui Ningguo (Kaidi) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽宁国（凯迪）生物质发电项目,30.0,operating,2018,,,Xuancheng Zhongying Green Energy Development,Kaidi Ecological and Environmental Technology Co Ltd [100%],30.697,118.9249,exact,,Anhui,Asia,G100000202072,https://www.gem.wiki/Anhui_Ningguo_(Kaidi)_power_station
China,Anhui Ningguo power station,bioenergy: agricultural waste (solids),1,安徽宁国生物质发电项目,30.0,construction,,,,Ningguo Ninggang Power Energy Technology,Ningguo Ninggang Industrial Investment Co Ltd [100%],30.7039,118.8798,approximate,,Anhui,Asia,G100000202341,https://www.gem.wiki/Anhui_Ningguo_power_station
China,Anhui Shou County power station,bioenergy: agricultural waste (solids),1,国能寿县生物发电厂,30.0,operating,2013,,,Guoneng Shouxian Biological Power Generation,National Bio Energy Group Ltd [100%],32.4928,116.7235,exact,,Anhui,Asia,G100000200178,https://www.gem.wiki/Anhui_Shou_County_power_station
China,Anhui Si County power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽泗县生物质发电项目,40.0,operating,2020,,,Sixian Shenneng Biomass Power Generation,Shenzhen Energy Environmental Protection Co Ltd [100%],33.5684,117.8978,approximate,,Anhui,Asia,G100000201983,https://www.gem.wiki/Anhui_Si_County_power_station
China,Anhui Suixi power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽濉溪生物质发电项目,30.0,operating,2020,,,Shanghai Electrical (Suixi) Biomass Power Generation,Shanghai Electrical Equipment (Anhui) Investment Co Ltd [89%]; Shengyi Holdings Investment Co Ltd [9%]; other [1%],33.5301,116.8807,exact,Nanping,Anhui,Asia,G100000201947,https://www.gem.wiki/Anhui_Suixi_power_station
