country/area,name-(english),name-(other-language),design-capacity-(ttpa),status,owner,parent,coordinates,coordinate-accuracy,subnational-unit,region,url,total-reserves-(proven-and-probable,total-resource-(inferred,production-2023-(ttpa),production-2022-(ttpa),start-date,lat,lng,scaling_cap
Mongolia,Beren Mining Ulziit Mine,Beren Mining Өлзийтийн уурхай (Mongolian),unknown,proposed,Beren Mining Co Ltd [100.0%],Beren Group LLC [51.0%]; Sor Metal LLC [49.0%],"48.087373, 102.586008",exact,Arkhangai,Oceania,https://gem.wiki/Beren_Mining_Ulziit_Mine,"3,200","16,701",,,unknown,48.087373,102.586008,unknown
Mongolia,Bold Tumur Bayan Gol Mine,Болд төмөр Баян голын уурхай,"6,000",operating,Bold Tumur Eruu Gol LLC [100.0%],--,"49.645868, 107.013853",exact,Selenge,Oceania,https://gem.wiki/Bold_Tumur_Bayan_Gol_Mine,"282,000","282,000",unknown,unknown,2007,49.645868,107.013853,6000
Mongolia,Darkhan Hust-ul Mine,Дархан Хуст-үл уурхай (Mongolian),"1,000",proposed,Darkhan Metallurgical Plant JSC [100.0%],Darkhan Metallurgical Plant JSC [100.0%],"49.651322, 106.870158",exact,Selenge,Oceania,https://gem.wiki/Darkhan_Hust-ul_Mine,"12,606",unknown,,,unknown,49.651322,106.870158,1000
Mongolia,Darkhan Tumurtei Mine,Дархан Төмөртэйн уурхай (Mongolian),"3,000",operating,Darkhan Metallurgical Plant JSC [100.0%],Darkhan Metallurgical Plant JSC [100.0%],"49.691903, 107.299952",exact,Selenge,Oceania,https://gem.wiki/Darkhan_Tumurtei_Mine,"71,600","229,200",unknown,unknown,2010-09-23 00:00:00,49.691903,107.299952,3000
Mongolia,Darkhan Tumurtolgoi Mine,Дархан Төмөртолгойн уурхай,"2,000",operating,Darkhan Metallurgical Plant JSC [100.0%],Darkhan Metallurgical Plant JSC [100.0%],"49.304393, 106.180912",exact,Selenge,Oceania,https://gem.wiki/Darkhan_Tumurtolgoi_Mine,"24,900",unknown,unknown,unknown,2009-08-17 00:00:00,49.304393,106.180912,2000
Mongolia,Erdes Tumurtei Gol Mine,Эрдэс Төмөртэйн голын уурхай (Mongolian),"1,000",operating,Erdes Group LLC [100.0%],--,"49.579129, 107.224148",approximate,Selenge,Oceania,https://gem.wiki/Erdes_Tumurtei_Gol_Mine,"13,816","16,400",unknown,unknown,2008,49.579129,107.224148,1000
Mongolia,Haranga Resources Bayantsogt Mine,Харанга Ресурс Баянцогтын уурхай (Mongolian),unknown,proposed,Haranga Khuder LLC [100.0%],--,"49.535076, 106.883068",approximate,Selenge,Oceania,https://gem.wiki/Haranga_Resources_Bayantsogt_Mine,unknown,"36,300",,,unknown,49.535076,106.883068,unknown
Mongolia,Haranga Resources Dund Bulag Mine,Харанга Ресурс Дунд Булагийн уурхай (Mongolian),unknown,proposed,Haranga Khuder LLC [100.0%],--,"49.521214, 106.865121",approximate,Selenge,Oceania,https://gem.wiki/Haranga_Resources_Dund_Bulag_Mine,unknown,"199,900",,,unknown,49.521214,106.865121,unknown
Mongolia,Haranga Resources Undur Ukhaa Mine,Харанга Ресурс Өндөр Ухаа уурхай (Mongolian),unknown,proposed,Haranga Khuder LLC [100.0%],--,"49.498607, 106.849866",approximate,Darkhan,Oceania,https://gem.wiki/Haranga_Resources_Undur_Ukhaa_Mine,unknown,"18,200",,,unknown,49.498607,106.849866,unknown
Mongolia,Lung Ming Eruu Gol Mine,Лун Мингийн Ерөө голын уурхай (Mongolian),"2,000",operating,Lung Ming Mining Co Ltd [66.7%]; China Investment Corp [33.3%],--,"49.582659, 107.805906",approximate,Selenge,Oceania,https://gem.wiki/Lung_Ming_Eruu_Gol_Mine,unknown,unknown,unknown,unknown,2008,49.582659,107.805906,2000
Mongolia,Mongolrostsvetmet Bargilt Mine,Монголросцветмет Баргилтын уурхай (Mongolian),"2,400",operating,Mongolorostsvetmet LLC [100.0%],Mongolorostsvetmet LLC [100.0%],"46.318830, 109.275147",exact,Khentii,Oceania,https://gem.wiki/Mongolrostsvetmet_Bargilt_Mine,"13,400","45,000",unknown,unknown,2011,46.31883,109.275147,2400
Mongolia,Taishen Ereen Mine,Тайшен Эрээний уурхай (Mongolian),unknown,operating,Taishen Development LLC [100.0%],Inner Mongolia Taishen Mining Co Ltd [100.0%],"45.862094, 108.242050",exact,Dornogovi,Oceania,https://gem.wiki/Taishen_Ereen_Mine,unknown,"67,000",unknown,unknown,2005,45.862094,108.24205,unknown
Mongolia,Zasag Chandmani Mine,Засаг чандмань уурхай (Mongolian),500,operating,Zasag Chandmani Mines LLC [100.0%],Zasag Chandmani Mines LLC [100.0%],"45.708503, 111.086597",approximate,Dornogovi,Oceania,https://gem.wiki/Zasag_Chandmani_Mine,unknown,"25,000",unknown,unknown,2010,45.708503,111.086597,500
Morocco,Mines Del Rif Nador Mine,,unknown,operating,Amer Group Ltd; Le Brillant Nador,--,"35.209099, -3.007824",approximate,Rif,Africa,https://gem.wiki/Mines_Del_Rif_Nador_Mine,unknown,"35,000",unknown,unknown,unknown,35.209099,-3.007824,unknown
Mozambique,Baobab Steel Tete Mine,,"2,350",proposed,Baobab Steel Ltd [100.0%],--,"-16.079745, 33.591465",approximate,Tete,Africa,https://gem.wiki/Baobab_Steel_Tete_Mine,"74,300","759,000",,,unknown,-16.079745,33.591465,2350
Myanmar,MEC Pinpet Mine,,720,mothballed,Myanmar Economic Corp; Tyazhpromexport JSC,Myanmar Economic Corp; Rostec Corp,"20.736465, 97.119808",exact,Shan State,Oceania,https://gem.wiki/MEC_Pinpet_Mine,unknown,"70,000",,,unknown,20.736465,97.119808,720
Namibia,Lodestone Dordabis Mine,,"4,000",proposed,Lodestone Namibia Pty Ltd [100.0%],Lodestone Holdings Group (Namibia) Pty Ltd [100.0%],"-22.948215, 17.661487",approximate,Khomas,Africa,https://gem.wiki/Lodestone_Dordabis_Mine,"29,270","88,622",,520,2024,-22.948215,17.661487,4000
Nepal,DICL Dhaubadi Mine,DICL धौवादी फलाम खानी (Nepali),unknown,proposed,Dhaubadi Iron Company Ltd [100.0%],Dhaubadi Iron Company Ltd [100.0%],"27.720987, 84.058540",approximate,East Nawalparasi,Oceania,https://gem.wiki/DICL_Dhaubadi_Mine,unknown,unknown,,,2028,27.720987,84.05854,unknown
Nepal,DMG Jhumlabang Mine,DMG झुम्लाबाङ खानी (Nepali),unknown,proposed,Department of Mines and Geology (Nepal),Department of Mines and Geology (Nepal),"28.585195, 82.667537",approximate,Lumbini,Oceania,https://gem.wiki/DMG_Jhumlabang_Mine,unknown,"200,000",,,unknown,28.585195,82.667537,unknown
Nepal,DMG Phulchauki Mine,डीएमजी फुलचौकी खानी (Nepali),unknown,mothballed,Department of Mines and Geology (Nepal),Department of Mines and Geology (Nepal),"27.569303, 85.406637",approximate,Bagmati,Oceania,https://gem.wiki/DMG_Phulchauki_Mine,"10,670",unknown,,,unknown,27.569303,85.406637,unknown
Nepal,N & C Minerals Thoshe Mine,एन एन्ड सी खनिज ठोसे खानी (Nepali),unknown,mothballed,N & C Minerals Pvt Ltd [100.0%],--,"27.576844, 86.286578",approximate,Madhesh,Oceania,https://gem.wiki/N_&_C_Minerals_Thoshe_Mine,"15,900",unknown,,,1851,27.576844,86.286578,unknown
New Zealand,NZ Steel Waikato North Head Mine,,"1,200",operating,New Zealand Steel Ltd [100.0%],BlueScope Steel Ltd [100.0%],"-37.350962, 174.735585",exact,North Island,Oceania,https://gem.wiki/NZ_Steel_Waikato_North_Head_Mine,unknown,"150,000",unknown,unknown,1970,-37.350962,174.735585,1200
New Zealand,Taharoa Mine,,"3,000",operating,Taharoa Ironsands Ltd [100.0%],Melrose Private Capital Ltd [55.9%]; Taharoa Mining Investments Ltd [44.1%],"-38.173277, 174.707964",exact,North Island,Oceania,https://gem.wiki/Taharoa_Mine,unknown,"300,000",unknown,unknown,1972,-38.173277,174.707964,3000
Nigeria,Macro Metals Agbaja Mine,,unknown,proposed,Macro Metals Ltd [100.0%],Macro Metals Ltd [100.0%],"8.008081, 6.633072",approximate,Kogi,Africa,https://gem.wiki/Macro_Metals_Agbaja_Mine,"205,000","586,000",,,unknown,8.008081,6.633072,unknown
Nigeria,NIMCO Itakpe Mine,,unknown,proposed,National Iron Ore Mining Co Ltd [100.0%],National Iron Ore Mining Co Ltd [100.0%],"7.610208, 6.298810",exact,Kogi State,Africa,https://gem.wiki/NIMCO_Itakpe_Mine,unknown,unknown,,,unknown,7.610208,6.29881,unknown
North Korea,MMI Anak Mine,아낙 광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.501851, 125.489268",approximate,South Hwanghae,Oceania,https://gem.wiki/MMI_Anak_Mine,unknown,unknown,unknown,unknown,unknown,38.501851,125.489268,unknown
North Korea,MMI Cheondong Mine,천동광산 (Korean),"1,000",operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"39.653421, 125.920254",approximate,South Pyongan,Oceania,https://gem.wiki/MMI_Cheondong_Mine,"50,000",unknown,unknown,unknown,unknown,39.653421,125.920254,1000
North Korea,MMI Dukhyun Mine,덕현미네 (Korean),700,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.199316, 124.560153",approximate,North Pyongan,Oceania,https://gem.wiki/MMI_Dukhyun_Mine,unknown,unknown,unknown,unknown,unknown,40.199316,124.560153,700
North Korea,MMI Eunryul Mine,은율광산 (Korean),"1,600",operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.590127, 125.145817",exact,South Hwanghae,Oceania,https://gem.wiki/MMI_Eunryul_Mine,"100,000",unknown,unknown,unknown,unknown,38.590127,125.145817,1600
North Korea,MMI Hah-Sung Mine,하성미네 (Korean),500,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.206216, 127.538657",approximate,South Hamgyong,Oceania,https://gem.wiki/MMI_Hah-Sung_Mine,"15,000",unknown,unknown,unknown,unknown,40.206216,127.538657,500
North Korea,MMI Hur-Chon Mine,허촌 광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.684229, 128.609481",approximate,South Hamgyong,Oceania,https://gem.wiki/MMI_Hur-Chon_Mine,"150,000",unknown,unknown,unknown,unknown,40.684229,128.609481,unknown
North Korea,MMI Hwang-Joo Mine,황주민 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.671891, 125.786446",approximate,North Hwanghae,Oceania,https://gem.wiki/MMI_Hwang-Joo_Mine,unknown,unknown,unknown,unknown,unknown,38.671891,125.786446,unknown
North Korea,MMI Jaeryeong Mine,재령광산 (Korean),500,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.415772, 125.670857",exact,South Hwanghae,Oceania,https://gem.wiki/MMI_Jaeryeong_Mine,unknown,"100,000",unknown,unknown,unknown,38.415772,125.670857,500
North Korea,MMI Kaecheon Mine,개천광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"39.699741, 125.950099",approximate,South Pyongan,Oceania,https://gem.wiki/MMI_Kaecheon_Mine,"17,500",unknown,unknown,unknown,1976,39.699741,125.950099,unknown
North Korea,MMI Musan Mine,무산광산 (Korean),"11,000",operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"42.23729280656938, 129.264134",exact,North Hamgyong,Oceania,https://gem.wiki/MMI_Musan_Mine,"1,500,000","7,000,000",unknown,unknown,1935,42.23729280656938,129.264134,11000
North Korea,MMI Oryong Mine,오룡광산 (Korean),3,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"42.297363, 129.363779",exact,Hamgyeong,Oceania,https://gem.wiki/MMI_Oryong_Mine,unknown,"1,730,000",unknown,unknown,2007,42.297363,129.363779,3
North Korea,MMI Poong-San Mine,풍산광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"41.245659, 127.635174",approximate,Ryanggang,Oceania,https://gem.wiki/MMI_Poong-San_Mine,"120,000",unknown,unknown,unknown,unknown,41.245659,127.635174,unknown
North Korea,MMI Riwon Mine,리원광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.327818, 128.647175",approximate,South Hamgyong,Oceania,https://gem.wiki/MMI_Riwon_Mine,unknown,unknown,unknown,unknown,1990,40.327818,128.647175,unknown
North Korea,MMI Seonhaeri Mine,선해리 광산 (Korean),unknown,proposed,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.543518, 125.185885",approximate,South Hwanghae,Oceania,https://gem.wiki/MMI_Seonhaeri_Mine,unknown,unknown,,,unknown,38.543518,125.185885,unknown
North Korea,MMI Song-rim Mine,송림광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.741778, 125.650817",approximate,North Hwanghae,Oceania,https://gem.wiki/MMI_Song-rim_Mine,unknown,unknown,unknown,unknown,unknown,38.741778,125.650817,unknown
North Korea,MMI Taetan Mine,태탄광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.099069, 125.323679",approximate,South Hwanghae,Oceania,https://gem.wiki/MMI_Taetan_Mine,unknown,unknown,unknown,unknown,unknown,38.099069,125.323679,unknown
North Korea,MMI Tanchon Mine,단촌광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.478696, 128.906914",approximate,South Hamgyong,Oceania,https://gem.wiki/MMI_Tanchon_Mine,"100,000",unknown,unknown,unknown,unknown,40.478696,128.906914,unknown
North Korea,MMI Yangyang Mine,양양광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"40.713623, 126.543022",approximate,Chagang,Oceania,https://gem.wiki/MMI_Yangyang_Mine,"100,000",unknown,unknown,unknown,unknown,40.713623,126.543022,unknown
North Korea,MMI Yon-San Mine,연산광산 (Korean),unknown,operating,Ministry of Metallurgical Industry (North Korea),Ministry of Metallurgical Industry (North Korea),"38.952646, 126.525136",approximate,North Hwanghae,Oceania,https://gem.wiki/MMI_Yon-San_Mine,unknown,unknown,unknown,unknown,unknown,38.952646,126.525136,unknown
Norway,Rana Gruber Rana Mine,,"1,800",operating,Rana Gruber ASA [100.0%],Rana Gruber ASA [100.0%],"66.406754, 14.536189",exact,Rana,Europe,https://gem.wiki/Rana_Gruber_Rana_Mine,"94,000","444,000",1800,1700,unknown,66.406754,14.536189,1800
Norway,Sydvaranger Mining Bjørnevatn Mine,,unknown,mothballed,Sydvaranger Mining AS [100.0%],Grangex AB [100.0%],"69.655768, 30.014566",exact,Finnmark,Europe,https://gem.wiki/Sydvaranger_Mining_Bjørnevatn_Mine,unknown,unknown,,,1910,69.655768,30.014566,unknown
Pakistan,Austromineral Dommel Nissar Mine,,15,proposed,Austromineral [100.0%],--,"35.333362, 71.666634",approximate,Khyber Pakhtunkwa,Oceania,https://gem.wiki/Austromineral_Dommel_Nissar_Mine,700,"3,700",,,unknown,35.333362,71.666634,15
Pakistan,BME Dilband Mine,,unknown,operating,Bolan Mining Enterprises [100.0%],Pakistan Petroleum Ltd [50.0%]; Province of Balochistan [50.0%],"29.494948, 67.178373",approximate,Balochistan,Oceania,https://gem.wiki/BME_Dilband_Mine,unknown,"145,000",unknown,unknown,2002,29.494948,67.178373,unknown
Pakistan,BME Pachin Koh Nokkundi Mine,,unknown,operating,Bolan Mining Enterprises [100.0%],Pakistan Petroleum Ltd [50.0%]; Province of Balochistan [50.0%],"29.194241, 62.913803",approximate,Balochistan,Oceania,https://gem.wiki/BME_Pachin_Koh_Nokkundi_Mine,"45,000","50,000",unknown,unknown,unknown,29.194241,62.913803,unknown
Pakistan,Nizampur Mine,,unknown,proposed,unknown,--,"33.766870, 72.166164",approximate,Punjab,Oceania,https://gem.wiki/Nizampur_Mine,unknown,"168,000",,,unknown,33.76687,72.166164,unknown
Peru,Apurimac Mine,Proyecto Apurímac (Spanish),"20,000",operating,Apurimac Ferrum SAC [100.0%],Strike Resources Ltd [100.0%],"-13.707750, -73.344315",exact,Apurimac,Americas,https://gem.wiki/Apurimac_Mine,unknown,"269,400",0,0,2021,-13.70775,-73.344315,20000
Peru,Shougang Marcona Mine,Mina Marcona (Spanish),"20,000",operating,Shougang Hierro Peru SAA [100.0%],Shougang Hierro Peru SAA [100.0%],"-15.206702, -75.118114",exact,Nazca,Americas,https://gem.wiki/Shougang_Marcona_Mine,"2,200,000","2,200,000",12713,12783,1953,-15.206702,-75.118114,20000
Philippines,Genluiching Barangay Handalamanun Mine,,unknown,operating,Genluiching Mining Corp [100.0%],--,"9.861159, 123.034538",approximate,Negros Oriental,Oceania,https://gem.wiki/Genluiching_Barangay_Handalamanun_Mine,unknown,unknown,unknown,unknown,2015,9.861159,123.034538,unknown
Philippines,Genluiching Davao Mine,,"7,200",operating,Genluiching Mining Corp [100.0%],--,"6.709565, 126.235313",exact,Davao Oriental,Oceania,https://gem.wiki/Genluiching_Davao_Mine,unknown,unknown,unknown,unknown,2012,6.709565,126.235313,7200
Philippines,JDVC Resources Corporation Offshore Mine,,"6,910",operating,JDVC Resources Corp [100.0%],Apollo Global Capital Inc [90.5%]; unknown,"18.344084, 122.042252",approximate,Cagayan,Oceania,https://gem.wiki/JDVC_Resources_Corporation_Offshore_Mine,unknown,"606,458",unknown,unknown,2021,18.344084,122.042252,6910
Philippines,MacArthur Iron Sand Mine,,500,operating,MacArthur Iron Sand Project Corp [100.0%],--,"10.818392, 124.936806",approximate,Leyte,Oceania,https://gem.wiki/MacArthur_Iron_Sand_Mine,unknown,unknown,unknown,39,unknown,10.818392,124.936806,500
Philippines,Ore Asia Camachin Mine,,360,mothballed,Ore Asia Mining and Development Corp [100.0%],--,"15.090707, 121.226050",approximate,Bulacan Province,Oceania,https://gem.wiki/Ore_Asia_Camachin_Mine,unknown,unknown,,,2016,15.090707,121.22605,360
Portugal,Aethel Mining Cabeco da Mua Mine,Mina Torre de Moncorvo (Portuguese),unknown,proposed,Aethel Mining Portugal SA [100.0%],Aethel Mining Europe Ltd,"41.199066, -6.954556",exact,Bragança,Europe,https://gem.wiki/Aethel_Mining_Cabeco_da_Mua_Mine,"558,000","812,000",,,unknown,41.199066,-6.954556,unknown
Republic of the Congo,Mayoko Iron Ore Project Mine,,unknown,operating,Sapro Mayoko SA [100.0%],--,"-4.258367, 15.272870",approximate,Brazzaville,Africa,https://gem.wiki/Mayoko_Iron_Ore_Project_Mine,unknown,"754,000",unknown,unknown,2017,-4.258367,15.27287,unknown
Republic of the Congo,Zanaga Iron Ore Project Mine,,"12,000",proposed,Zanaga Iron Ore Co Ltd [100.0%],Zanaga Iron Ore Co Ltd [100.0%],"-2.851332, 13.821806",approximate,Lékoumou Region,Africa,https://gem.wiki/Zanaga_Iron_Ore_Project_Mine,"2,070,000","6,900,000",,,unknown,-2.851332,13.821806,12000
Russia,Abazinskiy Mine,,unknown,operating,Abazinskiy Rudnik LLC [100.0%],Abazinskiy Rudnik LLC [100.0%],"52.670340, 90.071571",exact,Khakassia,Asia,https://gem.wiki/Abazinskiy_Mine,unknown,unknown,unknown,unknown,unknown,52.67034,90.071571,unknown
Russia,Bakalskoye Complex Mine,Бакальская группа месторождений  (Russian),"4,000",operating,Bakalskoye Rudoupravlenie LLC [100.0%],--,"54.921083, 58.795114",exact,Chelyabinsk Oblast,Asia,https://gem.wiki/Bakalskoye_Complex_Mine,unknown,"988,000",unknown,unknown,1757,54.921083,58.795114,4000
Russia,Bystrinskoye Mine,,"10,800",operating,Bystrinskoye GRK LLC [100.0%],Norilsk Nickel Mining and Metallurgical Company PJSC [50.0%]; unknown,"51.490091, 118.554369",exact,Zabaykal'skiy kray,Asia,https://gem.wiki/Bystrinskoye_Mine,"274,000","299,334",10800,10600,unknown,51.490091,118.554369,10800
Russia,EVRAZ Gusevogorskoye Mine,Гусевогорское месторождение (Russian),"46,000",operating,EVRAZ KGOK JSC [100.0%],EVRAZ PLC,"58.762500, 59.497748",exact,Sverdlovsk Oblast,Asia,https://gem.wiki/EVRAZ_Gusevogorskoye_Mine,"2,929,768","3,217,000",unknown,unknown,1963,58.7625,59.497748,46000
Russia,EVRAZ Kazskaya Mine,Казское месторождение (Russian),unknown,operating,Evraz ZSMK JSC [100.0%],EVRAZ PLC [100.0%],"53.117688, 87.591102",exact,Kemerovo Oblast,Asia,https://gem.wiki/EVRAZ_Kazskaya_Mine,"16,043","43,700",unknown,unknown,1961,53.117688,87.591102,unknown
Russia,EVRAZ Sheregesh Mine,Шергешское месторождение,"6,000",operating,Evraz ZSMK JSC [100.0%],EVRAZ PLC [100.0%],"52.913741, 88.010291",exact,Kemerovo Oblast,Asia,https://gem.wiki/EVRAZ_Sheregesh_Mine,"69,371","137,000",unknown,5000,1931,52.913741,88.010291,6000
Russia,EVRAZ Sobstvenno-Kachkanarskoye Mine,Собственно-Качканарское месторождение (Russian),"14,000",operating,EVRAZ KGOK JSC [100.0%],EVRAZ PLC,"58.778709, 59.385442",exact,Sverdlovsk Oblast,Asia,https://gem.wiki/EVRAZ_Sobstvenno-Kachkanarskoye_Mine,"6,737,354","6,872,000",13000,10000,2020,58.778709,59.385442,14000
Russia,EVRAZ Tashtagol Mine,Таштагольское месторождение,unknown,operating,Evraz ZSMK JSC [100.0%],EVRAZ PLC [100.0%],"52.766875, 87.880564",exact,Kemerovo Oblast,Asia,https://gem.wiki/EVRAZ_Tashtagol_Mine,"48,358","699,000",2500,unknown,1941,52.766875,87.880564,unknown
Russia,Garinskoye Mine,Гаринское (Russian),"10,000",proposed,Garinsky GMK LLC [100.0%],--,"52.580989, 129.126660",approximate,Amur Oblast ,Asia,https://gem.wiki/Garinskoye_Mine,"26,200","259,500",,,unknown,52.580989,129.12666,10000
Russia,GRK Alatau Teisky Mine,Тейское месторождение (Russian),unknown,mothballed,GRK Alatau LLC [100.0%],natural person(s) [50.0%]; Nerud-Servis LLC [50.0%],"53.276484, 89.579007",exact,Khakassia,Asia,https://gem.wiki/GRK_Alatau_Teisky_Mine,unknown,unknown,,,1960,53.276484,89.579007,unknown
Russia,IRC Bolshoi Seyim Mine,Большой Сэйим (Russian),"2,000",proposed,Ural Mining and Metallurgical Company OJSC [100.0%],BusinessGlobus JSC [85.0%]; natural person(s) [7.5%]; unknown,"54.869342, 124.916971",approximate,Amur Oblast ,Asia,https://gem.wiki/IRC_Bolshoi_Seyim_Mine,unknown,unknown,,,unknown,54.869342,124.916971,2000
Russia,KMAruda Korobkovskoye Gubkin Mine,Коробковское (Russian),"7,000",operating,Kombinat Kmaruda JSC [100.0%],KOKS PJSC [100.0%],"51.289987, 37.548924",exact,Belgorod Oblast ,Asia,https://gem.wiki/KMAruda_Korobkovskoye_Gubkin_Mine,unknown,unknown,unknown,unknown,unknown,51.289987,37.548924,7000
Russia,Kovdorsky GOK Kovdorskoye Mine,Ковдорское месторождение,"22,000",operating,Kovdorsky GOK JSC [100.0%],EuroChem Group AG [100.0%],"67.559159, 30.428905",exact,Murmansk Oblast,Asia,https://gem.wiki/Kovdorsky_GOK_Kovdorskoye_Mine,unknown,"1,397,000",10000,5700,1962,67.559159,30.428905,22000
Russia,KS GOK Sutarskoye Mine,Сутарское (Russian),"10,000",operating,Kimkano-Sutarskiy GOK LLC [100.0%],IRC Ltd,"48.959364, 131.489394",exact,Jewish Autonomous Oblast,Asia,https://gem.wiki/KS_GOK_Sutarskoye_Mine,unknown,"288,200",unknown,unknown,unknown,48.959364,131.489394,10000
Russia,Magnitogorsk Malyi Kuibas Mine,месторождение Малый Куйбас (Russian),"2,400",operating,Magnitogorskiy Metallurgicheskiy Kombinat PJSC,Magnitogorskiy Metallurgicheskiy Kombinat PJSC,"53.428215,59.126009",exact,Chelyabinsk Oblast,Asia,https://gem.wiki/Magnitogorsk_Malyi_Kuibas_Mine,unknown,"102,157",unknown,2400,1973,53.428215,59.126009,2400
Russia,Mechel Korchunovsky Mine,,"2,500",operating,Korshynov Mining Plant PJSC [100.0%],Korshynov Mining Plant PJSC [100.0%],"56.554981, 104.137518",exact,Irkutsk,Asia,https://gem.wiki/Mechel_Korchunovsky_Mine,unknown,"500,000",unknown,unknown,unknown,56.554981,104.137518,2500
Russia,Mechel Rudnogorsky Mine,,"2,800",operating,Korshynov Mining Plant PJSC [100.0%],Korshynov Mining Plant PJSC [100.0%],"57.262038, 103.686055",approximate,Irkutsk,Asia,https://gem.wiki/Mechel_Rudnogorsky_Mine,unknown,"224,069",unknown,unknown,unknown,57.262038,103.686055,2800
Russia,Mechel Yakutskaya Sivaglinsky Mine,,"1,250",operating,Yakutskaya Ore Company LLC [100.0%],--,"57.5251057, 125.1390855",approximate,Sakha Republic,Asia,https://gem.wiki/Mechel_Yakutskaya_Sivaglinsky_Mine,unknown,"21,000",unknown,,2023,57.5251057,125.1390855,1250
Russia,Metalloinvest Lebedinsky Mine,Карьер Лебединского ГОКа (Russian),"20,400",operating,Lebedinskiy GOK JSC [100.0%],YueSeM Holding Company LLC,"51.282740, 37.631296",exact,Belgorod Oblast ,Asia,https://gem.wiki/Metalloinvest_Lebedinsky_Mine,"3,800,000","10,692,705",22050,unknown,1972,51.28274,37.631296,20400
Russia,Metalloinvest Mikhailovsky Mine,Михайловское месторождение,"20,400",operating,Mikhaylovskiy GOK im. Andreya Vladimirovicha Varicheva JSC [100.0%],YueSeM Holding Company LLC,"52.319343, 35.422464",exact,Kursk Oblast,Asia,https://gem.wiki/Metalloinvest_Mikhailovsky_Mine,"10,400,000","12,326,908",18630,unknown,1961,52.319343,35.422464,20400
Russia,NLMK Stoilensky Mine,Стойленский ГОК (Russian),"42,400",operating,Stoylenskiy Gorno-Obogatitel'nyi Kombinat JSC [100.0%],Novolipetsk Steel PJSC [100.0%],"51.264121, 37.725887",exact,Belgorod Oblast ,Asia,https://gem.wiki/NLMK_Stoilensky_Mine,unknown,unknown,19560,unknown,1961,51.264121,37.725887,42400
Russia,Severstal Karelsky Okatysh Complex Mine,,"23,200",operating,Karelsky Okatysh JSC [100.0%],Severstal PJSC [100.0%],"64.686646, 30.656713",exact,Karelia ,Asia,https://gem.wiki/Severstal_Karelsky_Okatysh_Complex_Mine,unknown,"1,000,000",10540,unknown,1982,64.686646,30.656713,23200
Russia,Severstal Olcon Complex Mine,,unknown,operating,Olenegorsky GOK JSC [100.0%],Severstal PJSC [100.0%],"68.153744, 33.206879",exact,Murmansk Oblast,Asia,https://gem.wiki/Severstal_Olcon_Complex_Mine,"381,000","382,250",unknown,unknown,unknown,68.153744,33.206879,unknown
Russia,Severstal Yakovlevsky Mine,Яковлевское месторождение (Russian),"5,000",operating,Yakovlevsky GOK Ltd [100.0%],Severstal PJSC [100.0%],"50.862371,36.420032",exact,Belgorod Oblast,Asia,https://gem.wiki/Severstal_Yakovlevsky_Mine,unknown,"9,600,000",unknown,unknown,2017,50.862371,36.420032,5000
Russia,Timir Desovskoye Mine,Десовское месторождение (Russian),"10,000",proposed,GMK Timir CJSC [100.0%],EVRAZ PLC [51.0%]; Alrosa PJSC [49.0%],"57.551101, 124.511976",exact,Sakha Republic,Asia,https://gem.wiki/Timir_Desovskoye_Mine,unknown,"402,000",unknown,,2027,57.551101,124.511976,10000
