country/area,name-(english),name-(other-language),design-capacity-(ttpa),status,owner,parent,coordinates,coordinate-accuracy,subnational-unit,region,url,total-reserves-(proven-and-probable,total-resource-(inferred,production-2023-(ttpa),production-2022-(ttpa),start-date,lat,lng,scaling_cap
Afghanistan,Ghoryan Mine,,unknown,proposed,unknown,--,"34.012090, 61.564895",approximate,Herat,Oceania,https://gem.wiki/Ghoryan_Mine,unknown,unknown,,,unknown,34.01209,61.564895,unknown
Afghanistan,Hajigak Mine,,unknown,proposed,unknown,--,"34.667981, 68.062676",exact,Bamyan,Oceania,https://gem.wiki/Hajigak_Mine,"110,800","1,769,900",,,unknown,34.667981,68.062676,unknown
Afghanistan,Herat Mine,,unknown,proposed,unknown,--,"34.123862, 61.681827",approximate,Herat,Oceania,https://gem.wiki/Herat_Mine,unknown,unknown,,,unknown,34.123862,61.681827,unknown
Afghanistan,Syadara Mine,,unknown,proposed,unknown,--,"34.619615, 66.896422",approximate,unknown,Oceania,https://gem.wiki/Syadara_Mine,unknown,unknown,,,unknown,34.619615,66.896422,unknown
Algeria,FERAAL Ghara Djebilet Mine,,unknown,operating,Feraal SpA [100.0%],Feraal SpA [100.0%],"26.766298, -7.333398",approximate,Tindouf,Africa,https://gem.wiki/FERAAL_Ghara_Djebilet_Mine,unknown,"1,200,000",125,125,2022,26.766298,-7.333398,unknown
Algeria,MFE Boukhdra Mine,,525,operating,Societe des Mines de Fer de l'Est SpA [100.0%],Manal SpA [79.0%]; SIDER El Hadjar SpA [21.0%],"35.756195, 8.042579",exact,Tébessa,Africa,https://gem.wiki/MFE_Boukhdra_Mine,unknown,"47,100",unknown,unknown,1926,35.756195,8.042579,525
Algeria,MFE Ouenza Mine,,"1,200",operating,Societe des Mines de Fer de l'Est SpA [100.0%],Manal SpA [79.0%]; SIDER El Hadjar SpA [21.0%],"35.944018, 8.099829",exact,Tébessa,Africa,https://gem.wiki/MFE_Ouenza_Mine,unknown,"80,300",unknown,unknown,unknown,35.944018,8.099829,1200
Algeria,SOMIFER Anini Mine,,170,operating,Societe des Mines de Fer d'Algerie SpA [100.0%],Groupe SONAREM,"36.307252, 5.170714",exact,Sétif,Africa,https://gem.wiki/SOMIFER_Anini_Mine,"3,000",unknown,unknown,unknown,unknown,36.307252,5.170714,170
Algeria,SOMIFER Chaabet el Ballout Mine,,unknown,operating,Societe des Mines de Fer d'Algerie SpA [100.0%],Groupe SONAREM,"36.402136, 8.128880",approximate,Souk Ahras,Africa,https://gem.wiki/SOMIFER_Chaabet_el_Ballout_Mine,unknown,unknown,unknown,unknown,unknown,36.402136,8.12888,unknown
Algeria,SOMIFER Khanguet Mine,,50,operating,Societe des Mines de Fer d'Algerie SpA [100.0%],Groupe SONAREM,"35.396643, 8.302091",exact,Tébessa,Africa,https://gem.wiki/SOMIFER_Khanguet_Mine,unknown,unknown,unknown,unknown,unknown,35.396643,8.302091,50
Algeria,SOMIFER Rouina Mine,,140,operating,Societe des Mines de Fer d'Algerie SpA [100.0%],Groupe SONAREM,"36.204068, 1.809731",approximate,Aïn Defla,Africa,https://gem.wiki/SOMIFER_Rouina_Mine,"3,500",unknown,unknown,unknown,unknown,36.204068,1.809731,140
Angola,CSC Cutato Mine,,"1,000",operating,Companhia Siderurgica do Cuchi SA [100.0%],Ferrangoland; Modulax Industria E Comercio SA,"-14.284660, 16.505177",exact,Cuando Cubango,Africa,https://gem.wiki/CSC_Cutato_Mine,unknown,"120,000",unknown,unknown,2021,-14.28466,16.505177,1000
Angola,Tosyali Cassinga Mine,,"5,000",proposed,Tosyali Iron and Steel Angola SA [100.0%],Tosyalı Holding AŞ,"-14.687436, 16.048640",exact,Cuando Cubango,Africa,https://gem.wiki/Tosyali_Cassinga_Mine,unknown,"2,000,000",,,2027,-14.687436,16.04864,5000
Australia,Atlas Iron McPhee Creek Mine,,"9,700",proposed,Atlas Iron Pty Ltd [100.0%],Hancock Prospecting Pty Ltd,"-21.727516, 119.994088",approximate,Western Australia,Oceania,https://gem.wiki/Atlas_Iron_McPhee_Creek_Mine,unknown,unknown,,,2005,-21.727516,119.994088,9700
Australia,Atlas Iron Miralga Creek Mine,,"2,000",operating,Atlas Iron Pty Ltd [100.0%],Hancock Prospecting Pty Ltd,"-20.972500, 119.431400",exact,Western Australia,Oceania,https://gem.wiki/Atlas_Iron_Miralga_Creek_Mine,unknown,"9,700",1900,unknown,2022,-20.9725,119.4314,2000
Australia,Atlas Iron Mount Webber Mine,,"7,200",operating,Atlas Iron Pty Ltd [100.0%],Hancock Prospecting Pty Ltd,"-21.544339, 119.284714",exact,Western Australia,Oceania,https://gem.wiki/Atlas_Iron_Mount_Webber_Mine,unknown,unknown,2800,unknown,2008,-21.544339,119.284714,7200
Australia,Atlas Iron Ridley Mine,,"3,000",proposed,Atlas Iron Pty Ltd [100.0%],Hancock Prospecting Pty Ltd,"-20.255364, 119.129203",exact,Western Australia,Oceania,https://gem.wiki/Atlas_Iron_Ridley_Mine,unknown,unknown,,,unknown,-20.255364,119.129203,3000
Australia,Atlas Iron Sanjiv Ridge Mine,,"5,000",operating,Atlas Iron Pty Ltd [100.0%],Hancock Prospecting Pty Ltd,"-21.473998, 119.664944",exact,Western Australia,Oceania,https://gem.wiki/Atlas_Iron_Sanjiv_Ridge_Mine,unknown,"64,000",5000,unknown,2006-04-30 00:00:00,-21.473998,119.664944,5000
Australia,AXIS Mount Moss Mine,,unknown,mothballed,Mount Moss Mining Pty Ltd [100.0%],Curtain Brothers (Qld) Pty Ltd [100.0%],"-19.085818, 145.847110",exact,Queensland,Oceania,https://gem.wiki/AXIS_Mount_Moss_Mine,unknown,unknown,,,unknown,-19.085818,145.84711,unknown
Australia,Balla Balla Mine ,,unknown,cancelled,BBI Group Pty Ltd [100.0%],Todd Corp Ltd [100.0%],"-20.765446, 117.775173",exact,Western Australia,Oceania,https://gem.wiki/Balla_Balla_Mine_,unknown,unknown,,,1998,-20.765446,117.775173,unknown
Australia,BHP Area C Mine,,"65,000",operating,BHP Minerals Pty Ltd [85.0%]; ITOCHU Minerals & Energy of Australia Pty Ltd [8.0%]; Mitsui Iron Ore Corporation Pty Ltd [7.0%],BHP Group Ltd [85.0%]; ITOCHU Corp [8.0%]; Mitsui & Co Ltd [7.000000000000001%],"-22.925000, 118.981944",exact,Western Australia,Oceania,https://gem.wiki/BHP_Area_C_Mine,"810,000","2,750,000",58470,75900,2003,-22.925,118.981944,65000
Australia,BHP Jimblebar Mine,,"71,000",operating,BHP Minerals Pty Ltd [85.0%]; ITOCHU Minerals & Energy of Australia Pty Ltd [8.0%]; Mitsui & Co. Iron Ore Exploration & Mining Pty Ltd [7.0%],BHP Group Ltd [85.0%]; ITOCHU Corp [8.0%]; Mitsui & Co Ltd [7.000000000000001%],"-23.369261, 120.061885",exact,Western Australia,Oceania,https://gem.wiki/BHP_Jimblebar_Mine,"1,030,000","1,860,000",78589,69156,1989,-23.369261,120.061885,71000
Australia,BHP Mount Newman Mine,,"75,000",operating,BHP Minerals Pty Ltd [85.0%]; Mitsui-Itochu Iron Pty Ltd [10.0%]; ITOCHU Minerals & Energy of Australia Pty Ltd [5.0%],BHP Group Ltd [85.0%]; ITOCHU Corp; Mitsui & Co Ltd,"-23.361111, 119.670833",exact,Western Australia,Oceania,https://gem.wiki/BHP_Mount_Newman_Mine,"650,000","4,130,000",66994,67107,1969,-23.361111,119.670833,75000
Australia,BHP South Flank Mine,,"80,000",operating,BHP Minerals Pty Ltd [85.0%]; ITOCHU Minerals & Energy of Australia Pty Ltd [8.0%]; Mitsui Iron Ore Corporation Pty Ltd [7.0%],BHP Group Ltd [85.0%]; ITOCHU Corp [8.0%]; Mitsui & Co Ltd [7.000000000000001%],"-22.993056, 118.995833",exact,Western Australia,Oceania,https://gem.wiki/BHP_South_Flank_Mine,"960,000","1,800,000",68410,36080,2021,-22.993056,118.995833,80000
Australia,BHP Yandi Mine,,"50,000",operating,BHP Minerals Pty Ltd [85.0%]; ITOCHU Minerals & Energy of Australia Pty Ltd [8.0%]; Mitsui Iron Ore Corporation Pty Ltd [7.0%],BHP Group Ltd [85.0%]; ITOCHU Corp [8.0%]; Mitsui & Co Ltd [7.000000000000001%],"-22.720833, 119.087500",exact,Western Australia,Oceania,https://gem.wiki/BHP_Yandi_Mine,unknown,"3,570,000",25188,45791,1992,-22.720833,119.0875,50000
Australia,Catalina Resources Nelson Bay River Mine,,unknown,mothballed,Catalina Resources Ltd,Catalina Resources Ltd,"-41.155347, 144.746017",exact,Tasmania,Oceania,https://gem.wiki/Catalina_Resources_Nelson_Bay_River_Mine,unknown,"11,300",,,2013,-41.155347,144.746017,unknown
Australia,CIM Cockatoo Island Mine,,unknown,mothballed,Cockatoo Island Mining Pty Ltd [100.0%],Cockatoo Island Mining Pty Ltd [100.0%],"-16.093914, 123.609184",exact,Western Australia,Oceania,https://gem.wiki/CIM_Cockatoo_Island_Mine,unknown,unknown,,,1993,-16.093914,123.609184,unknown
Australia,CITIC Pacific Sino Iron Mine,,"14,000",operating,CITIC Pacific Mining Management Pty Ltd [100.0%],CITIC Ltd [100.0%],"-21.074652, 116.141653",exact,Western Australia,Oceania,https://gem.wiki/CITIC_Pacific_Sino_Iron_Mine,unknown,unknown,21040,21410,2013,-21.074652,116.141653,14000
Australia,Cu-River Mining Cairn Hill Mine,,"1,700",mothballed,Cu-River Mining Australia Pty Ltd [100.0%],Cu-River Mining Australia Pty Ltd [100.0%],"-29.298700, 135.123400",exact,South Australia,Oceania,https://gem.wiki/Cu-River_Mining_Cairn_Hill_Mine,unknown,unknown,,,2010,-29.2987,135.1234,1700
Australia,CZR Resources Robe Mesa Mine,,"3,500",proposed,CZR Resources Ltd [85.0%]; Creasy Group Pty Ltd [15.0%],CZR Resources Ltd [85.0%]; Creasy Group Pty Ltd [15.0%],"-22.452537, 116.716311",approximate,Western Australia,Oceania,https://gem.wiki/CZR_Resources_Robe_Mesa_Mine,"33,400","45,200",,,2025,-22.452537,116.716311,3500
Australia,Elmore Peko Mine,,"3,750",mothballed,Elmore Ltd [100.0%],Elmore Ltd [100.0%],"-19.675360, 134.285010",exact,Northern Territory,Oceania,https://gem.wiki/Elmore_Peko_Mine,unknown,unknown,,,2022,-19.67536,134.28501,3750
Australia,Fenix Resources Iron Ridge Mine,,"1,300",operating,Fenix Resources Ltd [100.0%],Fenix Resources Ltd [100.0%],"-26.945500, 117.681800",exact,Western Australia,Oceania,https://gem.wiki/Fenix_Resources_Iron_Ridge_Mine,unknown,unknown,1300,unknown,2020,-26.9455,117.6818,1300
Australia,Fenix Resources Shine Mine,,"1,500",operating,Fenix Resources Ltd [100.0%],Fenix Resources Ltd [100.0%],"-28.848400, 116.935800",exact,Western Australia,Oceania,https://gem.wiki/Fenix_Resources_Shine_Mine,unknown,"15,100",0,300,2013,-28.8484,116.9358,1500
Australia,Fortescue Christmas Creek (Chichester Hub) Mine,,"50,000",operating,Chichester Metals Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.376200, 119.759000",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Christmas_Creek_(Chichester_Hub)_Mine,"624,000","1,482,000",48650,45750,2009,-22.3762,119.759,50000
Australia,Fortescue Cloudbreak (Chichester Hub) Mine,,"50,000",operating,Chichester Metals Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.302778, 119.396385",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Cloudbreak_(Chichester_Hub)_Mine,"361,000","751,000",48650,45750,2008,-22.302778,119.396385,50000
Australia,Fortescue Eliwana (Western Hub) Mine,,"30,000",operating,FMG Pilbara Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.495900, 116.940900",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Eliwana_(Western_Hub)_Mine,"213,000","900,000",30000,30000,2020,-22.4959,116.9409,30000
Australia,Fortescue Firetail (Solomon Hub) Mine,,"27,000",operating,FMG Solomon Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.128700, 117.769500",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Firetail_(Solomon_Hub)_Mine,"51,000","178,000",unknown,unknown,2013,-22.1287,117.7695,27000
Australia,Fortescue Iron Bridge Mine,,"22,000",operating,FMG Iron Bridge (Aust) Pty Ltd [69.0%]; Formosa Steel IB Pty Ltd [31.0%],Fortescue Ltd [69.0%]; Formosa Plastics Corp [31.0%],"-21.251860, 119.055700",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Iron_Bridge_Mine,"843,000","6,475,000",1400,0,2003,-21.25186,119.0557,22000
Australia,Fortescue Kings Valley (Solomon Hub) Mine,,"40,000",operating,FMG Solomon Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.176100, 117.521700",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Kings_Valley_(Solomon_Hub)_Mine,"308,000","890,000",unknown,0,2014,-22.1761,117.5217,40000
Australia,Fortescue Nyidinghu Mine,,"40,000",proposed,Chichester Metals Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.717725, 119.375843",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Nyidinghu_Mine,unknown,unknown,,,2030,-22.717725,119.375843,40000
Australia,Fortescue Queens Valley (Solomon Hub) Mine,,"33,000",operating,FMG Solomon Pty Ltd [100.0%],Fortescue Ltd [100.0%],"-22.127752, 117.767461",exact,Western Australia,Oceania,https://gem.wiki/Fortescue_Queens_Valley_(Solomon_Hub)_Mine,"308,000","890,000",unknown,unknown,2019,-22.127752,117.767461,33000
Australia,Frances Creek Mine,,unknown,mothballed,Linecrest Pty Ltd [100.0%],NT Bullion Pty Ltd [100.0%],"-13.597955, 131.851824",exact,Northern Territory,Oceania,https://gem.wiki/Frances_Creek_Mine,unknown,unknown,,,1967,-13.597955,131.851824,unknown
Australia,Gold Valley Wiluna West Mine,,"10,000",operating,Gold Valley West Wiluna Pty Ltd [100.0%],--,"-26.679789, 119.93837",exact,Western Australia,Oceania,https://gem.wiki/Gold_Valley_Wiluna_West_Mine,"69,200","130,300",unknown,unknown,2020,-26.679789,119.93837,10000
Australia,Gold Valley Yarram Mine,,"1,200",proposed,Gold Valley Iron and Manganese Pty Ltd [100.0%],CuFe Ltd [50.0%],"-12.980373, 130.981947",exact,Northern Territory,Oceania,https://gem.wiki/Gold_Valley_Yarram_Mine,unknown,"12,700",,,unknown,-12.980373,130.981947,1200
Australia,Grange Savage River Mine,,"2,500",operating,Grange Resources Ltd [100.0%],Grange Resources Ltd [100.0%],"-41.487982, 145.204429",exact,Tasmania,Oceania,https://gem.wiki/Grange_Savage_River_Mine,unknown,unknown,2640,unknown,1967,-41.487982,145.204429,2500
Australia,Grange Southdown Mine,,"5,000",proposed,Southdown Joint Venture [100.0%],Grange Resources Ltd [70.0%]; SRT Australia Pty Ltd [30.0%],"-34.496557, 118.695495",approximate,Western Australia,Oceania,https://gem.wiki/Grange_Southdown_Mine,"388,000","1,200,000",,,2026,-34.496557,118.695495,5000
Australia,Iron Road Central Eyre Mine,,"20,000",proposed,Iron Road Ltd [100.0%],Iron Road Ltd [100.0%],"-33.243800, 135.667700",exact,Western Australia,Oceania,https://gem.wiki/Iron_Road_Central_Eyre_Mine,unknown,unknown,,,unknown,-33.2438,135.6677,20000
Australia,Karara Mine,,"8,000",operating,Karara Mining Ltd [100.0%],Ansteel Group Co Ltd [52.2%]; Gindalbie Metals Ltd [47.8%],"-29.187500, 116.774400",exact,Western Australia,Oceania,https://gem.wiki/Karara_Mine,unknown,"1,854,000",unknown,7500,2003,-29.1875,116.7744,8000
Australia,KMG Ridges Mine,,unknown,mothballed,KMG Resources Pty Ltd [100.0%],--,"-16.599104, 128.273183",exact,Western Australia,Oceania,https://gem.wiki/KMG_Ridges_Mine,unknown,unknown,,,1995-10-22 00:00:00,-16.599104,128.273183,unknown
Australia,MinRes Carina (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-30.456400, 119.998700",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Carina_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,2011,-30.4564,119.9987,1333.3333333333333
Australia,MinRes Deception (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-29.849684, 119.271851",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Deception_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,2017,-29.849684,119.271851,1333.3333333333333
Australia,MinRes Iron Valley (Pilbara Hub) Mine,,"5,000",operating,Polaris Metals Pty Ltd [100.0%],Mineral Resources Ltd [100.0%],"-22.720100, 119.317100",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Iron_Valley_(Pilbara_Hub)_Mine,"68,300","173,300",5200,4900,2014,-22.7201,119.3171,5000
Australia,MinRes Koolyanobbing (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-30.833600, 119.538000",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Koolyanobbing_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,1950,-30.8336,119.538,1333.3333333333333
Australia,MinRes Lamb Creek Mine,,"10,000",proposed,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-21.669723, 123.378561",approximate,Western Australia,Oceania,https://gem.wiki/MinRes_Lamb_Creek_Mine,unknown,unknown,,,2026,-21.669723,123.378561,10000
Australia,MinRes Marillana Iron Ore Project Mine,,"20,000",proposed,Mineral Resources Ltd [50.0%]; Brockman Mining Ltd [50.0%],Mineral Resources Ltd [50.0%]; Brockman Mining Ltd [50.0%],"-22.917490, 119.791578",approximate,Western Australia,Oceania,https://gem.wiki/MinRes_Marillana_Iron_Ore_Project_Mine,unknown,unknown,,,2025,-22.91749,119.791578,20000
Australia,MinRes Mount Jackson (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-30.252251, 119.269782",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Mount_Jackson_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,2003,-30.252251,119.269782,1333.3333333333333
Australia,MinRes Onslow Project Ken's Bore Mine,,"35,000",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-22.055700, 116.195800",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Onslow_Project_Ken's_Bore_Mine,"537,000","820,000",,,2024-05-01 00:00:00,-22.0557,116.1958,35000
Australia,MinRes Parker Range (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-31.625567, 119.551124",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Parker_Range_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,2006,-31.625567,119.551124,1333.3333333333333
Australia,MinRes Windarling (Yilgarn Hub) Mine,,"1,333",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-30.017742, 119.280162",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Windarling_(Yilgarn_Hub)_Mine,unknown,unknown,1266.6666666666667,1446.3333333333333,2004,-30.017742,119.280162,1333.3333333333333
Australia,MinRes Wonmunna (Pilbara Hub) Mine,,"5,000",operating,Mineral Resources Ltd [100.0%],Mineral Resources Ltd [100.0%],"-23.122903, 119.049730",exact,Western Australia,Oceania,https://gem.wiki/MinRes_Wonmunna_(Pilbara_Hub)_Mine,unknown,unknown,5200,4900,2001,-23.122903,119.04973,5000
Australia,Mount Bevan Mine,,unknown,proposed,Legacy Iron Ore Ltd [42.0%]; Hancock Magnetite Holdings Pty Ltd [30.0%]; Hawthorn Resources Ltd [28.0%],Legacy Iron Ore Ltd [42.0%]; Hancock Prospecting Pty Ltd [30%]; Hawthorn Resources Ltd [28%],"-30.954998, 119.406031",approximate,Western Australia,Oceania,https://gem.wiki/Mount_Bevan_Mine,unknown,unknown,,,unknown,-30.954998,119.406031,unknown
Australia,Mt Gibson Iron Koolan Island Mine,,"4,000",operating,Mount Gibson Iron Ltd [100.0%],Mount Gibson Iron Ltd [100.0%],"-16.127500, 123.740200",exact,Western Australia,Oceania,https://gem.wiki/Mt_Gibson_Iron_Koolan_Island_Mine,"12,400","41,500",4000,1350,2006-12-21 00:00:00,-16.1275,123.7402,4000
Australia,Mt Gibson Iron Tallering Peak Mine,,"3,000",mothballed,Mount Gibson Iron Ltd [100.0%],Mount Gibson Iron Ltd [100.0%],"-28.111824, 115.61255",exact,Western Australia,Oceania,https://gem.wiki/Mt_Gibson_Iron_Tallering_Peak_Mine,"7,000",unknown,,,2003,-28.111824,115.61255,3000
Australia,Nathan River Roper Bar Mine,,"1,800",mothballed,Nathan River Resources Pty Ltd [100.0%],QBE Insurance Group Ltd,"-15.223000, 135.074000",exact,Northern Territory,Oceania,https://gem.wiki/Nathan_River_Roper_Bar_Mine,"86,000",unknown,,,2020,-15.223,135.074,1800
Australia,Northern Iron Warrego Mine,,unknown,proposed,Northern Iron Pty Ltd [100.0%],--,"-19.444800, 133.823700",exact,Northern Territory,Oceania,https://gem.wiki/Northern_Iron_Warrego_Mine,unknown,"2,920",,,2024,-19.4448,133.8237,unknown
Australia,Nullagine Mine,,unknown,mothballed,Nullagine Iron Ore JV [100.0%],--,"-22.092800, 119.835800",exact,Western Australia,Oceania,https://gem.wiki/Nullagine_Mine,"47,200","117,700",,,2003,-22.0928,119.8358,unknown
Australia,Paulsens East Mine,,"1,800",operating,Miracle Iron Holdings Pty Ltd [100.0%],Miracle Iron Holdings Pty Ltd [100.0%],"-22.567456, 116.350237",exact,Western Australia,Oceania,https://gem.wiki/Paulsens_East_Mine,"6,200","15,800",0,66.681,2022,-22.567456,116.350237,1800
Australia,Peak Iron Buzzard Mine,,"3,000",operating,Central Iron Pty Ltd [100.0%],Peak Iron Mines Pty Ltd [100.0%],"-29.995743, 135.152700",exact,South Australia,Oceania,https://gem.wiki/Peak_Iron_Buzzard_Mine,"13,800","18,980",,,2024,-29.995743,135.1527,3000
Australia,Peak Iron Peculiar Knob Mine,,"2,400",operating,Southern Iron Pty Ltd [100.0%],Peak Iron Mines Pty Ltd [100.0%],"-29.586813, 135.382648",exact,South Australia,Oceania,https://gem.wiki/Peak_Iron_Peculiar_Knob_Mine,unknown,"4,000",2400,2400,2020,-29.586813,135.382648,2400
Australia,Rhodes Ridge Mine,,"40,000",proposed,Rio Tinto Ltd [50.0%]; Wright Prospecting Pty Ltd [50.0%],Rio Tinto Ltd [50.0%]; Wright Prospecting Pty Ltd [50.0%],"-23.096912, 119.366309",exact,Western Australia,Oceania,https://gem.wiki/Rhodes_Ridge_Mine,unknown,"6,800,000",,,2031,-23.096912,119.366309,40000
Australia,Riley Creek Mine,,unknown,mothballed,Goldvalley Brown Stone Pty Ltd [100.0%],--,"-41.740193, 145.416323",exact,Tasmania,Oceania,https://gem.wiki/Riley_Creek_Mine,"1,600",unknown,,,unknown,-41.740193,145.416323,unknown
Australia,Rio Tinto Brockman 2 (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.420278, 117.350066",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Brockman_2_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,1992,-22.420278,117.350066,21830.000000000004
Australia,Rio Tinto Brockman 4 (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.598300, 117.220400",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Brockman_4_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,2010,-22.5983,117.2204,21830.000000000004
Australia,Rio Tinto Channar (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-23.299400, 117.788600",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Channar_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,1990,-23.2994,117.7886,21830.000000000004
Australia,Rio Tinto Eastern Range Mine,,"20,000",operating,Rio Tinto Ltd [54.0%]; China Baowu Steel Group Co Ltd [46.0%],Rio Tinto Ltd [54.0%]; China Baowu Steel Group Co Ltd [46.0%],"-23.241000, 117.657200",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Eastern_Range_Mine,"140,111","1,361,333",unknown,unknown,2002,-23.241,117.6572,20000
Australia,Rio Tinto Gudai-Darri (Hamersley) Mine,,"43,000",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.555900, 119.023900",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Gudai-Darri_(Hamersley)_Mine,"140,111","1,361,333",43000,unknown,2022,-22.5559,119.0239,43000
Australia,Rio Tinto Hope Downs 1 Mine,,"30,000",operating,Rio Tinto Ltd [50.0%]; Hancock Prospecting Pty Ltd [50.0%],Rio Tinto Ltd [50.0%]; Hancock Prospecting Pty Ltd [50.0%],"-22.960914, 119.126354",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Hope_Downs_1_Mine,"137,400","1,178,600",30988,32566.66666666667,2007,-22.960914,119.126354,30000
Australia,Rio Tinto Hope Downs 4 Mine,,"15,000",operating,Rio Tinto Ltd [50.0%]; Hancock Prospecting Pty Ltd [50.0%],Rio Tinto Ltd [50.0%]; Hancock Prospecting Pty Ltd [50.0%],"-23.153296, 119.530323",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Hope_Downs_4_Mine,"140,111","1,361,333",15494,16283.333333333336,unknown,-23.153296,119.530323,15000
Australia,Rio Tinto Marandoo (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.638100, 118.138600",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Marandoo_(Hamersley)_Mine,"137,400","1,178,600",18290,21830.000000000004,1994,-22.6381,118.1386,21830.000000000004
Australia,Rio Tinto Mesa A (Robe Valley) Mine,,"25,000",operating,Rio Tinto Ltd [53.0%]; Mitsui Iron Ore Development Pty Ltd [33.0%]; Nippon Steel Corp [14.0%],Rio Tinto Ltd [53.0%]; Mitsui & Co Ltd [33.0%]; Nippon Steel Corp [14.000000000000002%],"-21.670000, 115.904000",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Mesa_A_(Robe_Valley)_Mine,"188,666","2,771,666",22782.8125,19967.1875,2010-06-30 00:00:00,-21.67,115.904,25000
Australia,Rio Tinto Mesa J (Robe Valley) Mine,,"7,000",operating,Rio Tinto Ltd [53.0%]; Mitsui Iron Ore Development Pty Ltd [33.0%]; Nippon Steel Corp [14.0%],Rio Tinto Ltd [53.0%]; Mitsui & Co Ltd [33.0%]; Nippon Steel Corp [14.000000000000002%],"-21.750000, 116.242200",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Mesa_J_(Robe_Valley)_Mine,"188,666","2,771,666",6379.1875,5590.8125,2010-06-30 00:00:00,-21.75,116.2422,7000
Australia,Rio Tinto Mount Tom Price (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.766229, 117.771934",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Mount_Tom_Price_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,1966,-22.766229,117.771934,21830.000000000004
