gem-terminal-id,gem-unit/phase-id,parent-port-name,country/area,coal-terminal-name,coal-terminal-name-(detail-or-other),capacity-(mt),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,region,url,capacity_mt_display
T1245,T01245,Port of Amsterdam,Netherlands,OBA Bulk Terminal,"Main Terminal, ACP Terminal, Terminal North",22,operating,1954,,Exact,"HES International (74.9%), Oxbow (25.1%)",52.41061549,4.819094993,North Holland,Europe,https://www.gem.wiki/OBA_Bulk_Terminal,22
T1248,T01248,Port of Eemshaven,Netherlands,Port of Eemshaven Coal Terminal,"Wilhelminahaven, Wilhelminaharbour, Groningen Seaports",3.3,operating,,,Exact,Groningen Seaports,53.443539,6.850046,Groningen,Europe,https://www.gem.wiki/Port_of_Eemshaven,3.3
T1417,T01417,Port of Rotterdam,Netherlands,Rotterdam Bulk Terminal,"Vulcaanhaven, Vlaardingen, RBT",3,retired,1999,2019,Exact,HES International,51.905657,4.365459,South Holland,Europe,https://www.gem.wiki/Rotterdam_Bulk_Terminal,3
T1252,T01252,North Sea Port,Netherlands,Terneuzen Port Coal Terminal,"Zeeland Seaports, OVET Terneuzen (Massagoedharbour)",14,operating,,,Exact,North Sea Port,51.309715,3.836734,Zeeland,Europe,https://www.gem.wiki/North_Sea_Port,14
T1253,T01253,Vlissengen (Flushing) Port,Netherlands,Vlissengen (Flushing) Port Coal Terminal,"Zeeland Seaports, OVET Vlissengen (Kalootharbour)",22,operating,,,Exact,North Sea Port,51.446742,3.702646,Zeeland,Europe,https://www.gem.wiki/North_Sea_Port,22
T1254,T01389,Lyttelton Port of Christchurch,New Zealand,Lyttelton Port of Christchurch Coal Terminal,,2.5,cancelled,,,Exact,Lyttelton Port Company,-43.606064,172.733266,Canterbury,Oceania,https://www.gem.wiki/Lyttelton_Port_of_Christchurch,2.5
T1254,T01254,Lyttelton Port of Christchurch,New Zealand,Lyttelton Port of Christchurch Coal Terminal,,2.5,operating,,,Exact,Lyttelton Port Company,-43.606064,172.733266,Canterbury,Oceania,https://www.gem.wiki/Lyttelton_Port_of_Christchurch,2.5
T1256,T01256,Port of Tauranga,New Zealand,Port of Tauranga Coal Terminal,Mount Maunganui Wharf,1,operating,2004,,Exact,Port of Tauranga Limited,-37.650314,176.185813,Bay of Plenty Region,Oceania,https://www.gem.wiki/Port_of_Tauranga,1
T1255,T01255,Port Taranaki,New Zealand,Port Taranaki Coal Terminal,,5,operating,,,Exact,Port Taranaki Limited,-39.054168,174.03663,Taranaki,Oceania,https://www.gem.wiki/Port_Taranaki,5
T1257,T01257,Port of Westport,New Zealand,Westport Harbour Coal Terminal,Buller Coal Port,2,operating,,,Exact,Westport Harbour Limited,-41.74623,171.594855,West Coast,Oceania,https://www.gem.wiki/Westport_Harbour,2
T1258,T01258,Chongjin Port,North Korea,Chongjin Port Coal Terminal,,*,operating,,,Approximate,,41.7816,129.8204,North Hamgyong,Asia,https://www.gem.wiki/Chongjin_Port,
T1259,T01259,Nampo Port,North Korea,Nampo Port Coal Terminal,"Nampho Port, Namp'o Port",*,operating,,,Exact,,38.727082,125.415454,South Pyongan,Asia,https://www.gem.wiki/Nampo_port,
T1260,T01260,Rajin Port,North Korea,Rason Port Coal Terminal,Rajin Port,5,operating,2014,,Exact,"RasonConTrans, Committee of External Economic Cooperation",42.344444,130.384444,Kwanbuk,Asia,https://www.gem.wiki/Rason_Port,5
T1261,T01261,Ryongchon Port,North Korea,Ryongchon Port Coal Terminal,,*,operating,2018,,Exact,,39.922064,124.316558,North Pyongan,Asia,https://www.gem.wiki/Ryongchon_Port,
T1262,T01262,Sunchon Port,North Korea,Sunchon Port Coal Terminal,,*,operating,2017,,Approximate,,39.42,125.93,South Pyongan,Asia,https://www.gem.wiki/Sunchon_Port,
T1391,T01391,Gwadar Port,Pakistan,Gwadar Port Coal Terminal,,0.86,operating,2008,,Exact,"CPI, Hubco",25.1079845,62.3466396,Balochistan,Asia,https://www.gem.wiki/Gwadar_Port,0.86
T1266,T01266,Port Qasim,Pakistan,Huaneng Fuyun Coal Terminal,"Huaneng Fuyun Port & Shipping (PVT) Ltd. MW 3 & 4 Coal Terminal, Sahiwal Coal Terminal",15.12,operating,2017,,Exact,Huaneng Fuyun Port & Shipping (Pvt) Ltd,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim#Huaneng_Fuyun_Coal_Terminal,15.12
T1263,T01263,Port Qasim,Pakistan,Iron Ore and Coal Berth Terminal,"IOCB, بندر گاہ محمد بن قاسم ,Port Muhammad Bin Qasim",3.03,operating,1980,,Exact,,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim,3.03
T1267,T01267,Karachi Port,Pakistan,Karachi Port Coal Terminal,Keamari Coal Terminal,0,operating,,,Exact,Karachi Port Trust,24.84,66.98,Karachi,Asia,https://www.gem.wiki/Karachi_Port,0
T1265,T01265,Port Qasim,Pakistan,Pakistan International Bulk Terminal,PIBT,12,operating,2017,,Exact,Marine Group of Companies,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Pakistan_International_Bulk_Terminal,12
T1265,T01390,Port Qasim,Pakistan,Pakistan International Bulk Terminal,PIBT,4,shelved,2023,,Exact,Marine Group of Companies,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Pakistan_International_Bulk_Terminal,4
T1264,T01264,Port Qasim,Pakistan,PQEPC Coal Terminal,"Port Qasim Electric Power Company Coal Terminal, Port Qasim EPC Coal Terminal",4,operating,2017,,Exact,Port Qasim Electric Power Company,24.7845,67.36939,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim_EPC_power_station,4
T1268,T01268,,Philippines,Cadiz City Coal Terminal,,*,operating,,,Exact,Sparkling Commondities,10.94143733,123.3159686,Cadiz City,Asia,https://www.gem.wiki/Cadiz_City_coal_terminal,
T1271,T01271,Gdansk Port,Poland,Gdansk Port Coal Terminal,,60,operating,,,Exact,Gdańsk Seaport Authority,54.39485038,18.69490839,Pomeranian,Europe,https://www.gem.wiki/Port_of_Gdansk,60
T1270,T01270,Port of Gdynia,Poland,Port of Gdynia Coal Terminal,,3,operating,,,Exact,Port of Gdynia Authority SA,54.53035257,18.54561555,Pomeranian,Europe,https://www.gem.wiki/Port_of_Gdynia,3
T1269,T01269,SzczecinSwinoujscie Port,Poland,Szczecin-Swinoujscie Port Coal Terminal,,33,operating,1973,,Exact,Szczecin and Swinoujscie Seaports Authority SA,53.9093736,14.27835613,Pomeranian,Europe,https://www.gem.wiki/Port_of_Szczecin-Swinoujscie,33
T1272,T01272,Port of Constanta,Romania,Port of Constanta Coal Terminal,Constantza,27,operating,,,Exact,Archer Daniels Midland,44.13748181,28.64539353,Constanta,Europe,https://www.gem.wiki/Port_of_Constanta,27
T1276,T01276,Port of Nakhodka,Russia,Attis Coal Terminal,,2.5,operating,1991,,Exact,Attis Enterprise LLC,42.79551751,132.8886146,Nakhodka,Europe,https://www.gem.wiki/Attis_coal_terminal,2.5
T1397,T01397,Vladivostok Port,Russia,Aurora Coal Terminal,,25,proposed,2030,,Exact,Aurora Sea Port LLC,42.89387164,132.3059412,Primorsky,Europe,https://www.gem.wiki/Aurora_coal_terminal,25
T1284,T01394,Beringovsky Port,Russia,Beringovsky Coal Terminal,,1,construction,2027,,Exact,Port Ugolny LLC ,63.06388916,179.3671366,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Beringovsky_coal_terminal,1
T1284,T01284,Beringovsky Port,Russia,Beringovsky Coal Terminal,,1,operating,,,Exact,Port Ugolny LLC ,63.06388916,179.3671366,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Beringovsky_coal_terminal,1
T1441,T01441,Vanino Port,Russia,Cape Burny Terminal,Tuva Energy Industrial Corporation (TEIC),15,shelved,,,Approximate,Tuva Energy Industry Corporation JSC,49.085,140.271667,Khabarovsk,Europe,https://www.gem.wiki/Cape_Burny_Terminal,15
T1398,T01398,Vostochny Port,Russia,Coalstar Marine Terminal,,17,proposed,2030,,Exact,Coalstar Marine Terminal LLC,42.74718946,133.0854714,Primorsky,Europe,https://www.gem.wiki/Coalstar_Marine_Terminal,17
T1285,T01285,Port of Nakhodka,Russia,Dalmormontazh Coal Terminal,,2.4,operating,,,Exact,Dalmormontazh JSC ,42.82266782,132.8962907,Primorsky,Europe,https://www.gem.wiki/Dalmormontazh_coal_terminal,2.4
T1440,T01440,Port of Dalian,Russia,Dalniy Port Coal Terminal,,30,cancelled,,,Approximate,Port Dalniy LLC,49.068382,140.3221233,Khabarovsk,Europe,https://www.gem.wiki/Dalniy_Port,30
T1279,T01393,Vanino Port,Russia,Daltransugol Coal Terminal,Vanino Bulk Terminal,7,construction,2025,,Exact,Daltransugol JSC ,49.10423927,140.3469464,Khabarovsk,Europe,https://www.gem.wiki/Daltransugol_coal_terminal,7
T1279,T01279,Vanino Port,Russia,Daltransugol Coal Terminal,Vanino Bulk Terminal,33,operating,2008,,Exact,Daltransugol JSC ,49.10423927,140.3469464,Khabarovsk,Europe,https://www.gem.wiki/Daltransugol_coal_terminal,33
T1281,T01281,Vostochny Port,Russia,East Ural Coal Terminal,Vostochno-Uralskiy ,5,operating,2012,,Exact,VostochnoUralskiy Terminal LLC,42.73339586,133.0707173,Primorsky,Europe,https://www.gem.wiki/East_Ural_coal_temrinal,5
T2015,T01367,Kandalaksha Port,Russia,Kandalaksha Port Coal Terminal,,1.5,operating,,,Exact,Kandalaksha Commercial Seaport LLC,67.13784419,32.41418858,Murmansk,Europe,https://www.gem.wiki/Kandalaksha_Port_Coal_Terminal,1.5
T1061,T01061,Murmansk Transport Hub,Russia,Lavna Coal Terminal,,18,construction,2025,,Exact,Commercial Sea Port Lavna LLC,69.03399985,33.01631416,Murmansk,Europe,https://www.gem.wiki/Lavna_coal_terminal,18
T11404,T11404,Port of UstLuga,Russia,Lugaport Terminal ,UTT Ust-Luga,6.3,construction,2025,,Approximate,UstLuga Universal Trading Terminal LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,6.3
T11404,T11403,Port of UstLuga,Russia,Lugaport Terminal ,UTT Ust-Luga,17,operating,2023,,Approximate,UstLuga Universal Trading Terminal LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,17
T1277,T01277,Vostochny Port,Russia,Maly Port Coal Terminal,Small Port,4,operating,1992,,Exact,Stevedoring Company Maly Port LLC,42.74738318,133.0809274,Primorsky,Europe,https://www.gem.wiki/Maly_Port,4
T1275,T01275,Port of Nakhodka,Russia,Nakhodka Commercial Sea Port,Formerly EVRAZ Nakhodka Trade Sea Port,12,operating,1947,,Exact,Nakhodka Commercial Sea Port JSC ,42.80789528,132.895149,Nakhodka,Europe,https://www.gem.wiki/EVRAZ_Nakhodka_Trade_Sea_Port,12
T2026,T11405,Port of UstLuga,Russia,NKT Coal Terminal ,Yug-2,9,retired,2011,2023,Exact,New Communal Technologies LLC ,59.67132199,28.42173017,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,9
T1064,T01064,Vanino Port,Russia,Port Elga Coal Terminal,Chumikan,30,construction,2025,,Exact,Elga Port LLC,55.11320076,135.7058552,Khabarovsk,Europe,https://www.gem.wiki/Port_Elga_coal_terminal,30
T1064,T11406,Vanino Port,Russia,Port Elga Coal Terminal,Chumikan,20,proposed,2027,,Exact,Elga Port LLC,55.11320076,135.7058552,Khabarovsk,Europe,https://www.gem.wiki/Port_Elga_coal_terminal,20
T1287,T01287,Port Mechel Temryuk,Russia,Port Mechel Temryuk Coal Terminal,,2.5,operating,,,Exact,Port MechelTemryuk LLC,45.32543013,37.37323936,Krasnodar,Europe,https://www.gem.wiki/Port_Mechel_Temryuk,2.5
T1286,T01286,Port of Azov,Russia,Port of Azov Coal Terminal,,1.5,operating,,,Exact,Azov Seaport LLC ,47.11977589,39.41173326,Rostov,Europe,https://www.gem.wiki/Port_of_Azov,1.5
T1399,T01399,Port of Indiga,Russia,Port of Indiga Coal Terminal,,8.6,proposed,2028,,Approximate,AEON Infrastructure Corporation,67.526111,47.854722,Nenets Autonomous Okrug,Europe,https://www.gem.wiki/Port_of_Indiga,8.6
T1399,T11399,Port of Indiga,Russia,Port of Indiga Coal Terminal,,21.4,proposed,,,Approximate,AEON Infrastructure Corporation,67.526111,47.854722,Nenets Autonomous Okrug,Europe,https://www.gem.wiki/Port_of_Indiga,21.4
T1278,T01278,Port of Murmansk,Russia,Port of Murmansk Coal Terminal,,18,operating,1994,,Exact,Murmansk Commercial Sea Port JSC,68.9725,33.046111,Murmansk,Europe,https://www.gem.wiki/Port_of_Murmansk,18
T1293,T01293,Port of Tuapse,Russia,Port of Tuapse Coal Terminal,,4,operating,1992,,Exact,Tuapse Commercial Seaport LLC,44.09388987,39.06226722,Krasnodar,Europe,https://www.gem.wiki/Port_of_Tuapse,4
T1288,T01288,Port of Yeysk,Russia,Port of Yeysk Coal Terminal,,1,operating,,,Exact,Yeisk Sea Port JSC,46.72712136,38.27696892,Krasnodar,Europe,https://www.gem.wiki/Port_of_Yeysk,1
T1292,T01292,Port Posiet,Russia,Port Posiet Coal Terminal,,9,operating,,,Exact,Commercial Port Posiet JSC,42.64904719,130.80751,Primorsky,Europe,https://www.gem.wiki/Port_Posiet,9
T1292,T01395,Port Posiet,Russia,Port Posiet Coal Terminal,,6,proposed,,,Exact,Commercial Port Posiet JSC,42.64904719,130.80751,Primorsky,Europe,https://www.gem.wiki/Port_Posiet,6
T1273,T01273,Port Taman,Russia,Port Taman Dry Bulk Terminal,Oteko terminal,50,operating,2018,,Exact,Oteko Portservis LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/Port_Taman_Dry_Bulk_Terminal,50
T1273,T11273,Port Taman,Russia,Port Taman Dry Bulk Terminal,Oteko Terminal,22,proposed,,,Exact,Oteko Portservis LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/Port_Taman_Dry_Bulk_Terminal,22
T1365,T11365,,Russia,Prime Coal Terminal,,16,cancelled,2027,,Approximate,NAO Prime,-,-,,Europe,https://www.gem.wiki/Prime_Coal_Terminal,16
T1063,T01063,,Russia,Primorsk Coal Terminal,,25,shelved,2025,,Exact,Primorsk Universal Port Complex LLC,60.34141982,28.69873931,Vyborg,Europe,https://www.gem.wiki/Primorsk_coal_terminal,25
T2038,T01370,Port Taman,Russia,RMP Taman Dry Bulk Terminal,,25,shelved,,,Approximate,RMP Taman LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/RMP-Taman_Dry_Bulk_Terminal,25
T1294,T01294,Port of UstLuga,Russia,Rosterminalugol Coal Terminal,,27,operating,1996,,Exact,Rosterminalugol JSC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,27
T1280,T01280,Rostov Port,Russia,Rostov Port Coal Terminal,,3,operating,,,Exact,,47.18272423,39.65033609,Rostov,Europe,https://www.gem.wiki/Rostov_Port,3
T1027,T01027,Rostov Port,Russia,Rostov Universal Port Coal Terminal,,13.5,cancelled,,,Exact,Rostov Universal Port LLC,47.18272423,39.65033609,Rostov,Europe,https://www.gem.wiki/Rostov_Port,13.5
T1028,T01028,Vostochny Port,Russia,Sever Terminal,,20,construction,,,Exact,Private individuals,42.74134946,133.0307847,Khabarovsk,Europe,https://www.gem.wiki/Sever_Terminal,20
T11369,T11369,Port of Shakhtersk,Russia,Shakhtersk Coal Terminal,,7,construction,2026,,Exact,Coal Seaport of Shakhtersk LLC,49.16182618,142.0546927,Sakhalin,Europe,https://www.gem.wiki/Shakhtersk_Coal_Terminal,7
T11369,T11368,Port of Shakhtersk,Russia,Shakhtersk Coal Terminal,,13,operating,2000,,Exact,Coal Seaport of Shakhtersk LLC,49.16182618,142.0546927,Sakhalin,Europe,https://www.gem.wiki/Shakhtersk_Coal_Terminal,13
T1060,T01060,,Russia,Sukhodol Coal Terminal,,12,operating,2024,,Exact,Seaport Sukhodol LLC,43.22958812,132.3194386,Primorsky,Europe,https://www.gem.wiki/Sukhodol_Terminal,12
T1060,T01396,,Russia,Sukhodol Coal Terminal,,8,proposed,,,Exact,Seaport Sukhodol LLC,43.22958812,132.3194386,Primorsky,Europe,https://www.gem.wiki/Sukhodol_Terminal,8
T1290,T01290,Port of Nakhodka,Russia,Terminal Astafiev,,4,operating,,,Exact,Astafiev Terminal JSC,42.79842582,132.8920263,Primorsky,Europe,https://www.gem.wiki/Terminal_Astafiev,4
T2050,T11408,Port of UstLuga,Russia,ULCT Terminal,Ust-Luga Container Terminal ,3,operating,2018,,Exact,Global Ports Group,59.66941071,28.40042661,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,3
T2051,T11366,Port of UstLuga,Russia,Ultramar Terminal,,37,operating,2021,,Exact,Ultramar LLC,59.77967638,28.45979611,Leningrad,Europe,https://www.gem.wiki/Ultramar_Terminal,37
T2052,T11409,Port of UstLuga,Russia,UPK Coal Terminal ,,5,operating,2008,,Approximate,Universal Transhipment Complex LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga,5
T1274,T01274,Vanino Port,Russia,Vanino Commercial Seaport,Port Vanino,5,operating,1943,,Exact,Vanino Commercial Sea Port JSC ,49.08498972,140.2705296,Khabarovsk,Europe,https://www.gem.wiki/Vanino_Commercial_Sea_Port,5
T1062,T01062,Vanino Port,Russia,VaninoTransUgol Coal Terminal,,12,construction,2025,,Exact,VaninoTransUgol JSC,49.13156821,140.343773,Khabarovsk,Europe,https://www.gem.wiki/VaninoTransUgol_coal_terminal,12
T1062,T01282,Vanino Port,Russia,VaninoTransUgol Coal Terminal,,12,operating,2020,,Exact,VaninoTransUgol JSC,49.13156821,140.343773,Khabarovsk,Europe,https://www.gem.wiki/VaninoTransUgol_coal_terminal,12
T1283,T01283,Vladivostok Port,Russia,Vera Port Coal Terminal,,9,operating,2019,,Exact,Port Vera LLC,42.95682538,132.2946028,Primorsky,Europe,https://www.gem.wiki/Vera_Port,9
T1283,T11283,Vladivostok Port,Russia,Vera Port Coal Terminal,,11,shelved,,,Exact,Port Vera LLC,42.95682538,132.2946028,Primorsky,Europe,https://www.gem.wiki/Vera_Port,11
T1289,T01289,Vladivostok Port,Russia,Vladivostok Port Coal Terminals,,3,operating,,,Exact,"Vladivostok Commercial Sea Port, Vladmorrybport OJSC ",43.10049534,131.8788676,Primorsky,Europe,https://www.gem.wiki/Vladivostok_Port,3
T1418,T01418,Vostochny Port,Russia,Vostochnaya Coal Terminal,,2,proposed,2011,,Exact,Vostochnaya Stevedoring Company (VSK),42.73537599,133.0838119,Primorsky,Europe,https://www.gem.wiki/Vostochnaya_Coal_Terminal,2
T1295,T01295,Vostochny Port,Russia,Vostochny Port Coal Terminal,,58,operating,,,Exact,Vostochny Port JSC,42.7475,133.068333,Primorsky,Europe,https://www.gem.wiki/Vostochny_Port,58
T1291,T01442,Vysotsk Port,Russia,Vysotsk Port Coal Terminal,,15,cancelled,,,Exact,LUKOIL PJSC,60.61806073,28.56340153,Vysotsky Island,Europe,https://www.gem.wiki/Vysotsk_Port,15
T1291,T01291,Vysotsk Port,Russia,Vysotsk Port Coal Terminal,,8,operating,,,Exact,Port Vysotsky LLC,60.61806073,28.56340153,Vysotsky Island,Europe,https://www.gem.wiki/Vysotsk_Port,8
T1392,T01392,Yenisey Seaport,Russia,Yenisey Seaport Coal Terminal,"Taymyr, Chaika, Severnaya Zvezda",5,construction,2024,,Exact,Severnaya Zvezda LLC,72.84872086,80.84824207,Krasnoyarsk,Europe,https://www.gem.wiki/Yenisey_Seaport,5
T1392,T11392,Yenisey Seaport,Russia,Yenisey Seaport Coal Terminal,"Taymyr, Chaika, Severnaya Zvezda",5,proposed,,,Exact,Severnaya Zvezda LLC,72.84872086,80.84824207,Krasnoyarsk,Europe,https://www.gem.wiki/Yenisey_Seaport,5
T2017,T11371,Port of Kopler,Slovenia,Kopler Iron Ore and Coal Terminal,,0.4,operating,,,Exact,"Republic of Slovenia (51%), Others (49%)",45.550056,13.725778,Slovenian Istria,Europe,https://www.gem.wiki/Kopler_Iron_Ore_and_Coal_Terminal,0.4
T1296,T01296,Port of Durban,South Africa,Durban Coal Port,Bluff Coaling Terminal; Bluff Mechanical Appliances; Durban Bulk Shipping,1.9,operating,,,Exact,Bidvest Group,-29.87933535,31.05241956,KwaZulu-Natal,Africa,https://www.gem.wiki/Durban_Coal_Port,1.9
T1031,T01031,Port of Richards Bay,South Africa,Navitrade Terminal,RBT Grindrod Terminal,14,cancelled,,,Exact,Grindrod Limited,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Navitrade_Terminal,14
T1031,T01297,Port of Richards Bay,South Africa,Navitrade Terminal,RBT Grindrod Terminal,6.1,operating,,,Exact,Grindrod Limited,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Navitrade_Terminal,6.1
T1030,T01030,Port of East London,South Africa,Port of East London Coal Terminal,Port Rex,2,cancelled,,,Exact,London Commodity Brokers,-33.026656,27.916002,Eastern Cape,Africa,https://www.gem.wiki/Port_of_East_London,2
T1029,T01029,Port of Ngqura,South Africa,Port of Ngqura Terminals,Port of Coega,*,cancelled,,,Exact,Transnet National Ports Authority,-33.799272,25.685195,Eastern Cape,Africa,https://www.gem.wiki/Port_of_Ngqura,
T1032,T01032,Port of Richards Bay,South Africa,Richards Bay Coal Terminal,RBCT,19,cancelled,,,Exact,Richards Bay Coal Terminal Company,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Richards_Bay_Coal_Terminal,19
T1032,T01298,Port of Richards Bay,South Africa,Richards Bay Coal Terminal,RBCT,91,operating,,,Exact,Richards Bay Coal Terminal Company,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Richards_Bay_Coal_Terminal,91
T1299,T01299,,South Korea,Busan Port Coal Terminal,Pusan Port,298,operating,,,Exact,Busan Port Authority,35.103889,129.078889,Gyeongsang,Asia,https://www.gem.wiki/Busan_Port,298
T1372,T01372,,South Korea,Dangjin Coal Terminal,,*,operating,,,Exact,KEPCO,37.05513,126.5122247,South Chungcheong,Asia,https://www.gem.wiki/Dangjin_Coal_Terminal,
T1301,T01400,Donghae Port,South Korea,Donghae Port Coal Terminal,Tonghae Port,*,construction,2030,,Exact,GS Global Consortium,37.487291,129.150385,Gangwon,Asia,https://www.gem.wiki/Donghae_Port,
T1301,T01301,Donghae Port,South Korea,Donghae Port Coal Terminal,Tonghae Port,23,operating,,,Exact,Donghae Regional Maritime Affairs and Fisheries Office,37.487291,129.150385,Gangwon,Asia,https://www.gem.wiki/Donghae_Port,23
T1302,T01302,Gunsan Port,South Korea,Gunsan Port Coal Terminal,Kunsan Port,28,operating,,,Exact,Gunsan District Maritime and Port Authority,35.983333,126.716667,North Jeolla,Asia,https://www.gem.wiki/Gunsan_Port,28
T1303,T01303,Gwangyang Port,South Korea,Gwangyang Port Coal Terminal,"Yeosu Coal Port, Honam Coal Port, Nakpo coal port, Raw Material and CTS terminal",25.5,operating,,,Exact,Yeosu Gwangyang Port Authority,34.91525764,127.6811615,South Jeolla,Asia,https://www.gem.wiki/Gwangyang_Port,25.5
T1304,T01304,Incheon Port,South Korea,Incheon Port Coal Terminal,,15.3,operating,,,Exact,Incheon Port Authority,37.4601,126.6249,Gyeonggi,Asia,https://www.gem.wiki/Incheon_Port,15.3
T1401,T01401,Mokpo Port,South Korea,Mokpo Port Coal Terminal,,*,proposed,,,Approximate,Mokpo Regional Maritime Affairs and Port Office,34.7589,126.38,South Jeolla,Asia,https://www.gem.wiki/Mokpo_Port,
T1300,T01300,Mukho Port,South Korea,Mukho Port Coal Terminal,Mukho Hang,6.3,operating,,,Approximate,Donghae Regional Maritime Affairs and Fisheries Office,37.547945,129.114748,Gangwon,Asia,https://www.gem.wiki/Mukho_Port,6.3
T1305,T01305,Pohang Port,South Korea,Pohang Port Coal Terminal,Shinhang,57,operating,,,Exact,Pohang Regional Oceans & Fisheries Administration,36.022211,129.398415,North Gyeongsang,Asia,https://www.gem.wiki/Pohang_Port,57
T1306,T01306,Samcheonpo Port,South Korea,Samcheonpo Port Coal Terminal,Sacheon Port,7.2,operating,,,Exact,KEPCO,34.90844198,128.1065034,South Gyeongsang,Asia,https://www.gem.wiki/Samcheonpo_Port,7.2
T1419,T01419,Mokpo Port,South Korea,Samhak Coal Terminal,Samhakdo Terminal,1.4,retired,1985,,Approximate,Mokpo Regional Maritime Affairs and Port Office,34.7589,126.38,South Jeolla,Asia,https://www.gem.wiki/Mokpo_Port,1.4
T1307,T01307,Ulsan Port,South Korea,Ulsan Port Coal Terminal,,1.36,operating,,,Exact,Ulsan Regional Maritime Affairs and Fisheries Office,35.511065,129.38275,Gyeongsang,Asia,https://www.gem.wiki/Ulsan_Port,1.36
T1309,T01309,Port of A Coruna,Spain,Port of A Coruna Coal Terminal,,0.45,operating,,,Exact,,43.358611,-8.391667,A Coruna,Europe,https://www.gem.wiki/Port_of_A_Coruna_Coal_Terminal,0.45
T1308,T01308,Port of Gijon,Spain,Port of Gijon Coal Terminal,,2,operating,,,Exact,European Bulk Handling Installation (EBHI,43.566305,-5.691745,Asturias,Europe,https://www.gem.wiki/Port_of_Gijon_Coal_Terminal,2
T1310,T01310,Port of Kaohsiung,Taiwan,Kaohsiung Port Coal Terminal,,10,operating,,,Exact,Taiwan International Ports Corporation,22.613333,120.279167,Kaohsiung,Asia,https://www.gem.wiki/Kaohsiung_Port,10
T1373,T11373,Port of Hualien,Taiwan,Port of Hualien Coal Terminal,,*,operating,,,Exact,,23.976051,121.626301,,Asia,https://www.gem.wiki/Port_of_Hualien_Coal_Terminal,
T1311,T01311,Taichung Port,Taiwan,Taichung Port Coal Terminal,,105.4,operating,1973,,Exact,Taiwan International Ports Corporation,24.294528,120.490917,Taichung,Asia,https://www.gem.wiki/Taichung_Port,105.4
T1312,T01312,Taipei Port,Taiwan,Taipei Port Coal Terminal,,27.9,operating,1998,,Exact,Keelung Harbor Authority,25.161561,121.352142,Bali,Asia,https://www.gem.wiki/Taipei_Port,27.9
T1443,T01443,,Thailand,Ban Klong Rua Coal Port,,*,cancelled,,,Exact,EGAT,8.059167,98.918889,Krabi,Asia,https://www.gem.wiki/Ban_Klong_Rua_coal_port,
T2016,T01374,Ko Si Chang Anchorage Port,Thailand,Ko Si Chang Anchorage Coal Terminal,,14,operating,,,Exact,,13.150577,100.817486,,Asia,https://www.gem.wiki/Ko_Si_Chang_Anchorage_Coal_Terminal,14
T1375,T01375,Map Ta Phut Industrial Port,Thailand,Map Ta Phut Industrial Coal Terminal,,5,operating,,,Exact,,12.641153,101.158645,Mueang Rayong,Asia,https://www.gem.wiki/Map_Ta_Phut_Industrial_Coal_Terminal,5
T2010,T11314,Port of Karadeniz Ereğli or ErPort,Türkiye,Erdemir Port Coal Terminal,,20,operating,,,Exact,Turkish State Coal Mining Co.,41.26468794,31.41083617,Karadeniz Ereğli,Asia,https://www.gem.wiki/Erdemir_Port,20
T1313,T01313,,Türkiye,Zonguldak TTK Port Coal Terminal,,2,operating,,,Exact,TTK Transport Management Directorate,41.45443674,31.78364358,Zonguldak,Asia,https://www.gem.wiki/Zonguldak_TTK_Port,2
T1316,T01316,Berdyansk Port,Ukraine,Berdyansk Port Coal Terminal,,1.46,mothballed,,,Exact,Berdyansk Commercial Sea Port,46.7509766,36.7767334,Zaporozhye,Europe,https://www.gem.wiki/Berdyansk_Port,1.46
T1315,T11315,Port of Izmail,Ukraine,Port of Izmail Coal Terminal,,1,operating,,,Exact,State Enterprise Izmail Sea Trade Por,45.31861437,28.85330869,Izmail,Europe,https://www.gem.wiki/Port_of_Izmail,1
