gem-terminal-id,gem-unit/phase-id,parent-port-name,country/area,coal-terminal-name,coal-terminal-name-(detail-or-other),capacity-(mt),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,region,url,capacity_mt_display
T1067,T01067,Port of Kerch,Ukraine,Port of Kerch Coal Terminal,,2.5,operating,,,Exact,State Unitary Enterprise Crimean Sea Ports,45.358611,36.483889,Crimea,Europe,https://www.gem.wiki/Port_of_Kerch,2.5
T2033,T11318,Port of Mariupol,Ukraine,Port of Mariupol Coal Terminal,,5,mothballed,,,Exact,Mariupol Sea Commercial Port,47.093611,37.5775,Kherson,Europe,https://www.gem.wiki/Port_of_Mariupol,5
T1319,T11319,Port of Nikolayev,Ukraine,Port of Nikolayev Coal Terminal,,5,operating,,,Exact,Sea Trading Port of Nikolayev,46.94532433,32.01428217,Mykolayiv,Europe,https://www.gem.wiki/Port_of_Nikolaev,5
T1320,T11320,Port of Pivdennyi (Yuzhny prior to 2017) ,Ukraine,Port of Yuzhny Coal Terminal,,8.5,operating,,,Exact,State Enterprise Yuzhny Sea Port ,46.623889,31.021389,Yuzhny,Europe,https://www.gem.wiki/Port_of_Yuzhny,8.5
T1321,T01321,Port of Pivdennyi (Yuzhny prior to 2017) ,Ukraine,TIS Coal Terminal,,12,operating,,,Exact,TISCoal LLC ,46.6548565,31.0178375,Odessa,Europe,https://www.gem.wiki/TIS_Coal_Terminal,12
T1420,T01420,,United Kingdom,Hunterston Terminal,,8,retired,,2016,Exact,Peel Group,55.738056,-4.866389,North Ayrshire,Europe,https://www.gem.wiki/Hunterston_Terminal,8
T1378,T11378,Port of Belfast,United Kingdom,Port of Belfast Coal Terminal,,*,operating,,,Exact,,54.6149132,-5.9089576,Ireland,Europe,https://www.gem.wiki/Port_of_Belfast_Coal_Terminal,
T2030,T11376,Port of Grimsby and Immingham,United Kingdom,Port of Grimsby and Immingham Coal Terminal,Immingham Humber International Terminal,10,operating,2000,,Exact,Associated British Ports,53.642088,-0.208927,England,Europe,https://www.gem.wiki/Port_of_Grimsby_and_Immingham_Coal_Terminal,10
T2036,T11377,Port of Talbot,United Kingdom,Port of Talbot Coal Terminal,,*,operating,,,Exact,Associated British Ports,51.576903,-3.793257,Wales,Europe,https://www.gem.wiki/Port_of_Talbot_Coal_Terminal,
T1421,T01421,Port of Tyne,United Kingdom,Port of Tyne Coal Terminal,,5,retired,,2021,Exact,Port of Tyne Logistics,54.981649,-1.460697,England,Europe,https://www.gem.wiki/Port_of_Tyne,5
T1346,T01346,,United States,Arch Coal Terminal,,5.44,operating,,,Exact,Arch Coal,38.30643821,-82.57855975,Kentucky,Americas,https://www.gem.wiki/Arch_Coal_Terminal,5.44
T1422,T01422,,United States,Ashtabula Coal Pier,,5.72,retired,1999,2016,Exact,Norfolk Southern,41.877222,-80.796944,Ohio,Americas,https://www.gem.wiki/Ashtabula_Coal_Pier,5.72
T1424,T01424,Port of Mobile,United States,Bulk Materials Handling Plant Coal Terminal,,2.45,retired,,2018,Exact,Alabama State Port Authority,30.72392873,-88.04662669,Alabama,Americas,https://www.gem.wiki/Bulk_Materials_Handling_Plant,2.45
T1403,T01403,,United States,Burnside Coal Terminal,,7.5,cancelled,,,Exact,Trafigura Group,30.13493281,-90.92033905,Louisiana,Americas,https://www.gem.wiki/Burnside_Terminal,7.5
T1335,T01335,,United States,Burnside Terminal,,6.8,operating,2014,,Exact,Trafigura Group,30.13493281,-90.92033905,Louisiana,Americas,https://www.gem.wiki/Burnside_Terminal,6.8
T1368,T01368,,United States,Cahokia Terminal,,*,operating,,,Exact,Watco Companies,38.603121,-90.185952,Illinois,Americas,https://www.gem.wiki/Cahokia_Terminal,
T1330,T01330,,United States,Calvert City Terminal,,13.61,operating,2003,,Exact,Southern Coal Handling,37.04981214,-88.38335318,Kentucky,Americas,https://www.gem.wiki/Calvert_City_Terminal,13.61
T1359,T01359,,United States,Ceredo Coal Terminal,,18,operating,,,Exact,SunCoke Energy,38.39845886,-82.55270403,West Virginia,Americas,https://www.gem.wiki/Ceredo_Coal_Terminal,18
T2007,T01328,Port of Baltimore,United States,CNX Marine Terminal,Baltimore Marine Terminal,14.5,operating,1983,,Exact,CONSOL Energy,39.262065,-76.560566,Maryland,Americas,https://www.gem.wiki/CNX_Marine_Terminal,14.5
T1350,T01350,Conneaut Port,United States,Conneaut Port Dock 3 Coal Terminal,,8.17,operating,,,Approximate,Canadian National Railroad,41.96587812,-80.54812496,Ohio,Americas,https://www.gem.wiki/Conneaut_Port,8.17
T1358,T01358,,United States,Convent Marine Terminal,,13.61,operating,,,Exact,SunCoke Energy,30.04879316,-90.83321245,Louisiana,Americas,https://www.gem.wiki/Convent_Marine_Terminal,13.61
T1338,T01338,Port of Mobile,United States,Cooper Marine and Timberlands Chipco Terminal,,0.91,operating,,,Exact,Cooper Consolidated,30.70390629,-88.03503572,Alabama,Americas,https://www.gem.wiki/Cooper_Marine_and_Timberlands_Chipco_Terminal,0.91
T1355,T01355,,United States,Cora Coal Terminal,,10,operating,,,Exact,"Watco Companies, SCH Services",37.809377,-89.669595,Illinois,Americas,https://www.gem.wiki/Cora_Coal_Terminal,10
T1033,T01033,Port of Morrow,United States,Coyote Island Terminal,,8,cancelled,,,Exact,Port of Morrow,45.8526328,-119.6719717,Oregon,Americas,https://www.gem.wiki/Coyote_Island_Terminal,8
T2008,T01357,Port of Baltimore,United States,CSX Chesapeake Bay Coal Terminal,Curtis Bay Coal Piers,12.7,operating,,,Exact,CSX Corporation,39.22465305,-76.58328827,Maryland,Americas,https://www.gem.wiki/CSX_Chesapeake_Coal_Terminal,12.7
T1351,T01351,Port of Houston,United States,Deepwater Terminal,,9.1,operating,,,Exact,Kinder Morgan,29.73451921,-95.14407607,Texas,Americas,https://www.gem.wiki/Deepwater_Terminal,9.1
T2009,T01329,Port of Hampton Roads,United States,Dominion Terminal,,20,operating,1984,,Exact,"Contura Energy (65%), Arch Coal (35%)",36.96579976,-76.42341224,Virginia,Americas,https://www.gem.wiki/Dominion_Terminal,20
T1339,T01339,,United States,Donora River Terminal,,1.36,operating,,,Exact,Robindale Energy,40.19554501,-79.87231463,Pennsylvania,Americas,https://www.gem.wiki/Donora_River_Terminal,1.36
T1340,T01340,,United States,Fairless Hills Terminal,,1.63,operating,,,Exact,Kinder Morgan,40.140139,-74.75471,Pennsylvania,Americas,https://www.gem.wiki/Fairless_Hills_Terminal,1.63
T1337,T01337,,United States,Four Rivers Marine Terminal,,9,operating,2015,,Exact,Southern Coal Handling,37.13752323,-88.73286442,Kentucky,Americas,https://www.gem.wiki/Four_Rivers_Terminal,9
T1044,T01044,,United States,Gateway Pacific Coal Terminal,,48,cancelled,,,Exact,SSA Marine,48.86127,-122.751746,Washington,Americas,https://www.gem.wiki/Gateway_Pacific_Terminal,48
T1356,T11356,,United States,Grand Rivers Coal Terminal,,10.9,operating,,,Exact,Watco Companies,37.019918,-88.255116,Kentucky,Americas,https://www.gem.wiki/Grand_Rivers_Terminal,10.9
T1345,T01345,Port of Houston,United States,Houston Bulk Terminal,Penn City Bulk Terminal,4.76,operating,,,Exact,Kinder Morgan,29.6111,-95.0217,Texas,Americas,https://www.gem.wiki/Houston_Bulk_Terminal,4.76
T1325,T01325,Port of New Orleans,United States,International Marine Terminals,,9.1,operating,1981,,Exact,Kinder Morgan,29.494444,-89.7125,Lousiana,Americas,https://www.gem.wiki/International_Marine_Terminals,9.1
T1325,T01336,Port of New Orleans,United States,International Marine Terminals,Expansion,9.1,operating,2014,,Exact,Kinder Morgan,29.494444,-89.7125,Lousiana,Americas,https://www.gem.wiki/International_Marine_Terminals,9.1
T1041,T01041,Port of Houston,United States,Jacintoport Coal Terminal,,12.34,cancelled,,,Exact,Jacintoport International,29.74903568,-95.10953701,Texas,Americas,https://www.gem.wiki/Jacintoport_Terminal,12.34
T1343,T01343,Mokpo Port,United States,Kellogg Coal Terminal,,3.27,operating,,,Exact,Kinder Morgan,38.010023,-90.058091,Illinois,Americas,https://www.gem.wiki/Kellogg_Terminal,3.27
T1331,T01331,Port of Jacksonville,United States,Keystone Coal Terminal Jacksonville,,2.72,operating,2011,,Exact,Keystone Industries,30.366324,-81.626135,Florida,Americas,https://www.gem.wiki/Keystone_Coal_Terminal,2.72
T1366,T01366,,United States,Keystone Terminal Ironton,,*,operating,,,Exact,Keystone Industries,38.509946,-82.668409,Ohio,Americas,https://www.gem.wiki/Keystone_Terminal_Ironton,
T1341,T01341,,United States,Lake Coal Terminal,,1.8,operating,,,Exact,SunCoke Energy,41.67475726,-87.41465191,Indiana,Americas,https://www.gem.wiki/Lake_Coal_Terminal,1.8
T2018,T01365,Port of Hampton Roads,United States,Lamberts Point Terminal,,43.55,operating,,,Exact,Norfolk Southern,36.8737589,-76.3166085,Virginia,Americas,https://www.gem.wiki/Lamberts_Point_Terminal,43.55
T1323,T11323,,United States,Levin-Richmond Terminal,,0.91,operating,,,Exact,Levin Richmond Terminal Corporation,37.92119613,-122.3665788,California,Americas,https://www.gem.wiki/Levin-Richmond_Terminal,0.91
T1347,T01347,,United States,Louisville Jefferson Riverport Coal Terminal,,6.35,operating,,,Exact,City of Louisville,38.1573277,-85.89848804,Kentucky,Americas,https://www.gem.wiki/Louisville_Jefferson_Riverport,6.35
T2022,T11364,Port of Mobile,United States,McDuffie Coal Terminal,,27.22,operating,,,Exact,Alabama State Port Authority,30.6555444,-88.03754898,Alabama,Americas,https://www.gem.wiki/McDuffie_Coal_Terminal,27.22
T1043,T01043,,United States,Millennium Bulk Logistics Longview Terminal,,44,cancelled,,,Exact,Millenium Bulk Terminals,46.140364,-123.000019,Washington,Americas,https://www.gem.wiki/Millennium_Bulk_Logistics_Longview_Terminal,44
T1367,T11367,,United States,Milwaukee Bulk Terminal,,*,operating,,,Exact,Kinder Morgan,43.012006,-87.894294,Wisconsin,Americas,https://www.gem.wiki/Milwaukee_Bulk_Terminal,
T2023,T11360,Port of New Orleans,United States,Mississippi River Midstream Operators Terminal,,19.1,operating,,,Exact,Cooper Consolidated,29.936944,-90.061944,Lousiana,Americas,https://www.gem.wiki/Mississippi_River_Midstream_Operators,19.1
T1036,T01036,Port of Mobile,United States,Mobile River Terminal,Blue Creek Terminal,5,cancelled,,,Approximate,Walter Energy,30.71217,-88.04331,Alabama,Americas,https://www.gem.wiki/Mobile_River_Terminal,5
T2028,T01327,Port of Hampton Roads,United States,Pier IX,,13.2,operating,1983,,Exact,Kinder Morgan,36.96852637,-76.42705701,Virginia,Americas,https://www.gem.wiki/Pier_IX,13.2
T1333,T11333,Port of Hampton Roads,United States,Pier X,,1.36,operating,2014,,Exact,Kinder Morgan,36.96852637,-76.42705701,Virginia,Americas,https://www.gem.wiki/Pier_IX,1.36
T1034,T01034,Port of Point Comfort,United States,Point Comfort Coal Terminal,,3.04,cancelled,,,Exact,Calhoun Port Authority,28.676111,-96.558889,Texas,Americas,https://www.gem.wiki/Point_Comfort_Coal_Terminal,3.04
T1046,T01046,Port of Coos Bay,United States,Port of Coos Bay Coal Terminal,,*,cancelled,,,Exact,,43.381129,-124.216061,Oregon,Americas,https://www.gem.wiki/Port_of_Coos_Bay,
T1354,T01354,Port of Corpus Christi,United States,Port of Corpus Christi Coal Terminal,,9.1,operating,,,Exact,,27.81845728,-97.46488654,Texas,Americas,https://www.gem.wiki/Port_of_Corpus_Christi,9.1
T1039,T01039,Port of Corpus Christi,United States,Port of Corpus Christi Coal Terminals,,9.1,cancelled,,,Exact,,27.821106,-97.435319,Texas,Americas,https://www.gem.wiki/Port_of_Corpus_Christi,9.1
T2029,T11363,Port of DuluthSuperior,United States,Port of Duluth-Superior Coal Terminal,,25.4,operating,,,Exact,,46.759722,-92.115278,Minnesota,Americas,https://www.gem.wiki/Port_of_Duluth-Superior,25.4
T1040,T01040,Port of Galveston,United States,Port of Galveston Coal Terminal,,12.25,cancelled,,,Exact,,29.3068998,-94.7966348,Texas,Americas,https://www.gem.wiki/Port_of_Galveston,12.25
T1047,T01047,Port of Grays Harbor,United States,Port of Grays Harbor Coal Terminal,,*,cancelled,,,Exact,,46.965194,-123.854756,Washington,Americas,https://www.gem.wiki/Port_of_Grays_Harbor,
T1342,T01342,Port of Green Bay,United States,Port of Green Bay Coal Terminal,,2.27,operating,,,Exact,Robindale Energy,44.53570515,-88.01132332,Wisconsin,Americas,https://www.gem.wiki/Port_of_Green_Bay,2.27
T1344,T01344,Port of Long Beach,United States,Port of Long Beach Coal Terminal,,3.63,operating,,,Exact,,33.74879419,-118.2062951,California,Americas,https://www.gem.wiki/Port_of_Long_Beach,3.63
T2034,T11361,Port of New Orleans,United States,Port of New Orleans Coal Terminal,,22.68,operating,,,Exact,,29.936944,-90.061944,New Orleans,Americas,https://www.gem.wiki/Port_of_New_Orleans,22.68
T1402,T01402,Port of Oakland,United States,Port of Oakland Coal Terminal,Oakland Bulk & Oversized Terminal,5,proposed,,,Exact,Insight Terminal Solutions,37.795533,-122.284603,California,Americas,https://www.gem.wiki/Port_of_Oakland,5
T1324,T11324,Port of Stockton,United States,Port of Stockton Coal Terminal,,1.81,operating,1981,,Exact,Metropolitan Stevedore Company (Metro Ports),37.95164,-121.31764,California,Americas,https://www.gem.wiki/Port_of_Stockton,1.81
T1042,T01042,Port Westward,United States,Port Westward Coal Terminal,,20,cancelled,,,Exact,Kinder Morgan,45.895385,-122.809274,Oregon,Americas,https://www.gem.wiki/Port_Westward,20
T1349,T01349,,United States,Quincy Coal Terminal,,6.35,operating,,,Exact,SunCoke Energy,38.19918492,-81.50119261,West Virginia,Americas,https://www.gem.wiki/Quincy_Coal_Terminal,6.35
T1444,T01444,,United States,RAM Terminal,,9.1,cancelled,,,Exact,"RAM Terminals, Armstrong Energy",29.623236,-89.918718,Lousiana,Americas,https://www.gem.wiki/RAM_Terminal,9.1
T1037,T01037,Richmond Port,United States,Richmond Port Coal Terminal,,5.4,cancelled,,,Exact,,37.9128348,-122.3605514,California,Americas,https://www.gem.wiki/Richmond_Port,5.4
T1348,T01348,Port of Sandusky,United States,Sandusky Dock Coal Terminal,,6.35,operating,,,Exact,Norfolk Southern,41.45878007,-82.73210859,Ohio,Americas,https://www.gem.wiki/Sandusky_Dock,6.35
T1423,T01423,,United States,Seward Coal Terminal,,1.36,retired,,2016,Exact,,60.118778,-149.43046,Alaska,Americas,https://www.gem.wiki/Seward_Coal_Terminal,1.36
T1035,T01035,Port of Charleston,United States,Shipyard River Coal Terminal,,5,cancelled,,,Exact,Kinder Morgan,32.82480824,-79.93653434,South Carolina,Americas,https://www.gem.wiki/Shipyard_River_Coal_Terminal,5
T1035,T01326,Port of Charleston,United States,Shipyard River Coal Terminal,,2.27,operating,1982,,Exact,Kinder Morgan,32.82480824,-79.93653434,South Carolina,Americas,https://www.gem.wiki/Shipyard_River_Coal_Terminal,2.27
T1332,T01332,,United States,Sitran Coal Terminal,,22.68,operating,2012,,Exact,Foresight Energy,37.89401865,-87.73168892,Indiana,Americas,https://www.gem.wiki/Sitran_Coal_Terminal,22.68
T1362,T11362,Port of DuluthSuperior,United States,Superior Coal Terminal,,23.13,operating,,,Exact,Midwest Energy Resources Company,46.73761159,-92.1151651,Wisconsin,Americas,https://www.gem.wiki/Superior_Coal_Terminal,23.13
T1322,T11322,Port of Tampa Bay,United States,Tampa Bay Stevedores,,*,operating,,,Exact,Kinder Morgan,27.904536,-82.41776,Florida,Americas,https://www.gem.wiki/Tampa_Bay_Stevedores,
T1334,T11334,,United States,Tradepoint Atlantic Bulk Terminal,,2.72,operating,2014,,Exact,"Tradepoint Atlantic, Host Terminals",39.20746858,-76.4772534,Maryland,Americas,https://www.gem.wiki/Chesapeake_Bulk_Stevedores,2.72
T1038,T01038,Port of New Orleans,United States,United Bulk Coal Terminal,Host at Davant,9.1,cancelled,,,Exact,T. Parker Host,29.61800197,-89.89375272,Louisiana,Americas,https://www.gem.wiki/United_Bulk_Terminal,9.1
T1038,T11353,Port of New Orleans,United States,United Bulk Coal Terminal,,9.1,operating,,,Exact,T. Parker Host,29.61800197,-89.89375272,Louisiana,Americas,https://www.gem.wiki/United_Bulk_Terminal,9.1
T1045,T01045,Port of Vancouver,United States,Vancouver Port Coal Terminal,,*,cancelled,,,Exact,Port of Vancouver USA,45.643333,-122.704167,Washington,Americas,https://www.gem.wiki/Vancouver_Port,
T1404,T01404,,United States,Walker County Coal Terminal,,*,proposed,,,Approximate,Warrior Met Coal,33.53583069,-87.23896498,Alabama,Americas,https://www.gem.wiki/Walker_County_Coal_Terminal,
T1352,T11352,,United States,Warrenton River Terminal,,9.1,operating,,,Exact,Robindale Energy,40.19311916,-80.67576998,Ohio,Americas,https://www.gem.wiki/Warrenton_River_Terminal,9.1
T1369,T01369,Port of La Ceiba,Venezuela,Port of La Ceiba Coal Terminal,Puerto La Ceiba,0.6,operating,,,Exact,Bolipuertos,9.46329,-71.067476,Trujillo,Americas,https://www.gem.wiki/Port_of_La_Ceiba,0.6
T1048,T01048,,Venezuela,Puerto América Export Terminal,Terminal de Exportación de Puerto América,30,cancelled,,,Approximate,,10.996649,-71.61499,Zulia,Americas,https://www.gem.wiki/Puerto_Am%C3%A9rica_export_terminal,30
T1370,T11370,,Venezuela,Santa Cruz de Mara Export Terminal,Terminal de Exportación de Santa Cruz de Mara,*,operating,,,Exact,Carbones del Guasare,10.803167,-71.679268,Zulia,Americas,https://www.gem.wiki/Santa_Cruz_de_Mara_export_terminal,
T2003,T01379,Cai Lan Port,Vietnam,Cai Lan Port Coal Terminal,,*,operating,,,Exact,Quang Ninh Port Company,20.971556,107.054139,Quang Ninh,Asia,https://www.gem.wiki/Cai_Lan_Coal_Terminal,
T1371,T01371,Cam Pha Port,Vietnam,Cam Pha Port Coal Terminal,,30,operating,1928,,Exact,Vietnam National CoalMineral Industries Group,21.015237,107.365519,Quang Ninh,Asia,https://www.gem.wiki/Cam_Pha_Port,30
T1445,T11372,Duyen Hai Coal Port,Vietnam,Duyen Hai Coal Port Terminal,,12,operating,2016,,Exact,EVN,9.58517,106.52809,Tra Vinh,Asia,https://www.gem.wiki/Duyen_Hai_coal_port,12
T1445,T01445,Duyen Hai Coal Port,Vietnam,Duyen Hai Coal Port Terminal,Phase 2,28,shelved,2021,,Exact,EVN,9.58517,106.52809,Tra Vinh,Asia,https://www.gem.wiki/Duyen_Hai_coal_port,28
T1065,T01065,Hon Khoai Port,Vietnam,Hon Khoai Port Coal Terminal,,8,proposed,,,Exact,"Van Phong, Bechtel",8.419989,104.852777,Ca Mau,Asia,https://www.gem.wiki/Hon_Khoai_port,8
T1380,T11380,,Vietnam,Southern Vietnam Coal Terminal,,20,proposed,,,Approximate,Hong Phat Coal and Resources Company,-,-,,Asia,https://www.gem.wiki/Southern_Vietnam_Coal_Terminal,20
