gem-terminal-id,gem-unit/phase-id,parent-port-name,country/area,coal-terminal-name,coal-terminal-name-(detail-or-other),capacity-(mt),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,region,url
T1190,T01190,-,Indonesia,Hasnur Pendang Coal Terminal,,2,Operating,-,-,Exact,PT Hasnur Internasional Shipping,-1.500313224,114.8828797,Central Kalimantan,Asia,https://www.gem.wiki/Hasnur_Pendang_Coal_Terminal
T1197,T01197,-,Indonesia,Hasnur Sangai Puting Coal Terminal,,6,Operating,-,-,Exact,PT Hasnur Internasional Shipping,-2.938657573,114.8934948,South Kalimantan,Asia,https://www.gem.wiki/Hasnur_Sangai_Puting_Coal_Terminal
T1221,T01221,-,Indonesia,Jorong Anchorage Coal Terminal,,*,Operating,-,-,Exact,PT Indo Tambangraya Megah Tbk,-4.274088504,115.0592312,South Kalimantan,Asia,https://www.gem.wiki/Jorong_Anchorage
T1200,T01200,-,Indonesia,Kertapati Coal Port Terminal,,7,Operating,-,-,Exact,PT Bukit Asam Tbk,-3.017551419,104.7483427,Sumatra,Asia,https://www.gem.wiki/Kertapati_Coal_Port
T1187,T01187,-,Indonesia,Labuhan Angin Coal Terminal,,0.87,Operating,-,-,Exact,PT PLN Persero,1.7519953,98.7305152,North Sumatra,Asia,https://www.gem.wiki/Labuhan_Angin_coal_terminal
T1204,T01204,-,Indonesia,Lubuk Tutung Coal Terminal,Bengalon,12,Operating,-,-,Exact,PT Nusa Tambang Pratama,0.7619412858,117.7535466,East Kalimantan,Asia,https://www.gem.wiki/Lubuk_Tutung_Coal_Terminal
T1436,T01436,-,Indonesia,Maloy Coal Terminal,,*,Shelved,-,-,Exact,-,0.9169759,117.9832077,East Kalimantan,Asia,https://www.gem.wiki/Maloy_coal_terminal
T1224,T01224,-,Indonesia,Muara Banyu Asin Anchorage Coal Terminal,"Muara Banyuasin, Tanjung Kampeh",34.4,Operating,-,-,Exact,-,-2.18342,104.93438,Sumatra,Asia,https://www.gem.wiki/Muara_Banyu_Asin_anchorage
T1216,T01216,-,Indonesia,Muara Berau Anchorage Coal Terminal,,40.9,Operating,-,-,Approximate,-,-0.2750333092,117.5938858,East Kalimantan,Asia,https://www.gem.wiki/Muara_Berau/Muara_Jawa_Coal_Terminal
T1217,T01217,-,Indonesia,Muara Jawa Anchorage Coal Terminal,,*,Operating,-,-,Approximate,-,-1.080177106,117.2464783,East Kalimantan,Asia,https://www.gem.wiki/Muara_Jawa_anchorage
T1219,T01219,-,Indonesia,Muara Pantai Coal Anchorage Terminal,,30,Operating,-,-,Exact,PT Berau Coal Energy Tbk,1.985,118.141667,East Kalimantan,Asia,https://www.gem.wiki/Muara_Pantai_Coal_Anchorage
T1225,T01225,Port of Jambi,Indonesia,Muara Sabak Coal Anchorage Terminal,,5.9,Operating,-,-,Exact,-,-0.897222,103.813889,Sumatra,Asia,https://www.gem.wiki/Muara_Sabak_coal_anchorage
T1202,T01202,-,Indonesia,Muara Satui Barge Port Coal Terminal,,15,Operating,-,-,Exact,PT Arutmin Indonesia,-3.966210405,115.5195088,South Kalimantan,Asia,https://www.gem.wiki/Muara_Satui_Barge_Port
T1208,T01208,-,Indonesia,North Pulau Laut Coal Terminal,NPLCT ,13.2,Operating,1994,-,Exact,PT Arutmin Indonesia,-3.216402,116.286592,South Kalimantan,Asia,https://www.gem.wiki/North_Pulau_Laut_Coal_Terminal
T1195,T01195,-,Indonesia,Paiton Coal Terminal,,4,Operating,-,-,Exact,PT Paiton Energy,-7.712778,113.591667,East Java,Asia,https://www.gem.wiki/Paiton_coal_terminal
T1188,T01188,-,Indonesia,Perkasa Jetty,,1.2,Operating,-,-,Exact,PT Bayan Resources Tbk,0.7655067032,117.7629866,East Kalimantan,Asia,https://www.gem.wiki/Perkasa_Jetty
T1203,T01203,-,Indonesia,Pulau Baai Coal Terminal,,10,Operating,-,-,Exact,PT Pelabuhan Indonesia II,-3.918953,102.279217,Sumatra,Asia,https://www.gem.wiki/Pulau_Baai_Coal_Terminal
T1207,T01207,-,Indonesia,Pulau Laut Coal Terminal,"IBT, South Pulau Laut",12,Operating,1997,-,Exact,PT Indonesia Bulk Terminal ,-4.02805736,116.0425944,South Kalimantan,Asia,https://www.gem.wiki/Pulau_Laut_Coal_Terminal
T1185,T01185,-,Indonesia,Riau Coal Terminal,,3.6,Operating,2017,-,Approximate,BlackGold Group,-0.458,102.654,Sumatra,Asia,https://www.gem.wiki/Riau_coal_terminal
T1198,T01198,Samarinda Port (TBC) ,Indonesia,Samarinda Anchorage Port,,6,Operating,-,-,Exact,-,-1.083333,117.25,East Kalimantan,Asia,https://www.gem.wiki/Samarinda_anchorage
T2039,T11355,-,Indonesia,Samarinda Port Coal Terminal,,74,Operating,-,-,Exact,PT Pelabuhan Indonesia ,-0.5074632875,117.155309,East Kalimantan,Asia,https://www.gem.wiki/Samarinda_Port_Coal_Terminal
T1223,T01223,-,Indonesia,Sebuku Anchorage Coal Terminal,,*,Operating,-,-,Exact,-,-3.821764959,116.351427,South Kalimantan,Asia,https://www.gem.wiki/Sebuku_anchorage
T1212,T01212,-,Indonesia,Separi Barge Loading Facility Coal Terminal,,20,Operating,-,-,Exact,HarumEnergy,-0.321863,117.079411,East Kalimantan,Asia,https://www.gem.wiki/Separi_barge_loading_facility
T1025,T01025,Sumsel Port,Indonesia,Sumsel Coal Terminal,,*,Cancelled,-,-,Exact,-,-2.75,103.833333,Sumatra,Asia,https://www.gem.wiki/Sumsel_coal_terminal
T1024,T01024,Sungai Danau Port,Indonesia,Sungai Danau Coal Terminal,,*,Cancelled,-,-,Approximate,-,-2.5,115.5,South Kalimantan,Asia,https://www.gem.wiki/Sungai_Danau_coal_terminal
T1194,T01194,-,Indonesia,Suralaya Coal Terminal,,3.75,Operating,-,-,Exact,PT PLN Persero,-5.8864,106.02828,West Java,Asia,https://www.gem.wiki/Suralaya_coal_terminal
T1199,T01199,Banjamarsin,Indonesia,Taboneo Anchorage Banjamarsin Port,Taboneo / Banjamarsin,6,Operating,-,-,Exact,PT Southern Mineral Resources ,-3.639518,114.455566,South Kalimantan,Asia,https://www.gem.wiki/Taboneo_anchorage
T1357,T11357,Jambi Port,Indonesia,Talang Duku Port Coal Terminal,,*,Operating,-,-,Exact,-,-1.581944,103.623139,Jambi,Asia,https://www.gem.wiki/Talang_Duku_Port_Coal_Terminal
T1214,T01214,-,Indonesia,Tanah Merah Coal Terminal,,40,Operating,-,-,Exact,Kideco Jaya Agung,-1.821375512,116.1576647,East Kalimantan,Asia,https://www.gem.wiki/Tanah_Merah_Coal_terminal
T2048,T11359,-,Indonesia,Tanjung Api-Api Coal Terminal,,*,Operating,2019,-,Exact,-,-2.37351,104.805223,South Sumatra,Asia,https://www.gem.wiki/Tanjung_Api-Api_Coal_Terminal
T1186,T01186,-,Indonesia,Tanjung Bara Coal Terminal,,38,Operating,1991,-,Exact,PT Kaltim Prima Coal,0.531284,117.64555,East Kalimantan,Asia,https://www.gem.wiki/Tanjung_Bara_Coal_Terminal
T1385,T01385,Tanjung Carat Port,Indonesia,Tanjung Carat Port Coal Terminal,,50,Proposed,2027,-,Exact,PT Pelabuhan Indonesia II,-2.287782449,104.88583,South Sumatra,Asia,https://www.gem.wiki/Tanjung_Carat_Port
T1191,T01191,Tanjung Intan-Cilacap Port,Indonesia,Tanjung Intan-Cilacap Port Coal Terminal,,2,Operating,-,-,Exact,PT Pelindo II,-7.73255873,108.9953164,Central Java,Asia,https://www.gem.wiki/Port_of_Tanjung_Intan_Cilacap
T1209,T01209,-,Indonesia,Tanjung Jati Coal Terminal,,14,Operating,-,-,Exact,PT PLN Persero,-6.446488,110.742359,Central Java,Asia,https://www.gem.wiki/Tanjung_Jati_Coal_Terminal
T1222,T01222,-,Indonesia,Tanjung Pemancingan Anchorage Coal Terminal,,13.5,Operating,-,-,Exact,-,-3.191667,116.363889,South Kalimantan,Asia,https://www.gem.wiki/Tanjung_Pemancingan_anchorage
T1213,T01213,Tarahan Port,Indonesia,Tarahan Coal Port Coal Terminal,,25,Operating,2015,-,Exact,PT Bukit Asam Tbk,-5.515794453,105.3439895,Sumatra,Asia,https://www.gem.wiki/Tarahan_Coal_Port
T1213,T01386,Tarahan Port,Indonesia,Tarahan Coal Port Coal Terminal,,20,Proposed,-,-,Exact,PT Bukit Asam Tbk,-5.515794453,105.3439895,Sumatra,Asia,https://www.gem.wiki/Tarahan_Coal_Port
T1220,T01220,-,Indonesia,Tarakan Coal Anchorage Coal Terminal,,9.7,Operating,-,-,Approximate,-,3.297574504,117.7370085,North Kalimantan,Asia,https://www.gem.wiki/Tarakan_Coal_Anchorage
T1023,T01023,-,Indonesia,Teluk Bayur Coal Terminal,,2.5,Mothballed,-,-,Exact,PT Bukit Asam Tbk,-0.995522,100.379097,Sumatra,Asia,https://www.gem.wiki/Teluk_Bayur_coal_terminal
T2049,T11358,-,Indonesia,Tuban Coal Terminal,,2,Operating,-,-,Exact,-,-6.433908,110.7303,Java,Asia,https://www.gem.wiki/Tuban_coal_terminal
T1189,T01189,-,Indonesia,Wahana Jetty Coal Terminal,,1.6,Operating,-,-,Exact,PT Bayan Resources Tbk,-3.837405376,115.4219369,South Kalimantan,Asia,https://www.gem.wiki/Wahana_Jetty
T1206,T01206,-,Indonesia,West Mulia Coal Terminal,,12,Operating,-,-,Exact,PT Mitratama Perkasa,-3.876048929,115.3366244,South Kalimantan,Asia,https://www.gem.wiki/West_Mulia_coal_terminal
T1360,T01360,Kushiro Port,Japan,Kushiro Coal Terminal,,*,Operating,-,-,Exact,-,42.995919,144.354292,Hokkaido,Asia,https://www.gem.wiki/Kushiro_Coal_Terminal
T1228,T01228,Nagoya Port,Japan,Nagoya Port Coal Terminal,,218,Operating,-,-,Exact,Nagoya Port Authority,35.08,136.88,Aichi,Asia,https://www.gem.wiki/Nagoya_Port
T1227,T01227,Onahama Port,Japan,Onahama Port Coal Terminal,,*,Operating,-,-,Exact,Fukushima Prefecture,36.9360348,140.8776855,Fukushima,Asia,https://www.gem.wiki/Onahama_Port
T1226,T01226,Port of Tokyo,Japan,Port of Tokyo Coal Terminal,,13,Operating,1925,-,Exact,Tokyo Metropolitan Government ,35.616944,139.795556,Tokyo,Asia,https://www.gem.wiki/Port_of_Tokyo
T1231,T01231,Sendai Shiogama Port,Japan,Sendai Shiogama Port Coal Terminal,,*,Operating,1971,-,Exact,Miyagi Prefecture,38.273393,141.007822,Miyagi Prefecture,Asia,https://www.gem.wiki/Sendai_Shiogama_Port
T1230,T01230,Soma Port,Japan,Soma Port Coal Terminal,,*,Operating,1960,-,Exact,Fukushima Prefecture,37.85577772,140.9533637,Fukushima,Asia,https://www.gem.wiki/Soma_Port
T1229,T01229,Tokuyama-Kudamatsu,Japan,Tokuyama-Kudamatsu Port Coal Terminal,,3,Operating,1922,-,Exact,Kudamatsu Port Authority,34.016667,131.866667,Yamaguchi,Asia,https://www.gem.wiki/Tokuyama-Kudamatsu_Port
T1232,T01232,Ube Port,Japan,Ube Port Coal Terminal,,*,Operating,-,-,Exact,Ube Port Administration,33.93673561,131.2209901,Yamaguchi,Asia,https://www.gem.wiki/Ube_Port
T1233,T01233,Lamu Port,Kenya,Lamu Port Coal Terminal,,23.9,Operating,2021,-,Exact,Kenya Ports Authority,-2.1902089,40.9604645,Lamu,Africa,https://www.gem.wiki/Lamu_Port
T1026,T01234,Ventspils Port,Latvia,Baltic Coal Terminal,BCT,6,Operating,2008,-,Exact,Baltic Coal Terminal JSC,57.398688,21.561184,Ventspils,Europe,https://www.gem.wiki/Baltic_Coal_Terminal
T1026,T01026,Ventspils Port,Latvia,Baltic Coal Terminal,BCT,4.5,Proposed,-,-,Exact,Baltic Coal Terminal JSC,57.398688,21.561184,Ventspils,Europe,https://www.gem.wiki/Baltic_Coal_Terminal
T1237,T01237,Port of Liepaja,Latvia,Port of Liepaja Coal Terminal,,1.5,Operating,-,-,Exact,LSEZ Ekers Stividors LLC,56.528056,20.996667,Liepāja,Europe,https://www.gem.wiki/Port_of_Liepaja
T1236,T01236,Riga Free Port,Latvia,Riga Coal Terminal,Krievu Island Terminal,8,Operating,2019,-,Exact,Riga Coal Terminal LLC,57.0503012,24.0367985,Riga,Europe,https://www.gem.wiki/Riga_Free_Port
T1416,T01416,Riga Free Port,Latvia,Riga Container Terminal Coal Port,,*,Retired,-,-,Exact,Riga Commercial Port JSC ,57.0503012,24.0367985,Riga,Europe,https://www.gem.wiki/Riga_Free_Port
T1235,T01235,Riga Free Port,Latvia,Strek Terminal,Krievu Island Terminal,5,Operating,2019,-,Exact,Strek LLC,56.957118,24.1039985,Riga,Europe,https://www.gem.wiki/Riga_Free_Port
T1361,T01361,Port of Lumut,Malaysia,Lumut Maritime Terminal,,16.5,Operating,-,-,Exact,PT Tanah Laut,4.253389,100.659389,Kampung Acheh,Europe,https://www.gem.wiki/Lumut_Maritime_Terminal
T2032,T01362,Port of Louis,Mauritius,Port of Louis Coal Terminal,,2,Operating,-,-,Exact,Mauritius Ports Authority,-20.146371,57.488172,,Africa,https://www.gem.wiki/Port_of_Louis_Coal_Terminal
T1238,T01238,Port of Guaymas,Mexico,Port of Guaymas Coal Terminal,Puerto de Guaymas,30,Operating,2018,-,Exact,MEXPORT Coal & Minerals Terminal,27.92239705,-110.8719135,Sonora,Americas,https://www.gem.wiki/Port_of_Guaymas
T1239,T01239,Port of Lázaro Cárdenas,Mexico,Port of Lázaro Cárdenas Coal Terminal,Puerto de Lázaro Cárdenas,5.4,Operating,-,-,Exact,-,17.940522,-102.157881,Michoacán,Americas,https://www.gem.wiki/Port_of_L%C3%A1zaro_C%C3%A1rdenas
T1364,T01364,Port of Agadir,Morocco,Agadir Coal Terminal,,*,Operating,-,-,Exact,Masa Maroc Group,30.428214,-9.647716,Agadir-Ida Ou Tanane,Africa,https://www.gem.wiki/Agadir_Coal_Terminal
T1363,T01363,Port of Casablanca,Morocco,Port of Casablanca Minerals Coal Terminal,,*,Operating,-,-,Exact,Masa Maroc Group,33.60625,-7.610167,,Africa,https://www.gem.wiki/Port_of_Casablanca_Minerals_Coal_Terminal
T1242,T01242,Beira Port,Mozambique,Beira Coal Terminal,,6,Operating,-,-,Exact,"CFM, Vale, Rio Tinto",-19.815875,34.836566,Sofala,Africa,https://www.gem.wiki/Beira_coal_terminal
T1387,T01387,Macuse Port,Mozambique,Macuse Port Coal Terminal,,33,Proposed,2024,-,Approximate,Italian-Thai Development,-17.706944,37.189444,Zambezia,Africa,https://www.gem.wiki/Macuse_Port
T1241,T01241,Maputo Port,Mozambique,Matola Coal Terminal (GML),Grindrod Mozambique Limitada,4,Operating,-,-,Exact,Grindrod Limited,-25.959202,32.502,Maputo,Africa,https://www.gem.wiki/Matola_Coal_Terminal
T1243,T01243,Maputo Port,Mozambique,Matola Coal Terminal (TCM),Terminal de Carvão da Matola,7.5,Operating,-,-,Exact,Grindrod Limited,-25.959202,32.502,Maputo,Africa,https://www.gem.wiki/Matola_Coal_Terminal
T1243,T01388,Maputo Port,Mozambique,Matola Coal Terminal (TCM),,10.5,Proposed,-,-,Exact,Grindrod Limited,-25.959202,32.502,Maputo,Africa,https://www.gem.wiki/Matola_Coal_Terminal
T1240,T01240,Nacala Port,Mozambique,Nacala Port Coal Termina,,18,Operating,2015,-,Exact,"Caminhos de Ferro de Moçambique, Mitsui & Co., Vale",-14.542878,40.670722,Nampula,Africa,https://www.gem.wiki/Nacala_port
T1438,T01438,Beira Port,Mozambique,New Coal Terminal Beira (NCTB),,10,Shelved,-,-,Exact,"CFM, Essar Group",-19.815875,34.836566,Sofala,Africa,https://www.gem.wiki/New_Coal_Terminal_Beira_(NCTB)
T1244,T01244,Port of Walvis Bay,Namibia,Port of Walvis Bay Coal Terminal,,5,Operating,-,-,Exact,Namibia Ports Authority,-22.956111,14.508056,Walvis Bay,Africa,https://www.gem.wiki/Port_of_Walvis_Bay
T1439,T01439,Port of Walvis Bay,Namibia,Southern African Gateway Port Coal Terminal,"SADC Gateway Port, North Port",100,Cancelled,-,-,Exact,Namibia Ports Authority,-22.956111,14.508056,Walvis Bay,Africa,https://www.gem.wiki/Port_of_Walvis_Bay
T1247,T01247,Port of Amsterdam,Netherlands,Afrikahaven Coal Terminal,Rietlanden Terminals,*,Operating,2006,-,Exact,JERA Global Markets,52.42097,4.73972,North Holland,Europe,https://www.gem.wiki/Rietlanden_Terminals
T1246,T01246,Port of Amsterdam,Netherlands,Amerikahaven Coal Terminal,"Rietlanden Terminals, Aziëhaven Terminal ",*,Operating,1989,-,Exact,JERA Global Markets,52.41733,4.76536,North Holland,Europe,https://www.gem.wiki/Rietlanden_Terminals
T1250,T01250,Port of Rotterdam,Netherlands,EBS Terminals,"Europoort Terminal, Laurenshaven Terminal",12,Operating,-,-,Approximate,European Bulk Services,51.885,4.2867,South Holland,Europe,https://www.gem.wiki/EBS_Terminals
T1249,T01249,Port of Rotterdam,Netherlands,EECV Terminal,,16,Operating,1967,-,Exact,"Thyssenkrupp Steel AG, Hüttenwerke Krupp Mannesmann Gmbh",51.96082452,4.105410041,South Holland,Europe,https://www.gem.wiki/EECV_Terminal
T1251,T01251,Port of Rotterdam,Netherlands,EMO Terminal,Maasvlakte,60,Operating,-,-,Exact,EMO,51.938952,4.038153525,South Holland,Europe,https://www.gem.wiki/EMO_Terminal
T1245,T01245,Port of Amsterdam,Netherlands,OBA Bulk Terminal,"Main Terminal, ACP Terminal, Terminal North",22,Operating,1954,-,Exact,"HES International (74.9%), Oxbow (25.1%)",52.41061549,4.819094993,North Holland,Europe,https://www.gem.wiki/OBA_Bulk_Terminal
T1248,T01248,Port of Eemshaven,Netherlands,Port of Eemshaven Coal Terminal,"Wilhelminahaven, Wilhelminaharbour, Groningen Seaports",3.3,Operating,-,-,Exact,Groningen Seaports,53.443539,6.850046,Groningen,Europe,https://www.gem.wiki/Port_of_Eemshaven
T1417,T01417,Port of Rotterdam,Netherlands,Rotterdam Bulk Terminal,"Vulcaanhaven, Vlaardingen, RBT",3,Retired,1999,2019,Exact,HES International,51.905657,4.365459,South Holland,Europe,https://www.gem.wiki/Rotterdam_Bulk_Terminal
T1252,T01252,North Sea Port,Netherlands,Terneuzen Port Coal Terminal,"Zeeland Seaports, OVET Terneuzen (Massagoedharbour)",14,Operating,-,-,Exact,North Sea Port,51.309715,3.836734,Zeeland,Europe,https://www.gem.wiki/North_Sea_Port
T1253,T01253,Vlissengen (Flushing) Port,Netherlands,Vlissengen (Flushing) Port Coal Terminal,"Zeeland Seaports, OVET Vlissengen (Kalootharbour)",22,Operating,-,-,Exact,North Sea Port,51.446742,3.702646,Zeeland,Europe,https://www.gem.wiki/North_Sea_Port
T1254,T01389,Lyttelton Port of Christchurch,New Zealand,Lyttelton Port of Christchurch Coal Terminal,,2.5,Cancelled,-,-,Exact,Lyttelton Port Company,-43.606064,172.733266,Canterbury,Oceania,https://www.gem.wiki/Lyttelton_Port_of_Christchurch
T1254,T01254,Lyttelton Port of Christchurch,New Zealand,Lyttelton Port of Christchurch Coal Terminal,,2.5,Operating,-,-,Exact,Lyttelton Port Company,-43.606064,172.733266,Canterbury,Oceania,https://www.gem.wiki/Lyttelton_Port_of_Christchurch
T1256,T01256,Port of Tauranga,New Zealand,Port of Tauranga Coal Terminal,Mount Maunganui Wharf,1,Operating,2004,-,Exact,Port of Tauranga Limited,-37.650314,176.185813,Bay of Plenty Region,Oceania,https://www.gem.wiki/Port_of_Tauranga
T1255,T01255,Port Taranaki,New Zealand,Port Taranaki Coal Terminal,,5,Operating,-,-,Exact,Port Taranaki Limited,-39.054168,174.03663,Taranaki,Oceania,https://www.gem.wiki/Port_Taranaki
T1257,T01257,Port of Westport,New Zealand,Westport Harbour Coal Terminal,Buller Coal Port,2,Operating,-,-,Exact,Westport Harbour Limited,-41.74623,171.594855,West Coast,Oceania,https://www.gem.wiki/Westport_Harbour
T1258,T01258,Chongjin Port,North Korea,Chongjin Port Coal Terminal,,*,Operating,-,-,Approximate,-,41.7816,129.8204,North Hamgyong,Asia,https://www.gem.wiki/Chongjin_Port
T1259,T01259,Nampo Port,North Korea,Nampo Port Coal Terminal,"Nampho Port, Namp'o Port",*,Operating,-,-,Exact,-,38.727082,125.415454,South Pyongan,Asia,https://www.gem.wiki/Nampo_port
T1260,T01260,Rajin Port,North Korea,Rason Port Coal Terminal,Rajin Port,5,Operating,2014,-,Exact,"RasonConTrans, Committee of External Economic Cooperation",42.344444,130.384444,Kwanbuk,Asia,https://www.gem.wiki/Rason_Port
T1261,T01261,Ryongchon Port,North Korea,Ryongchon Port Coal Terminal,,*,Operating,2018,-,Exact,-,39.922064,124.316558,North Pyongan,Asia,https://www.gem.wiki/Ryongchon_Port
T1262,T01262,Sunchon Port,North Korea,Sunchon Port Coal Terminal,,*,Operating,2017,-,Approximate,-,39.42,125.93,South Pyongan,Asia,https://www.gem.wiki/Sunchon_Port
T1391,T01391,Gwadar Port,Pakistan,Gwadar Port Coal Terminal,,0.86,Operating,2008,-,Exact,"CPI, Hubco",25.1079845,62.3466396,Balochistan,Asia,https://www.gem.wiki/Gwadar_Port
T1266,T01266,Port Qasim,Pakistan,Huaneng Fuyun Coal Terminal,"Huaneng Fuyun Port & Shipping (PVT) Ltd. MW 3 & 4 Coal Terminal, Sahiwal Coal Terminal",15.12,Operating,2017,-,Exact,Huaneng Fuyun Port & Shipping (Pvt) Ltd,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim#Huaneng_Fuyun_Coal_Terminal
T1263,T01263,Port Qasim,Pakistan,Iron Ore and Coal Berth Terminal,"IOCB, بندر گاہ محمد بن قاسم ,Port Muhammad Bin Qasim",3.03,Operating,1980,-,Exact,-,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim
T1267,T01267,Karachi Port,Pakistan,Karachi Port Coal Terminal,Keamari Coal Terminal,0,Operating,-,-,Exact,Karachi Port Trust,24.84,66.98,Karachi,Asia,https://www.gem.wiki/Karachi_Port
T1265,T01265,Port Qasim,Pakistan,Pakistan International Bulk Terminal,PIBT,12,Operating,2017,-,Exact,Marine Group of Companies,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Pakistan_International_Bulk_Terminal
T1265,T01390,Port Qasim,Pakistan,Pakistan International Bulk Terminal,PIBT,4,Shelved,2023,-,Exact,Marine Group of Companies,24.77263,67.344432,Bin Qasim,Asia,https://www.gem.wiki/Pakistan_International_Bulk_Terminal
T1264,T01264,Port Qasim,Pakistan,PQEPC Coal Terminal,"Port Qasim Electric Power Company Coal Terminal, Port Qasim EPC Coal Terminal",4,Operating,2017,-,Exact,Port Qasim Electric Power Company,24.7845,67.36939,Bin Qasim,Asia,https://www.gem.wiki/Port_Qasim_EPC_power_station
T1268,T01268,-,Philippines,Cadiz City Coal Terminal,,*,Operating,-,-,Exact,Sparkling Commondities,10.94143733,123.3159686,Cadiz City,Asia,https://www.gem.wiki/Cadiz_City_coal_terminal
T1271,T01271,Gdansk Port,Poland,Gdansk Port Coal Terminal,,60,Operating,-,-,Exact,Gdańsk Seaport Authority,54.39485038,18.69490839,Pomeranian,Europe,https://www.gem.wiki/Port_of_Gdansk
T1270,T01270,Port of Gdynia,Poland,Port of Gdynia Coal Terminal,,3,Operating,-,-,Exact,Port of Gdynia Authority SA,54.53035257,18.54561555,Pomeranian,Europe,https://www.gem.wiki/Port_of_Gdynia
T1269,T01269,Szczecin-Swinoujscie Port,Poland,Szczecin-Swinoujscie Port Coal Terminal,,33,Operating,1973,-,Exact,Szczecin and Swinoujscie Seaports Authority SA,53.9093736,14.27835613,Pomeranian,Europe,https://www.gem.wiki/Port_of_Szczecin-Swinoujscie
T1272,T01272,Port of Constanta,Romania,Port of Constanta Coal Terminal,Constantza,27,Operating,-,-,Exact,Archer Daniels Midland,44.13748181,28.64539353,Constanta,Europe,https://www.gem.wiki/Port_of_Constanta
T1276,T01276,Port of Nakhodka,Russia,Attis Coal Terminal,,2.5,Operating,1991,-,Exact,Attis Enterprise LLC,42.79551751,132.8886146,Nakhodka,Europe,https://www.gem.wiki/Attis_coal_terminal
T1397,T01397,Vladivostok Port,Russia,Aurora Coal Terminal,,25,Proposed,2030,-,Exact,Aurora Sea Port LLC,42.89387164,132.3059412,Primorsky,Europe,https://www.gem.wiki/Aurora_coal_terminal
T1284,T01394,Beringovsky Port,Russia,Beringovsky Coal Terminal,,1,Construction,2027,-,Exact,Port Ugolny LLC ,63.06388916,179.3671366,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Beringovsky_coal_terminal
T1284,T01284,Beringovsky Port,Russia,Beringovsky Coal Terminal,,1,Operating,-,-,Exact,Port Ugolny LLC ,63.06388916,179.3671366,Chukotka Autonomous Okrug,Europe,https://www.gem.wiki/Beringovsky_coal_terminal
T1441,T01441,Vanino Port,Russia,Cape Burny Terminal,Tuva Energy Industrial Corporation (TEIC),15,Shelved,-,-,Approximate,Tuva Energy Industry Corporation JSC,49.085,140.271667,Khabarovsk,Europe,https://www.gem.wiki/Cape_Burny_Terminal
T1398,T01398,Vostochny Port,Russia,Coalstar Marine Terminal,,17,Proposed,2030,-,Exact,Coalstar Marine Terminal LLC,42.74718946,133.0854714,Primorsky,Europe,https://www.gem.wiki/Coalstar_Marine_Terminal
T1285,T01285,Port of Nakhodka,Russia,Dalmormontazh Coal Terminal,,2.4,Operating,-,-,Exact,Dalmormontazh JSC ,42.82266782,132.8962907,Primorsky,Europe,https://www.gem.wiki/Dalmormontazh_coal_terminal
T1440,T01440,Port of Dalian,Russia,Dalniy Port Coal Terminal,,30,Cancelled,-,-,Approximate,Port Dalniy LLC,49.068382,140.3221233,Khabarovsk,Europe,https://www.gem.wiki/Dalniy_Port
T1279,T01393,Vanino Port,Russia,Daltransugol Coal Terminal,Vanino Bulk Terminal,7,Construction,2025,-,Exact,Daltransugol JSC ,49.10423927,140.3469464,Khabarovsk,Europe,https://www.gem.wiki/Daltransugol_coal_terminal
T1279,T01279,Vanino Port,Russia,Daltransugol Coal Terminal,Vanino Bulk Terminal,33,Operating,2008,-,Exact,Daltransugol JSC ,49.10423927,140.3469464,Khabarovsk,Europe,https://www.gem.wiki/Daltransugol_coal_terminal
T1281,T01281,Vostochny Port,Russia,East Ural Coal Terminal,Vostochno-Uralskiy ,5,Operating,2012,-,Exact,Vostochno-Uralskiy Terminal LLC,42.73339586,133.0707173,Primorsky,Europe,https://www.gem.wiki/East_Ural_coal_temrinal
T2015,T01367,Kandalaksha Port,Russia,Kandalaksha Port Coal Terminal,,1.5,Operating,-,-,Exact,Kandalaksha Commercial Seaport LLC,67.13784419,32.41418858,Murmansk,Europe,https://www.gem.wiki/Kandalaksha_Port_Coal_Terminal
T1061,T01061,Murmansk Transport Hub,Russia,Lavna Coal Terminal,,18,Construction,2025,-,Exact,Commercial Sea Port Lavna LLC,69.03399985,33.01631416,Murmansk,Europe,https://www.gem.wiki/Lavna_coal_terminal
T11404,T11404,Port of Ust-Luga,Russia,Lugaport Terminal ,UTT Ust-Luga,6.3,Construction,2025,-,Approximate,Ust-Luga Universal Trading Terminal LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T11404,T11403,Port of Ust-Luga,Russia,Lugaport Terminal ,UTT Ust-Luga,17,Operating,2023,-,Approximate,Ust-Luga Universal Trading Terminal LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T1277,T01277,Vostochny Port,Russia,Maly Port Coal Terminal,Small Port,4,Operating,1992,-,Exact,Stevedoring Company Maly Port LLC,42.74738318,133.0809274,Primorsky,Europe,https://www.gem.wiki/Maly_Port
