gem-terminal-id,gem-unit/phase-id,parent-port-name,country/area,coal-terminal-name,coal-terminal-name-(detail-or-other),capacity-(mt),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,region,url
T1275,T01275,Port of Nakhodka,Russia,Nakhodka Commercial Sea Port,Formerly EVRAZ Nakhodka Trade Sea Port,12,Operating,1947,-,Exact,Nakhodka Commercial Sea Port JSC ,42.80789528,132.895149,Nakhodka,Europe,https://www.gem.wiki/EVRAZ_Nakhodka_Trade_Sea_Port
T2026,T11405,Port of Ust-Luga,Russia,NKT Coal Terminal ,Yug-2,9,Retired,2011,2023,Exact,New Communal Technologies LLC ,59.67132199,28.42173017,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T1064,T01064,Vanino Port,Russia,Port Elga Coal Terminal,Chumikan,30,Construction,2025,-,Exact,Elga Port LLC,55.11320076,135.7058552,Khabarovsk,Europe,https://www.gem.wiki/Port_Elga_coal_terminal
T1064,T11406,Vanino Port,Russia,Port Elga Coal Terminal,Chumikan,20,Proposed,2027,-,Exact,Elga Port LLC,55.11320076,135.7058552,Khabarovsk,Europe,https://www.gem.wiki/Port_Elga_coal_terminal
T1287,T01287,Port Mechel Temryuk,Russia,Port Mechel Temryuk Coal Terminal,,2.5,Operating,-,-,Exact,Port Mechel-Temryuk LLC,45.32543013,37.37323936,Krasnodar,Europe,https://www.gem.wiki/Port_Mechel_Temryuk
T1286,T01286,Port of Azov,Russia,Port of Azov Coal Terminal,,1.5,Operating,-,-,Exact,Azov Seaport LLC ,47.11977589,39.41173326,Rostov,Europe,https://www.gem.wiki/Port_of_Azov
T1399,T01399,Port of Indiga,Russia,Port of Indiga Coal Terminal,,8.6,Proposed,2028,-,Approximate,AEON Infrastructure Corporation,67.526111,47.854722,Nenets Autonomous Okrug,Europe,https://www.gem.wiki/Port_of_Indiga
T1399,T11399,Port of Indiga,Russia,Port of Indiga Coal Terminal,,21.4,Proposed,-,-,Approximate,AEON Infrastructure Corporation,67.526111,47.854722,Nenets Autonomous Okrug,Europe,https://www.gem.wiki/Port_of_Indiga
T1278,T01278,Port of Murmansk,Russia,Port of Murmansk Coal Terminal,,18,Operating,1994,-,Exact,Murmansk Commercial Sea Port JSC,68.9725,33.046111,Murmansk,Europe,https://www.gem.wiki/Port_of_Murmansk
T1293,T01293,Port of Tuapse,Russia,Port of Tuapse Coal Terminal,,4,Operating,1992,-,Exact,Tuapse Commercial Seaport LLC,44.09388987,39.06226722,Krasnodar,Europe,https://www.gem.wiki/Port_of_Tuapse
T1288,T01288,Port of Yeysk,Russia,Port of Yeysk Coal Terminal,,1,Operating,-,-,Exact,Yeisk Sea Port JSC,46.72712136,38.27696892,Krasnodar,Europe,https://www.gem.wiki/Port_of_Yeysk
T1292,T01292,Port Posiet,Russia,Port Posiet Coal Terminal,,9,Operating,-,-,Exact,Commercial Port Posiet JSC,42.64904719,130.80751,Primorsky,Europe,https://www.gem.wiki/Port_Posiet
T1292,T01395,Port Posiet,Russia,Port Posiet Coal Terminal,,6,Proposed,-,-,Exact,Commercial Port Posiet JSC,42.64904719,130.80751,Primorsky,Europe,https://www.gem.wiki/Port_Posiet
T1273,T01273,Port Taman,Russia,Port Taman Dry Bulk Terminal,Oteko terminal,50,Operating,2018,-,Exact,Oteko Portservis LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/Port_Taman_Dry_Bulk_Terminal
T1273,T11273,Port Taman,Russia,Port Taman Dry Bulk Terminal,Oteko Terminal,22,Proposed,-,-,Exact,Oteko Portservis LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/Port_Taman_Dry_Bulk_Terminal
T1365,T11365,-,Russia,Prime Coal Terminal,,16,Cancelled,2027,-,Approximate,NAO Prime,-,-,,Europe,https://www.gem.wiki/Prime_Coal_Terminal
T1063,T01063,-,Russia,Primorsk Coal Terminal,,25,Shelved,2025,-,Exact,Primorsk Universal Port Complex LLC,60.34141982,28.69873931,Vyborg,Europe,https://www.gem.wiki/Primorsk_coal_terminal
T2038,T01370,Port Taman,Russia,RMP Taman Dry Bulk Terminal,,25,Shelved,-,-,Approximate,RMP Taman LLC,45.12804149,36.68526258,Krasnodar,Europe,https://www.gem.wiki/RMP-Taman_Dry_Bulk_Terminal
T1294,T01294,Port of Ust-Luga,Russia,Rosterminalugol Coal Terminal,,27,Operating,1996,-,Exact,Rosterminalugol JSC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T1280,T01280,Rostov Port,Russia,Rostov Port Coal Terminal,,3,Operating,-,-,Exact,-,47.18272423,39.65033609,Rostov,Europe,https://www.gem.wiki/Rostov_Port
T1027,T01027,Rostov Port,Russia,Rostov Universal Port Coal Terminal,,13.5,Cancelled,-,-,Exact,Rostov Universal Port LLC,47.18272423,39.65033609,Rostov,Europe,https://www.gem.wiki/Rostov_Port
T1028,T01028,Vostochny Port,Russia,Sever Terminal,,20,Construction,-,-,Exact,Private individuals,42.74134946,133.0307847,Khabarovsk,Europe,https://www.gem.wiki/Sever_Terminal
T11369,T11369,Port of Shakhtersk,Russia,Shakhtersk Coal Terminal,,7,Construction,2026,-,Exact,Coal Seaport of Shakhtersk LLC,49.16182618,142.0546927,Sakhalin,Europe,https://www.gem.wiki/Shakhtersk_Coal_Terminal
T11369,T11368,Port of Shakhtersk,Russia,Shakhtersk Coal Terminal,,13,Operating,2000,-,Exact,Coal Seaport of Shakhtersk LLC,49.16182618,142.0546927,Sakhalin,Europe,https://www.gem.wiki/Shakhtersk_Coal_Terminal
T1060,T01060,-,Russia,Sukhodol Coal Terminal,,12,Operating,2024,-,Exact,Seaport Sukhodol LLC,43.22958812,132.3194386,Primorsky,Europe,https://www.gem.wiki/Sukhodol_Terminal
T1060,T01396,-,Russia,Sukhodol Coal Terminal,,8,Proposed,-,-,Exact,Seaport Sukhodol LLC,43.22958812,132.3194386,Primorsky,Europe,https://www.gem.wiki/Sukhodol_Terminal
T1290,T01290,Port of Nakhodka,Russia,Terminal Astafiev,,4,Operating,-,-,Exact,Astafiev Terminal JSC,42.79842582,132.8920263,Primorsky,Europe,https://www.gem.wiki/Terminal_Astafiev
T2050,T11408,Port of Ust-Luga,Russia,ULCT Terminal,Ust-Luga Container Terminal ,3,Operating,2018,-,Exact,Global Ports Group,59.66941071,28.40042661,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T2051,T11366,Port of Ust-Luga,Russia,Ultramar Terminal,,37,Operating,2021,-,Exact,Ultramar LLC,59.77967638,28.45979611,Leningrad,Europe,https://www.gem.wiki/Ultramar_Terminal
T2052,T11409,Port of Ust-Luga,Russia,UPK Coal Terminal ,,5,Operating,2008,-,Approximate,Universal Transhipment Complex LLC,59.68662605,28.42151015,Leningrad,Europe,https://www.gem.wiki/Port_of_Ust-Luga
T1274,T01274,Vanino Port,Russia,Vanino Commercial Seaport,Port Vanino,5,Operating,1943,-,Exact,Vanino Commercial Sea Port JSC ,49.08498972,140.2705296,Khabarovsk,Europe,https://www.gem.wiki/Vanino_Commercial_Sea_Port
T1062,T01062,Vanino Port,Russia,VaninoTransUgol Coal Terminal,,12,Construction,2025,-,Exact,VaninoTransUgol JSC,49.13156821,140.343773,Khabarovsk,Europe,https://www.gem.wiki/VaninoTransUgol_coal_terminal
T1062,T01282,Vanino Port,Russia,VaninoTransUgol Coal Terminal,,12,Operating,2020,-,Exact,VaninoTransUgol JSC,49.13156821,140.343773,Khabarovsk,Europe,https://www.gem.wiki/VaninoTransUgol_coal_terminal
T1283,T01283,Vladivostok Port,Russia,Vera Port Coal Terminal,,9,Operating,2019,-,Exact,Port Vera LLC,42.95682538,132.2946028,Primorsky,Europe,https://www.gem.wiki/Vera_Port
T1283,T11283,Vladivostok Port,Russia,Vera Port Coal Terminal,,11,Shelved,-,-,Exact,Port Vera LLC,42.95682538,132.2946028,Primorsky,Europe,https://www.gem.wiki/Vera_Port
T1289,T01289,Vladivostok Port,Russia,Vladivostok Port Coal Terminals,,3,Operating,-,-,Exact,"Vladivostok Commercial Sea Port, Vladmorrybport OJSC ",43.10049534,131.8788676,Primorsky,Europe,https://www.gem.wiki/Vladivostok_Port
T1418,T01418,Vostochny Port,Russia,Vostochnaya Coal Terminal,,2,Proposed,2011,-,Exact,Vostochnaya Stevedoring Company (VSK),42.73537599,133.0838119,Primorsky,Europe,https://www.gem.wiki/Vostochnaya_Coal_Terminal
T1295,T01295,Vostochny Port,Russia,Vostochny Port Coal Terminal,,58,Operating,-,-,Exact,Vostochny Port JSC,42.7475,133.068333,Primorsky,Europe,https://www.gem.wiki/Vostochny_Port
T1291,T01442,Vysotsk Port,Russia,Vysotsk Port Coal Terminal,,15,Cancelled,-,-,Exact,LUKOIL PJSC,60.61806073,28.56340153,Vysotsky Island,Europe,https://www.gem.wiki/Vysotsk_Port
T1291,T01291,Vysotsk Port,Russia,Vysotsk Port Coal Terminal,,8,Operating,-,-,Exact,Port Vysotsky LLC,60.61806073,28.56340153,Vysotsky Island,Europe,https://www.gem.wiki/Vysotsk_Port
T1392,T01392,Yenisey Seaport,Russia,Yenisey Seaport Coal Terminal,"Taymyr, Chaika, Severnaya Zvezda",5,Construction,2024,-,Exact,Severnaya Zvezda LLC,72.84872086,80.84824207,Krasnoyarsk,Europe,https://www.gem.wiki/Yenisey_Seaport
T1392,T11392,Yenisey Seaport,Russia,Yenisey Seaport Coal Terminal,"Taymyr, Chaika, Severnaya Zvezda",5,Proposed,-,-,Exact,Severnaya Zvezda LLC,72.84872086,80.84824207,Krasnoyarsk,Europe,https://www.gem.wiki/Yenisey_Seaport
T2017,T11371,Port of Kopler,Slovenia,Kopler Iron Ore and Coal Terminal,,0.4,Operating,-,-,Exact,"Republic of Slovenia (51%), Others (49%)",45.550056,13.725778,Slovenian Istria,Europe,https://www.gem.wiki/Kopler_Iron_Ore_and_Coal_Terminal
T1296,T01296,Port of Durban,South Africa,Durban Coal Port,Bluff Coaling Terminal; Bluff Mechanical Appliances; Durban Bulk Shipping,1.9,Operating,-,-,Exact,Bidvest Group,-29.87933535,31.05241956,KwaZulu-Natal,Africa,https://www.gem.wiki/Durban_Coal_Port
T1031,T01031,Port of Richards Bay,South Africa,Navitrade Terminal,RBT Grindrod Terminal,14,Cancelled,-,-,Exact,Grindrod Limited,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Navitrade_Terminal
T1031,T01297,Port of Richards Bay,South Africa,Navitrade Terminal,RBT Grindrod Terminal,6.1,Operating,-,-,Exact,Grindrod Limited,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Navitrade_Terminal
T1030,T01030,Port of East London,South Africa,Port of East London Coal Terminal,Port Rex,2,Cancelled,-,-,Exact,London Commodity Brokers,-33.026656,27.916002,Eastern Cape,Africa,https://www.gem.wiki/Port_of_East_London
T1029,T01029,Port of Ngqura,South Africa,Port of Ngqura Terminals,Port of Coega,*,Cancelled,-,-,Exact,Transnet National Ports Authority,-33.799272,25.685195,Eastern Cape,Africa,https://www.gem.wiki/Port_of_Ngqura
T1032,T01032,Port of Richards Bay,South Africa,Richards Bay Coal Terminal,RBCT,19,Cancelled,-,-,Exact,Richards Bay Coal Terminal Company,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Richards_Bay_Coal_Terminal
T1032,T01298,Port of Richards Bay,South Africa,Richards Bay Coal Terminal,RBCT,91,Operating,-,-,Exact,Richards Bay Coal Terminal Company,-28.81437503,32.05439333,KwaZulu-Natal,Africa,https://www.gem.wiki/Richards_Bay_Coal_Terminal
T1299,T01299,-,South Korea,Busan Port Coal Terminal,Pusan Port,298,Operating,-,-,Exact,Busan Port Authority,35.103889,129.078889,Gyeongsang,Asia,https://www.gem.wiki/Busan_Port
T1372,T01372,-,South Korea,Dangjin Coal Terminal,,*,Operating,-,-,Exact,KEPCO,37.05513,126.5122247,South Chungcheong,Asia,https://www.gem.wiki/Dangjin_Coal_Terminal
T1301,T01400,Donghae Port,South Korea,Donghae Port Coal Terminal,Tonghae Port,*,Construction,2030,-,Exact,GS Global Consortium,37.487291,129.150385,Gangwon,Asia,https://www.gem.wiki/Donghae_Port
T1301,T01301,Donghae Port,South Korea,Donghae Port Coal Terminal,Tonghae Port,23,Operating,-,-,Exact,Donghae Regional Maritime Affairs and Fisheries Office,37.487291,129.150385,Gangwon,Asia,https://www.gem.wiki/Donghae_Port
T1302,T01302,Gunsan Port,South Korea,Gunsan Port Coal Terminal,Kunsan Port,28,Operating,-,-,Exact,Gunsan District Maritime and Port Authority,35.983333,126.716667,North Jeolla,Asia,https://www.gem.wiki/Gunsan_Port
T1303,T01303,Gwangyang Port,South Korea,Gwangyang Port Coal Terminal,"Yeosu Coal Port, Honam Coal Port, Nakpo coal port, Raw Material and CTS terminal",25.5,Operating,-,-,Exact,Yeosu Gwangyang Port Authority,34.91525764,127.6811615,South Jeolla,Asia,https://www.gem.wiki/Gwangyang_Port
T1304,T01304,Incheon Port,South Korea,Incheon Port Coal Terminal,,15.3,Operating,-,-,Exact,Incheon Port Authority,37.4601,126.6249,Gyeonggi,Asia,https://www.gem.wiki/Incheon_Port
T1401,T01401,Mokpo Port,South Korea,Mokpo Port Coal Terminal,,*,Proposed,-,-,Approximate,Mokpo Regional Maritime Affairs and Port Office,34.7589,126.38,South Jeolla,Asia,https://www.gem.wiki/Mokpo_Port
T1300,T01300,Mukho Port,South Korea,Mukho Port Coal Terminal,Mukho Hang,6.3,Operating,-,-,Approximate,Donghae Regional Maritime Affairs and Fisheries Office,37.547945,129.114748,Gangwon,Asia,https://www.gem.wiki/Mukho_Port
T1305,T01305,Pohang Port,South Korea,Pohang Port Coal Terminal,Shinhang,57,Operating,-,-,Exact,Pohang Regional Oceans & Fisheries Administration,36.022211,129.398415,North Gyeongsang,Asia,https://www.gem.wiki/Pohang_Port
T1306,T01306,Samcheonpo Port,South Korea,Samcheonpo Port Coal Terminal,Sacheon Port,7.2,Operating,-,-,Exact,KEPCO,34.90844198,128.1065034,South Gyeongsang,Asia,https://www.gem.wiki/Samcheonpo_Port
T1419,T01419,Mokpo Port,South Korea,Samhak Coal Terminal,Samhakdo Terminal,1.4,Retired,1985,-,Approximate,Mokpo Regional Maritime Affairs and Port Office,34.7589,126.38,South Jeolla,Asia,https://www.gem.wiki/Mokpo_Port
T1307,T01307,Ulsan Port,South Korea,Ulsan Port Coal Terminal,,1.36,Operating,-,-,Exact,Ulsan Regional Maritime Affairs and Fisheries Office,35.511065,129.38275,Gyeongsang,Asia,https://www.gem.wiki/Ulsan_Port
T1309,T01309,Port of A Coruna,Spain,Port of A Coruna Coal Terminal,,0.45,Operating,-,-,Exact,-,43.358611,-8.391667,A Coruna,Europe,https://www.gem.wiki/Port_of_A_Coruna_Coal_Terminal
T1308,T01308,Port of Gijon,Spain,Port of Gijon Coal Terminal,,2,Operating,-,-,Exact,European Bulk Handling Installation (EBHI,43.566305,-5.691745,Asturias,Europe,https://www.gem.wiki/Port_of_Gijon_Coal_Terminal
T1310,T01310,Port of Kaohsiung,Taiwan,Kaohsiung Port Coal Terminal,,10,Operating,-,-,Exact,Taiwan International Ports Corporation,22.613333,120.279167,Kaohsiung,Asia,https://www.gem.wiki/Kaohsiung_Port
T1373,T11373,Port of Hualien,Taiwan,Port of Hualien Coal Terminal,,*,Operating,-,-,Exact,-,23.976051,121.626301,,Asia,https://www.gem.wiki/Port_of_Hualien_Coal_Terminal
T1311,T01311,Taichung Port,Taiwan,Taichung Port Coal Terminal,,105.4,Operating,1973,-,Exact,Taiwan International Ports Corporation,24.294528,120.490917,Taichung,Asia,https://www.gem.wiki/Taichung_Port
T1312,T01312,Taipei Port,Taiwan,Taipei Port Coal Terminal,,27.9,Operating,1998,-,Exact,Keelung Harbor Authority,25.161561,121.352142,Bali,Asia,https://www.gem.wiki/Taipei_Port
T1443,T01443,-,Thailand,Ban Klong Rua Coal Port,,*,Cancelled,-,-,Exact,EGAT,8.059167,98.918889,Krabi,Asia,https://www.gem.wiki/Ban_Klong_Rua_coal_port
T2016,T01374,Ko Si Chang Anchorage Port,Thailand,Ko Si Chang Anchorage Coal Terminal,,14,Operating,-,-,Exact,-,13.150577,100.817486,,Asia,https://www.gem.wiki/Ko_Si_Chang_Anchorage_Coal_Terminal
T1375,T01375,Map Ta Phut Industrial Port,Thailand,Map Ta Phut Industrial Coal Terminal,,5,Operating,-,-,Exact,-,12.641153,101.158645,Mueang Rayong,Asia,https://www.gem.wiki/Map_Ta_Phut_Industrial_Coal_Terminal
T2010,T11314,Port of Karadeniz Ereğli or Er-Port,Türkiye,Erdemir Port Coal Terminal,,20,Operating,-,-,Exact,Turkish State Coal Mining Co.,41.26468794,31.41083617,Karadeniz Ereğli,Asia,https://www.gem.wiki/Erdemir_Port
T1313,T01313,-,Türkiye,Zonguldak TTK Port Coal Terminal,,2,Operating,-,-,Exact,TTK Transport Management Directorate,41.45443674,31.78364358,Zonguldak,Asia,https://www.gem.wiki/Zonguldak_TTK_Port
T1316,T01316,Berdyansk Port,Ukraine,Berdyansk Port Coal Terminal,,1.46,Mothballed,-,-,Exact,Berdyansk Commercial Sea Port,46.7509766,36.7767334,Zaporozhye,Europe,https://www.gem.wiki/Berdyansk_Port
T1315,T11315,Port of Izmail,Ukraine,Port of Izmail Coal Terminal,,1,Operating,-,-,Exact,State Enterprise Izmail Sea Trade Por,45.31861437,28.85330869,Izmail,Europe,https://www.gem.wiki/Port_of_Izmail
T1067,T01067,Port of Kerch,Ukraine,Port of Kerch Coal Terminal,,2.5,Operating,-,-,Exact,State Unitary Enterprise Crimean Sea Ports,45.358611,36.483889,Crimea,Europe,https://www.gem.wiki/Port_of_Kerch
T2033,T11318,Port of Mariupol,Ukraine,Port of Mariupol Coal Terminal,,5,Mothballed,-,-,Exact,Mariupol Sea Commercial Port,47.093611,37.5775,Kherson,Europe,https://www.gem.wiki/Port_of_Mariupol
T1319,T11319,Port of Nikolayev,Ukraine,Port of Nikolayev Coal Terminal,,5,Operating,-,-,Exact,Sea Trading Port of Nikolayev,46.94532433,32.01428217,Mykolayiv,Europe,https://www.gem.wiki/Port_of_Nikolaev
T1320,T11320,Port of Pivdennyi (Yuzhny prior to 2017) ,Ukraine,Port of Yuzhny Coal Terminal,,8.5,Operating,-,-,Exact,State Enterprise Yuzhny Sea Port ,46.623889,31.021389,Yuzhny,Europe,https://www.gem.wiki/Port_of_Yuzhny
T1321,T01321,Port of Pivdennyi (Yuzhny prior to 2017) ,Ukraine,TIS Coal Terminal,,12,Operating,-,-,Exact,TIS-Coal LLC ,46.6548565,31.0178375,Odessa,Europe,https://www.gem.wiki/TIS_Coal_Terminal
T1420,T01420,-,United Kingdom,Hunterston Terminal,,8,Retired,-,2016,Exact,Peel Group,55.738056,-4.866389,North Ayrshire,Europe,https://www.gem.wiki/Hunterston_Terminal
T1378,T11378,Port of Belfast,United Kingdom,Port of Belfast Coal Terminal,,*,Operating,-,-,Exact,-,54.6149132,-5.9089576,Ireland,Europe,https://www.gem.wiki/Port_of_Belfast_Coal_Terminal
T2030,T11376,Port of Grimsby and Immingham,United Kingdom,Port of Grimsby and Immingham Coal Terminal,Immingham Humber International Terminal,10,Operating,2000,-,Exact,Associated British Ports,53.642088,-0.208927,England,Europe,https://www.gem.wiki/Port_of_Grimsby_and_Immingham_Coal_Terminal
T2036,T11377,Port of Talbot,United Kingdom,Port of Talbot Coal Terminal,,*,Operating,-,-,Exact,Associated British Ports,51.576903,-3.793257,Wales,Europe,https://www.gem.wiki/Port_of_Talbot_Coal_Terminal
T1421,T01421,Port of Tyne,United Kingdom,Port of Tyne Coal Terminal,,5,Retired,-,2021,Exact,Port of Tyne Logistics,54.981649,-1.460697,England,Europe,https://www.gem.wiki/Port_of_Tyne
T1346,T01346,-,United States,Arch Coal Terminal,,5.44,Operating,-,-,Exact,Arch Coal,38.30643821,-82.57855975,Kentucky,Americas,https://www.gem.wiki/Arch_Coal_Terminal
T1422,T01422,-,United States,Ashtabula Coal Pier,,5.72,Retired,1999,2016,Exact,Norfolk Southern,41.877222,-80.796944,Ohio,Americas,https://www.gem.wiki/Ashtabula_Coal_Pier
T1424,T01424,Port of Mobile,United States,Bulk Materials Handling Plant Coal Terminal,,2.45,Retired,-,2018,Exact,Alabama State Port Authority,30.72392873,-88.04662669,Alabama,Americas,https://www.gem.wiki/Bulk_Materials_Handling_Plant
T1403,T01403,-,United States,Burnside Coal Terminal,,7.5,Cancelled,-,-,Exact,Trafigura Group,30.13493281,-90.92033905,Louisiana,Americas,https://www.gem.wiki/Burnside_Terminal
T1335,T01335,-,United States,Burnside Terminal,,6.8,Operating,2014,-,Exact,Trafigura Group,30.13493281,-90.92033905,Louisiana,Americas,https://www.gem.wiki/Burnside_Terminal
T1368,T01368,-,United States,Cahokia Terminal,,*,Operating,-,-,Exact,Watco Companies,38.603121,-90.185952,Illinois,Americas,https://www.gem.wiki/Cahokia_Terminal
T1330,T01330,-,United States,Calvert City Terminal,,13.61,Operating,2003,-,Exact,Southern Coal Handling,37.04981214,-88.38335318,Kentucky,Americas,https://www.gem.wiki/Calvert_City_Terminal
T1359,T01359,-,United States,Ceredo Coal Terminal,,18,Operating,-,-,Exact,SunCoke Energy,38.39845886,-82.55270403,West Virginia,Americas,https://www.gem.wiki/Ceredo_Coal_Terminal
T2007,T01328,Port of Baltimore,United States,CNX Marine Terminal,Baltimore Marine Terminal,14.5,Operating,1983,-,Exact,CONSOL Energy,39.262065,-76.560566,Maryland,Americas,https://www.gem.wiki/CNX_Marine_Terminal
T1350,T01350,Conneaut Port,United States,Conneaut Port Dock 3 Coal Terminal,,8.17,Operating,-,-,Approximate,Canadian National Railroad,41.96587812,-80.54812496,Ohio,Americas,https://www.gem.wiki/Conneaut_Port
T1358,T01358,-,United States,Convent Marine Terminal,,13.61,Operating,-,-,Exact,SunCoke Energy,30.04879316,-90.83321245,Louisiana,Americas,https://www.gem.wiki/Convent_Marine_Terminal
T1338,T01338,Port of Mobile,United States,Cooper Marine and Timberlands Chipco Terminal,,0.91,Operating,-,-,Exact,Cooper Consolidated,30.70390629,-88.03503572,Alabama,Americas,https://www.gem.wiki/Cooper_Marine_and_Timberlands_Chipco_Terminal
T1355,T01355,-,United States,Cora Coal Terminal,,10,Operating,-,-,Exact,"Watco Companies, SCH Services",37.809377,-89.669595,Illinois,Americas,https://www.gem.wiki/Cora_Coal_Terminal
T1033,T01033,Port of Morrow,United States,Coyote Island Terminal,,8,Cancelled,-,-,Exact,Port of Morrow,45.8526328,-119.6719717,Oregon,Americas,https://www.gem.wiki/Coyote_Island_Terminal
T2008,T01357,Port of Baltimore,United States,CSX Chesapeake Bay Coal Terminal,Curtis Bay Coal Piers,12.7,Operating,-,-,Exact,CSX Corporation,39.22465305,-76.58328827,Maryland,Americas,https://www.gem.wiki/CSX_Chesapeake_Coal_Terminal
T1351,T01351,Port of Houston,United States,Deepwater Terminal,,9.1,Operating,-,-,Exact,Kinder Morgan,29.73451921,-95.14407607,Texas,Americas,https://www.gem.wiki/Deepwater_Terminal
T2009,T01329,Port of Hampton Roads,United States,Dominion Terminal,,20,Operating,1984,-,Exact,"Contura Energy (65%), Arch Coal (35%)",36.96579976,-76.42341224,Virginia,Americas,https://www.gem.wiki/Dominion_Terminal
T1339,T01339,-,United States,Donora River Terminal,,1.36,Operating,-,-,Exact,Robindale Energy,40.19554501,-79.87231463,Pennsylvania,Americas,https://www.gem.wiki/Donora_River_Terminal
T1340,T01340,-,United States,Fairless Hills Terminal,,1.63,Operating,-,-,Exact,Kinder Morgan,40.140139,-74.75471,Pennsylvania,Americas,https://www.gem.wiki/Fairless_Hills_Terminal
T1337,T01337,-,United States,Four Rivers Marine Terminal,,9,Operating,2015,-,Exact,Southern Coal Handling,37.13752323,-88.73286442,Kentucky,Americas,https://www.gem.wiki/Four_Rivers_Terminal
T1044,T01044,-,United States,Gateway Pacific Coal Terminal,,48,Cancelled,-,-,Exact,SSA Marine,48.86127,-122.751746,Washington,Americas,https://www.gem.wiki/Gateway_Pacific_Terminal
T1356,T11356,-,United States,Grand Rivers Coal Terminal,,10.9,Operating,-,-,Exact,Watco Companies,37.019918,-88.255116,Kentucky,Americas,https://www.gem.wiki/Grand_Rivers_Terminal
T1345,T01345,Port of Houston,United States,Houston Bulk Terminal,Penn City Bulk Terminal,4.76,Operating,-,-,Exact,Kinder Morgan,29.6111,-95.0217,Texas,Americas,https://www.gem.wiki/Houston_Bulk_Terminal
T1325,T01325,Port of New Orleans,United States,International Marine Terminals,,9.1,Operating,1981,-,Exact,Kinder Morgan,29.494444,-89.7125,Lousiana,Americas,https://www.gem.wiki/International_Marine_Terminals
T1325,T01336,Port of New Orleans,United States,International Marine Terminals,Expansion,9.1,Operating,2014,-,Exact,Kinder Morgan,29.494444,-89.7125,Lousiana,Americas,https://www.gem.wiki/International_Marine_Terminals
T1041,T01041,Port of Houston,United States,Jacintoport Coal Terminal,,12.34,Cancelled,-,-,Exact,Jacintoport International,29.74903568,-95.10953701,Texas,Americas,https://www.gem.wiki/Jacintoport_Terminal
T1343,T01343,Mokpo Port,United States,Kellogg Coal Terminal,,3.27,Operating,-,-,Exact,Kinder Morgan,38.010023,-90.058091,Illinois,Americas,https://www.gem.wiki/Kellogg_Terminal
T1331,T01331,Port of Jacksonville,United States,Keystone Coal Terminal Jacksonville,,2.72,Operating,2011,-,Exact,Keystone Industries,30.366324,-81.626135,Florida,Americas,https://www.gem.wiki/Keystone_Coal_Terminal
T1366,T01366,-,United States,Keystone Terminal Ironton,,*,Operating,-,-,Exact,Keystone Industries,38.509946,-82.668409,Ohio,Americas,https://www.gem.wiki/Keystone_Terminal_Ironton
T1341,T01341,-,United States,Lake Coal Terminal,,1.8,Operating,-,-,Exact,SunCoke Energy,41.67475726,-87.41465191,Indiana,Americas,https://www.gem.wiki/Lake_Coal_Terminal
T2018,T01365,Port of Hampton Roads,United States,Lamberts Point Terminal,,43.55,Operating,-,-,Exact,Norfolk Southern,36.8737589,-76.3166085,Virginia,Americas,https://www.gem.wiki/Lamberts_Point_Terminal
T1323,T11323,-,United States,Levin-Richmond Terminal,,0.91,Operating,-,-,Exact,Levin Richmond Terminal Corporation,37.92119613,-122.3665788,California,Americas,https://www.gem.wiki/Levin-Richmond_Terminal
T1347,T01347,-,United States,Louisville Jefferson Riverport Coal Terminal,,6.35,Operating,-,-,Exact,City of Louisville,38.1573277,-85.89848804,Kentucky,Americas,https://www.gem.wiki/Louisville_Jefferson_Riverport
T2022,T11364,Port of Mobile,United States,McDuffie Coal Terminal,,27.22,Operating,-,-,Exact,Alabama State Port Authority,30.6555444,-88.03754898,Alabama,Americas,https://www.gem.wiki/McDuffie_Coal_Terminal
T1043,T01043,-,United States,Millennium Bulk Logistics Longview Terminal,,44,Cancelled,-,-,Exact,Millenium Bulk Terminals,46.140364,-123.000019,Washington,Americas,https://www.gem.wiki/Millennium_Bulk_Logistics_Longview_Terminal
T1367,T11367,-,United States,Milwaukee Bulk Terminal,,*,Operating,-,-,Exact,Kinder Morgan,43.012006,-87.894294,Wisconsin,Americas,https://www.gem.wiki/Milwaukee_Bulk_Terminal
T2023,T11360,Port of New Orleans,United States,Mississippi River Midstream Operators Terminal,,19.1,Operating,-,-,Exact,Cooper Consolidated,29.936944,-90.061944,Lousiana,Americas,https://www.gem.wiki/Mississippi_River_Midstream_Operators
T1036,T01036,Port of Mobile,United States,Mobile River Terminal,Blue Creek Terminal,5,Cancelled,-,-,Approximate,Walter Energy,30.71217,-88.04331,Alabama,Americas,https://www.gem.wiki/Mobile_River_Terminal
