Date Last Researched,Research Status,Researcher,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Capacity [ref],Status,Status [ref],Reactor Type,Reactor Type [ref],Model,Model [ref],Construction Start Date,Construction Start Date [ref],First Criticality Date,First Criticality Date [ref],First Grid Connection,First Grid Connection [ref],Commercial Operation Date,Commercial Operation Date [ref],Retirement Date,Retirement Date [ref],Planned Retirement,Cancellation Year,Cancellation Year [ref],Owner,Owner [ref],Owner Name in Local Language / Script,Operator,Operator [ref],Operator Name in Local Language / Script,Reference Net Capacity (MW),Reference Net Capacity (MW) [ref],Design Net Capacity (MW),Design Net Capacity (MW) [ref],Thermal Capacity (MWt),Thermal Capacity (MWt) [ref],Employment Notes,Employment Notes [ref],Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,Location [ref],WEPP location ID,WEPP unit ID,Other IDs (location),Other IDs (unit),Internal Notes,GEM location ID,GEM unit ID,Wiki URL
2024-05-29,no changes,Janna Smith,United States,Alvin W Vogtle nuclear power plant,1,,Vogtle,1229.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,WH 4LP (DRYAMB),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,1976-08-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,1987-03-09,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,1987-03-27,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,1987-06-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,,,,,,Georgia Power Co [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,,Southern Nuclear Operating Company INC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,,1150,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,1122,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,3626,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=718,,,33.1300100,-81.7729000,exact,,Burke County,,Georgia,Northern America,Americas,https://goo.gl/maps/cimkNJtUYM59PdFUA,"65084, 21007",22239,World Resources Institute: USA0000649,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500049,G100000500083,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Alvin W Vogtle nuclear power plant,2,,Vogtle,1229.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,WH 4LP (DRYAMB),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,1976-08-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,1989-03-28,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,1989-04-10,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,1989-05-20,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,,,,,,Georgia Power Co [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,,Southern Nuclear Operating Company INC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,,1152,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,1101,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,3626,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=719,,,33.1300100,-81.7729000,exact,,Burke County,,Georgia,Northern America,Americas,https://goo.gl/maps/cimkNJtUYM59PdFUA,"65084, 21007",22240,World Resources Institute: USA0000649,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500049,G100000500084,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Alvin W Vogtle nuclear power plant,3,,Vogtle,1250.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,operating,https://pris.iaea.org/pris/CountryStatistics/ReactorDetails.aspx?current=1042,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,AP-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,2013-03-02,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,2023-03-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,2023-03-31,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,2023-07-31,https://www.prnewswire.com/news-releases/bechtel-applauds-project-partners-for-completing-vogtle-unit-3-fuel-load-301651343.html,,,,,,Georgia Power Co [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,,Southern Nuclear Operating Company INC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,,1117,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,1117,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,3400,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1042,,,33.1429000,-81.7681000,exact,,Burke County,,Georgia,Northern America,Americas,https://goo.gl/maps/ChuPuPDkNFehoowv6,"65084, 21007",22241,World Resources Institute: USA0000649,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500049,G100000500126,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant
2024-05-29,updated,Janna Smith,United States,Alvin W Vogtle nuclear power plant,4,,Vogtle,1250.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,operating,"https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043, https://www.georgiapower.com/company/news-hub/press-releases/vogtle-unit-4-enters-commercial-operation.html",pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,AP-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,2013-11-19,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,2024-02-14,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,2024-03-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,2023,https://www.georgiapower.com/company/news-center/2023-articles/vogtle-steps-toward-operations.html,,,,,,Georgia Power Co [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,,Southern Nuclear Operating Company INC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,,1117,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,1117,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,3400,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1043,,,33.1429000,-81.7681000,exact,,Burke County,,Georgia,Northern America,Americas,https://goo.gl/maps/ChuPuPDkNFehoowv6,"65084, 21007",22242,World Resources Institute: USA0000649,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500049,G100000500125,https://www.gem.wiki/Alvin_W_Vogtle_nuclear_power_plant
2024-05-14,no changes,Janna Smith,Brazil,Angra nuclear power plant,1,,,640.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,WH 2LP,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,1971-05-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,1982-03-13,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,1982-04-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,1985-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,,,,,,Eletrobras Eletronuclear SA [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,,Eletrobras Eletronuclear SA,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,,609,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,609,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,1882,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=24,,,-23.0069000,-44.4585000,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,https://goo.gl/maps/g6r6UcwkG7FTm2p6A,1015589,1102220,,World Resources Institute: BRA0000100,"Phase 1: Auto-scrape

Phase 2: Auto-scrape; Construction suspended between 1/1/1986 and 1/1/1996

Phase 3: Auto-scrape. Court appeal by Eletronuclear after court halts work on Angra-3 due to socio-environmental compensation due to construction of the unit. As of May 2024, unit continuing construction.",L100000500026,G100000500402,https://www.gem.wiki/Angra_nuclear_power_plant
2024-05-14,no changes,Janna Smith,Brazil,Angra nuclear power plant,2,,,1350.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,PRE KONVOI,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,1976-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,2000-07-14,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,2000-07-21,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,2001-02-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,,,,,,Eletrobras Eletronuclear SA [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,,Eletrobras Eletronuclear SA,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,,1275,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,1245,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,3764,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=25,,,-23.0077000,-44.4598000,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,https://goo.gl/maps/Vz14xqabdzsQFuUm8,1015589,1102221,,World Resources Institute: BRA0000101,"Phase 1: Auto-scrape

Phase 2: Auto-scrape; Construction suspended between 1/1/1986 and 1/1/1996

Phase 3: Auto-scrape. Court appeal by Eletronuclear after court halts work on Angra-3 due to socio-environmental compensation due to construction of the unit. As of May 2024, unit continuing construction.",L100000500026,G100000500071,https://www.gem.wiki/Angra_nuclear_power_plant
2024-05-14,updated,Janna Smith,Brazil,Angra nuclear power plant,3,,,1405.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,construction,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,PRE KONVOI,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,2010-05-30,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,,,,,2028,https://world-nuclear.org/information-library/country-profiles/countries-a-f/brazil.aspx,,,,,,Eletrobras Eletronuclear SA [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,,Eletrobras Eletronuclear SA,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,,1340,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,1340,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,3900,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=26,,,-23.0091000,-44.4720100,exact,Angra dos Reis,,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,Latin America and the Caribbean,Americas,https://goo.gl/maps/ABFxBKLX5mD2tBULA,1015589,1102222,,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape; Construction suspended between 1/1/1986 and 1/1/1996

Phase 3: Auto-scrape. Court appeal by Eletronuclear after court halts work on Angra-3 due to socio-environmental compensation due to construction of the unit. As of May 2024, unit continuing construction.",L100000500026,G100000500042,https://www.gem.wiki/Angra_nuclear_power_plant
2024-05-06,no changes,Ye Huang,China,Anhui Wuhu nuclear power plant,1-1,芜湖核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,https://news.bjx.com.cn/html/20071026/16316.shtml,AP-1000,https://news.bjx.com.cn/html/20100114/240727.shtml,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/c369f505de63a1a0833a4537726e0217.html,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,"https://q.stock.sohu.com/cn,gg,000543,674753530.shtml",安徽芜湖核电有限公司,,,,,,,,,31.1123000,118.0171000,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,https://news.bjx.com.cn/html/20100114/240727.shtml,1069704,1203750,,,"Phase 1-1: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 1-2: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-3: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-4: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.",L100000500326,G100000500851,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,no changes,Ye Huang,China,Anhui Wuhu nuclear power plant,1-2,芜湖核电站,,1250.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,cancelled - inferred 4 y,,pressurized water reactor,https://news.bjx.com.cn/html/20071026/16316.shtml,AP-1000,https://news.bjx.com.cn/html/20100114/240727.shtml,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/c369f505de63a1a0833a4537726e0217.html,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,"https://q.stock.sohu.com/cn,gg,000543,674753530.shtml",安徽芜湖核电有限公司,,,,,,,,,31.1123000,118.0171000,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,https://news.bjx.com.cn/html/20100114/240727.shtml,1069704,1203751,,,"Phase 1-1: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 1-2: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-3: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-4: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.",L100000500326,G100000500852,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,no changes,Ye Huang,China,Anhui Wuhu nuclear power plant,2-3,芜湖核电站,,1250.0,https://world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,cancelled - inferred 4 y,,pressurized water reactor,https://news.bjx.com.cn/html/20071026/16316.shtml,AP-1000,https://news.bjx.com.cn/html/20100114/240727.shtml,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/c369f505de63a1a0833a4537726e0217.html,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,"https://q.stock.sohu.com/cn,gg,000543,674753530.shtml",安徽芜湖核电有限公司,,,,,,,,,31.1123000,118.0171000,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,https://news.bjx.com.cn/html/20100114/240727.shtml,1069704,1203752,,,"Phase 1-1: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 1-2: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-3: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-4: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.",L100000500326,G100000500849,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
2024-05-06,no changes,Ye Huang,China,Anhui Wuhu nuclear power plant,2-4,芜湖核电站,,1250.0,https://world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx,cancelled - inferred 4 y,,pressurized water reactor,https://news.bjx.com.cn/html/20071026/16316.shtml,AP-1000,https://news.bjx.com.cn/html/20100114/240727.shtml,,,,,,,,,,,,2021,http://paper.people.com.cn/zgnyb/html/2021-03/29/content_2040922.htm,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/c369f505de63a1a0833a4537726e0217.html,中国广核集团有限公司,Anhui Wuhu Nuclear Power CO LTD,"https://q.stock.sohu.com/cn,gg,000543,674753530.shtml",安徽芜湖核电有限公司,,,,,,,,,31.1123000,118.0171000,approximate,Digang,Fanchang,Wuhu,Anhui,Eastern Asia,Asia,https://news.bjx.com.cn/html/20100114/240727.shtml,1069704,1203753,,,"Phase 1-1: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 1-2: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-3: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.

Phase 2-4: JB: inland plant, not included in 2021's 14th Five Year Plan; Dorothy: Planned to start construction in 2011,and commercial operation in 2016, but no updates about the status so far.",L100000500326,G100000500850,https://www.gem.wiki/Anhui_Wuhu_nuclear_power_plant
